Elapsed Time,Iteration,D/loss_real,D/loss_fake,D/loss_cls,D/loss_gp,D/loss_dom,G/loss_fake,G/loss_rec,G/loss_cls,G/loss_dom
0:00:07,100,-4.3162,-0.3212,1.3956,0.0198,2.7399,0.6890,0.2982,1.4460,2.7643
0:00:12,200,-2.5610,-0.8274,1.2098,0.0342,2.7416,1.1843,0.1702,1.6657,2.6446
0:00:17,300,-1.9467,-0.7020,0.7589,0.0169,2.8097,0.6825,0.1445,1.2654,2.7165
0:00:21,400,-1.7359,-0.4685,0.9728,0.0122,2.6703,0.3709,0.1187,1.0346,2.8086
0:00:25,500,-1.8829,0.2459,0.9708,0.0038,2.6451,-0.2183,0.0745,0.9933,2.4987
0:00:31,600,-1.1160,-0.5450,0.7091,0.0060,2.7042,0.5163,0.0830,0.7762,2.7777
0:00:35,700,-1.0438,-0.6989,0.8837,0.0059,2.6332,0.6772,0.0865,0.9241,2.7041
0:00:40,800,-0.9509,-0.6504,0.9825,0.0062,2.6111,0.6336,0.0743,1.1090,2.6090
0:00:44,900,-0.9853,-0.4418,1.0539,0.0019,2.6761,0.5386,0.0667,0.9503,2.6827
0:00:48,1000,-0.9673,-0.6341,0.6230,0.0051,2.6436,0.5810,0.0781,0.5223,2.8571
0:01:05,1100,-0.8592,-0.6937,0.9996,0.0022,2.6816,0.8682,0.0673,0.7890,2.7115
0:01:09,1200,-0.6930,-0.9447,0.6504,0.0131,2.8065,0.8017,0.0638,0.8135,2.6881
0:01:14,1300,-0.5983,-1.0197,1.4753,0.0083,2.3916,0.9312,0.0658,0.6992,2.8785
0:01:18,1400,-0.5235,-1.0422,1.0128,0.0077,2.3417,1.0539,0.0636,0.6871,2.9277
0:01:23,1500,-0.6158,-0.9669,0.9026,0.0058,2.2340,1.0833,0.0682,0.5080,2.8813
0:01:27,1600,-0.4026,-1.1932,0.7719,0.0113,2.5128,1.1252,0.0680,0.5838,2.7130
0:01:32,1700,-0.2802,-1.3037,0.6266,0.0063,2.0945,1.3026,0.0674,0.6087,2.4996
0:01:36,1800,-0.4548,-1.1654,0.4700,0.0066,2.0083,1.1852,0.0683,0.5633,2.7803
0:01:41,1900,-0.3136,-1.3641,0.7564,0.0201,2.2221,1.1755,0.0624,0.5462,2.9964
0:01:45,2000,-0.3187,-1.2667,0.5586,0.0059,1.9650,1.2660,0.0650,0.7108,2.3103
0:02:01,2100,-0.2889,-1.2426,0.4473,0.0130,2.2455,1.1288,0.0653,1.0047,2.4328
0:02:05,2200,0.0367,-0.8679,0.6044,0.0014,2.1427,0.8360,0.0613,0.4347,2.3639
0:02:10,2300,-0.2152,-0.7320,0.4630,0.0011,2.2038,0.7573,0.0569,0.4532,2.5554
0:02:14,2400,-0.3331,-0.6603,0.4670,0.0020,1.8353,0.7693,0.0754,0.3831,2.4447
0:02:19,2500,-0.2989,-0.6627,0.6567,0.0070,2.0814,0.5801,0.0520,0.4724,2.0980
0:02:23,2600,-0.3432,-0.5849,0.4405,0.0010,2.0190,0.6287,0.0607,0.2341,2.2615
0:02:28,2700,-0.2588,-0.6830,0.5145,0.0019,1.9112,0.6747,0.0598,0.4092,2.2979
0:02:32,2800,-0.2666,-0.7172,0.5284,0.0064,1.8880,0.5998,0.0483,0.4605,2.0039
0:02:37,2900,-0.2565,-0.7162,0.3406,0.0041,1.9490,0.7189,0.0536,0.3814,1.9379
0:02:41,3000,-0.0589,-0.2540,0.4593,0.0561,1.7201,0.0201,0.0604,0.5910,2.1472
0:02:57,3100,-0.1920,-0.7767,0.7367,0.0029,1.6636,0.8173,0.0617,0.3714,2.4049
0:03:01,3200,-0.1879,-0.7873,0.3811,0.0021,1.6323,0.8001,0.0676,0.7281,2.0770
0:03:06,3300,-0.2173,-0.7704,0.5993,0.0022,1.3648,0.8688,0.0609,0.5757,1.8643
0:03:10,3400,-0.2356,-0.9271,0.2616,0.0087,1.2453,0.8870,0.0771,0.7501,3.7056
0:03:15,3500,-0.2011,-0.8091,0.4333,0.0081,1.4880,0.8815,0.0636,0.2657,2.4977
0:03:19,3600,-0.0741,-0.8995,0.3470,0.0038,1.6210,0.9337,0.0519,0.4194,2.3044
0:03:24,3700,-0.2117,-0.7499,0.2169,0.0021,0.9442,0.8759,0.0598,0.3527,1.7072
0:03:28,3800,-0.1627,-0.8400,0.2061,0.0028,0.8592,0.8652,0.0660,0.2640,2.1450
0:03:33,3900,-0.1552,-0.8588,0.3395,0.0060,1.4873,0.8348,0.0618,0.6960,2.0592
0:03:38,4000,-0.2248,-0.7898,0.2829,0.0045,1.4001,0.7731,0.0606,0.3342,1.9052
0:03:53,4100,-0.0232,-0.1047,0.0310,0.0027,0.9128,0.1394,0.0893,0.2198,1.6866
0:03:58,4200,-0.1013,-0.0219,0.2898,0.0080,1.4576,0.0095,0.0601,0.2188,2.1571
0:04:03,4300,-0.2084,-0.0213,0.4538,0.0074,1.2629,-0.0368,0.0679,0.2652,1.9461
0:04:07,4400,-0.2766,0.1227,0.1554,0.0080,1.4265,-0.0737,0.0599,0.1808,1.7084
0:04:12,4500,-0.4501,0.2614,0.1346,0.0037,1.4510,-0.1945,0.0613,0.2243,2.6378
0:04:17,4600,-0.3351,0.1601,0.2427,0.0047,1.1463,-0.1686,0.0591,0.1739,2.3185
0:04:21,4700,-0.4546,0.1631,0.1839,0.0076,0.7051,-0.1326,0.0688,0.2840,1.0119
0:04:26,4800,-0.2725,0.1046,0.4170,0.0096,1.8555,-0.1473,0.0531,0.1334,2.4968
0:04:30,4900,-0.2846,0.0578,0.2607,0.0142,1.1544,-0.1953,0.0676,0.4480,1.3581
0:04:35,5000,-0.2229,0.0171,0.3480,0.0099,1.0383,0.0543,0.0572,0.3609,1.2198
0:04:51,5100,-0.4573,0.2835,0.4037,0.0019,1.2972,-0.2564,0.0527,0.1081,1.6047
0:04:55,5200,-0.5129,0.3075,0.2962,0.0066,0.6763,-0.3041,0.0574,0.2809,0.9347
0:05:00,5300,-0.3982,0.1903,0.3363,0.0011,1.2092,-0.1905,0.0528,0.2854,2.4591
0:05:05,5400,-0.3567,0.1264,0.2610,0.0062,0.8838,-0.0810,0.0655,0.0735,1.3873
0:05:09,5500,-0.4877,0.2480,0.1503,0.0061,0.7350,-0.1754,0.0616,0.0568,1.2474
