Elapsed Time,Iteration,Total Iterations,D/latent_real,D/latent_fake,D/latent_reg,D/ref_real,D/ref_fake,D/ref_reg,G/latent_adv,G/latent_dom,G/latent_trts,G/latent_cyc,G/latent_id,G/latent_sty,G/latent_ds,G/ref_adv,G/ref_dom,G/ref_trts,G/ref_cyc,G/ref_id,G/ref_sty,G/ref_ds,G/lambda_ds
0:01:00,100,100000,0.187410,0.020606,0.009113,0.016839,0.013196,0.008897,0.517489,100.653152,32.957935,0.389273,0.410680,0.600311,0.690459,0.377904,41.496788,12.445827,0.370176,0.349824,1.468575,0.025105,0.000000
0:01:32,200,100000,0.082092,0.004616,0.068198,0.009468,0.102000,0.028792,0.587936,99.169983,23.911093,0.184695,0.174462,0.535903,0.554285,0.555499,18.839960,1.687596,0.182989,0.148686,0.168728,0.016297,0.000000
0:02:03,300,100000,0.152901,0.004037,0.053840,0.016029,0.101464,0.027603,0.690495,66.243408,19.058006,0.139939,0.118431,0.480874,0.534955,0.357782,11.977690,2.433890,0.124150,0.103517,0.222490,0.007110,0.000000
0:02:37,400,100000,0.123216,0.007574,0.025357,0.043680,0.191429,0.021882,0.598581,39.085629,23.975477,0.103366,0.090828,0.493532,0.477783,0.221656,10.322841,6.520094,0.092922,0.081866,0.110027,0.012136,0.000000
0:03:10,500,100000,0.105154,0.009121,0.039172,0.015710,0.150363,0.028652,0.510939,51.627010,26.952250,0.094551,0.087574,0.505931,0.362014,0.320737,11.914882,1.575353,0.080171,0.070525,0.242780,0.004775,0.000000
0:04:00,600,100000,0.038510,0.002924,0.045206,0.004184,0.033659,0.019791,0.560032,50.787537,6.486145,0.179501,0.151173,0.520671,0.251051,0.265359,15.273303,6.311547,0.101167,0.095098,0.242744,0.050557,0.000000
0:04:32,700,100000,0.038521,0.012097,0.047647,0.000933,0.116263,0.024025,0.492499,27.712814,3.468840,0.082013,0.075514,0.538419,0.174148,0.295398,16.247383,6.082046,0.074246,0.067296,0.310771,0.071797,0.000000
0:05:05,800,100000,0.188827,0.023804,0.022851,0.060567,0.081798,0.020897,0.439802,9.591197,3.994352,0.099385,0.091977,0.472438,0.118721,0.347581,9.212154,1.416481,0.096886,0.083077,0.119830,0.013609,0.000000
0:05:39,900,100000,0.066239,0.052333,0.040474,0.040884,0.071327,0.045951,0.365084,25.152306,3.040507,0.087383,0.084897,0.437212,0.089533,0.170801,20.596437,0.988556,0.080730,0.078385,0.053568,0.005881,0.000000
0:06:38,1000,100000,0.096248,0.048844,0.032542,0.048369,0.086422,0.031517,0.369083,6.429111,1.975919,0.072698,0.065559,0.540035,0.069639,0.293299,7.331913,3.207147,0.071247,0.066631,0.091301,0.008102,0.000000
0:07:28,1100,100000,0.099293,0.090854,0.063735,0.058569,0.109335,0.030114,0.260697,14.447380,1.034438,0.062309,0.056070,0.488319,0.057051,0.137111,18.294411,0.848505,0.055746,0.050462,0.075954,0.010445,0.000000
0:08:03,1200,100000,0.093023,0.068138,0.037836,0.055099,0.095625,0.031674,0.302311,15.907248,0.994683,0.079526,0.070512,0.496495,0.047361,0.183594,9.944856,0.405956,0.072416,0.066526,0.071659,0.017302,0.000000
0:08:35,1300,100000,0.138861,0.073010,0.022441,0.073288,0.118477,0.021145,0.214366,15.373835,1.250905,0.068365,0.060224,0.522008,0.054642,0.181777,11.754912,0.123505,0.061622,0.057290,0.047664,0.015127,0.000000
0:09:08,1400,100000,0.197770,0.072403,0.015060,0.083385,0.104206,0.010775,0.192254,8.846208,1.091904,0.065123,0.060245,0.494391,0.043228,0.180551,5.705517,0.108285,0.054936,0.051165,0.089464,0.011040,0.000000
0:09:42,1500,100000,0.108261,0.085990,0.017519,0.073067,0.105612,0.021217,0.306993,17.458807,5.121683,0.060350,0.055728,0.363054,0.048652,0.271193,17.092541,1.218907,0.057180,0.052874,0.312462,0.014346,0.000000
0:10:28,1600,100000,0.193331,0.127333,0.010188,0.104798,0.117390,0.008743,0.157629,11.225335,1.192940,0.052074,0.046674,0.392541,0.040094,0.136586,15.190820,0.331571,0.053207,0.045850,0.053773,0.012446,0.000000
0:11:01,1700,100000,0.118814,0.091813,0.020177,0.048683,0.082790,0.011781,0.324713,7.062615,0.155258,0.064248,0.057085,0.372197,0.047827,0.284315,11.060011,0.956461,0.052930,0.046173,0.055109,0.025205,0.000000
0:11:36,1800,100000,0.079221,0.120902,0.021624,0.084004,0.095168,0.020091,0.215699,11.660627,0.016642,0.059420,0.054136,0.404311,0.043024,0.185609,10.998428,0.137116,0.054735,0.051251,0.050174,0.026088,0.000000
0:12:11,1900,100000,0.120394,0.095539,0.014908,0.087798,0.120965,0.015867,0.210974,5.462938,0.941949,0.072638,0.061527,0.427151,0.042994,0.192985,10.150534,0.370075,0.066787,0.058869,0.050977,0.019703,0.000000
0:13:07,2000,100000,0.127451,0.102863,0.014210,0.108072,0.080491,0.013972,0.174476,5.721212,0.220901,0.056834,0.047698,0.400635,0.051703,0.159276,10.992983,0.139627,0.051495,0.044828,0.077309,0.037147,0.000000
0:16:49,2100,100000,0.040748,0.047147,0.048726,0.028480,0.050219,0.045067,0.362745,4.484250,10.197488,0.115138,0.101783,0.341012,0.033106,0.326316,2.989528,7.320727,0.108142,0.097769,0.257533,0.018510,0.000000
0:17:24,2200,100000,0.035837,0.051220,0.038556,0.038702,0.027622,0.045221,0.317808,3.791945,9.033137,0.131199,0.111769,0.408880,0.042712,0.284071,3.564736,9.331381,0.117889,0.108345,0.166025,0.030732,0.000000
0:17:58,2300,100000,0.177808,0.014759,0.036648,0.055058,0.053062,0.022290,0.336797,4.930900,7.686628,0.079868,0.072960,0.395868,0.037917,0.292200,2.378578,6.697499,0.079604,0.074031,0.166924,0.028023,0.000000
0:18:31,2400,100000,0.016933,0.089735,0.012193,0.042800,0.038171,0.021805,0.363022,2.375417,12.233947,0.096387,0.095037,0.344031,0.027347,0.314730,3.063030,9.345047,0.098989,0.095036,0.119127,0.021088,0.000000
