Elapsed Time,Iteration,D/loss_real,D/loss_fake,D/loss_gp,D/loss_cls,D/loss_dom,G/loss_fake,G/loss_rec,G/loss_cls,G/loss_dom,G/loss_rot
0:03:51,1900,-5.3136,3.8419,1.3198,0.0051,2.7236,-6.0025,0.0994,1.2926,2.7218,0.1409
0:04:02,2000,-1.0120,-1.3852,1.4593,0.0709,2.6707,0.7380,0.0651,1.4601,2.6653,0.1425
0:04:37,2100,-5.4674,4.6646,1.3385,0.0855,2.7038,-4.2255,0.0870,1.3366,2.7027,0.1459
0:04:48,2200,-4.6279,3.7449,1.3966,0.0135,2.6828,-3.6366,0.0759,1.3938,2.6824,0.1348
0:04:59,2300,-5.9554,5.6366,1.3825,0.0154,2.6678,-5.2610,0.0719,1.3757,2.6652,0.0579
0:05:10,2400,-1.0778,0.1206,1.3256,0.0114,2.7130,-0.1856,0.0848,1.3253,2.7071,0.1552
0:05:21,2500,-7.2817,5.6632,1.3454,0.0078,2.7073,-6.1625,0.0776,1.3437,2.7036,0.1409
0:05:32,2600,-2.5091,1.8944,1.4115,0.0007,2.7362,-1.7080,0.0860,1.4101,2.7331,0.0978
0:05:42,2700,-1.6389,1.0718,1.3995,0.0092,2.6672,-1.0236,0.0821,1.3989,2.6667,0.1382
0:05:53,2800,-3.3008,2.9060,1.4117,0.0028,2.7052,-3.0481,0.0690,1.4111,2.7039,0.0687
0:06:04,2900,-2.9585,2.8134,1.4174,0.0045,2.6739,-2.9035,0.0696,1.4162,2.6707,0.0589
0:06:15,3000,-5.5141,3.9718,1.4220,0.0341,2.6309,-3.3912,0.0833,1.4176,2.6333,0.1497
0:06:51,3100,-2.7741,2.4060,1.3135,0.0172,2.6710,-2.2113,0.0936,1.3099,2.6680,0.0780
0:07:02,3200,-3.5267,2.7687,1.3441,0.0085,2.7932,-2.9618,0.0709,1.3421,2.7871,0.1199
0:07:13,3300,-2.6902,2.3315,1.3732,0.0038,2.6638,-2.3810,0.0532,1.3721,2.6613,0.0448
0:07:24,3400,-5.5530,4.3995,1.3140,0.0326,2.6290,-3.8647,0.0676,1.3132,2.6264,0.1046
0:07:35,3500,-2.0087,1.6591,1.3982,0.0037,2.6503,-1.6427,0.0694,1.3982,2.6455,0.0544
0:07:46,3600,-3.6497,2.4251,1.3615,0.0304,2.6930,-1.9087,0.0679,1.3615,2.6906,0.1298
0:07:57,3700,-3.1273,2.8890,1.3749,0.0088,2.6892,-3.1636,0.0731,1.3721,2.6866,0.0586
0:08:08,3800,-3.0332,2.6914,1.3761,0.0107,2.6900,-3.0225,0.0738,1.3731,2.6868,0.0566
0:08:19,3900,-1.6470,1.4083,1.3498,0.0058,2.6904,-1.4977,0.0675,1.3488,2.6895,0.0559
0:08:30,4000,-3.2769,2.7989,1.3876,0.0016,2.6343,-2.8611,0.0780,1.3863,2.6311,0.0700
0:09:06,4100,-2.8643,1.7356,1.3148,0.0105,2.6773,-1.9790,0.0714,1.3146,2.6759,0.1100
0:09:17,4200,-2.6070,2.3047,1.3160,0.0016,2.6980,-2.3378,0.0691,1.3137,2.6973,0.0595
0:09:28,4300,-3.0494,1.8159,1.3676,0.0167,2.6672,-1.4818,0.0810,1.3693,2.6625,0.1265
0:09:39,4400,-3.0738,1.6747,1.4434,0.0050,2.7117,-1.5659,0.0675,1.4340,2.7072,0.1121
0:09:50,4500,-1.4147,1.0754,1.3801,0.0037,2.6627,-1.0700,0.0784,1.3808,2.6586,0.0707
0:10:01,4600,-0.8936,0.7873,1.3031,0.0031,2.6782,-0.9346,0.0529,1.3112,2.6753,0.0452
0:10:12,4700,-2.2998,1.1391,1.3950,0.0045,2.7315,-1.1200,0.0729,1.3996,2.7253,0.0949
0:10:23,4800,-0.5154,0.3660,1.3553,0.0375,2.6714,-0.1543,0.0594,1.3990,2.6609,0.0487
0:10:34,4900,-0.0199,-0.2249,1.2102,0.0127,2.6435,-0.0993,0.0590,1.3482,2.6482,0.0528
0:10:45,5000,-1.7028,1.4654,1.5147,0.0028,2.6102,-1.2135,0.0632,1.4169,2.6028,0.0632
0:11:19,5100,-0.9695,0.9362,1.3477,0.0043,2.7303,-0.3792,0.0645,1.3497,2.7291,0.0496
0:11:30,5200,-1.5701,1.2582,1.3522,0.0040,2.6822,-1.2609,0.0916,1.3830,2.6816,0.0676
0:11:41,5300,-0.2096,-0.0796,1.2237,0.0041,2.7431,0.2171,0.0865,1.4245,2.7530,0.0567
0:11:52,5400,-1.9172,0.8020,1.2668,0.0081,2.7042,-0.4115,0.0975,1.5099,2.7124,0.1088
0:12:03,5500,-0.9352,-0.1942,1.2954,0.0017,2.6561,0.1483,0.0602,1.2867,2.6485,0.0841
0:12:14,5600,-0.1277,0.1909,1.4207,0.0229,2.8670,-0.0282,0.0625,1.3761,2.8339,0.0506
0:12:24,5700,-0.1650,-0.2047,1.2910,0.0302,2.6027,0.3034,0.1036,1.8289,2.6422,0.0724
0:12:35,5800,-1.6192,-0.3374,1.0347,0.0178,2.5911,0.2648,0.0784,0.8343,2.7179,0.1229
0:12:46,5900,-0.7899,-0.2186,0.8755,0.0051,2.6205,0.2223,0.0692,0.8376,2.7156,0.0847
0:12:57,6000,-0.7243,0.5924,0.7500,0.0078,2.7700,-0.6633,0.0632,0.7487,2.7085,0.0541
0:13:31,6100,0.0277,-0.4802,0.9098,0.0050,2.6968,0.4916,0.0622,0.9086,2.6639,0.0659
0:13:42,6200,-0.3710,-0.1453,0.6530,0.0040,2.7121,0.2197,0.0754,0.6293,2.7497,0.0603
0:13:53,6300,0.4973,-0.7741,0.7189,0.0037,2.6614,0.7453,0.0594,0.7620,2.6435,0.0459
0:14:04,6400,0.4428,-0.4981,1.0587,0.0044,2.7711,0.5504,0.0563,1.0201,2.7823,0.0474
0:14:15,6500,-1.1629,-0.1513,1.1342,0.0174,2.7286,-0.0322,0.0612,0.9704,2.8013,0.0832
0:14:26,6600,0.1832,-0.5720,0.8547,0.0089,2.6029,0.5053,0.0682,0.9294,2.7143,0.0910
0:14:37,6700,0.0954,-0.6532,0.8186,0.0045,2.7569,0.6985,0.0819,0.9131,2.8080,0.0653
0:14:48,6800,0.2378,-0.5869,0.6535,0.0033,2.4784,0.6513,0.0849,0.6257,2.7697,0.0717
0:14:58,6900,1.2078,-1.4872,0.7536,0.0041,2.6444,1.3999,0.0639,0.7429,2.6525,0.0482
0:15:09,7000,1.8262,-2.0075,0.6908,0.0829,2.5598,2.1830,0.0732,0.6120,2.8656,0.0552
0:15:44,7100,0.5405,-1.4233,0.7882,0.0205,2.6074,1.4509,0.0831,1.0099,2.8622,0.0926
0:15:55,7200,0.5755,-0.8226,0.5559,0.0348,2.6170,0.8942,0.0522,0.5001,2.6780,0.0442
0:16:06,7300,0.7426,-1.2028,0.9545,0.0033,2.5936,1.1523,0.0827,0.7319,2.5909,0.0686
0:16:17,7400,1.2572,-1.7263,0.7206,0.0046,2.6266,1.7822,0.0611,0.9029,2.8371,0.0476
0:16:28,7500,1.0359,-1.7274,0.5406,0.0032,2.5791,1.6543,0.0601,0.5764,2.6535,0.0530
0:16:39,7600,0.4570,-1.5414,0.8945,0.0088,2.7029,1.4429,0.0794,1.4205,2.7372,0.0954
0:16:50,7700,0.1843,-0.9988,0.6352,0.0048,2.5638,0.8951,0.0653,0.6456,2.6038,0.0776
0:17:01,7800,0.7526,-1.1369,0.7270,0.0102,2.5089,1.2793,0.0648,0.7850,2.5522,0.0459
0:17:11,7900,1.4194,-1.6673,0.8501,0.0038,2.5189,1.6503,0.0602,0.6137,2.7558,0.0453
0:17:23,8000,1.9215,-2.0033,1.2298,0.0013,2.6524,2.1221,0.0425,1.2503,2.6866,0.0357
0:17:57,8100,1.7389,-2.5776,0.6603,0.0040,2.5135,2.6443,0.0739,1.1972,2.6924,0.0694
0:18:08,8200,1.4263,-1.8540,0.9227,0.0066,2.4689,1.7235,0.0693,0.5930,2.6642,0.0526
0:18:19,8300,0.5210,-1.3433,1.3741,0.0050,2.5898,1.2890,0.0491,0.9904,2.5031,0.0754
0:18:30,8400,0.9484,-1.3042,1.2201,0.0170,2.6477,1.2125,0.0579,0.6480,2.7334,0.0504
0:18:41,8500,0.4491,-1.0167,0.7256,0.0011,2.7464,0.9787,0.0651,0.6625,2.6647,0.0606
0:18:51,8600,0.0460,-1.0258,0.5359,0.0111,2.6676,0.8632,0.0662,0.5329,2.9035,0.0830
0:19:02,8700,1.0341,-1.4304,0.4702,0.0243,2.5053,1.4207,0.0813,0.3957,2.9129,0.0514
0:19:13,8800,1.1887,-1.4604,0.9068,0.0196,2.5402,1.6251,0.0490,0.6789,2.5337,0.0414
0:19:24,8900,1.1085,-1.7161,0.9963,0.0189,2.7948,1.8445,0.0794,0.5413,3.1985,0.0565
0:19:35,9000,1.6080,-2.1169,0.5156,0.0041,2.5971,2.0859,0.0656,1.1493,2.8183,0.0497
0:20:08,9100,0.3568,-1.2334,0.8252,0.0028,2.4228,1.2572,0.0996,0.5776,2.6866,0.0752
0:20:19,9200,0.2707,-1.2423,0.7640,0.0104,2.6736,1.4356,0.0614,0.8086,2.7687,0.0655
0:20:30,9300,-0.2776,-0.7314,0.6912,0.0110,2.4708,0.8733,0.0559,0.6252,2.7286,0.0632
0:20:41,9400,0.3449,-0.9147,0.8078,0.0050,2.6615,0.8262,0.0647,0.6158,2.8629,0.0605
0:20:52,9500,0.2164,-1.0846,0.4823,0.0061,2.5760,1.1776,0.0754,0.9899,2.8254,0.0751
0:21:03,9600,0.3246,-1.0316,0.6533,0.0082,2.5902,1.2170,0.0642,0.7379,2.8371,0.0630
0:21:14,9700,1.2746,-1.6249,0.9198,0.0094,2.7451,1.5549,0.0737,0.9126,2.7989,0.0455
0:21:25,9800,0.7274,-1.1500,1.0080,0.0023,2.7418,1.0810,0.0506,1.2321,2.6374,0.0490
0:21:35,9900,0.3996,-1.1849,0.5978,0.0067,2.4612,1.0182,0.0560,0.4637,2.9402,0.0595
0:21:46,10000,0.6040,-1.0949,0.5963,0.0023,2.2631,1.1175,0.0534,0.4731,2.8008,0.0431
0:25:47,10100,0.0957,-0.9121,0.5435,0.0143,2.6293,0.8866,0.0698,0.4574,2.7721,0.0656
0:25:57,10200,-0.2095,-0.4474,0.5903,0.0091,2.4407,0.2845,0.0706,0.6108,2.7337,0.0716
0:26:08,10300,1.5935,-1.9350,0.7720,0.0062,2.4422,1.9715,0.0702,0.5727,2.6973,0.0460
0:26:19,10400,1.1954,-1.7393,0.9114,0.0077,2.2868,1.9562,0.0594,0.7973,3.0091,0.0483
0:26:30,10500,0.1503,-0.8923,0.6002,0.0056,2.4633,1.0103,0.0682,0.7388,2.9244,0.0629
0:26:41,10600,0.2350,-0.7092,0.8429,0.0043,2.0526,0.6583,0.0585,0.5975,2.5073,0.0584
0:26:52,10700,0.8002,-1.1214,0.5900,0.0026,2.4968,1.2664,0.0672,0.4386,2.5355,0.0488
0:27:02,10800,0.0960,-0.6814,0.5832,0.0059,2.4908,0.9520,0.0724,0.5075,2.8017,0.0649
0:27:13,10900,0.5068,-0.8479,0.8882,0.0032,2.4149,1.0576,0.0751,0.5240,2.5943,0.0528
0:27:24,11000,0.9913,-1.2832,0.8734,0.0091,2.1252,1.1993,0.0570,0.5726,2.3251,0.0408
0:27:58,11100,0.7838,-1.1466,0.5900,0.0063,2.1639,1.1349,0.0620,0.4406,2.3935,0.0479
0:28:09,11200,0.7943,-1.2259,0.7737,0.0087,2.2127,1.4075,0.0474,0.5828,2.7292,0.0421
0:28:20,11300,-0.0101,-0.6692,0.5552,0.0125,2.0268,0.8666,0.0620,0.5521,2.9664,0.0588
0:28:32,11400,0.3861,-0.8065,0.7296,0.0025,2.3003,0.9273,0.0552,0.7498,2.7389,0.0523
0:28:43,11500,0.1150,-0.6469,0.6455,0.0144,2.4700,0.8011,0.0518,0.7510,2.6417,0.0478
0:28:54,11600,0.5223,-1.0028,0.5391,0.0055,1.9770,0.9116,0.0755,0.5425,2.9978,0.0606
0:29:04,11700,0.6690,-1.2055,0.6830,0.0125,2.1444,1.3201,0.0593,0.7109,2.7277,0.0475
0:29:15,11800,0.4715,-1.3603,0.7451,0.0056,2.4016,1.4264,0.0639,0.5707,3.5933,0.0699
0:29:26,11900,0.1439,-0.5417,0.8632,0.0064,2.3693,0.6402,0.0534,0.7173,2.8102,0.0504
0:29:37,12000,0.7409,-1.0473,0.7505,0.0027,2.2146,1.1519,0.0565,0.5127,2.7885,0.0421
0:30:11,12100,1.0031,-1.2431,0.6904,0.0056,2.4826,1.3180,0.0539,0.6471,2.8590,0.0413
0:30:22,12200,-0.1450,-0.7759,0.5762,0.0103,2.1894,0.9777,0.0648,0.7828,3.1308,0.0625
0:30:33,12300,1.0062,-1.2788,0.4647,0.0040,1.9374,1.4038,0.0589,0.4998,2.5644,0.0472
0:30:44,12400,0.2335,-0.7464,0.6335,0.0129,2.0742,0.5958,0.0778,0.5399,2.0286,0.0636
0:30:55,12500,-0.1147,-0.9788,0.2878,0.0214,2.1285,1.3389,0.0805,0.5933,3.1449,0.0777
0:31:06,12600,0.4592,-0.8005,1.0288,0.0051,2.0455,0.7903,0.0660,0.6828,2.9467,0.0436
0:31:16,12700,0.2227,-0.5762,0.3982,0.0041,2.2453,0.5495,0.0483,0.4134,2.6286,0.0436
0:31:27,12800,0.8877,-1.5274,0.5061,0.0168,1.9649,1.4343,0.0751,0.3976,2.5673,0.0558
0:31:38,12900,0.3591,-0.8149,0.4765,0.0045,2.3577,0.8202,0.0533,0.8348,3.0785,0.0546
0:31:49,13000,-0.0356,-0.7374,0.4713,0.0271,2.6391,0.7465,0.0668,0.6865,2.5552,0.0636
0:32:24,13100,0.5562,-0.9109,0.6798,0.0091,1.9129,1.0891,0.0720,0.5424,3.2795,0.0527
0:32:35,13200,0.4947,-0.8217,0.4246,0.0044,2.1481,0.8616,0.0536,0.3821,2.5742,0.0420
0:32:46,13300,0.5384,-1.2003,0.4372,0.0052,2.0180,1.1824,0.0714,0.4000,3.3245,0.0622
0:32:57,13400,0.2480,-0.7147,0.3527,0.0042,1.7828,0.6479,0.0715,0.4063,2.4533,0.0500
0:33:08,13500,0.0782,-0.6719,0.3820,0.0023,2.4343,0.7473,0.0653,0.2298,3.1329,0.0544
0:33:19,13600,0.1158,-1.1332,0.3515,0.0045,1.9016,1.2451,0.0703,0.6497,2.3622,0.0669
0:33:29,13700,0.2897,-1.0433,1.0818,0.0138,2.2169,0.6193,0.0609,0.9146,2.9062,0.0627
0:33:40,13800,0.9536,-1.2424,0.5696,0.0031,2.1729,1.2520,0.0421,0.9977,2.7816,0.0348
0:33:51,13900,0.1993,-0.6130,0.5910,0.0037,2.3171,0.8428,0.0576,0.4777,2.5209,0.0446
0:34:02,14000,0.3438,-0.9086,0.7294,0.0162,2.2933,0.9315,0.0502,0.4295,2.6620,0.0460
0:34:37,14100,0.6934,-1.0622,0.5148,0.0026,2.2528,1.1080,0.0558,0.6359,2.2837,0.0419
0:34:47,14200,0.1662,-0.6861,0.7127,0.0028,2.1908,0.7323,0.0646,0.6622,2.9389,0.0481
0:34:58,14300,0.3201,-1.2721,0.5251,0.0108,2.1089,1.2584,0.0661,0.5811,2.5201,0.0651
0:35:09,14400,0.6198,-1.0043,0.6408,0.0087,1.9105,1.0291,0.0529,0.6501,2.7673,0.0435
0:35:20,14500,0.5292,-0.8383,0.3688,0.0037,1.9153,0.8159,0.0500,0.5566,2.6379,0.0394
0:35:31,14600,0.3194,-0.9630,0.4743,0.0033,2.6517,0.8651,0.0672,0.7319,3.5815,0.0581
0:35:42,14700,0.5183,-1.1366,0.4063,0.0061,1.8142,1.0266,0.0548,0.6738,2.9624,0.0486
0:35:53,14800,0.5180,-1.0442,0.6829,0.0077,2.1599,0.9562,0.0592,0.4034,2.9163,0.0488
0:36:04,14900,0.8768,-1.3101,0.9708,0.0125,1.8805,1.2642,0.0560,0.8681,2.1840,0.0419
0:36:15,15000,0.2804,-0.8414,0.4949,0.0119,2.1559,0.9411,0.0577,0.4621,2.5134,0.0609
0:36:48,15100,-0.4550,-0.2877,0.2822,0.0054,1.6987,0.4326,0.0657,0.5650,3.3485,0.0664
0:36:59,15200,0.2756,-0.6981,0.6812,0.0031,2.0431,0.7537,0.0492,0.2851,2.7370,0.0426
0:37:10,15300,0.3521,-1.0454,0.5413,0.0156,2.0065,0.9021,0.0513,0.8824,2.5244,0.0565
0:37:21,15400,0.0695,-0.5718,0.4755,0.0035,1.3776,0.6254,0.0733,0.5597,2.5426,0.0501
0:37:32,15500,0.0130,-0.6187,0.3403,0.0068,1.8468,0.6867,0.0705,0.5552,2.8961,0.0563
0:37:43,15600,0.2073,-0.8705,0.6698,0.0081,1.7127,0.7160,0.0731,0.5380,2.5949,0.0555
0:37:53,15700,0.1544,-0.5827,0.4537,0.0055,2.0205,0.5661,0.0560,0.4460,2.6902,0.0410
0:38:04,15800,0.2446,-0.9899,0.2059,0.0069,1.5987,1.1118,0.0820,0.2779,2.8354,0.0607
0:38:15,15900,0.0416,-0.8217,0.4832,0.0079,2.0760,0.8864,0.0741,0.7521,3.5319,0.0563
0:38:26,16000,0.2282,-0.9802,0.6624,0.0033,1.7917,1.0841,0.0600,0.6034,2.4701,0.0586
0:38:59,16100,0.5292,-0.9331,0.1687,0.0123,2.0511,0.8098,0.0636,0.4404,2.6372,0.0417
0:39:10,16200,-0.2562,-0.5597,0.4609,0.0122,1.4831,0.7337,0.0800,0.8147,3.8064,0.0710
0:39:21,16300,0.5113,-0.9847,0.8814,0.0044,1.9919,0.9602,0.0600,0.5871,2.7285,0.0492
0:39:32,16400,-0.5744,-0.4408,0.2338,0.0116,1.8294,0.6199,0.0638,0.2233,3.3445,0.0581
0:39:42,16500,-0.1271,-0.6423,0.1915,0.0132,1.9886,0.7146,0.0684,0.6457,2.9883,0.0589
0:39:53,16600,0.1866,-0.7476,0.2103,0.0059,1.4972,0.7509,0.0691,0.3183,3.0986,0.0479
0:40:04,16700,0.5861,-0.9234,0.2931,0.0079,1.6516,1.1357,0.0566,0.7476,2.2140,0.0428
0:40:15,16800,-0.3205,-0.4060,0.2723,0.0173,1.6552,0.4702,0.0602,0.6728,2.8976,0.0492
0:40:26,16900,0.3855,-0.8564,0.3282,0.0073,1.9162,0.7900,0.0488,0.4609,2.9648,0.0414
0:40:37,17000,-0.1684,-0.4726,0.5299,0.0044,1.7078,0.4744,0.0689,0.6823,2.6875,0.0622
0:41:12,17100,0.0330,-0.7312,0.4280,0.0077,1.9319,0.8057,0.0667,0.5847,2.6201,0.0525
0:41:22,17200,0.2806,-0.8541,0.4093,0.0053,1.4260,0.7139,0.0731,0.2182,2.4214,0.0655
0:41:33,17300,0.2677,-0.8240,0.5793,0.0060,2.1264,0.9495,0.0556,0.9893,2.2966,0.0480
0:41:44,17400,0.3276,-0.8039,0.7142,0.0157,1.9679,0.7958,0.0728,0.2334,3.2309,0.0500
0:41:55,17500,-0.2992,-0.7670,0.5738,0.0246,2.0292,0.8433,0.0688,0.6527,2.7868,0.0704
0:42:06,17600,0.1727,-0.7628,0.2582,0.0195,1.6969,0.7223,0.0583,0.4567,2.4760,0.0453
0:42:17,17700,-0.1265,-0.7031,0.4703,0.0067,1.3246,0.7218,0.0656,1.2475,2.7147,0.0555
0:42:28,17800,0.1552,-0.8741,0.1612,0.0047,1.7506,1.0453,0.0720,0.4686,2.6633,0.0589
0:42:39,17900,0.4397,-0.9295,0.3308,0.0290,1.8713,0.6992,0.0633,0.3717,2.3442,0.0450
0:42:49,18000,0.0481,-0.6776,0.7781,0.0037,1.9661,0.6204,0.0617,0.3048,3.1536,0.0545
0:43:24,18100,0.3485,-0.8815,0.1736,0.0277,1.4121,0.6083,0.0653,0.6313,2.1968,0.0474
0:43:35,18200,0.0744,-0.5686,0.2916,0.0049,1.7468,0.6876,0.0686,0.5051,2.5877,0.0537
0:43:46,18300,-0.0481,-0.5135,0.4204,0.0046,1.3143,0.5594,0.0619,0.3080,2.8955,0.0584
0:43:57,18400,-0.0352,-0.5435,1.0567,0.0073,1.8609,0.7098,0.0624,0.4250,3.4628,0.0568
0:44:08,18500,0.1095,-0.8069,0.3621,0.0046,2.1732,0.7720,0.0601,0.4870,3.2401,0.0538
0:44:19,18600,-0.1554,-0.4463,0.4098,0.0104,1.6506,0.4355,0.0582,0.6270,1.9009,0.0449
0:44:30,18700,-0.1826,-0.4948,0.3312,0.0012,1.8571,0.6079,0.0563,0.2128,2.9420,0.0433
0:44:40,18800,-0.4975,-0.1648,0.3625,0.0060,2.1876,0.2820,0.0626,1.1401,2.9667,0.0573
0:44:51,18900,-0.1030,-0.3188,0.5237,0.0055,1.2435,0.4010,0.0497,0.1021,2.8526,0.0435
0:45:02,19000,0.1675,-0.7935,0.1826,0.0037,1.7446,0.7098,0.0570,0.6934,2.9239,0.0522
0:45:36,19100,-0.0162,-0.7285,0.4167,0.0082,1.6972,0.7004,0.0792,0.8627,2.4158,0.0616
0:45:47,19200,0.2081,-0.8710,0.5437,0.0044,2.4268,0.6956,0.0598,0.1442,3.2106,0.0443
0:45:58,19300,-0.1168,-0.5166,0.5157,0.0075,2.0636,0.4155,0.0564,1.2981,2.9420,0.0536
0:46:09,19400,0.3253,-0.8306,0.5413,0.0417,2.3638,0.8989,0.0504,0.7757,2.3043,0.0429
0:46:20,19500,-0.1332,-0.4588,0.4011,0.0101,1.9458,0.4722,0.0526,0.5065,2.6641,0.0550
0:46:31,19600,0.2329,-0.7349,0.3199,0.0120,1.6583,0.6907,0.0455,0.5327,3.3322,0.0382
0:46:42,19700,0.1665,-1.0474,0.3177,0.0145,1.8127,1.0222,0.0744,0.2159,2.6468,0.0588
0:46:52,19800,0.3896,-0.9575,0.2861,0.0072,1.5125,0.9392,0.0731,0.5018,2.0111,0.0496
0:47:03,19900,-0.4246,-0.3838,0.1498,0.0056,1.4555,0.4304,0.0654,0.2759,2.3644,0.0574
0:47:14,20000,0.0148,-0.6956,0.4769,0.0083,1.4391,0.7727,0.0622,0.5692,2.1181,0.0551
0:51:13,20100,0.1438,-0.5936,0.6676,0.0052,1.4205,0.5459,0.0512,0.4282,1.8159,0.0389
0:51:23,20200,0.0918,-0.6167,0.2319,0.0067,1.1369,0.7103,0.0544,0.4535,2.1920,0.0491
0:51:34,20300,-0.0784,-0.6645,0.2015,0.0052,1.3324,0.7549,0.0718,0.2891,2.3312,0.0552
0:51:45,20400,-0.1186,-0.4626,0.4841,0.0085,1.4113,0.4897,0.0560,0.5586,2.3242,0.0434
0:51:56,20500,0.0727,-0.7583,0.3192,0.0065,2.1869,0.7862,0.0623,0.4180,2.9301,0.0524
0:52:07,20600,-0.3201,-0.4491,0.2420,0.0188,1.6467,0.5265,0.0653,0.6231,3.2827,0.0527
0:52:18,20700,-0.0615,-0.3887,0.2869,0.0057,1.7677,0.3750,0.0489,0.3854,2.0572,0.0416
0:52:29,20800,0.3193,-0.7975,0.3170,0.0086,1.5736,0.7894,0.0586,0.2465,2.5709,0.0395
0:52:39,20900,-0.2655,-0.5632,0.3728,0.0115,1.6699,0.5629,0.0617,0.5780,3.3252,0.0550
0:52:50,21000,0.3542,-0.7006,0.1177,0.0031,1.6314,0.7168,0.0512,0.5592,2.2108,0.0379
0:53:24,21100,-0.3395,-0.2275,0.3052,0.0081,1.8777,0.2023,0.0571,0.7293,2.2320,0.0526
0:53:35,21200,0.1323,-0.5968,0.5351,0.0051,1.7623,0.6728,0.0718,1.3124,2.1656,0.0498
0:53:46,21300,-0.0234,-0.6309,0.7501,0.0050,1.2222,0.6213,0.0603,0.5746,2.8095,0.0493
0:53:57,21400,-0.2473,-0.7024,0.2443,0.0079,1.4030,0.7512,0.0667,0.3134,2.9356,0.0559
0:54:08,21500,0.2019,-0.8429,0.2198,0.0056,1.4848,0.6313,0.0682,0.2291,2.3823,0.0489
0:54:19,21600,-0.3998,-0.3542,0.3730,0.0053,1.6217,0.3562,0.0739,0.2480,3.7787,0.0632
0:54:29,21700,0.6836,-1.0765,0.4260,0.0385,2.3892,0.7242,0.0494,0.2677,2.4962,0.0432
0:54:40,21800,0.0717,-0.8068,0.1068,0.0117,1.2594,0.8266,0.0597,0.5099,2.9628,0.0540
0:54:51,21900,-0.2200,-0.4736,0.1357,0.0100,1.1812,0.6064,0.0766,0.4510,3.0333,0.0589
0:55:02,22000,0.0349,-0.5500,0.1198,0.0111,2.2222,0.6316,0.0660,0.3762,2.2152,0.0489
0:55:37,22100,0.2146,-1.1627,0.1584,0.0091,1.2556,1.0830,0.0622,0.8755,3.2651,0.0596
0:55:48,22200,-0.2620,-0.5794,0.1437,0.0094,1.4542,0.6294,0.0628,0.4894,2.4897,0.0567
0:55:59,22300,0.1459,-0.8098,0.1614,0.0092,1.5227,0.9543,0.0644,0.7363,2.4686,0.0606
0:56:10,22400,-0.0994,-0.4164,0.3445,0.0070,1.0255,0.3759,0.0576,0.1811,1.8284,0.0419
0:56:21,22500,-0.4308,-0.3074,0.1850,0.0084,1.0930,0.3210,0.0644,0.3532,3.0073,0.0588
0:56:31,22600,-0.2251,-0.4534,0.1544,0.0132,1.2672,0.6668,0.0739,0.2852,3.3998,0.0624
0:56:42,22700,0.1372,-0.6503,0.2521,0.0043,1.7178,0.5646,0.0491,0.8908,2.7952,0.0422
0:56:53,22800,-0.2576,-0.3710,0.3565,0.0090,1.4145,0.3383,0.0748,0.2413,1.9507,0.0512
