Elapsed Time,Iteration,D/loss_real,D/loss_fake,D/loss_cls,D/loss_dom,D/loss_gp,D/loss_sd,D/loss_td,G/loss_fake,G/loss_rec,G/loss_cls,G/loss_dom,G/loss_rot,G/loss_td
1:01:31,43500,-0.0648,-0.0283,0.1801,2.6851,0.0011,0.0002,0.0002,0.0235,0.0389,0.0142,2.6718,0.0351,0.0000
1:01:34,43600,-0.1418,-0.0904,0.1052,2.7219,0.0057,0.0035,0.0091,0.0780,0.0617,0.1307,2.7238,0.1389,0.0000
1:01:37,43700,-0.0455,-0.0460,0.0853,2.6810,0.0020,0.0007,0.0000,0.0487,0.0349,0.0598,2.7050,0.0376,0.0000
1:01:40,43800,-0.0467,-0.0345,0.0958,2.6986,0.0011,0.0003,0.0001,0.0299,0.0343,0.0056,2.7088,0.0343,0.0005
1:01:44,43900,-0.0553,-0.0471,0.1136,2.6632,0.0005,0.0024,0.0019,0.0503,0.0417,0.0226,2.6785,0.0347,0.0002
1:01:48,44000,-0.0619,-0.0141,0.1500,2.7171,0.0019,0.0001,0.0001,0.0061,0.0312,0.0206,2.6938,0.0272,0.0023
1:02:24,44100,-0.0776,0.0098,0.1879,2.7163,0.0016,0.0081,0.0055,-0.0129,0.0347,0.0486,2.6988,0.0359,0.0001
1:02:28,44200,-0.0540,-0.0250,0.0423,2.7389,0.0013,0.0000,0.0000,0.0208,0.0314,0.0100,2.6950,0.0265,0.0006
1:02:31,44300,-0.0559,-0.0448,0.0704,2.6881,0.0011,0.0063,0.0002,0.0528,0.0416,0.0087,2.7029,0.0299,0.0406
1:02:35,44400,-0.0491,-0.0175,0.0646,2.7373,0.0014,0.0001,0.0000,0.0161,0.0439,0.0090,2.7654,0.0289,0.0000
1:02:38,44500,-0.0608,-0.0226,0.2215,2.7126,0.0013,0.0002,0.0002,0.0217,0.0451,0.0336,2.6868,0.0356,0.0005
1:02:41,44600,-0.0549,-0.0216,0.0507,2.6700,0.0010,0.0002,0.0001,0.0326,0.0327,0.0079,2.6493,0.0262,0.0001
1:02:45,44700,-0.0410,-0.1069,0.1610,2.7235,0.0009,0.0001,0.0145,0.1075,0.0406,0.0096,2.7054,0.0345,0.0000
1:02:48,44800,-0.0408,-0.0696,0.0434,2.7151,0.0008,0.0000,0.0003,0.0688,0.0363,0.0371,2.7159,0.0362,0.0000
1:02:51,44900,-0.0193,-0.0756,0.0888,2.6788,0.0010,0.0002,0.0000,0.0713,0.0373,0.0137,2.7035,0.0292,0.0000
1:02:55,45000,-0.0733,0.0076,0.1411,2.6788,0.0008,0.0001,0.0255,-0.0063,0.0399,0.0130,2.6684,0.0328,0.0000
1:03:33,45100,-0.0517,-0.0314,0.1173,2.7265,0.0017,0.0001,0.0059,0.0278,0.0351,0.0104,2.7566,0.0310,0.0003
1:03:36,45200,-0.0327,-0.0476,0.1261,2.6780,0.0011,0.0000,0.0001,0.0425,0.0305,0.0070,2.7156,0.0245,0.0001
1:03:39,45300,-0.0456,-0.0452,0.0771,2.7038,0.0013,0.0000,0.0010,0.0492,0.0431,0.0185,2.6993,0.0287,0.0000
1:03:43,45400,-0.0492,-0.0499,0.1086,2.6850,0.0024,0.0002,0.0000,0.0577,0.0337,0.0379,2.6885,0.0256,0.0000
1:03:46,45500,-0.0306,-0.0541,0.1210,2.7065,0.0011,0.0005,0.0003,0.0560,0.0358,0.0029,2.7154,0.0279,0.0000
1:03:49,45600,-0.0424,-0.0289,0.1280,2.7515,0.0010,0.0000,0.0103,0.0315,0.0344,0.0036,2.7448,0.0329,0.0002
1:03:53,45700,-0.0335,-0.0443,0.1140,2.7028,0.0008,0.0000,0.0072,0.0508,0.0363,0.0027,2.6628,0.0400,0.0000
1:03:56,45800,-0.0605,-0.0358,0.0537,2.7210,0.0016,0.0002,0.0005,0.0486,0.0363,0.0017,2.7049,0.0289,0.0000
1:04:00,45900,-0.0822,0.0053,0.1238,2.7311,0.0012,0.0000,0.0524,-0.0014,0.0380,0.0482,2.6991,0.0377,0.0000
1:04:03,46000,-0.0548,-0.0151,0.1440,2.6924,0.0015,0.0024,0.0000,0.0117,0.0343,0.0056,2.6580,0.0269,0.0000
1:04:40,46100,-0.0519,-0.0101,0.0995,2.6916,0.0009,0.0012,0.0010,0.0138,0.0303,0.0056,2.6970,0.0228,0.0001
1:04:44,46200,-0.0409,-0.0586,0.0824,2.6691,0.0010,0.0011,0.0011,0.0630,0.0344,0.0049,2.6620,0.0258,0.0000
1:04:47,46300,-0.0470,-0.0279,0.0448,2.7361,0.0012,0.0040,0.0000,0.0290,0.0378,0.0024,2.7298,0.0244,0.0000
1:04:51,46400,-0.0544,-0.0403,0.0237,2.6925,0.0012,0.0006,0.0000,0.0531,0.0322,0.0017,2.6923,0.0269,0.0000
1:04:54,46500,-0.0425,-0.0144,0.0227,2.7202,0.0010,0.0003,0.0008,0.0133,0.0290,0.0220,2.7102,0.0238,0.0016
1:04:58,46600,-0.0580,-0.0141,0.0772,2.6972,0.0011,0.0010,0.0001,0.0132,0.0359,0.0164,2.7276,0.0254,0.0000
1:05:01,46700,-0.0632,-0.0277,0.0454,2.7138,0.0012,0.0001,0.0000,0.0304,0.0311,0.0071,2.7172,0.0301,0.0000
1:05:05,46800,-0.0347,-0.0222,0.0861,2.6864,0.0005,0.0001,0.0011,0.0200,0.0352,0.0117,2.6977,0.0282,0.0000
1:05:08,46900,-0.0829,0.0073,0.1938,2.7165,0.0006,0.0000,0.0026,-0.0077,0.0342,0.0045,2.7049,0.0297,0.0000
1:05:12,47000,-0.0593,0.0076,0.1311,2.6916,0.0008,0.0022,0.0004,-0.0053,0.0329,0.0832,2.7107,0.0242,0.0018
1:05:49,47100,-0.0532,-0.0171,0.0277,2.6822,0.0010,0.0000,0.0001,0.0148,0.0314,0.0022,2.6907,0.0249,0.0000
1:05:52,47200,-0.0550,0.0061,0.0440,2.6888,0.0005,0.0006,0.0005,-0.0066,0.0311,0.0031,2.6843,0.0221,0.0000
1:05:56,47300,-0.0647,-0.0087,0.0150,2.7391,0.0008,0.0104,0.0273,0.0153,0.0342,0.0052,2.7139,0.0273,0.0000
1:05:59,47400,-0.0571,-0.0209,0.0748,2.7561,0.0009,0.0002,0.0003,0.0190,0.0424,0.0090,2.7403,0.0262,0.0000
1:06:02,47500,-0.0605,0.0028,0.1547,2.6856,0.0014,0.0025,0.0068,-0.0003,0.0298,0.2857,2.7087,0.0298,0.0160
1:06:05,47600,-0.0462,-0.0151,0.1087,2.7391,0.0009,0.0002,0.0000,0.0123,0.0339,0.0063,2.7142,0.0275,0.0000
1:06:09,47700,-0.0519,-0.0668,0.0636,2.7506,0.0017,0.0000,0.0012,0.0664,0.0367,0.0051,2.6916,0.0298,0.0025
1:06:13,47800,-0.0578,-0.0552,0.3684,2.7727,0.0016,0.0001,0.0013,0.0440,0.0358,0.0286,2.7425,0.0289,0.0009
1:06:16,47900,-0.0375,-0.0507,0.0375,2.7281,0.0008,0.0002,0.0000,0.0515,0.0346,0.0025,2.7367,0.0261,0.0000
1:06:19,48000,-0.0454,-0.0390,0.0533,2.6977,0.0007,0.0000,0.0000,0.0366,0.0398,0.0052,2.6806,0.0315,0.0000
1:06:57,48100,-0.0576,-0.0408,0.1465,2.7066,0.0012,0.0000,0.0000,0.0395,0.0293,0.0063,2.7210,0.0249,0.0000
1:07:01,48200,-0.0497,-0.0233,0.0685,2.6925,0.0015,0.1345,0.0000,0.0323,0.0356,0.0145,2.6845,0.0257,0.0000
1:07:04,48300,-0.0438,-0.0261,0.1419,2.6952,0.0004,0.0002,0.0002,0.0244,0.0312,0.0089,2.6790,0.0259,0.0000
1:07:07,48400,-0.0464,-0.0258,0.1575,2.6819,0.0008,0.0025,0.0001,0.0213,0.0293,0.0230,2.6742,0.0237,0.0001
1:07:11,48500,-0.0856,0.0179,0.0527,2.7329,0.0014,0.0001,0.0003,-0.0128,0.0375,0.0061,2.7065,0.0311,0.0000
1:07:14,48600,-0.0567,-0.0077,0.0983,2.7142,0.0017,0.0007,0.0000,0.0100,0.0311,0.0460,2.7295,0.0238,0.0000
1:07:17,48700,-0.0435,-0.0237,0.3027,2.7182,0.0015,0.0005,0.0005,0.0288,0.0417,0.0049,2.7144,0.0279,0.0000
1:07:21,48800,-0.0573,0.0019,0.0423,2.6944,0.0025,0.0000,0.0010,0.0069,0.0333,0.0105,2.6922,0.0388,0.0000
1:07:25,48900,-0.0548,-0.0232,0.0510,2.6939,0.0024,0.0000,0.0001,0.0291,0.0311,0.0017,2.7133,0.0262,0.0007
1:07:28,49000,-0.0637,0.0072,0.0704,2.7640,0.0009,0.0002,0.0001,-0.0083,0.0307,0.0236,2.7161,0.0297,0.0000
1:08:05,49100,-0.0560,-0.0092,0.2194,2.7106,0.0013,0.0000,0.0002,0.0117,0.0375,0.0207,2.7123,0.0284,0.0000
1:08:09,49200,-0.0348,-0.0430,0.0386,2.6767,0.0015,0.0320,0.0517,0.0434,0.0324,0.0107,2.6948,0.0288,0.0003
1:08:12,49300,-0.0530,-0.0485,0.0645,2.7216,0.0015,0.0003,0.0016,0.0489,0.0344,0.0014,2.7125,0.0288,0.0000
1:08:15,49400,-0.0640,-0.0004,0.0934,2.6768,0.0016,0.0038,0.0001,0.0057,0.0282,0.0281,2.6953,0.0213,0.0000
1:08:18,49500,-0.0551,0.0060,0.0288,2.7263,0.0013,0.0044,0.0009,-0.0020,0.0287,0.0043,2.7145,0.0204,0.0001
1:08:22,49600,-0.0512,-0.0138,0.0510,2.7389,0.0008,0.0005,0.0000,0.0126,0.0328,0.0114,2.7511,0.0234,0.0000
1:08:26,49700,-0.0262,-0.0550,0.0825,2.6979,0.0007,0.0001,0.0050,0.0551,0.0345,0.0215,2.7037,0.0299,0.0976
1:08:29,49800,-0.0281,-0.0878,0.1409,2.7035,0.0009,0.0005,0.0000,0.0901,0.0369,0.0064,2.7060,0.0313,0.0000
1:08:32,49900,-0.0136,-0.0774,0.0704,2.7126,0.0008,0.0001,0.0003,0.0821,0.0347,0.0261,2.7034,0.0320,0.0000
1:08:36,50000,-0.0230,-0.0881,0.0618,2.6861,0.0009,0.0003,0.0001,0.0872,0.0331,0.0057,2.6810,0.0259,0.0000
1:12:14,50100,-0.0147,-0.0888,0.0402,2.7228,0.0006,0.0009,0.0000,0.0922,0.0295,0.0041,2.7161,0.0344,0.0002
1:12:17,50200,-0.0384,-0.0799,0.0679,2.7348,0.0007,0.0002,0.0001,0.0784,0.0355,0.0050,2.7163,0.0293,0.0023
1:12:21,50300,-0.0471,-0.0836,0.1405,2.6727,0.0016,0.0002,0.0001,0.0840,0.0253,0.0354,2.6715,0.0260,0.0000
1:12:25,50400,-0.0168,-0.0802,0.0704,2.7509,0.0008,0.0001,0.0085,0.0788,0.0308,0.0364,2.7314,0.0272,0.0002
1:12:28,50500,-0.0336,-0.0875,0.1191,2.7703,0.0011,0.0002,0.0002,0.0938,0.0352,0.0017,2.7664,0.0331,0.0000
1:12:31,50600,-0.0586,-0.0503,0.1813,2.6814,0.0007,0.0002,0.0007,0.0505,0.0294,0.0068,2.6788,0.0270,0.0000
1:12:35,50700,-0.0206,-0.0590,0.0586,2.7038,0.0009,0.0044,0.0002,0.0512,0.0349,0.0028,2.6812,0.0291,0.0000
1:12:38,50800,-0.0375,-0.0790,0.1991,2.7665,0.0011,0.0001,0.0001,0.0794,0.0352,0.0027,2.7432,0.0310,0.0000
1:12:42,50900,-0.0219,-0.0694,0.2832,2.6842,0.0010,0.0000,0.0005,0.0713,0.0330,0.0188,2.7260,0.0308,0.0000
1:12:45,51000,-0.0154,-0.0738,0.0900,2.6895,0.0011,0.0000,0.0001,0.0725,0.0330,0.0032,2.7199,0.0321,0.0000
1:13:23,51100,-0.0252,-0.0489,0.1042,2.6972,0.0006,0.0009,0.0002,0.0513,0.0291,0.0414,2.7196,0.0225,0.0000
1:13:27,51200,-0.0268,-0.0676,0.0212,2.7161,0.0007,0.0002,0.0004,0.0723,0.0320,0.0093,2.7447,0.0254,0.0000
1:13:30,51300,-0.0465,-0.0642,0.3776,2.7188,0.0006,0.0000,0.0000,0.0564,0.0309,0.0206,2.7132,0.0284,0.0000
1:13:34,51400,-0.0400,-0.0560,0.0953,2.7355,0.0008,0.0000,0.0000,0.0612,0.0282,0.0130,2.7368,0.0263,0.0000
1:13:37,51500,-0.0382,-0.0382,0.0199,2.7062,0.0011,0.0000,0.0005,0.0472,0.0348,0.0335,2.7327,0.0323,0.0000
1:13:41,51600,-0.0330,-0.0382,0.0621,2.6784,0.0008,0.0000,0.0004,0.0402,0.0332,0.0256,2.6937,0.0270,0.0000
1:13:44,51700,-0.0489,-0.0517,0.0616,2.6988,0.0009,0.0001,0.0008,0.0530,0.0388,0.0022,2.6913,0.0330,0.0000
1:13:47,51800,-0.0306,-0.0369,0.0828,2.7257,0.0007,0.0000,0.0001,0.0375,0.0337,0.0027,2.7084,0.0283,0.0000
1:13:51,51900,-0.0293,-0.0373,0.1181,2.7237,0.0011,0.0000,0.0017,0.0326,0.0354,0.0035,2.6904,0.0317,0.0000
1:13:55,52000,-0.0337,-0.0675,0.0739,2.7007,0.0006,0.0015,0.0000,0.0669,0.0295,0.0018,2.7060,0.0280,0.0000
1:14:32,52100,-0.0443,-0.0556,0.1434,2.6930,0.0005,0.0002,0.0000,0.0571,0.0316,0.0138,2.7104,0.0291,0.0000
1:14:36,52200,-0.0236,-0.0711,0.0607,2.6873,0.0008,0.0042,0.0000,0.0684,0.0325,0.0217,2.7081,0.0294,0.0000
1:14:39,52300,-0.0520,-0.0596,0.0475,2.7462,0.0008,0.0002,0.0001,0.0608,0.0341,0.0308,2.7329,0.0256,0.0000
1:14:42,52400,-0.0510,-0.0381,0.1263,2.6598,0.0007,0.0008,0.0002,0.0391,0.0353,0.0007,2.6713,0.0278,0.0000
1:14:45,52500,-0.0574,-0.0505,0.0815,2.7053,0.0009,0.0001,0.0003,0.0473,0.0333,0.0040,2.6866,0.0295,0.0000
1:14:49,52600,-0.0359,-0.0530,0.1694,2.7256,0.0012,0.0000,0.0000,0.0509,0.0314,0.0033,2.6734,0.0251,0.0000
1:14:53,52700,-0.0381,-0.0783,0.1220,2.7726,0.0011,0.0002,0.0000,0.0730,0.0348,0.0014,2.7584,0.0285,0.0000
1:14:56,52800,-0.0401,-0.0593,0.0745,2.7048,0.0011,0.0001,0.0001,0.0590,0.0384,0.0047,2.7066,0.0244,0.0000
1:14:59,52900,-0.0430,-0.0630,0.0136,2.6756,0.0012,0.0071,0.0004,0.0591,0.0314,0.0039,2.6706,0.0228,0.0036
1:15:03,53000,-0.0300,-0.0461,0.0333,2.7218,0.0015,0.0054,0.0000,0.0439,0.0335,0.0042,2.7243,0.0262,0.0003
1:15:40,53100,-0.0566,-0.0212,0.0431,2.7072,0.0013,0.0000,0.0001,0.0291,0.0293,0.0037,2.7135,0.0245,0.0000
1:15:43,53200,-0.0490,-0.0165,0.1218,2.6913,0.0006,0.0000,0.0008,0.0213,0.0312,0.0062,2.7074,0.0265,0.0000
1:15:47,53300,-0.0448,-0.0852,0.0098,2.6975,0.0016,0.0002,0.1001,0.0907,0.0381,0.0501,2.6941,0.0448,0.0000
1:15:51,53400,-0.0677,-0.0233,0.1096,2.6714,0.0014,0.0000,0.0001,0.0254,0.0386,0.0082,2.6726,0.0321,0.0000
1:15:54,53500,-0.0439,-0.0363,0.2069,2.7026,0.0012,0.0043,0.0000,0.0386,0.0390,0.0002,2.7291,0.0315,0.0000
1:15:57,53600,-0.0589,-0.0352,0.0873,2.6853,0.0019,0.0001,0.0020,0.0282,0.0325,0.0058,2.7002,0.0330,0.0001
1:16:00,53700,-0.0659,-0.0072,0.0456,2.7395,0.0008,0.0019,0.0004,0.0085,0.0275,0.0030,2.7399,0.0239,0.0000
1:16:04,53800,-0.0437,-0.0911,0.1441,2.7616,0.0016,0.0003,0.0007,0.0871,0.0362,0.0020,2.7692,0.0310,0.0002
1:16:07,53900,-0.1007,-0.0015,0.1581,2.7520,0.0007,0.0002,0.0011,0.0034,0.0386,0.0129,2.7458,0.0362,0.0000
1:16:11,54000,-0.0498,-0.0368,0.0740,2.6892,0.0012,0.0001,0.0000,0.0412,0.0393,0.0096,2.6691,0.0315,0.0000
1:16:49,54100,-0.0305,-0.0365,0.0614,2.7085,0.0010,0.0004,0.0000,0.0302,0.0299,0.0013,2.7196,0.0225,0.0000
1:16:52,54200,-0.0538,-0.0198,0.0423,2.7020,0.0009,0.0001,0.0000,0.0206,0.0349,0.0029,2.7056,0.0280,0.0000
1:16:55,54300,-0.0533,-0.0087,0.1338,2.7093,0.0007,0.0065,0.0000,0.0086,0.0278,0.0076,2.6655,0.0219,0.0000
1:16:58,54400,-0.0469,-0.0712,0.3319,2.7467,0.0021,0.0000,0.0005,0.0624,0.0302,0.0189,2.7439,0.0265,0.0000
1:17:02,54500,-0.0523,-0.0027,0.0730,2.7340,0.0005,0.0009,0.0003,0.0030,0.0269,0.0062,2.7473,0.0221,0.0000
1:17:05,54600,-0.0545,-0.0107,0.1899,2.7234,0.0008,0.0008,0.0005,0.0089,0.0353,0.0656,2.6852,0.0349,0.0001
1:17:09,54700,-0.0442,-0.0203,0.0337,2.7343,0.0005,0.0031,0.0005,0.0228,0.0241,0.0076,2.7197,0.0202,0.0129
1:17:12,54800,-0.0551,-0.0369,0.0253,2.6738,0.0006,0.0002,0.0000,0.0391,0.0395,0.0104,2.6685,0.0325,0.0000
1:17:15,54900,-0.0526,0.0051,0.0944,2.7572,0.0008,0.0000,0.0005,-0.0037,0.0294,0.0023,2.7557,0.0232,0.0001
1:17:19,55000,-0.0555,0.0086,0.0615,2.6681,0.0009,0.0014,0.0014,-0.0061,0.0311,0.0032,2.6670,0.0225,0.0001
1:17:56,55100,-0.0517,0.0009,0.0480,2.6653,0.0011,0.0001,0.0023,-0.0000,0.0330,0.0082,2.6755,0.0263,0.0000
1:17:59,55200,-0.0619,0.0069,0.0425,2.7534,0.0008,0.0010,0.0000,-0.0061,0.0292,0.0098,2.7791,0.0233,0.0000
1:18:03,55300,-0.0446,-0.0292,0.0425,2.7264,0.0010,0.0001,0.0002,0.0302,0.0352,0.0103,2.7321,0.0247,0.0000
1:18:06,55400,-0.0697,-0.0111,0.1038,2.7195,0.0017,0.0000,0.0000,0.0097,0.0409,0.0153,2.7186,0.0327,0.0000
1:18:09,55500,-0.0386,-0.0019,0.1277,2.7334,0.0009,0.0010,0.0000,-0.0012,0.0270,0.0033,2.7296,0.0199,0.0000
1:18:13,55600,-0.0499,-0.0129,0.0285,2.6201,0.0010,0.0032,0.0001,0.0154,0.0281,0.0041,2.6361,0.0218,0.0000
1:18:16,55700,-0.0584,-0.0086,0.0104,2.7398,0.0009,0.0002,0.0002,0.0112,0.0317,0.0059,2.7332,0.0272,0.0015
1:18:19,55800,-0.0627,-0.0095,0.0183,2.7042,0.0013,0.0005,0.0000,0.0045,0.0449,0.0258,2.6879,0.0402,0.0000
1:18:23,55900,-0.0690,0.0143,0.0406,2.7396,0.0008,0.0000,0.0002,-0.0065,0.0310,0.0021,2.7248,0.0241,0.0013
1:18:26,56000,-0.0615,0.0013,0.0497,2.6798,0.0010,0.0027,0.0000,-0.0079,0.0286,0.0042,2.7126,0.0233,0.0000
1:19:04,56100,-0.0494,-0.0522,0.0324,2.7487,0.0008,0.0000,0.0021,0.0594,0.0350,0.0146,2.7548,0.0322,0.0000
1:19:07,56200,-0.0109,-0.1500,0.0575,2.7397,0.0011,0.0002,0.0002,0.1481,0.0460,0.0060,2.7687,0.0592,0.0000
1:19:10,56300,-0.0318,-0.0601,0.0464,2.7209,0.0014,0.0015,0.0000,0.0620,0.0327,0.0059,2.7589,0.0343,0.0000
1:19:14,56400,-0.0382,-0.0341,0.0335,2.7308,0.0010,0.0004,0.0000,0.0388,0.0411,0.0020,2.7478,0.0375,0.0000
1:19:18,56500,-0.0459,-0.0169,0.3242,2.7163,0.0018,0.0001,0.0000,0.0208,0.0440,0.0029,2.7221,0.0377,0.0000
1:19:21,56600,-0.0613,-0.0630,0.0462,2.7262,0.0010,0.0000,0.0001,0.0679,0.0378,0.0085,2.7613,0.0510,0.0000
1:19:24,56700,-0.0628,-0.0302,0.0099,2.7354,0.0011,0.0003,0.0000,0.0328,0.0355,0.0011,2.6820,0.0314,0.0000
1:19:28,56800,-0.0478,-0.0308,0.0122,2.6783,0.0007,0.0001,0.0000,0.0302,0.0354,0.0113,2.6736,0.0260,0.0000
1:19:32,56900,-0.1085,0.0166,0.1061,2.7126,0.0018,0.0000,0.0000,-0.0127,0.0343,0.0038,2.6909,0.0355,0.0000
1:19:35,57000,-0.0645,-0.0197,0.2054,2.7401,0.0009,0.0001,0.0003,0.0127,0.0398,0.0009,2.7242,0.0329,0.0001
1:20:13,57100,-0.0629,-0.0315,0.0510,2.7128,0.0013,0.0003,0.0000,0.0314,0.0342,0.1308,2.7164,0.0379,0.0000
1:20:16,57200,-0.0410,-0.0356,0.1178,2.7304,0.0012,0.0002,0.0000,0.0246,0.0324,0.0060,2.7315,0.0295,0.0000
1:20:20,57300,-0.1218,0.0406,0.1087,2.7351,0.0011,0.0000,0.0002,-0.0440,0.0380,0.0145,2.7346,0.0335,0.0000
1:20:23,57400,-0.0777,0.0048,0.0213,2.7384,0.0008,0.0001,0.0001,-0.0103,0.0382,0.0010,2.7505,0.0270,0.0000
1:20:26,57500,-0.0934,0.0206,0.0749,2.7142,0.0012,0.0000,0.0000,-0.0283,0.0372,0.0071,2.7051,0.0341,0.0000
1:20:30,57600,-0.1140,0.0212,0.0443,2.6640,0.0005,0.0000,0.0001,-0.0254,0.0406,0.0036,2.7231,0.0369,0.0000
1:20:33,57700,-0.0741,0.0119,0.0098,2.6989,0.0009,0.0001,0.0000,-0.0132,0.0288,0.0016,2.6687,0.0214,0.0000
1:20:36,57800,-0.1095,0.0407,0.0308,2.7262,0.0010,0.0001,0.0007,-0.0446,0.0403,0.0014,2.7029,0.0345,0.0000
1:20:40,57900,-0.0676,-0.0469,0.1040,2.6792,0.0015,0.0000,0.0000,0.0409,0.0459,0.1303,2.7072,0.0375,0.0000
1:20:44,58000,-0.0618,-0.0624,0.0370,2.6771,0.0005,0.0001,0.0001,0.0634,0.0342,0.0048,2.6826,0.0311,0.0002
1:21:21,58100,-0.0450,-0.0521,0.0209,2.7262,0.0010,0.0000,0.0000,0.0566,0.0361,0.0048,2.7089,0.0270,0.0000
1:21:24,58200,-0.0438,-0.0548,0.1233,2.7509,0.0009,0.0106,0.0000,0.0550,0.0299,0.0181,2.7303,0.0244,0.0000
1:21:28,58300,-0.0511,-0.0214,0.0964,2.6716,0.0008,0.0000,0.0004,0.0228,0.0344,0.0279,2.6533,0.0243,0.0000
1:21:31,58400,-0.0750,-0.0223,0.0759,2.7805,0.0012,0.0001,0.0000,0.0254,0.0298,0.0102,2.7731,0.0291,0.0000
1:21:35,58500,-0.0481,-0.0547,0.1399,2.7056,0.0009,0.0000,0.0001,0.0528,0.0326,0.0067,2.7193,0.0238,0.0001
1:21:38,58600,-0.0450,-0.0641,0.0189,2.7242,0.0008,0.0000,0.0000,0.0652,0.0290,0.0002,2.7449,0.0238,0.0000
1:21:42,58700,-0.0560,-0.0492,0.0207,2.7006,0.0011,0.0004,0.0001,0.0459,0.0350,0.0016,2.7238,0.0351,0.0000
1:21:45,58800,-0.0505,-0.0473,0.1030,2.6519,0.0014,0.0001,0.0001,0.0507,0.0411,0.0007,2.6740,0.0270,0.0000
1:21:48,58900,-0.0286,-0.0750,0.1792,2.7680,0.0008,0.0021,0.0001,0.0775,0.0379,0.0155,2.8236,0.0271,0.0000
1:21:52,59000,-0.0479,-0.0496,0.0633,2.7476,0.0008,0.0008,0.0001,0.0482,0.0349,0.0023,2.7256,0.0256,0.0001
1:22:30,59100,-0.0582,-0.0428,0.0586,2.6897,0.0012,0.0001,0.0001,0.0447,0.0287,0.0008,2.6909,0.0229,0.0000
1:22:33,59200,-0.0224,-0.0538,0.3625,2.6763,0.0009,0.0020,0.0000,0.0540,0.0330,0.0197,2.7168,0.0297,0.0000
1:22:37,59300,-0.0543,-0.0335,0.0132,2.7541,0.0014,0.0000,0.0001,0.0463,0.0335,0.0025,2.7390,0.0271,0.0000
1:22:40,59400,-0.0558,-0.0209,0.1088,2.7022,0.0006,0.0006,0.0000,0.0276,0.0299,0.0063,2.6952,0.0275,0.0003
1:22:44,59500,-0.0473,-0.0272,0.1299,2.7170,0.0008,0.0002,0.0016,0.0335,0.0373,0.0010,2.7088,0.0248,0.0000
1:22:47,59600,-0.0784,0.0141,0.0432,2.6362,0.0012,0.0001,0.0000,-0.0039,0.0377,0.0161,2.6791,0.0339,0.0000
1:22:50,59700,-0.0596,0.0019,0.0223,2.7013,0.0007,0.0003,0.0000,-0.0034,0.0288,0.0756,2.7117,0.0223,0.0116
1:22:54,59800,-0.0620,-0.0153,0.0080,2.7749,0.0008,0.0000,0.0003,0.0296,0.0352,0.0227,2.8068,0.0265,0.0014
1:22:58,59900,-0.0598,-0.0100,0.1392,2.7502,0.0009,0.0000,0.0000,0.0134,0.0374,0.0003,2.7676,0.0260,0.0000
1:23:01,60000,-0.0800,0.0071,0.0309,2.7318,0.0007,0.0000,0.0005,-0.0121,0.0319,0.0064,2.7011,0.0223,0.0008
1:26:41,60100,-0.0723,0.0160,0.0483,2.7833,0.0006,0.0000,0.0006,-0.0166,0.0310,0.0027,2.7591,0.0281,0.0000
1:26:44,60200,-0.0636,0.0031,0.0892,2.7503,0.0013,0.0001,0.0002,-0.0000,0.0296,0.0336,2.7796,0.0235,0.0001
1:26:48,60300,-0.0626,0.0006,0.0568,2.6856,0.0013,0.0000,0.0007,0.0040,0.0275,0.0331,2.6231,0.0216,0.0000
1:26:51,60400,-0.0702,-0.0136,0.0138,2.7300,0.0009,0.0018,0.0003,0.0175,0.0324,0.0054,2.7526,0.0253,0.0000
1:26:55,60500,-0.0561,-0.0118,0.0273,2.7611,0.0006,0.0016,0.0000,0.0105,0.0270,0.0009,2.7309,0.0214,0.0000
1:26:59,60600,-0.0803,0.0184,0.0287,2.6734,0.0008,0.0019,0.0000,-0.0234,0.0305,0.0014,2.7208,0.0239,0.0000
1:27:02,60700,-0.0651,-0.0739,0.0077,2.7004,0.0008,0.0006,0.0001,0.0730,0.0472,0.0006,2.6901,0.0528,0.0000
1:27:05,60800,-0.0482,-0.0286,0.0467,2.7342,0.0007,0.0004,0.0000,0.0323,0.0319,0.0032,2.7456,0.0231,0.0000
1:27:08,60900,-0.0692,-0.0108,0.1837,2.7321,0.0009,0.0000,0.0009,0.0115,0.0324,0.0026,2.7132,0.0264,0.0000
1:27:12,61000,-0.0463,-0.0286,0.0302,2.7824,0.0011,0.0000,0.0010,0.0318,0.0338,0.0024,2.7546,0.0267,0.0000
1:27:49,61100,-0.0781,-0.0014,0.0217,2.7313,0.0011,0.0003,0.0000,-0.0028,0.0372,0.0017,2.7394,0.0334,0.0000
1:27:52,61200,-0.0642,-0.0133,0.0136,2.7516,0.0006,0.0192,0.0000,0.0151,0.0306,0.0027,2.7025,0.0270,0.0000
1:27:56,61300,-0.0289,-0.0812,0.0600,2.7471,0.0007,0.0001,0.0001,0.0813,0.0334,0.0007,2.7533,0.0287,0.0000
1:27:59,61400,-0.0342,-0.0515,0.0419,2.7717,0.0009,0.0005,0.0001,0.0516,0.0348,0.0037,2.7457,0.0220,0.0018
1:28:02,61500,-0.0600,-0.0388,0.1272,2.7428,0.0006,0.0002,0.0005,0.0395,0.0295,0.0173,2.7652,0.0237,0.0000
1:28:06,61600,-0.0438,-0.0507,0.0442,2.7037,0.0010,0.0000,0.0001,0.0498,0.0462,0.0063,2.7509,0.0285,0.0000
