step,source,domain,accuracy,loss
10000,WAL,10,0.9297385620915033,0.21039230591850355
10000,WAL,11,0.963855421686747,0.11301993932866025
10000,WAL,12,0.8856152512998267,0.30384839578255196
10000,WAL,13,0.9435736677115988,0.17060448916487303
10000,WAL,14,0.6901893287435457,1.1162169621645261
20000,WAL,10,0.9395424836601307,0.15762477028183638
20000,WAL,11,0.9483648881239243,0.13268283337820322
20000,WAL,12,0.7850953206239168,0.8153605918167159
20000,WAL,13,0.9717868338557993,0.07521308235500328
20000,WAL,14,0.6884681583476764,1.7597728344786447
30000,WAL,10,0.9558823529411765,0.1321081693517044
30000,WAL,11,0.9156626506024096,0.2070834627666045
30000,WAL,12,0.8162911611785095,0.6078636001991982
30000,WAL,13,0.9592476489028213,0.08669797796205785
30000,WAL,14,0.8399311531841652,0.48896070046612294
40000,WAL,10,0.9477124183006536,0.1343354436568916
40000,WAL,11,0.9690189328743546,0.07028236829210073
40000,WAL,12,0.8509532062391681,0.48296343156835064
40000,WAL,13,0.9717868338557993,0.04667827333396417
40000,WAL,14,0.6884681583476764,1.3704731592326425
50000,WAL,10,0.9575163398692811,0.10722857328364625
50000,WAL,11,0.9173838209982789,0.21991155988434913
50000,WAL,12,0.7712305025996534,0.8456768088479294
50000,WAL,13,0.9937304075235109,0.02722947410454708
50000,WAL,14,0.6884681583476764,1.996042432426475
60000,WAL,10,0.7009803921568627,1.1388499937253074
60000,WAL,11,0.6867469879518072,1.6444381095527205
60000,WAL,12,0.8908145580589255,0.3070514069516321
60000,WAL,13,0.7711598746081505,0.997235290701974
60000,WAL,14,0.9036144578313253,0.20573865826008841
70000,WAL,10,0.9689542483660131,0.08058056724257767
70000,WAL,11,0.9328743545611016,0.17672976808535168
70000,WAL,12,0.8613518197573656,0.5018226152689749
70000,WAL,13,0.9529780564263323,0.12502057992714982
70000,WAL,14,0.6884681583476764,2.0727552463875325
80000,WAL,10,0.9640522875816994,0.09585333371069282
80000,WAL,11,0.9001721170395869,0.20653592409362317
80000,WAL,12,0.8266897746967071,0.6276723091803433
80000,WAL,13,0.9811912225705329,0.03840945652318624
80000,WAL,14,0.6919104991394148,1.1951655084063533
90000,WAL,10,0.9558823529411765,0.10419656275771558
90000,WAL,11,0.76592082616179,0.5316386393737048
90000,WAL,12,0.8994800693240901,0.3764702693843901
90000,WAL,13,0.9467084639498433,0.128239379059778
90000,WAL,14,0.7590361445783133,0.8126404588061632
100000,WAL,10,0.9575163398692811,0.09846225818619132
100000,WAL,11,0.8760757314974182,0.2281655072612921
100000,WAL,12,0.9081455805892548,0.27832599530429436
100000,WAL,13,0.9655172413793104,0.07171306268583066
100000,WAL,14,0.8313253012048193,0.5830694909323938
110000,WAL,10,0.954248366013072,0.11093259803019465
110000,WAL,11,0.9139414802065404,0.21906946249073372
110000,WAL,12,0.8700173310225303,0.399156589571794
110000,WAL,13,0.9717868338557993,0.06527122667332605
110000,WAL,14,0.7005163511187608,1.023169231112115
120000,WAL,10,0.8088235294117647,0.5966010931122583
120000,WAL,11,0.7211703958691911,1.036862418074452
120000,WAL,12,0.7417677642980935,1.3328687256445846
120000,WAL,13,0.890282131661442,0.367896516147448
120000,WAL,14,0.7194492254733219,0.9742419013113249
130000,WAL,10,0.9297385620915033,0.20468525418546052
130000,WAL,11,0.9087779690189329,0.1852070949098561
130000,WAL,12,0.8752166377816292,0.39271676771322744
130000,WAL,13,0.9686520376175548,0.07445775957021397
130000,WAL,14,0.8089500860585198,0.557190948248899
140000,WAL,10,0.9640522875816994,0.10500074927695095
140000,WAL,11,0.8760757314974182,0.29502587415481685
140000,WAL,12,0.8474870017331022,0.5623791065805562
140000,WAL,13,0.9937304075235109,0.021916760960493775
140000,WAL,14,0.7693631669535284,0.6606484879397613
150000,WAL,10,0.946078431372549,0.142186900251545
150000,WAL,11,0.9432013769363167,0.18089815423300024
150000,WAL,12,0.8804159445407279,0.47863050916384964
150000,WAL,13,0.9937304075235109,0.031483617536650854
150000,WAL,14,0.8278829604130808,0.585170945560094
160000,WAL,10,0.8366013071895425,0.32511445025447755
160000,WAL,11,0.9518072289156626,0.11782899438694586
160000,WAL,12,0.9046793760831889,0.3318922947208193
160000,WAL,13,0.9937304075235109,0.03107910664693918
160000,WAL,14,0.9139414802065404,0.3042792107211426
170000,WAL,10,0.9411764705882353,0.17381871147081257
170000,WAL,11,0.8881239242685026,0.2722453574431711
170000,WAL,12,0.8561525129982669,0.5436221128489706
170000,WAL,13,0.9905956112852664,0.027249584874516584
170000,WAL,14,0.8777969018932874,0.4034926629603433
