Elapsed Time,Iteration,Total Iterations,D/latent_real,D/latent_fake,D/latent_reg,D/ref_real,D/ref_fake,D/ref_reg,G/latent_adv,G/latent_dom,G/latent_cyc,G/latent_id,G/latent_sty,G/latent_ds,G/ref_adv,G/ref_dom,G/ref_cyc,G/ref_id,G/ref_sty,G/ref_ds,G/lambda_ds
0:00:12,1,100000,5.309912,0.768709,0.083414,14.029787,5.465043,0.132059,24.014921,435.732208,1.005373,0.999531,1.692271,0.802895,28.647671,476.386963,0.986895,0.948269,1.253334,0.008887,0.999990
0:00:15,2,100000,4.947855,10.319018,0.060229,0.429000,1.192228,0.041622,1.775093,1280.098389,0.993423,0.977926,1.774250,0.766963,1.979884,1436.507446,0.980265,0.950484,1.129273,0.005382,0.999980
0:00:18,3,100000,0.165395,0.536646,0.046853,0.426619,1.488952,0.042585,2.360885,316.808380,0.950042,0.976774,1.726275,0.830039,3.989187,397.320068,0.938633,0.926534,1.045890,0.006413,0.999970
0:00:22,4,100000,0.632039,0.932907,0.038198,0.600614,0.277437,0.036027,1.104016,1205.518066,0.976829,1.012139,1.573281,0.800411,1.499040,1151.629883,0.961722,0.923399,1.040103,0.004303,0.999960
