source,domain,accuracy,loss
WAL,15,0.0,9.321205139160156
WAL,16,0.35185185185185186,14.79621696472168
WAL,17,0.24528301886792453,6.494070529937744
WAL,18,0.5185185185185185,11.509466171264648
WAL,19,0.7592592592592593,3.0671656131744385
WAL,20,0.7058823529411765,4.4902801513671875
WAL,21,0.5957446808510638,4.304566383361816
WAL,22,0.7592592592592593,3.6545610427856445
WAL,23,0.3076923076923077,10.855096817016602
WAL,24,0.5490196078431373,7.241480350494385
WAL,25,0.7037037037037037,7.412448883056641
WAL,26,0.6190476190476191,2.222001314163208
WAL,27,0.24074074074074073,6.615921497344971
WAL,28,0.7857142857142857,5.052333831787109
WAL,29,0.16666666666666666,22.255672454833984
WAL,30,0.5,6.237792491912842
WAL,31,0.20930232558139536,12.307782173156738
WAL,32,0.6923076923076923,4.106280326843262
WAL,33,0.8409090909090909,2.232489585876465
WAL,34,0.5918367346938775,4.417774677276611
WAL,35,0.2708333333333333,13.570351600646973
WAL,36,0.8372093023255814,1.6236053705215454
WAL,37,0.6666666666666666,1.894403338432312
WAL,38,0.7446808510638298,3.7737877368927
WAL,39,0.7037037037037037,4.342327117919922
WAL,40,0.6590909090909091,3.6469719409942627
WAL,41,0.2,11.095338821411133
WAL,42,0.391304347826087,2.6952874660491943
WAL,43,0.42857142857142855,7.281739234924316
WAL,44,0.5476190476190477,2.7862513065338135
WAL,45,0.75,2.283263683319092
WAL,46,0.2708333333333333,12.654004096984863
WAL,47,0.6363636363636364,5.293987274169922
WAL,48,0.7708333333333334,1.0876919031143188
WAL,49,0.3018867924528302,2.4334559440612793
WAL,50,0.6666666666666666,6.121913909912109
WAL,51,0.6521739130434783,4.571201324462891
WAL,52,0.8333333333333334,1.9117116928100586
WAL,53,0.4375,2.7359628677368164
WAL,54,0.7380952380952381,2.8816685676574707
WAL,55,0.46938775510204084,3.722567081451416
WAL,56,0.7857142857142857,4.076600074768066
WAL,57,0.16666666666666666,6.885401248931885
WAL,58,0.10526315789473684,7.503221035003662
WAL,59,0.20930232558139536,9.639287948608398
WAL,60,0.425531914893617,20.124427795410156
WAL,61,0.2553191489361702,10.984414100646973
WAL,62,0.5957446808510638,8.211089134216309
WAL,63,0.7857142857142857,2.718764543533325
WAL,64,0.8333333333333334,4.788954734802246
WAL,65,0.56,3.541947603225708
WAL,66,0.35714285714285715,2.7748053073883057
WAL,67,0.5238095238095238,5.013871669769287
WAL,68,0.6511627906976745,6.022709369659424
WAL,69,0.16666666666666666,18.06785011291504
WAL,70,0.3333333333333333,2.9966635704040527
WAL,71,0.6363636363636364,3.1788530349731445
WAL,72,0.7380952380952381,1.406434416770935
WAL,73,0.1951219512195122,16.05703353881836
WAL,74,0.8285714285714286,1.5493977069854736
WAL,75,0.8333333333333334,5.039105415344238
