Elapsed Time,Iteration,Total Iterations,D/latent_real,D/latent_fake,D/latent_reg,D/ref_real,D/ref_fake,D/ref_reg,G/latent_adv,G/latent_dom,G/latent_trts,G/latent_cyc,G/latent_id,G/latent_sty,G/latent_ds,G/ref_adv,G/ref_dom,G/ref_trts,G/ref_cyc,G/ref_id,G/ref_sty,G/ref_ds,G/lambda_ds,G/lambda_dom,G/lambda_trts
0:07:56,1100,100000,0.087057,0.000987,0.085613,0.030729,0.023062,0.014241,0.444466,350.740509,172.471817,0.047592,0.048359,0.473945,0.327321,0.342202,20.787500,2.968941,0.047512,0.041319,2.486442,0.000091,0.000000,0.000000,0.000000
0:09:01,1200,100000,0.009841,0.001267,0.042925,0.001907,0.076593,0.023522,0.470458,201.052933,114.916199,0.044316,0.039530,0.442336,0.298576,0.332977,16.505449,12.283592,0.033513,0.032647,0.385462,0.000156,0.000000,0.000000,0.000000
0:09:39,1300,100000,0.027724,0.000986,0.022383,0.009343,0.032615,0.014452,0.493674,312.710876,224.917099,0.034924,0.041950,0.539799,0.293126,0.449298,56.293411,18.657270,0.037163,0.041316,1.463616,0.000071,0.000000,0.000000,0.000000
0:10:17,1400,100000,0.034675,0.000797,0.156968,0.012417,0.097243,0.014169,0.474722,142.061035,221.944031,0.018087,0.017916,0.484060,0.299907,0.443105,14.621373,6.023921,0.021478,0.022211,0.346047,0.000058,0.000000,0.000000,0.000000
0:10:55,1500,100000,0.062952,0.000091,0.023317,0.032121,0.033018,0.007895,0.514810,210.127197,263.127197,0.040164,0.046327,0.492523,0.285741,0.292413,27.325691,24.756218,0.039157,0.038035,1.659096,0.000037,0.000000,0.000000,0.000000
0:11:50,1600,100000,0.025581,0.001361,0.011835,0.009337,0.099618,0.011114,0.505651,158.531662,239.333130,0.023322,0.022267,0.508207,0.208286,0.370245,45.307903,7.403558,0.019861,0.018275,0.638053,0.000061,0.000000,0.000000,0.000000
0:12:29,1700,100000,0.031938,0.000226,0.025722,0.013743,0.034457,0.016973,0.495109,262.005310,196.127106,0.057023,0.049930,0.488229,0.239815,0.391879,38.667427,4.553616,0.032841,0.031861,1.135872,0.000004,0.000000,0.000000,0.000000
0:13:07,1800,100000,0.001807,0.002516,0.032079,0.000847,0.134870,0.008716,0.464494,231.186417,203.272018,0.091680,0.085377,0.510192,0.258452,0.354981,21.582640,6.473592,0.066696,0.062495,1.367135,0.000011,0.000000,0.000000,0.000000
0:13:45,1900,100000,0.008702,0.000192,0.017580,0.002410,0.034000,0.012616,0.545124,185.315033,153.055298,0.026748,0.028034,0.867507,0.216887,0.515851,19.091999,5.242200,0.033994,0.025191,1.957744,0.000026,0.000000,0.000000,0.000000
0:14:23,2000,100000,0.038062,0.000752,0.060228,0.017139,0.144393,0.017019,0.484855,270.757477,114.979996,0.025908,0.024013,0.476123,0.206194,0.266820,21.332010,10.291277,0.026730,0.022409,0.321376,0.000029,0.000000,0.000000,0.000000
