source,domain,accuracy,loss
WAL,15,0.78,1.6110202074050903
WAL,16,0.7407407407407407,1.5103570222854614
WAL,17,0.5471698113207547,2.63706636428833
WAL,18,0.6481481481481481,1.9105569124221802
WAL,19,0.5185185185185185,1.8386757373809814
WAL,20,0.7843137254901961,1.442410945892334
WAL,21,0.8085106382978723,1.6523774862289429
WAL,22,0.5370370370370371,2.1441380977630615
WAL,23,0.7115384615384616,1.624076247215271
WAL,24,0.6078431372549019,1.9636836051940918
WAL,25,0.6666666666666666,2.1145551204681396
WAL,26,0.9047619047619048,0.41095834970474243
WAL,27,0.7037037037037037,2.021205425262451
WAL,28,0.7857142857142857,1.1965553760528564
WAL,29,0.8095238095238095,1.1153820753097534
WAL,30,0.52,3.9454712867736816
WAL,31,0.46511627906976744,1.9136097431182861
WAL,32,0.8461538461538461,0.5505040884017944
WAL,33,0.7045454545454546,1.2757502794265747
WAL,34,0.7959183673469388,0.8862552046775818
WAL,35,0.9166666666666666,0.3391849994659424
WAL,36,0.813953488372093,0.6187365055084229
WAL,37,0.6904761904761905,1.2930642366409302
WAL,38,0.46808510638297873,3.995189666748047
WAL,39,0.7407407407407407,0.8188585638999939
WAL,40,0.8181818181818182,0.49426743388175964
WAL,41,0.26666666666666666,4.702250003814697
WAL,42,0.717391304347826,1.8602683544158936
WAL,43,0.42857142857142855,3.560441255569458
WAL,44,0.6190476190476191,2.19693922996521
WAL,45,0.8269230769230769,0.9720098972320557
WAL,46,0.7708333333333334,0.8241264224052429
WAL,47,0.7727272727272727,1.3132086992263794
WAL,48,0.7708333333333334,1.2566877603530884
WAL,49,0.7735849056603774,1.2325891256332397
WAL,50,0.7380952380952381,1.026336669921875
WAL,51,0.7391304347826086,2.468158483505249
WAL,52,0.7619047619047619,1.1276636123657227
WAL,53,0.8958333333333334,0.34683898091316223
WAL,54,0.5714285714285714,2.4430339336395264
WAL,55,0.8163265306122449,0.682100772857666
WAL,56,0.8571428571428571,0.6099159717559814
WAL,57,0.8333333333333334,0.7531258463859558
WAL,58,0.631578947368421,1.7618038654327393
WAL,59,0.7906976744186046,0.7834035158157349
WAL,60,0.574468085106383,3.034238815307617
WAL,61,0.5319148936170213,1.790666103363037
WAL,62,0.9787234042553191,0.0970165878534317
WAL,63,0.47619047619047616,2.7958695888519287
WAL,64,0.8571428571428571,1.223819613456726
WAL,65,0.86,1.0394521951675415
WAL,66,0.5952380952380952,2.080122709274292
WAL,67,0.6190476190476191,2.1518895626068115
WAL,68,0.8604651162790697,0.6456471681594849
WAL,69,0.9761904761904762,0.05486283451318741
WAL,70,0.7619047619047619,1.7364404201507568
WAL,71,0.8636363636363636,0.3314700424671173
WAL,72,0.8571428571428571,0.6222615838050842
WAL,73,0.7804878048780488,1.1384949684143066
WAL,74,0.2571428571428571,5.204470157623291
WAL,75,0.8333333333333334,0.9931313395500183
