Elapsed Time,Iteration,D/loss_real,D/loss_fake,D/loss_cls,D/loss_dom,D/loss_gp,D/loss_td_real,D/loss_td_fake,G/loss_fake,G/loss_rec,G/loss_cls,G/loss_dom,G/loss_rot,G/loss_td_fake
0:00:06,100,-0.7376,0.2304,1.3893,2.7077,0.0014,-0.0614,0.0450,-0.2604,0.2598,1.4048,2.7082,0.2537,-0.0443
0:00:09,200,-0.1910,-0.0949,1.4638,2.7097,0.0036,-0.0437,0.0465,0.0359,0.1035,1.4920,2.7021,0.1180,-0.0409
0:00:14,300,-0.2884,-0.1203,1.2564,2.6861,0.0050,-0.0619,0.0407,0.0473,0.0943,1.3634,2.6924,0.1321,-0.0161
0:00:17,400,-0.4600,0.2654,0.9005,2.6987,0.0036,-0.0250,0.0268,-0.2584,0.0881,0.9984,2.7108,0.1120,-0.0179
0:00:21,500,-0.6737,0.4162,1.0352,2.7082,0.0015,-0.0452,0.0227,-0.4376,0.0742,0.9696,2.7206,0.1315,-0.0130
0:00:25,600,-0.6994,0.3545,0.9482,2.6952,0.0017,-0.0682,0.0203,-0.3626,0.0726,1.0041,2.6986,0.1151,-0.0189
0:00:29,700,-0.5469,0.3190,0.7537,2.7088,0.0024,-0.0533,0.0731,-0.2895,0.0762,0.6784,2.7255,0.1115,-0.0791
0:00:33,800,-0.6218,0.4357,0.7722,2.7090,0.0011,-0.0635,0.0513,-0.4622,0.0651,0.6986,2.7078,0.0957,-0.0508
0:00:36,900,-0.6180,0.3457,0.7238,2.7221,0.0025,-0.0843,0.1041,-0.3786,0.0760,0.8277,2.7070,0.1113,-0.1084
0:00:41,1000,-0.3933,0.1720,0.6434,2.6941,0.0009,-0.1111,0.0773,-0.1606,0.0725,0.5975,2.7163,0.0849,-0.0761
0:01:17,1100,-0.5889,0.3316,0.7995,2.7027,0.0019,-0.0954,0.0525,-0.3171,0.0685,0.6511,2.7094,0.1015,-0.0499
0:01:21,1200,-0.5710,0.2979,0.8053,2.7008,0.0051,-0.1064,0.0476,-0.2973,0.0648,0.7166,2.7074,0.0997,-0.0558
0:01:26,1300,-0.5948,0.3179,0.8069,2.7120,0.0022,-0.0684,0.0395,-0.3402,0.0552,0.7303,2.7283,0.0969,-0.0400
0:01:30,1400,-0.5585,0.3008,0.7127,2.6974,0.0014,-0.0997,0.0486,-0.3063,0.0616,0.4896,2.6933,0.0942,-0.0576
0:01:33,1500,-0.6249,0.4138,0.7227,2.7115,0.0012,-0.0719,0.0525,-0.4059,0.0667,0.5565,2.7129,0.1012,-0.0505
0:01:37,1600,-0.4186,0.2041,0.7936,2.7128,0.0014,-0.0980,0.0965,-0.2313,0.0638,0.7280,2.7233,0.0930,-0.0872
0:01:41,1700,-0.5560,0.3475,0.6604,2.7105,0.0010,-0.1018,0.0975,-0.3337,0.0642,0.4731,2.6929,0.0681,-0.0943
0:01:45,1800,-0.5221,0.2707,0.7207,2.7048,0.0010,-0.0874,0.0411,-0.2748,0.0535,0.5724,2.6932,0.0795,-0.0389
0:01:49,1900,-0.4875,0.2498,0.7440,2.7143,0.0021,-0.1087,0.0691,-0.2762,0.0626,0.8118,2.7559,0.0800,-0.0606
