Elapsed Time,Iteration,D/loss_real,D/loss_fake,D/loss_cls,D/loss_dom,D/loss_gp,D/loss_td_real,D/loss_td_fake,G/loss_fake,G/loss_rec,G/loss_cls,G/loss_dom,G/loss_rot,G/loss_td_fake
0:00:07,100,-0.9640,0.1967,1.4644,4.1021,0.0004,-0.0816,0.0475,-0.2793,0.2675,1.4508,4.0983,0.3012,-0.0488
0:00:10,200,-0.7868,0.4165,1.3778,4.1126,0.0025,-0.0781,0.0720,-0.3507,0.1370,1.3897,4.1110,0.1543,-0.0729
0:00:14,300,-0.4902,0.0273,1.3838,4.1097,0.0038,-0.0711,0.0782,0.0049,0.1129,1.4131,4.1183,0.1544,-0.0770
0:00:17,400,-0.2864,-0.0560,1.3134,4.1109,0.0020,-0.0570,0.0699,0.0178,0.0987,1.4124,4.1172,0.1186,-0.0739
0:00:22,500,-0.2224,-0.1647,1.1965,4.1129,0.0016,-0.0477,0.0512,0.1594,0.1040,1.3765,4.1349,0.1215,-0.0466
0:00:25,600,-0.3284,-0.1781,1.0151,4.1357,0.0038,-0.0474,0.0268,0.1678,0.0995,1.0078,4.1315,0.1393,-0.0229
0:00:29,700,-0.3355,0.0084,1.1799,4.1006,0.0018,-0.0385,0.0389,-0.0331,0.0919,0.9532,4.1074,0.1310,-0.0436
0:00:32,800,-0.5392,0.2088,1.0909,4.1056,0.0043,-0.0769,0.0499,-0.2232,0.1000,0.6997,4.1126,0.1216,-0.0387
0:00:36,900,-0.4564,0.1697,0.9116,4.1097,0.0014,-0.0723,0.0536,-0.1595,0.0825,0.8447,4.1185,0.1201,-0.0482
0:00:40,1000,-0.4565,0.1557,1.0179,4.1221,0.0015,-0.0652,0.0352,-0.0954,0.0979,0.5645,4.1428,0.1630,-0.0301
0:01:16,1100,-0.4735,0.1516,0.8344,4.1256,0.0013,-0.0747,0.0389,-0.1371,0.0884,0.5965,4.1336,0.1146,-0.0350
0:01:21,1200,-0.4986,0.1511,0.9716,4.1225,0.0017,-0.0744,0.0596,-0.1271,0.1048,0.7986,4.1173,0.1260,-0.0540
0:01:24,1300,-0.5333,0.2093,0.7685,4.1033,0.0020,-0.0796,0.0596,-0.1814,0.0999,0.6790,4.1264,0.1132,-0.0536
0:01:28,1400,-0.4078,0.1175,0.8720,4.1206,0.0020,-0.0719,0.0421,-0.1610,0.0901,0.6019,4.1093,0.1022,-0.0488
0:01:32,1500,-0.5351,0.1812,0.7243,4.0992,0.0014,-0.0788,0.0742,-0.1939,0.0807,0.6242,4.1060,0.1221,-0.0746
0:01:36,1600,-0.5424,0.2395,0.7513,4.1153,0.0009,-0.0785,0.0826,-0.2605,0.0894,0.5258,4.0972,0.1098,-0.0842
0:01:39,1700,-0.5037,0.1926,0.6714,4.1104,0.0006,-0.0717,0.0809,-0.1994,0.0833,0.5935,4.1222,0.1052,-0.0791
0:01:43,1800,-0.5431,0.1572,0.8000,4.1090,0.0027,-0.0696,0.0936,-0.1659,0.0951,0.5703,4.1143,0.1420,-0.0929
0:01:47,1900,-0.2880,-0.0028,0.9797,4.1266,0.0960,-0.0779,0.1121,-0.0205,0.0933,0.4116,4.1352,0.1118,-0.1092
0:01:51,2000,-0.4396,0.1315,0.7815,4.1167,0.0010,-0.0766,0.1013,-0.1279,0.0840,0.2802,4.1159,0.1134,-0.1019
0:02:27,2100,-0.4277,0.1076,0.9389,4.1167,0.0008,-0.0731,0.1045,-0.1218,0.0712,0.5023,4.1152,0.1162,-0.1061
0:02:31,2200,-0.4102,0.0625,0.8325,4.0940,0.0019,-0.0677,0.0997,-0.0800,0.0818,0.3535,4.1126,0.1181,-0.1022
0:02:35,2300,-0.3126,0.0351,0.8149,4.1139,0.0034,-0.0770,0.1037,-0.0330,0.0724,0.3550,4.0920,0.0963,-0.1023
0:02:39,2400,-0.4342,0.1256,0.7616,4.1256,0.0018,-0.0693,0.1028,-0.1075,0.0674,0.4372,4.1371,0.0971,-0.1012
0:02:42,2500,-0.4591,0.1029,0.8702,4.1387,0.0016,-0.0713,0.1104,-0.1165,0.0862,0.3280,4.1454,0.1301,-0.1128
0:02:47,2600,-0.4454,0.0977,0.9492,4.0888,0.0009,-0.0665,0.1007,-0.1030,0.0725,0.3727,4.1101,0.1066,-0.1002
0:02:50,2700,-0.4156,0.1011,1.1989,4.1031,0.0024,-0.0653,0.1004,-0.1321,0.0709,0.2786,4.1067,0.1099,-0.1010
0:02:54,2800,-0.4101,0.0877,0.4941,4.1613,0.0005,-0.0504,0.0740,-0.0818,0.0967,0.1804,4.1578,0.1258,-0.0713
0:02:58,2900,-0.4521,0.2319,0.7964,4.1141,0.0008,-0.0557,0.0753,-0.2241,0.0831,0.0787,4.1008,0.0924,-0.0748
0:03:02,3000,-0.4506,0.1901,0.6551,4.1152,0.0020,-0.0710,0.0868,-0.1818,0.0801,0.1718,4.1267,0.1067,-0.0861
0:03:38,3100,-0.4496,0.2402,0.6912,4.0896,0.0021,-0.0696,0.0621,-0.2704,0.0831,0.1959,4.0850,0.1121,-0.0622
0:03:42,3200,-0.5031,0.3086,0.6723,4.1173,0.0014,-0.0681,0.0819,-0.2989,0.0836,0.0902,4.1048,0.1016,-0.0819
0:03:46,3300,-0.4471,0.2253,0.8923,4.1290,0.0022,-0.0570,0.0744,-0.2311,0.1004,0.1875,4.1259,0.1078,-0.0785
0:03:50,3400,-0.3584,0.2274,0.6230,4.1177,0.0021,-0.0624,0.0684,-0.2530,0.0745,0.1080,4.1108,0.0766,-0.0713
0:03:53,3500,-0.3995,0.2494,0.7566,4.1230,0.0012,-0.0557,0.0692,-0.2404,0.0804,0.1167,4.1001,0.0802,-0.0666
0:03:57,3600,-0.4613,0.2894,0.6976,4.1370,0.0024,-0.0678,0.0855,-0.2864,0.0721,0.0959,4.1223,0.0818,-0.0860
0:04:02,3700,-0.4062,0.1930,0.9553,4.1438,0.0021,-0.0516,0.0691,-0.1766,0.0948,0.1242,4.1530,0.0994,-0.0596
0:04:05,3800,-0.3385,0.1843,0.8001,4.1132,0.0026,-0.0587,0.0743,-0.1977,0.0724,0.1215,4.1093,0.0803,-0.0768
0:04:09,3900,-0.3527,0.2006,0.5823,4.1062,0.0022,-0.0524,0.0743,-0.1919,0.0711,0.1281,4.1358,0.0730,-0.0765
0:04:13,4000,-0.4128,0.1945,0.6626,4.0971,0.0018,-0.0684,0.0905,-0.2003,0.0904,0.1436,4.0886,0.0927,-0.0910
0:04:50,4100,-0.3183,0.1912,0.7051,4.1067,0.0029,-0.0442,0.0557,-0.1988,0.0689,0.1626,4.0940,0.0695,-0.0564
0:04:54,4200,-0.3448,0.2278,0.5368,4.1301,0.0016,-0.0532,0.0776,-0.2313,0.0742,0.0982,4.1374,0.0723,-0.0792
