step,source,target,accuracy,loss
10000,WAL,RUN,0.03700973164258331,11.328370094299316
10000,WAL,CLD,0.07195517546446475,10.069830894470215
10000,WAL,CLU,0.08846947803007962,11.92197036743164
20000,WAL,RUN,0.02772043644942495,12.29538631439209
20000,WAL,CLD,0.06782659982306104,9.82269287109375
20000,WAL,CLU,0.07637864936596873,12.19538402557373
30000,WAL,RUN,0.040401061633736364,11.736288070678711
30000,WAL,CLD,0.10218224712474197,8.748363494873047
30000,WAL,CLU,0.0771158950162194,10.656516075134277
40000,WAL,RUN,0.02904747861987614,11.93479061126709
40000,WAL,CLD,0.09274550280153347,9.186979293823242
40000,WAL,CLU,0.06959598938366264,10.747550010681152
50000,WAL,RUN,0.03907401946328517,11.051657676696777
50000,WAL,CLD,0.09525213801238573,8.944499969482422
50000,WAL,CLU,0.08271896195812445,10.292610168457031
60000,WAL,RUN,0.04526688292539074,11.734254837036133
60000,WAL,CLD,0.12326747272191094,7.998264789581299
60000,WAL,CLU,0.07328221763491595,10.30164909362793
70000,WAL,RUN,0.042907696844588616,11.731643676757812
70000,WAL,CLD,0.10468888233559422,8.27818775177002
70000,WAL,CLU,0.10454143320554408,9.668967247009277
80000,WAL,RUN,0.03715718077263344,12.06532096862793
80000,WAL,CLD,0.10115010321439104,8.686227798461914
80000,WAL,CLU,0.1010026540843409,9.883533477783203
90000,WAL,RUN,0.027130639929224418,11.620598793029785
90000,WAL,CLD,0.07549395458566795,9.238787651062012
90000,WAL,CLU,0.09938071365378945,9.769915580749512
