Elapsed Time,Iteration,D/loss_real,D/loss_fake,D/loss_cls,D/loss_dom,D/loss_gp,D/loss_td_real,D/loss_td_fake,G/loss_fake,G/loss_rec,G/loss_cls,G/loss_dom,G/loss_rot,G/loss_td_fake
0:00:07,100,-0.7823,0.4633,1.3667,2.6763,0.0516,-8.1868,2.1107,-0.5076,0.2442,1.4711,2.6687,0.2239,-2.1909
0:00:11,200,-0.7752,0.6635,1.3523,2.6658,0.0117,-0.6861,-1.1223,-0.7091,0.1271,1.3900,2.6637,0.1061,1.1104
0:00:16,300,-0.8017,0.6884,1.3851,2.7065,0.0119,0.4171,-2.3965,-0.6210,0.0981,1.3832,2.7076,0.1162,2.7482
0:00:21,400,-0.6062,0.7505,1.3285,2.7457,0.0069,0.8684,-2.0178,-0.7177,0.1117,1.3631,2.7511,0.1220,2.7945
0:00:25,500,-0.7941,0.8971,1.1505,2.7048,0.0062,-1.3986,0.7828,-0.7574,0.1028,1.2735,2.7110,0.1349,0.3628
0:00:30,600,-0.8379,0.7661,1.2211,2.7017,0.0066,0.5669,-2.1034,-0.7893,0.0945,1.3437,2.6979,0.1419,1.8921
0:00:35,700,-0.6724,0.7955,1.1120,2.6783,0.0078,-0.6098,-0.0277,-0.8092,0.0837,1.6278,2.6764,0.1205,0.1703
0:00:39,800,-0.7354,0.7406,1.2702,2.6975,0.0105,-1.4860,0.8242,-0.7615,0.0806,0.9444,2.7007,0.1117,-0.5104
0:00:44,900,-0.7675,0.6603,0.9828,2.7211,0.0039,2.5372,-3.2236,-0.6469,0.0957,0.8611,2.7220,0.1363,3.5808
0:00:49,1000,-0.7013,0.6919,0.8534,2.7249,0.0062,1.4454,-2.0260,-0.6881,0.0745,0.7223,2.7298,0.0945,2.1109
0:01:31,1100,-0.6771,0.7381,1.0589,2.7235,0.0044,2.0690,-2.5053,-0.7188,0.0782,0.7535,2.7151,0.1091,2.6046
0:01:36,1200,-0.8424,0.7153,0.6686,2.7279,0.0084,-0.2341,-0.1252,-0.7184,0.0741,0.6156,2.7273,0.0995,-0.0829
0:01:40,1300,-0.8194,0.7547,0.8690,2.6987,0.0065,0.0585,-0.5889,-0.7535,0.0670,0.8944,2.7213,0.1050,0.6035
0:01:45,1400,-0.7571,0.7264,0.8960,2.6997,0.0067,2.2574,-2.9493,-0.7202,0.0632,0.8258,2.6953,0.1012,3.0522
0:01:50,1500,-0.6283,0.7637,0.9620,2.7077,0.0098,1.0826,-1.4918,-0.7617,0.0658,0.7421,2.7084,0.1241,1.5672
0:01:55,1600,-0.8585,0.7553,0.8129,2.7024,0.0118,1.1275,-1.7415,-0.7415,0.0670,0.7207,2.7005,0.0942,1.7452
0:01:59,1700,-0.7340,0.7271,0.7420,2.7375,0.0047,1.3912,-1.8361,-0.7292,0.0698,0.5218,2.7348,0.0820,1.9323
0:02:04,1800,-0.7260,0.6810,0.5634,2.6751,0.0053,-0.1981,-0.5404,-0.7002,0.0688,0.4970,2.6785,0.0923,0.4329
0:02:08,1900,-0.7548,0.6771,0.7427,2.6904,0.0070,0.7259,-1.4537,-0.6861,0.0586,0.6125,2.6880,0.0836,1.5168
0:02:13,2000,-0.7376,0.6775,0.6999,2.6886,0.0063,1.0825,-1.6420,-0.6776,0.0719,0.4787,2.6934,0.1336,1.7550
0:02:56,2100,-0.5617,0.6749,0.7145,2.7049,0.0051,0.3456,-0.7392,-0.6713,0.0636,0.5171,2.6967,0.1290,0.8014
0:03:01,2200,-0.8315,0.7012,0.6533,2.6970,0.0047,-0.4350,0.0995,-0.6874,0.0728,0.4502,2.7060,0.1043,-0.1676
0:03:06,2300,-0.7549,0.6916,0.8396,2.7246,0.0029,0.3780,-0.7616,-0.6995,0.0675,0.5344,2.7384,0.0894,0.6475
0:03:10,2400,-0.6764,0.6928,0.8300,2.7049,0.0049,-0.1679,-0.1992,-0.6729,0.0545,0.5643,2.7172,0.0617,0.5145
0:03:15,2500,-0.5576,0.6513,0.7076,2.7120,0.0075,-0.5619,0.0263,-0.6572,0.0600,0.6237,2.7111,0.1087,0.2499
0:03:20,2600,-0.7054,0.7005,0.7929,2.6936,0.0079,1.3679,-1.6833,-0.7092,0.0598,0.4958,2.6809,0.1103,1.8746
0:03:24,2700,-0.7191,0.6805,0.7437,2.7116,0.0046,0.3369,-0.5963,-0.6927,0.0677,0.4778,2.7011,0.1143,0.6475
0:03:28,2800,-0.7337,0.7279,0.6797,2.7304,0.0095,0.9466,-1.4660,-0.7362,0.0645,0.4766,2.7098,0.0705,1.7902
0:03:34,2900,-0.6740,0.6828,0.7771,2.6607,0.0080,0.9159,-1.3234,-0.6908,0.0625,0.5063,2.6679,0.0998,1.2895
0:03:38,3000,-0.6570,0.6931,0.7756,2.6987,0.0055,0.8026,-1.2829,-0.7170,0.0609,0.4597,2.7065,0.0989,1.2928
0:04:21,3100,-0.5988,0.6611,0.7046,2.7037,0.0028,0.9072,-1.0054,-0.6673,0.0665,0.4093,2.7066,0.1058,0.9392
0:04:25,3200,-0.8069,0.6841,0.7489,2.6773,0.0052,0.1595,-0.9264,-0.6977,0.0585,0.5915,2.6937,0.0996,1.1396
0:04:29,3300,-0.7095,0.7008,0.6311,2.7087,0.0099,1.6159,-2.0455,-0.7166,0.0595,0.3126,2.7138,0.0689,2.0185
0:04:34,3400,-0.6944,0.6631,0.6242,2.6921,0.0086,0.8733,-1.2330,-0.6697,0.0652,0.3771,2.6934,0.0980,1.3193
0:04:39,3500,-0.5928,0.6420,0.6828,2.6926,0.0050,0.8833,-1.2271,-0.6492,0.0583,0.3951,2.7085,0.0970,1.2310
0:04:43,3600,-0.6666,0.6385,0.9281,2.7248,0.0078,1.1825,-1.8100,-0.6219,0.0518,0.5537,2.7153,0.0523,2.0068
0:04:48,3700,-0.6354,0.6367,0.7337,2.7019,0.0036,0.3951,-0.8498,-0.6420,0.0568,0.3439,2.7091,0.0748,0.7639
0:04:52,3800,-0.7143,0.6396,0.7539,2.6779,0.0035,1.1834,-1.5175,-0.6318,0.0573,0.4261,2.6881,0.0764,1.4555
0:04:57,3900,-0.4473,0.2965,0.7308,2.6975,0.0068,1.1015,-1.4379,-0.2972,0.0609,0.4255,2.7021,0.1000,1.3796
0:05:01,4000,-0.4050,0.3216,0.6601,2.6937,0.0067,1.1268,-1.3704,-0.3215,0.0581,0.4286,2.6987,0.0825,1.5440
0:05:44,4100,-0.2173,0.3182,0.7221,2.7077,0.0082,0.7899,-1.1344,-0.3126,0.0584,0.4509,2.6997,0.1097,1.3093
0:05:49,4200,-0.3690,0.3159,0.5856,2.7008,0.0056,0.6366,-0.8464,-0.3110,0.0542,0.4259,2.7247,0.0824,0.8672
0:05:53,4300,-0.4298,0.3771,0.6216,2.7081,0.0042,1.1003,-1.2774,-0.3724,0.0580,0.3554,2.7203,0.0577,1.3027
0:05:58,4400,-0.3214,0.3525,0.5907,2.7005,0.0055,0.4790,-0.8274,-0.3566,0.0525,0.4080,2.6987,0.0785,0.8457
0:06:02,4500,-0.4733,0.3827,0.7969,2.7236,0.0037,0.7331,-0.9229,-0.3885,0.0633,0.4315,2.7298,0.0988,0.9433
0:06:07,4600,-0.4316,0.4334,0.6768,2.6934,0.0040,0.5693,-0.8318,-0.4392,0.0626,0.4470,2.6927,0.0759,0.7844
0:06:12,4700,-0.3990,0.3775,0.5029,2.6846,0.0029,1.0203,-1.3449,-0.3762,0.0523,0.3781,2.6727,0.0520,1.4042
0:06:16,4800,-0.4682,0.3906,0.7498,2.6749,0.0035,0.4809,-0.7122,-0.3912,0.0547,0.3772,2.6744,0.0891,0.8079
0:06:21,4900,-0.4742,0.3565,0.5756,2.7348,0.0041,0.8231,-1.4447,-0.3681,0.0613,0.3218,2.7277,0.1017,1.4228
0:06:26,5000,-0.3868,0.3752,0.7334,2.6986,0.0025,1.6031,-1.8030,-0.3770,0.0546,0.3419,2.6963,0.0739,1.7057
0:07:08,5100,-0.3326,0.3343,0.6127,2.7119,0.0042,0.8626,-1.0029,-0.3320,0.0508,0.3634,2.6965,0.0614,1.0581
0:07:12,5200,-0.4154,0.3703,0.7147,2.6927,0.0057,1.3088,-1.3235,-0.3753,0.0604,0.3195,2.6954,0.0734,1.1650
0:07:17,5300,-0.3650,0.3266,0.8313,2.7182,0.0050,0.9048,-1.2201,-0.3187,0.0570,0.3745,2.7230,0.1145,1.2204
0:07:22,5400,-0.4179,0.3505,0.5635,2.6990,0.0056,0.8623,-1.0663,-0.3514,0.0483,0.3464,2.7059,0.0647,1.1366
0:07:26,5500,-0.3761,0.3429,0.8438,2.6968,0.0041,1.1750,-1.3767,-0.3530,0.0512,0.3907,2.6828,0.0637,1.4885
0:07:30,5600,-0.4079,0.3761,0.4701,2.7171,0.0043,0.8515,-1.0921,-0.3740,0.0593,0.1830,2.7190,0.0667,1.0028
0:07:35,5700,-0.4096,0.3373,0.6235,2.7012,0.0024,1.0149,-1.2564,-0.3383,0.0473,0.2947,2.7017,0.0786,1.3186
0:07:40,5800,-0.3971,0.3300,0.7410,2.7024,0.0060,0.6746,-0.9193,-0.3334,0.0523,0.2549,2.7095,0.0648,0.9314
0:07:44,5900,-0.3966,0.3518,0.7952,2.7241,0.0049,0.9323,-1.2406,-0.3555,0.0488,0.3173,2.7118,0.0608,1.2544
0:07:49,6000,-0.3590,0.3421,0.6279,2.7311,0.0033,1.1878,-1.5301,-0.3484,0.0526,0.2828,2.7375,0.0790,1.6267
0:08:31,6100,-0.2785,0.2868,0.7247,2.6904,0.0050,0.9471,-1.2653,-0.2902,0.0517,0.3350,2.7057,0.0651,1.2367
