source,domain,accuracy,loss,f1
WAL,15,0.8,2.673534870147705,0.7151515151515152
WAL,16,0.7592592592592593,1.3104585409164429,0.6790123456790123
WAL,17,0.6981132075471698,2.421210527420044,0.6554885035520588
WAL,18,0.6851851851851852,2.1258890628814697,0.6276624609957943
WAL,19,0.5370370370370371,2.6924121379852295,0.5335858585858586
WAL,20,0.8235294117647058,0.6183466911315918,0.8079487687330824
WAL,21,0.8723404255319149,1.073778748512268,0.8372340425531916
WAL,22,0.7777777777777778,0.85055011510849,0.7333667000333668
WAL,23,0.7884615384615384,0.8516690135002136,0.735042735042735
WAL,24,0.6078431372549019,1.413718581199646,0.5859284890426759
WAL,25,0.7222222222222222,2.161323308944702,0.6519789889256917
WAL,26,0.9761904761904762,0.13196192681789398,0.9767676767676767
WAL,27,0.7592592592592593,1.285436749458313,0.6790123456790123
WAL,28,0.8571428571428571,0.6381052136421204,0.825
WAL,29,0.3333333333333333,2.732062339782715,0.37777777777777777
WAL,30,0.7,1.8454878330230713,0.6647140994598623
WAL,31,0.7209302325581395,1.0102908611297607,0.685414210695531
WAL,32,0.7884615384615384,1.1183106899261475,0.7141372141372142
WAL,33,0.8863636363636364,0.2777568995952606,0.8671497584541062
WAL,34,0.8163265306122449,0.6878846883773804,0.8163265306122449
WAL,35,0.8333333333333334,0.7111682295799255,0.8260761141543247
WAL,36,0.627906976744186,0.7203149795532227,0.6630000714934993
WAL,37,0.7619047619047619,0.8558627367019653,0.7702414299052955
WAL,38,0.7872340425531915,1.26310396194458,0.726241134751773
WAL,39,0.6851851851851852,1.4295026063919067,0.6128887508197853
WAL,40,0.8409090909090909,0.5170713663101196,0.847060347060347
WAL,41,0.6888888888888889,2.3338961601257324,0.6832285115303983
WAL,42,0.8478260869565217,0.7511357069015503,0.8395256916996047
WAL,43,0.8095238095238095,2.0999622344970703,0.7624643874643875
WAL,44,0.8095238095238095,1.0209672451019287,0.7919753086419752
WAL,45,0.9230769230769231,0.16241608560085297,0.9196581196581197
WAL,46,0.8333333333333334,1.0384445190429688,0.7861111111111111
