Elapsed Time,Iteration,D/loss_real,D/loss_fake,D/loss_cls,D/loss_dom,D/loss_gp,D/loss_td_real,D/loss_td_fake,G/loss_fake,G/loss_rec,G/loss_cls,G/loss_dom,G/loss_rot,G/loss_td_fake
0:00:07,100,-1.0724,0.3562,1.1357,4.1073,0.0029,-0.0151,0.0055,-0.3192,0.2498,1.1184,4.1077,0.2854,-0.0067
0:00:11,200,-0.7297,0.3554,1.0441,4.1251,0.0018,-0.0203,0.0228,-0.3085,0.1350,1.0250,4.1193,0.1582,-0.0221
0:00:15,300,-0.3628,-0.1655,1.0677,4.1115,0.0031,0.0009,0.0061,0.2275,0.1163,1.0066,4.1087,0.1642,-0.0095
0:00:20,400,-0.3101,-0.0452,1.1303,4.1294,0.0009,-0.0094,0.0092,0.0288,0.1146,1.1188,4.1241,0.1252,-0.0100
0:00:24,500,-0.2336,-0.1625,1.0747,4.0990,0.0006,-0.0184,0.0138,0.1400,0.1007,1.0492,4.0871,0.1135,-0.0158
0:00:27,600,-0.3406,-0.1571,1.1762,4.1201,0.0018,-0.0229,0.0189,0.1874,0.0999,1.1928,4.1279,0.1360,-0.0179
0:00:32,700,-0.2305,-0.0724,1.0228,4.1186,0.0010,-0.0262,0.0090,0.0432,0.0937,1.0431,4.1296,0.1278,-0.0173
0:00:36,800,-0.3377,0.0103,0.8687,4.1283,0.0013,-0.0236,0.0218,0.0167,0.1052,1.0286,4.1201,0.1164,-0.0363
0:00:40,900,-0.3953,0.0129,0.5234,4.0859,0.0015,-0.0033,0.0098,-0.0197,0.1019,0.4522,4.0830,0.1291,-0.0139
0:00:43,1000,-0.4086,0.0024,0.7799,4.1236,0.0024,0.0190,-0.0204,0.0301,0.0823,0.6553,4.1260,0.1604,0.0184
0:01:23,1100,-0.4264,0.0777,0.5910,4.1042,0.0038,-0.0324,0.0183,-0.0808,0.0770,0.4781,4.1069,0.0979,-0.0167
0:01:27,1200,-0.4448,0.0812,0.6065,4.1032,0.0021,0.0004,0.0138,-0.0774,0.0824,0.5083,4.1147,0.1105,-0.0049
0:01:31,1300,-0.5485,0.2782,0.4566,4.1232,0.0021,-0.0099,0.0085,-0.2843,0.0940,0.3466,4.1138,0.1021,-0.0215
0:01:36,1400,-0.5780,0.2989,1.0231,4.1091,0.0013,0.0055,-0.0046,-0.2703,0.0965,0.9033,4.1331,0.1048,0.0147
0:01:39,1500,-0.6308,0.2981,0.4182,4.1183,0.0018,-0.0027,-0.0060,-0.2884,0.0729,0.3251,4.1171,0.1123,0.0011
