Elapsed Time,Iteration,D/loss_real,D/loss_fake,D/loss_cls,D/loss_gp,G/loss_fake,G/loss_rec,G/loss_cls
0:19:36,18700,-0.0214,-0.3234,0.0234,0.0019,0.3446,0.0440,0.0009
0:19:41,18800,-0.2311,0.0286,0.0543,0.0045,0.0094,0.0433,0.0437
0:19:45,18900,0.0082,-0.2864,0.1836,0.0038,0.2641,0.0382,0.1895
0:19:49,19000,-0.0986,-0.0508,0.0287,0.0019,0.0548,0.0407,0.0021
0:20:04,19100,-0.1217,-0.1425,0.0196,0.0057,0.1852,0.0382,0.0017
0:20:08,19200,-0.0894,-0.1453,0.0086,0.0048,0.1566,0.0402,0.0005
0:20:13,19300,0.1575,-0.3344,0.0006,0.0033,0.3385,0.0343,0.0003
0:20:17,19400,-0.0377,-0.1161,0.0232,0.0028,0.1545,0.0404,0.0026
0:20:21,19500,-0.1876,0.0020,0.2458,0.0048,0.0503,0.0374,0.0017
0:20:25,19600,0.0337,-0.1831,0.0006,0.0056,0.1318,0.0389,0.0055
0:20:30,19700,0.0601,-0.2912,0.0179,0.0047,0.2664,0.0425,0.0035
0:20:34,19800,0.0006,-0.1928,0.0086,0.0044,0.2218,0.0371,0.0053
0:20:38,19900,0.0198,-0.1977,0.0093,0.0031,0.1948,0.0386,0.0001
0:20:42,20000,0.0380,-0.3260,0.0045,0.0081,0.4150,0.0503,0.0315
0:23:48,20100,-0.0078,-0.2152,0.0021,0.0024,0.2016,0.0359,0.0004
0:23:52,20200,-0.0373,-0.1720,0.0773,0.0037,0.1729,0.0361,0.0015
0:23:56,20300,0.0277,-0.2104,0.0193,0.0064,0.1773,0.0332,0.2651
0:24:01,20400,0.0816,-0.3022,0.0003,0.0032,0.3125,0.0375,0.0005
0:24:05,20500,-0.0614,-0.3675,0.0123,0.0127,0.3462,0.0489,0.0069
0:24:09,20600,0.0193,-0.1953,0.0122,0.0030,0.1792,0.0346,0.0023
0:24:13,20700,0.0706,-0.2843,0.0102,0.0108,0.2607,0.0353,0.0089
0:24:18,20800,-0.0285,-0.1972,0.0697,0.0054,0.2269,0.0346,0.0005
0:24:23,20900,-0.0539,-0.1315,0.1172,0.0054,0.1398,0.0380,0.0876
0:24:27,21000,0.0839,-0.2773,0.0050,0.0030,0.3022,0.0381,0.0004
0:24:42,21100,-0.0700,-0.1235,0.0072,0.0056,0.1292,0.0335,0.0014
0:24:46,21200,-0.0058,-0.2077,0.0016,0.0034,0.1930,0.0356,0.0002
0:24:50,21300,0.0357,-0.8392,0.0062,0.0073,1.1823,0.0943,9.7542
0:24:54,21400,0.1812,-0.9884,0.0002,0.0050,0.9082,0.0733,0.0025
0:24:58,21500,0.0075,-0.5529,0.0041,0.0027,0.6463,0.0548,0.0004
0:25:03,21600,0.0997,-0.6017,0.0031,0.0041,0.5646,0.0478,0.0001
0:25:07,21700,0.0891,-0.4996,0.0042,0.0018,0.5043,0.0384,0.0085
0:25:11,21800,-0.0242,-0.3938,0.0233,0.0023,0.4114,0.0406,0.0011
0:25:16,21900,0.0287,-0.4330,0.0025,0.0071,0.3624,0.0461,0.0044
0:25:20,22000,-0.0709,-0.3334,0.0022,0.0043,0.3381,0.0370,0.0114
0:25:35,22100,-0.1479,-0.1859,0.0232,0.0024,0.1782,0.0415,0.0283
0:25:39,22200,-0.0548,-0.2954,0.0115,0.0015,0.3031,0.0434,0.0006
0:25:43,22300,-0.0798,-0.1431,0.0227,0.0022,0.1377,0.0383,0.0012
0:25:47,22400,-0.0936,-0.0815,0.0116,0.0094,0.1311,0.0386,0.0014
0:25:52,22500,0.0358,-0.2055,0.0916,0.0016,0.1847,0.0343,0.0123
0:25:56,22600,-0.0198,-0.2176,0.0144,0.0066,0.2243,0.0379,0.0011
0:26:00,22700,-0.0612,-0.1134,0.0722,0.0031,0.1127,0.0345,0.0045
0:26:05,22800,-0.0311,-0.1972,0.0423,0.0033,0.2468,0.0391,0.0001
0:26:09,22900,-0.0070,-0.1912,0.0032,0.0069,0.2222,0.0342,0.0009
0:26:13,23000,-0.1384,-0.1336,0.0037,0.0038,0.1211,0.0368,0.0007
0:26:28,23100,0.0198,-0.2848,0.0102,0.0065,0.2738,0.0407,0.0084
0:26:32,23200,0.0328,-0.2054,0.0011,0.0066,0.2168,0.0379,0.0023
0:26:37,23300,0.0071,-0.1677,0.0057,0.0039,0.1897,0.0344,0.0004
0:26:41,23400,-0.0711,-0.1635,0.0015,0.0050,0.1713,0.0352,0.0004
0:26:45,23500,-0.0639,-0.1601,0.0010,0.0040,0.1462,0.0378,0.0031
0:26:49,23600,-0.0061,-0.2059,0.0162,0.0045,0.2222,0.0330,0.0007
0:26:54,23700,-0.0193,-0.1362,0.0013,0.0026,0.1308,0.0358,0.0009
0:26:58,23800,-0.0304,-0.1513,0.0044,0.0055,0.1900,0.0371,0.0002
0:27:02,23900,-0.0921,-0.1279,0.0084,0.0024,0.1441,0.0361,0.0043
0:27:07,24000,-0.1525,-0.0057,0.0036,0.0043,-0.0010,0.0325,0.0049
0:27:21,24100,-0.0118,-0.2449,0.1611,0.0050,0.1478,0.0388,0.0244
0:27:25,24200,-0.1044,-0.1384,0.0152,0.0034,0.1708,0.0380,0.0014
0:27:30,24300,-0.1845,-0.0124,0.0031,0.0124,0.1022,0.0356,0.0115
0:27:34,24400,-0.0965,-0.1365,0.0030,0.0038,0.1339,0.0375,0.0007
0:27:38,24500,0.1012,-0.2085,0.0064,0.0028,0.1983,0.0297,0.0073
0:27:43,24600,-0.0642,-0.1018,0.0307,0.0042,0.1248,0.0336,0.0169
0:27:47,24700,0.0486,-0.1752,0.0038,0.0015,0.1975,0.0324,0.0005
0:27:51,24800,-0.1393,-0.0057,0.0426,0.0070,0.0727,0.0395,0.0251
0:27:55,24900,-0.0653,-0.1342,0.0100,0.0055,0.1693,0.0404,0.0011
0:28:00,25000,-0.0128,-0.2249,0.0185,0.0035,0.2292,0.0355,0.0766
0:28:14,25100,-0.0010,-0.2142,0.1613,0.0046,0.1877,0.0374,0.0012
0:28:18,25200,-0.0015,-0.1492,0.0180,0.0030,0.1387,0.0370,0.1486
0:28:23,25300,-0.0423,-0.2034,0.0008,0.0022,0.2334,0.0404,0.0014
0:28:27,25400,-0.1818,-0.1006,0.0016,0.0014,0.0817,0.0371,0.0010
0:28:31,25500,-0.0187,-0.1754,0.0072,0.0020,0.1828,0.0410,0.0052
0:28:36,25600,0.0390,-0.2340,0.0027,0.0045,0.2502,0.0328,0.0085
0:28:40,25700,-0.0085,-0.1975,0.0008,0.0037,0.2148,0.0345,0.0005
0:28:44,25800,0.0546,-0.3777,0.0227,0.0062,0.4144,0.0458,0.0012
0:28:48,25900,-0.0645,-0.0776,0.0029,0.0024,0.1034,0.0349,0.0001
0:28:53,26000,-0.1036,-0.1040,0.0105,0.0041,0.1129,0.0383,0.0002
0:29:07,26100,0.0665,-0.2391,0.0046,0.0049,0.2278,0.0337,0.0002
0:29:11,26200,0.0852,-0.2289,0.0100,0.0043,0.2461,0.0283,0.0009
0:29:15,26300,-0.0842,-0.1518,0.0025,0.0033,0.1560,0.0383,0.0111
0:29:19,26400,-0.0079,-0.1642,0.0033,0.0026,0.1895,0.0356,0.0088
0:29:23,26500,-0.0881,-0.0813,0.0024,0.0042,0.0861,0.0355,0.0022
0:29:28,26600,-0.0910,-0.1371,0.0005,0.0035,0.1978,0.0369,0.0002
0:29:32,26700,-0.0210,-0.1793,0.0016,0.0040,0.2267,0.0356,0.0013
0:29:36,26800,-0.0429,-0.1711,0.0005,0.0027,0.1696,0.0389,0.0298
0:29:41,26900,0.0477,-0.4616,0.3635,0.0041,0.4829,0.0619,0.0210
0:29:45,27000,-0.0030,-0.1797,0.1595,0.0037,0.1448,0.0373,0.0000
0:30:00,27100,-0.0056,-0.2866,0.0322,0.0066,0.2747,0.0396,0.0003
0:30:05,27200,-0.1286,-0.1653,0.0450,0.0027,0.1921,0.0347,0.0008
0:30:09,27300,-0.0259,-0.2252,0.0017,0.0024,0.2403,0.0320,0.0023
0:30:13,27400,0.0695,-0.2285,0.0002,0.0047,0.2205,0.0293,0.0161
0:30:18,27500,-0.1466,-0.0741,0.0009,0.0042,0.1071,0.0332,0.0016
0:30:22,27600,0.0480,-0.2483,0.0010,0.0049,0.2333,0.0311,0.0467
0:30:26,27700,-0.1155,-0.0490,0.4088,0.0128,-0.0310,0.0351,0.1692
0:30:31,27800,-0.0991,-0.1458,0.0002,0.0044,0.1859,0.0381,0.0001
0:30:35,27900,-0.0217,-0.0913,0.0122,0.0055,0.0882,0.0310,0.0002
0:30:39,28000,-0.0004,-0.1931,0.0005,0.0034,0.1882,0.0341,0.0001
0:30:54,28100,-0.0158,-0.0810,0.0134,0.0039,0.1395,0.0329,0.0000
0:30:58,28200,0.0421,-0.2113,0.0163,0.0030,0.1995,0.0308,0.0003
0:31:03,28300,-0.0814,-0.1546,0.0083,0.0037,0.1915,0.0420,0.0027
0:31:07,28400,-0.0450,-0.1176,0.0037,0.0037,0.1034,0.0357,0.0001
0:31:11,28500,-0.0785,-0.1317,0.0583,0.0038,0.1647,0.0357,0.0003
0:31:16,28600,-0.1348,-0.2151,0.0017,0.0029,0.2180,0.0371,0.0021
0:31:20,28700,-0.0419,-0.0954,0.1510,0.0020,0.0717,0.0412,0.0018
0:31:24,28800,-0.1800,-0.0718,0.0001,0.0041,0.0875,0.0407,0.0006
0:31:29,28900,-0.1203,-0.1200,0.0311,0.0086,0.1553,0.0338,0.0003
0:31:33,29000,-0.1286,-0.1314,0.0022,0.0082,0.1523,0.0354,0.0004
0:31:48,29100,-0.0336,-0.1323,0.0126,0.0031,0.1552,0.0356,0.0003
0:31:52,29200,-0.0166,-0.1255,0.0000,0.0045,0.1357,0.0325,0.0000
0:31:56,29300,-0.0608,-0.1757,0.0079,0.0021,0.1833,0.0396,0.0001
0:32:01,29400,-0.0050,-0.1564,0.0005,0.0044,0.1675,0.0352,0.2416
0:32:05,29500,-0.0817,-0.1541,0.0015,0.0038,0.1750,0.0399,0.0004
0:32:09,29600,-0.2253,0.0031,0.0005,0.0038,0.0663,0.0425,0.0008
0:32:13,29700,-0.0719,-0.1365,0.0036,0.0061,0.1682,0.0361,0.0020
0:32:18,29800,0.0147,-0.2505,0.0025,0.0038,0.2514,0.0384,0.0017
0:32:22,29900,-0.1083,-0.1238,0.0233,0.0031,0.1394,0.0308,0.0068
0:32:26,30000,-0.0243,-0.1483,0.0012,0.0047,0.1569,0.0307,0.0013
0:35:35,30100,-0.1958,-0.0627,0.0035,0.0058,0.1155,0.0352,0.0039
0:35:39,30200,-0.0642,-0.1093,0.0136,0.0035,0.0865,0.0368,0.0001
