source,domain,accuracy,loss,f1
WAL,15,0.3113207547169811,3.2140141800045905,0.1987150427537478
WAL,16,0.2727272727272727,4.526430596198354,0.1442892489424535
WAL,17,0.7431192660550459,1.6668159707582422,0.6955325089748703
WAL,18,0.2545454545454545,3.176456441836698,0.12727272727272726
WAL,19,0.37272727272727274,6.086521545857457,0.28688995215311003
WAL,20,0.2616822429906542,9.516841827758721,0.10854967116649358
WAL,21,0.27184466019417475,7.046430825098014,0.11620840435781517
WAL,22,0.2545454545454545,9.595678863775188,0.10329380764163373
WAL,23,0.37962962962962965,3.0188897476930703,0.29172302737520134
WAL,24,0.3925233644859813,4.432446635195187,0.3349875305438698
WAL,25,0.2545454545454545,6.244675370040048,0.10881332408049965
WAL,26,0.336734693877551,2.9329335689544678,0.2782931354359926
WAL,27,0.7363636363636363,3.967423401116061,0.6445214894833521
WAL,28,0.32653061224489793,3.3892581462860107,0.17368845843422115
WAL,29,0.3877551020408163,5.495996475219727,0.25352341893695274
WAL,30,0.5283018867924528,2.2485979412283217,0.5082904516866781
WAL,31,0.8585858585858586,0.6692070364952087,0.8010806994677963
WAL,32,0.7314814814814815,3.4483115688365484,0.645714550595652
WAL,33,0.29,2.747779607772827,0.14985105290190037
WAL,34,0.6,2.877476812473365,0.5903860211833432
WAL,35,0.2692307692307692,5.76276356505228,0.11421911421911422
WAL,36,0.6565656565656566,1.424877643585205,0.6633395031220422
WAL,37,0.29591836734693877,5.439138412475586,0.14928813055276757
WAL,38,0.7864077669902912,1.0656616482883692,0.7965113353884988
WAL,39,0.2545454545454545,9.974091991338096,0.10329380764163373
WAL,40,0.84,2.361095666885376,0.768945987014781
WAL,41,0.38613861386138615,3.2210274083273753,0.3232269893656033
WAL,42,0.27450980392156865,5.880284661352301,0.11825037707390648
WAL,43,0.8061224489795918,0.858454167842865,0.7740413769442936
WAL,44,0.2857142857142857,6.889092445373535,0.12698412698412698
WAL,45,0.25925925925925924,7.166678907615798,0.10916179337231968
WAL,46,0.2692307692307692,8.250029495784215,0.11421911421911422
WAL,47,0.28,7.497305870056152,0.1225
WAL,48,0.8076923076923077,4.901316933982473,0.7261072261072261
WAL,49,0.44954128440366975,4.54644677455404,0.3696292913778073
WAL,50,0.2857142857142857,5.09945821762085,0.13675213675213677
WAL,51,0.27450980392156865,9.522140948900155,0.11825037707390648
WAL,52,0.8469387755102041,1.6127060651779175,0.7844564883934964
WAL,53,0.9230769230769231,0.3118784276635519,0.9161943319838056
WAL,54,0.29591836734693877,7.186849117279053,0.21579638752052546
WAL,55,0.29523809523809524,2.1741087477512338,0.17970913770913768
WAL,56,0.2857142857142857,6.962017059326172,0.12698412698412698
WAL,57,0.42857142857142855,2.3446109294891357,0.36017316017316015
WAL,58,0.3617021276595745,1.5063695907592773,0.25852605612087576
WAL,59,0.29292929292929293,4.164071559906006,0.14885308549220394
WAL,60,0.7961165048543689,1.2675904256424733,0.7196199776680104
WAL,61,0.2815533980582524,2.4863532358514413,0.13874367272425525
WAL,62,0.8155339805825242,3.6825458205171993,0.7366782776254355
WAL,63,0.29591836734693877,8.692011833190918,0.14585714285714285
WAL,64,0.4387755102040816,3.101680278778076,0.366629125877155
WAL,65,0.2830188679245283,2.5899267632993803,0.1507861635220126
WAL,66,0.9081632653061225,0.887428343296051,0.8748955722639933
WAL,67,0.3469387755102041,1.8530694246292114,0.20974025974025975
WAL,68,0.3838383838383838,5.776906490325928,0.26093194126406377
WAL,69,0.5102040816326531,1.313503384590149,0.5483193277310924
WAL,70,0.29591836734693877,2.747176170349121,0.1480501253132832
WAL,71,0.84,1.5059093236923218,0.768945987014781
WAL,72,0.8571428571428571,1.5761630535125732,0.7936507936507936
WAL,73,0.7835051546391752,0.8189290761947632,0.7264732423637507
WAL,74,0.3076923076923077,8.203003883361816,0.14479638009049772
WAL,75,0.6428571428571429,2.138577938079834,0.5887445887445887
