Elapsed Time,Iteration,D/loss_real,D/loss_fake,D/loss_cls,D/loss_gp,D/loss_dom,G/loss_fake,G/loss_rec,G/loss_cls,G/loss_dom
0:00:08,100,-4.7126,0.0545,1.2743,0.0233,2.3147,-0.1172,0.3100,1.7462,2.3148
0:00:12,200,-3.0202,0.0714,1.2266,0.0259,2.3010,-0.1158,0.1432,1.6039,2.3062
0:00:16,300,-1.9233,-0.5915,1.0287,0.0147,2.3350,0.4674,0.1022,1.2517,2.3257
0:00:21,400,-2.2663,0.0279,1.0269,0.0111,2.3347,-0.0209,0.0832,1.0578,2.3286
0:00:26,500,-2.3776,0.2438,0.7823,0.0113,2.2849,-0.1682,0.0845,0.8687,2.2829
0:00:30,600,-2.5245,0.2525,0.6888,0.0087,2.3074,-0.2485,0.1035,0.6383,2.2840
0:00:34,700,-1.8553,-0.1027,0.7448,0.0054,2.2714,0.1128,0.0883,0.7655,2.2888
0:00:39,800,-1.6230,-0.3040,0.6809,0.0144,2.3540,0.2525,0.0821,0.6298,2.3501
0:00:43,900,-1.4948,-0.3218,0.6807,0.0069,2.3253,0.3050,0.0820,0.7308,2.3573
0:00:48,1000,-1.5003,-0.3526,0.5823,0.0084,2.3403,0.3547,0.0759,0.5994,2.3217
0:01:04,1100,-1.4660,-0.3566,0.8365,0.0049,2.3189,0.3622,0.0687,0.8535,2.2951
0:01:08,1200,-1.4431,-0.1448,0.6896,0.0099,2.2874,0.0713,0.0728,0.5728,2.2682
0:01:12,1300,-1.3700,-0.2951,0.8382,0.0068,2.3389,0.3308,0.0759,0.9148,2.3048
0:01:17,1400,-1.3823,-0.2353,0.5215,0.0105,2.3443,0.2424,0.0756,0.4349,2.3090
0:01:22,1500,-1.0486,-0.1174,0.7419,0.0021,2.3353,0.1619,0.0601,0.7939,2.3606
0:01:26,1600,-1.0507,0.2251,0.5578,0.0010,2.3033,-0.1487,0.0659,0.5271,2.2990
0:01:31,1700,-1.0340,0.1254,0.4153,0.0053,2.3377,-0.1520,0.0652,0.3759,2.2967
0:01:35,1800,-0.4324,-0.4322,0.5320,0.0024,2.3386,0.4215,0.0597,0.5189,2.3140
0:01:40,1900,-0.2829,0.0701,0.8942,0.0103,2.3128,-0.0898,0.0569,0.6783,2.2962
0:01:45,2000,-0.2892,0.0414,0.5529,0.0028,2.3015,-0.0380,0.0600,0.3783,2.2774
0:02:00,2100,-0.4974,0.3025,0.7579,0.0058,2.3219,-0.3449,0.0555,0.5461,2.3324
0:02:04,2200,-0.5649,0.3098,0.6578,0.0063,2.2993,-0.2556,0.0592,0.3851,2.3401
0:02:09,2300,-0.4959,0.2018,0.5199,0.0063,2.2796,-0.1883,0.0614,0.4513,2.2808
0:02:14,2400,-0.4022,0.1803,0.6626,0.0035,2.2804,-0.1287,0.0601,0.3868,2.2415
0:02:18,2500,-0.4124,0.1836,0.4279,0.0084,2.3450,-0.1181,0.0559,0.3345,2.3244
0:02:23,2600,-0.3838,0.1604,0.6703,0.0039,2.3238,-0.1610,0.0542,0.2137,2.3131
0:02:28,2700,-0.4538,0.2531,0.5968,0.0069,2.3425,-0.1500,0.0562,0.1395,2.3271
0:02:32,2800,-0.2393,0.1127,0.6648,0.0015,2.2881,-0.1183,0.0461,0.2005,2.2832
