Elapsed Time,Iteration,Total Iterations,D/latent_real,D/latent_fake,D/latent_reg,D/ref_real,D/ref_fake,D/ref_reg,G/latent_adv,G/latent_cyc,G/latent_id,G/latent_sty,G/latent_ds,G/ref_adv,G/ref_cyc,G/ref_id,G/ref_sty,G/ref_ds,G/lambda_ds
0:32:06,13300,100000,0.240422,0.241229,0.010685,0.220058,0.234459,0.010786,0.286603,0.010017,0.010149,0.162197,0.004064,0.276779,0.009516,0.010208,0.000064,0.000001,0.867000
0:33:05,13400,100000,0.223031,0.227418,0.013619,0.201381,0.212336,0.011941,0.309677,0.009967,0.009954,0.134112,0.004168,0.297267,0.009729,0.009526,0.000137,0.000002,0.866000
0:33:40,13500,100000,0.223840,0.244936,0.020741,0.188116,0.239329,0.019256,0.295144,0.010016,0.009918,0.135634,0.003256,0.283866,0.009554,0.009353,0.000075,0.000002,0.865000
0:34:18,13600,100000,0.223666,0.240946,0.016572,0.246508,0.188016,0.033224,0.322935,0.008764,0.008877,0.119170,0.003677,0.291309,0.008463,0.008214,0.000207,0.000001,0.864000
0:34:53,13700,100000,0.245903,0.195615,0.010404,0.149315,0.248870,0.013241,0.328885,0.009515,0.009194,0.143430,0.004024,0.318368,0.009038,0.008773,0.000071,0.000002,0.863000
0:35:29,13800,100000,0.252788,0.224927,0.012875,0.250588,0.207959,0.010439,0.317168,0.006967,0.008495,0.140312,0.004471,0.307855,0.006742,0.008988,0.000532,0.000001,0.862000
0:36:05,13900,100000,0.266770,0.231449,0.013275,0.246620,0.203146,0.008832,0.326133,0.008771,0.008457,0.138141,0.003800,0.326022,0.008822,0.008282,0.000033,0.000001,0.861000
0:36:40,14000,100000,0.209902,0.292033,0.012216,0.263121,0.220278,0.012125,0.268520,0.009846,0.009098,0.128116,0.004093,0.274524,0.010327,0.011581,0.000067,0.000001,0.860000
0:46:02,14100,100000,0.245921,0.212105,0.007104,0.240826,0.165600,0.010536,0.383762,0.007657,0.008509,0.147408,0.004035,0.314372,0.007801,0.008115,0.000164,0.000001,0.859000
0:46:39,14200,100000,0.267647,0.229144,0.017026,0.240450,0.215435,0.014536,0.314018,0.007125,0.007648,0.143567,0.004516,0.299452,0.006602,0.007733,0.000106,0.000001,0.858000
0:47:14,14300,100000,0.267525,0.221706,0.011312,0.241077,0.225664,0.011862,0.283505,0.007677,0.007319,0.131848,0.004157,0.272423,0.007124,0.006909,0.000040,0.000002,0.857000
0:47:50,14400,100000,0.313740,0.229357,0.010366,0.239120,0.235484,0.007366,0.299011,0.009029,0.010972,0.130077,0.003811,0.266915,0.008077,0.008269,0.000072,0.000001,0.856000
0:48:25,14500,100000,0.207967,0.287205,0.006588,0.249596,0.194278,0.008122,0.320640,0.008198,0.009273,0.141533,0.003927,0.313232,0.007867,0.008005,0.000171,0.000001,0.855000
0:49:25,14600,100000,0.212534,0.256308,0.015389,0.223896,0.197559,0.019730,0.362289,0.006601,0.006818,0.134894,0.004207,0.342688,0.006159,0.006943,0.000142,0.000002,0.854000
0:50:01,14700,100000,0.289585,0.229010,0.016701,0.238952,0.242720,0.014467,0.272035,0.009476,0.010026,0.118817,0.003923,0.253071,0.009353,0.009851,0.000064,0.000001,0.853000
0:50:36,14800,100000,0.253498,0.223061,0.013582,0.242416,0.225370,0.012448,0.280340,0.008267,0.008527,0.139809,0.003008,0.268311,0.007864,0.007661,0.000170,0.000001,0.852000
0:51:12,14900,100000,0.238219,0.232579,0.010496,0.215967,0.232318,0.012300,0.281784,0.010251,0.009464,0.130123,0.003431,0.275230,0.010137,0.009453,0.000088,0.000001,0.851000
0:51:47,15000,100000,0.332821,0.193532,0.008530,0.259103,0.210599,0.005005,0.313358,0.007024,0.007592,0.128979,0.004837,0.283181,0.006837,0.006571,0.000232,0.000002,0.850000
1:01:10,15100,100000,0.250750,0.275492,0.009694,0.239788,0.236875,0.009875,0.283925,0.009682,0.009086,0.144604,0.003653,0.282573,0.008878,0.009712,0.000196,0.000001,0.849000
1:01:48,15200,100000,0.260639,0.223686,0.009721,0.207174,0.238195,0.011098,0.288146,0.006630,0.007229,0.137044,0.003390,0.276731,0.006145,0.007227,0.000157,0.000001,0.848000
1:02:23,15300,100000,0.302312,0.174130,0.016567,0.212694,0.232564,0.017243,0.348472,0.008430,0.009081,0.134069,0.004322,0.314447,0.008106,0.009020,0.000227,0.000002,0.847000
1:02:59,15400,100000,0.250729,0.230475,0.012256,0.244050,0.224661,0.011706,0.284257,0.008372,0.008363,0.133373,0.004155,0.273120,0.007895,0.008036,0.000058,0.000002,0.846000
1:03:34,15500,100000,0.218249,0.281897,0.016392,0.240434,0.230238,0.014358,0.284639,0.007514,0.007473,0.128970,0.003192,0.271802,0.007063,0.007247,0.000082,0.000001,0.845000
1:04:10,15600,100000,0.229755,0.269697,0.013281,0.256263,0.221828,0.011854,0.287178,0.008377,0.007913,0.152794,0.004456,0.279628,0.008292,0.007837,0.000119,0.000002,0.844000
1:04:45,15700,100000,0.209853,0.266795,0.010856,0.217184,0.235967,0.017357,0.279470,0.009891,0.009401,0.131038,0.003899,0.270180,0.011520,0.009464,0.000096,0.000001,0.843000
1:05:45,15800,100000,0.252470,0.293510,0.009579,0.234954,0.198786,0.009477,0.344596,0.007503,0.007162,0.124718,0.004000,0.335783,0.006917,0.006531,0.000032,0.000001,0.842000
1:06:21,15900,100000,0.244785,0.230650,0.004905,0.245912,0.213799,0.004910,0.307599,0.008173,0.007935,0.127183,0.004507,0.301055,0.007580,0.007776,0.000213,0.000002,0.841000
1:06:57,16000,100000,0.257199,0.236136,0.003286,0.254097,0.230621,0.004521,0.280285,0.006384,0.007824,0.118398,0.002924,0.268632,0.006222,0.008089,0.000215,0.000001,0.840000
0:01:04,16100,100000,0.223445,0.238797,0.006498,0.193721,0.236419,0.006864,0.280105,0.008363,0.008220,0.132486,0.003445,0.276699,0.007798,0.007379,0.000169,0.000000,0.839000
0:01:40,16200,100000,0.200054,0.275101,0.003278,0.235599,0.229221,0.003759,0.294716,0.006649,0.006717,0.132977,0.003877,0.288934,0.006282,0.007030,0.000037,0.000001,0.838000
0:02:18,16300,100000,0.248826,0.249746,0.002507,0.247534,0.233699,0.002644,0.289846,0.006597,0.007261,0.123514,0.003970,0.287572,0.006285,0.006961,0.000196,0.000001,0.837000
0:02:53,16400,100000,0.245533,0.237423,0.020656,0.227184,0.217316,0.015042,0.307344,0.008075,0.008096,0.113880,0.003273,0.291318,0.008381,0.007703,0.000263,0.000001,0.836000
0:03:29,16500,100000,0.315410,0.260473,0.015675,0.255239,0.261240,0.009292,0.260616,0.006269,0.006729,0.116537,0.003191,0.250036,0.005968,0.006284,0.000042,0.000001,0.835000
0:04:04,16600,100000,0.263646,0.243361,0.005600,0.254701,0.226727,0.006516,0.290182,0.007965,0.007438,0.114125,0.003512,0.294332,0.007701,0.007732,0.000347,0.000002,0.834000
0:04:40,16700,100000,0.225892,0.200394,0.020682,0.198332,0.186532,0.034620,0.317347,0.010132,0.011029,0.129824,0.003216,0.259858,0.009390,0.008568,0.000034,0.000001,0.833000
0:05:16,16800,100000,0.270838,0.224479,0.007824,0.252826,0.231923,0.007524,0.276293,0.009316,0.009683,0.110249,0.004391,0.277230,0.009394,0.010883,0.000148,0.000001,0.832000
0:05:54,16900,100000,0.176120,0.272940,0.009409,0.187852,0.239233,0.008830,0.280630,0.009538,0.008653,0.125368,0.003523,0.281085,0.008986,0.007974,0.000225,0.000001,0.831000
0:06:29,17000,100000,0.176180,0.283980,0.032845,0.173963,0.248136,0.030478,0.279809,0.007757,0.007894,0.109991,0.003102,0.271742,0.007633,0.007787,0.000045,0.000001,0.830000
0:15:52,17100,100000,0.262469,0.251488,0.010579,0.238000,0.235222,0.009204,0.287574,0.007454,0.007438,0.121699,0.003282,0.275793,0.006888,0.007004,0.000029,0.000002,0.829000
0:16:58,17200,100000,0.258858,0.228582,0.016248,0.233140,0.216477,0.015785,0.296535,0.007141,0.007373,0.118483,0.004366,0.278966,0.006712,0.007385,0.000155,0.000001,0.828000
0:17:34,17300,100000,0.245372,0.210321,0.013202,0.221708,0.198619,0.012887,0.323544,0.007079,0.007409,0.118829,0.002949,0.298477,0.006526,0.006308,0.000044,0.000001,0.827000
0:18:13,17400,100000,0.196024,0.246627,0.009740,0.178558,0.241981,0.008809,0.278677,0.007290,0.007264,0.107613,0.004457,0.271077,0.006947,0.006779,0.000114,0.000001,0.826000
0:18:49,17500,100000,0.234460,0.237473,0.011520,0.237200,0.212779,0.009274,0.315386,0.007006,0.007014,0.113217,0.004052,0.307898,0.006646,0.007645,0.000192,0.000002,0.825000
0:19:26,17600,100000,0.215217,0.294724,0.010664,0.195138,0.253358,0.014127,0.269977,0.008730,0.008316,0.103451,0.004095,0.266259,0.008516,0.009448,0.000058,0.000001,0.824000
0:20:02,17700,100000,0.224385,0.194699,0.016413,0.188515,0.199760,0.017803,0.331277,0.007179,0.007586,0.103072,0.003971,0.301415,0.006764,0.007169,0.000037,0.000001,0.823000
0:20:39,17800,100000,0.228974,0.247394,0.014389,0.232278,0.225497,0.015708,0.294354,0.007495,0.007055,0.104934,0.003063,0.279840,0.006335,0.006019,0.000045,0.000002,0.822000
0:21:17,17900,100000,0.272283,0.276793,0.007087,0.250942,0.209433,0.005325,0.339561,0.005524,0.006138,0.134233,0.004624,0.329161,0.005224,0.006432,0.000142,0.000001,0.821000
0:21:54,18000,100000,0.267555,0.210327,0.011408,0.250889,0.211054,0.010669,0.320569,0.006856,0.008282,0.110708,0.003545,0.283083,0.006379,0.007391,0.000193,0.000002,0.820000
0:31:01,18100,100000,0.237947,0.216904,0.009461,0.226012,0.213831,0.009314,0.311458,0.007453,0.006755,0.123498,0.003949,0.305766,0.006804,0.007189,0.000284,0.000001,0.819000
0:31:38,18200,100000,0.224595,0.210104,0.010068,0.225632,0.178009,0.015336,0.333305,0.006700,0.007454,0.116813,0.003860,0.305894,0.006616,0.006198,0.000122,0.000001,0.818000
0:32:15,18300,100000,0.262040,0.242525,0.006247,0.240232,0.242300,0.005295,0.270004,0.007670,0.007360,0.120494,0.002724,0.263619,0.007721,0.007312,0.000102,0.000002,0.817000
0:33:17,18400,100000,0.245513,0.208408,0.033750,0.207394,0.215297,0.017600,0.319151,0.007599,0.007468,0.100116,0.003629,0.318269,0.007470,0.007524,0.000111,0.000002,0.816000
0:33:53,18500,100000,0.218267,0.247984,0.016496,0.198249,0.240727,0.015465,0.276850,0.007350,0.007506,0.102425,0.003339,0.260240,0.007224,0.006850,0.000074,0.000002,0.815000
0:34:33,18600,100000,0.247534,0.209385,0.010926,0.230258,0.212206,0.012416,0.312716,0.007112,0.007367,0.098502,0.003419,0.299069,0.006793,0.007484,0.000177,0.000001,0.814000
0:35:10,18700,100000,0.199182,0.217427,0.013140,0.181476,0.201508,0.034299,0.312089,0.007725,0.007488,0.112130,0.003532,0.300384,0.007105,0.007095,0.000200,0.000002,0.813000
0:35:47,18800,100000,0.247466,0.240968,0.010379,0.245459,0.227675,0.008182,0.295052,0.005434,0.005081,0.107800,0.003747,0.287899,0.005250,0.005035,0.000156,0.000002,0.812000
0:36:23,18900,100000,0.280862,0.217957,0.008600,0.239438,0.218815,0.005135,0.302991,0.007236,0.007682,0.104334,0.003341,0.297350,0.006654,0.006904,0.000044,0.000001,0.811000
0:37:00,19000,100000,0.221440,0.285463,0.010420,0.240717,0.253973,0.009654,0.255127,0.007818,0.007250,0.096231,0.003072,0.253454,0.007698,0.006748,0.000206,0.000001,0.810000
0:45:54,19100,100000,0.244374,0.229505,0.005206,0.232398,0.207626,0.005209,0.320445,0.006183,0.006308,0.106157,0.003183,0.310586,0.005607,0.005968,0.000104,0.000001,0.809000
0:46:31,19200,100000,0.260639,0.218610,0.025280,0.223154,0.227124,0.033752,0.305561,0.005768,0.005913,0.112840,0.004234,0.288199,0.005301,0.005834,0.000171,0.000001,0.808000
0:47:11,19300,100000,0.264347,0.210190,0.016390,0.236286,0.213599,0.023867,0.305308,0.006518,0.006255,0.108760,0.003575,0.280410,0.005813,0.005750,0.000076,0.000002,0.807000
0:47:48,19400,100000,0.302138,0.243415,0.011086,0.253735,0.246972,0.010946,0.276464,0.006696,0.006225,0.103561,0.003200,0.271477,0.006121,0.005746,0.000038,0.000001,0.806000
0:48:26,19500,100000,0.206286,0.267174,0.010199,0.239092,0.175287,0.017682,0.333000,0.007026,0.007314,0.113277,0.004457,0.317221,0.006200,0.006605,0.000044,0.000001,0.805000
0:49:27,19600,100000,0.203959,0.255029,0.019085,0.211046,0.208971,0.014341,0.342725,0.005592,0.005434,0.107689,0.003065,0.339236,0.005404,0.005559,0.000040,0.000001,0.804000
0:50:05,19700,100000,0.298260,0.239485,0.012307,0.257157,0.245060,0.017872,0.261946,0.008117,0.007565,0.097034,0.003700,0.258630,0.008206,0.009285,0.000141,0.000001,0.803000
0:50:45,19800,100000,0.249339,0.222911,0.018681,0.239060,0.227097,0.018928,0.276975,0.007276,0.007203,0.107960,0.002713,0.264009,0.006824,0.006609,0.000039,0.000001,0.802000
0:51:22,19900,100000,0.233699,0.247298,0.015098,0.236981,0.221614,0.012517,0.287302,0.008159,0.007576,0.100827,0.003077,0.279262,0.007624,0.007812,0.000080,0.000001,0.801000
0:51:59,20000,100000,0.317915,0.208907,0.005395,0.248512,0.227021,0.004011,0.281234,0.005779,0.006152,0.098835,0.003714,0.277390,0.005595,0.006171,0.000144,0.000001,0.800000
1:01:10,20100,100000,0.211065,0.230952,0.026861,0.204196,0.199815,0.041826,0.306695,0.007181,0.007890,0.105377,0.003444,0.251038,0.007190,0.006654,0.000083,0.000001,0.799000
1:01:46,20200,100000,0.240909,0.238056,0.012092,0.214478,0.234074,0.011167,0.279673,0.005554,0.005836,0.110702,0.003049,0.265266,0.005208,0.005406,0.000042,0.000001,0.798000
1:02:23,20300,100000,0.285541,0.183354,0.007412,0.236378,0.207611,0.007530,0.317354,0.006904,0.007017,0.102402,0.004142,0.305579,0.006425,0.006604,0.000132,0.000002,0.797000
1:03:00,20400,100000,0.242117,0.229672,0.010598,0.240375,0.210823,0.036368,0.268737,0.006643,0.006662,0.106080,0.003539,0.256438,0.006301,0.006448,0.000055,0.000002,0.796000
1:03:39,20500,100000,0.223534,0.287013,0.023263,0.231693,0.246730,0.021139,0.271353,0.006327,0.006353,0.102991,0.002820,0.253656,0.005845,0.005627,0.000159,0.000002,0.795000
1:04:17,20600,100000,0.226513,0.278161,0.016042,0.250190,0.232122,0.015535,0.277403,0.007317,0.007695,0.115053,0.004421,0.273417,0.006645,0.006159,0.000056,0.000002,0.794000
1:04:54,20700,100000,0.198731,0.273467,0.019639,0.213526,0.240538,0.032859,0.268453,0.007495,0.007150,0.112033,0.003820,0.255743,0.007119,0.006906,0.000025,0.000001,0.793000
1:05:56,20800,100000,0.209297,0.290827,0.036593,0.206653,0.161721,0.028233,0.374759,0.006088,0.006670,0.098025,0.003731,0.394692,0.005841,0.006555,0.000027,0.000001,0.792000
1:06:35,20900,100000,0.245741,0.239321,0.004302,0.245807,0.228291,0.004903,0.290440,0.006832,0.006233,0.099610,0.004039,0.284711,0.006390,0.005827,0.000042,0.000002,0.791000
1:07:12,21000,100000,0.251191,0.236237,0.002715,0.245339,0.233267,0.004232,0.277473,0.005856,0.005773,0.097216,0.002614,0.273096,0.005679,0.006292,0.000222,0.000001,0.790000
0:01:04,21100,100000,0.205521,0.180363,0.149888,0.151020,0.262396,0.016594,0.292156,0.007112,0.007091,0.104624,0.002791,0.255357,0.006408,0.006510,0.000019,0.000000,0.789000
0:01:40,21200,100000,0.191639,0.188138,0.036188,0.192243,0.161072,0.089553,0.259451,0.005990,0.006458,0.104442,0.003799,0.210082,0.005496,0.005584,0.000211,0.000001,0.788000
0:02:15,21300,100000,0.250686,0.234034,0.005977,0.233521,0.232958,0.005520,0.289298,0.006024,0.006668,0.099260,0.002845,0.271179,0.005619,0.006101,0.000368,0.000001,0.787000
0:02:53,21400,100000,0.260900,0.245715,0.005131,0.239143,0.232551,0.003474,0.287440,0.006668,0.006185,0.096193,0.003723,0.283120,0.006556,0.005908,0.000076,0.000002,0.786000
0:03:27,21500,100000,0.320762,0.240378,0.008399,0.275147,0.244756,0.011740,0.268691,0.005648,0.005501,0.092507,0.003333,0.259458,0.005152,0.005446,0.000184,0.000001,0.785000
0:04:02,21600,100000,0.253644,0.246420,0.005536,0.245305,0.231813,0.004499,0.285847,0.006397,0.005783,0.089363,0.002988,0.286032,0.006213,0.005729,0.000256,0.000002,0.784000
0:04:37,21700,100000,0.212611,0.243569,0.010727,0.204468,0.238240,0.010592,0.283065,0.007526,0.006953,0.101329,0.003078,0.280755,0.007707,0.006567,0.000024,0.000001,0.783000
0:05:12,21800,100000,0.256467,0.238396,0.013291,0.240690,0.244852,0.010253,0.260224,0.008179,0.007097,0.087456,0.003705,0.261356,0.008702,0.007089,0.000089,0.000001,0.782000
0:05:47,21900,100000,0.195278,0.249286,0.010500,0.195259,0.227953,0.009397,0.293240,0.008344,0.007343,0.100525,0.003584,0.288174,0.007823,0.008151,0.000030,0.000001,0.781000
0:06:24,22000,100000,0.176042,0.208508,0.025620,0.169265,0.152035,0.043152,0.418493,0.006633,0.007558,0.089908,0.002588,0.377598,0.006461,0.006835,0.000101,0.000001,0.780000
0:16:04,22100,100000,0.254729,0.279669,0.011363,0.230530,0.259817,0.006873,0.264710,0.006565,0.006204,0.099495,0.003225,0.265389,0.006180,0.005822,0.000267,0.000002,0.779000
0:17:09,22200,100000,0.280724,0.229261,0.009181,0.236548,0.240828,0.013692,0.276047,0.006346,0.005965,0.099020,0.004153,0.264189,0.005755,0.005404,0.000215,0.000001,0.778000
0:17:44,22300,100000,0.232949,0.200437,0.009934,0.226303,0.173135,0.021607,0.348958,0.006032,0.006472,0.100801,0.002822,0.342519,0.005607,0.006285,0.000070,0.000001,0.777000
0:18:20,22400,100000,0.206684,0.238487,0.012456,0.187037,0.237465,0.009947,0.278459,0.006459,0.006151,0.087063,0.003447,0.270770,0.005911,0.005672,0.000041,0.000001,0.776000
0:18:55,22500,100000,0.240273,0.249422,0.003712,0.236305,0.234765,0.003793,0.289468,0.006120,0.006314,0.091482,0.003756,0.287786,0.005851,0.006060,0.000181,0.000002,0.775000
0:19:32,22600,100000,0.213160,0.309519,0.005735,0.204462,0.263460,0.008833,0.259960,0.007357,0.007017,0.086280,0.003892,0.258025,0.007010,0.006602,0.000117,0.000001,0.774000
0:20:08,22700,100000,0.215376,0.197573,0.016742,0.193286,0.197057,0.010955,0.339083,0.006608,0.006762,0.090370,0.003744,0.328470,0.006248,0.006225,0.000036,0.000001,0.773000
0:20:44,22800,100000,0.213795,0.265994,0.008234,0.228270,0.233634,0.007529,0.296797,0.006009,0.005726,0.088866,0.002835,0.294506,0.005435,0.005450,0.000100,0.000002,0.772000
0:21:19,22900,100000,0.270666,0.277366,0.005433,0.238696,0.234211,0.004997,0.303908,0.005138,0.005474,0.107859,0.004436,0.297181,0.004721,0.005096,0.000040,0.000001,0.771000
0:21:55,23000,100000,0.271406,0.224899,0.008209,0.257192,0.220841,0.008481,0.299703,0.006108,0.006936,0.096086,0.002840,0.291591,0.005856,0.005865,0.000074,0.000002,0.770000
0:31:18,23100,100000,0.250505,0.208497,0.012426,0.234485,0.209429,0.009911,0.312960,0.006170,0.005818,0.101489,0.002761,0.308761,0.005717,0.005980,0.000059,0.000001,0.769000
0:31:54,23200,100000,0.237163,0.243728,0.006362,0.238293,0.219190,0.005143,0.307965,0.005849,0.005432,0.095274,0.004155,0.308731,0.005898,0.005444,0.000042,0.000001,0.768000
0:32:29,23300,100000,0.265570,0.235312,0.005487,0.243382,0.236643,0.006740,0.268318,0.007036,0.008125,0.099110,0.002521,0.251273,0.006131,0.005897,0.000108,0.000002,0.767000
0:33:29,23400,100000,0.247668,0.210993,0.010787,0.222324,0.203247,0.010659,0.322929,0.007385,0.007841,0.086027,0.003252,0.279390,0.006986,0.006612,0.000142,0.000002,0.766000
0:34:07,23500,100000,0.226713,0.253453,0.014955,0.210799,0.245936,0.011559,0.272637,0.006013,0.006057,0.088280,0.003199,0.268411,0.005725,0.006468,0.000091,0.000003,0.765000
0:34:43,23600,100000,0.188876,0.216596,0.034351,0.193856,0.184592,0.038317,0.335476,0.006408,0.006472,0.092800,0.003592,0.339487,0.005969,0.006502,0.000039,0.000001,0.764000
0:35:19,23700,100000,0.212209,0.169425,0.049279,0.169826,0.204597,0.035708,0.359756,0.006403,0.007531,0.095089,0.003212,0.326756,0.006104,0.006823,0.000120,0.000002,0.763000
0:35:55,23800,100000,0.239825,0.242101,0.008739,0.236378,0.235139,0.008668,0.279469,0.005074,0.005142,0.091759,0.003294,0.270202,0.004898,0.005089,0.000344,0.000002,0.762000
0:36:30,23900,100000,0.277028,0.229465,0.003505,0.243421,0.220316,0.004288,0.303579,0.006589,0.006226,0.086535,0.002687,0.299807,0.006117,0.006496,0.000141,0.000001,0.761000
0:37:08,24000,100000,0.224363,0.276808,0.010661,0.240061,0.249193,0.010779,0.257215,0.007396,0.006305,0.084019,0.002871,0.259862,0.007880,0.006783,0.000064,0.000001,0.760000
0:46:29,24100,100000,0.239527,0.222763,0.006904,0.229542,0.192155,0.015174,0.331002,0.006445,0.008421,0.089940,0.003079,0.293486,0.005758,0.005860,0.000192,0.000002,0.759000
0:47:05,24200,100000,0.250362,0.242468,0.015449,0.231953,0.227085,0.014325,0.293070,0.005308,0.004952,0.090718,0.003391,0.288286,0.005112,0.005180,0.000182,0.000001,0.758000
0:47:43,24300,100000,0.251719,0.235628,0.011610,0.241413,0.228203,0.010494,0.280657,0.006133,0.005733,0.093651,0.003179,0.271428,0.005302,0.004971,0.000164,0.000002,0.757000
0:48:19,24400,100000,0.282178,0.260705,0.006928,0.252262,0.256000,0.007365,0.265404,0.006158,0.005652,0.088076,0.002907,0.257120,0.005564,0.005314,0.000068,0.000001,0.756000
0:48:55,24500,100000,0.230739,0.270679,0.007519,0.233213,0.229898,0.006576,0.304030,0.006074,0.006625,0.097614,0.004205,0.297637,0.005841,0.005845,0.000259,0.000002,0.755000
0:49:54,24600,100000,0.224758,0.251757,0.010665,0.220464,0.220477,0.005868,0.322154,0.005383,0.005074,0.090706,0.002645,0.320369,0.005002,0.004875,0.000065,0.000001,0.754000
0:50:30,24700,100000,0.284477,0.238973,0.012356,0.260071,0.247050,0.011697,0.265954,0.006713,0.006641,0.088060,0.003319,0.258326,0.007427,0.006362,0.000092,0.000001,0.753000
0:51:05,24800,100000,0.243342,0.240539,0.008873,0.241096,0.239009,0.009119,0.266963,0.006331,0.006002,0.096408,0.002833,0.268437,0.006105,0.005842,0.000148,0.000001,0.752000
0:51:43,24900,100000,0.234020,0.257417,0.006554,0.235056,0.240626,0.006707,0.270743,0.008271,0.006779,0.084196,0.002810,0.277092,0.007500,0.007883,0.000108,0.000001,0.751000
0:52:19,25000,100000,0.326305,0.197183,0.003944,0.255792,0.222606,0.009795,0.279676,0.005456,0.005622,0.090578,0.003335,0.256512,0.005075,0.004849,0.000033,0.000001,0.750000
1:01:42,25100,100000,0.270602,0.248241,0.009795,0.242061,0.242737,0.008696,0.268522,0.006272,0.007203,0.088513,0.003163,0.260989,0.005889,0.006295,0.000066,0.000001,0.749000
1:02:20,25200,100000,0.258935,0.235750,0.007114,0.234417,0.231279,0.010654,0.280683,0.005280,0.005841,0.100363,0.003147,0.262408,0.004589,0.004632,0.000037,0.000001,0.748000
1:02:56,25300,100000,0.281486,0.194151,0.005460,0.248112,0.214635,0.006367,0.305939,0.006509,0.005943,0.092905,0.004405,0.298771,0.006037,0.005439,0.000325,0.000003,0.747000
1:03:32,25400,100000,0.248151,0.229344,0.011511,0.242117,0.219724,0.014915,0.286998,0.006139,0.006116,0.092905,0.003048,0.255214,0.005684,0.005207,0.000077,0.000002,0.746000
1:04:08,25500,100000,0.231989,0.275797,0.016106,0.225747,0.257517,0.016070,0.261533,0.005771,0.005422,0.092283,0.002396,0.249953,0.005803,0.005243,0.000154,0.000002,0.745000
1:04:43,25600,100000,0.231873,0.268681,0.015051,0.244649,0.243178,0.012623,0.267233,0.006239,0.006476,0.095234,0.004383,0.266435,0.005794,0.006388,0.000333,0.000002,0.744000
1:05:19,25700,100000,0.217559,0.261064,0.012803,0.224101,0.240205,0.019508,0.263073,0.006734,0.006792,0.101835,0.004343,0.244377,0.006264,0.005814,0.000142,0.000001,0.743000
1:06:22,25800,100000,0.267178,0.287639,0.005411,0.227302,0.222906,0.009464,0.317069,0.005623,0.005395,0.083583,0.003400,0.312877,0.005184,0.004932,0.000159,0.000001,0.742000
1:06:58,25900,100000,0.240145,0.232055,0.008751,0.237060,0.223853,0.008645,0.293325,0.006446,0.006426,0.085086,0.003551,0.273606,0.005858,0.005615,0.000127,0.000002,0.741000
1:07:33,26000,100000,0.245048,0.250094,0.003543,0.240125,0.248479,0.002599,0.260270,0.005240,0.004938,0.082025,0.002424,0.263116,0.004864,0.005569,0.000328,0.000001,0.740000
1:16:58,26100,100000,0.258820,0.211505,0.007025,0.248550,0.189306,0.005611,0.345446,0.007042,0.006298,0.079242,0.002887,0.345435,0.005807,0.006058,0.000026,0.000001,0.739000
1:17:35,26200,100000,0.216801,0.261010,0.007309,0.216333,0.242112,0.006399,0.271032,0.005782,0.005810,0.084279,0.002521,0.267856,0.005543,0.005243,0.000088,0.000001,0.738000
1:18:11,26300,100000,0.268110,0.236194,0.013733,0.247795,0.240495,0.007201,0.263662,0.006201,0.006779,0.092432,0.002563,0.244945,0.005855,0.005817,0.000281,0.000001,0.737000
1:18:47,26400,100000,0.203488,0.231128,0.005659,0.196541,0.216202,0.004659,0.322577,0.005702,0.005195,0.090163,0.003897,0.312497,0.005523,0.005137,0.000198,0.000002,0.736000
1:19:23,26500,100000,0.236007,0.235416,0.015318,0.230879,0.225391,0.016340,0.291770,0.005902,0.005462,0.090380,0.003372,0.288574,0.005394,0.005085,0.000191,0.000001,0.735000
1:19:59,26600,100000,0.254473,0.237075,0.008012,0.214990,0.240642,0.006520,0.277924,0.006322,0.005823,0.095250,0.003555,0.272340,0.006664,0.005685,0.000034,0.000002,0.734000
1:20:34,26700,100000,0.225927,0.262022,0.017093,0.228624,0.237249,0.020672,0.273729,0.005910,0.005767,0.082668,0.002696,0.274232,0.005487,0.005739,0.000108,0.000001,0.733000
1:21:12,26800,100000,0.219683,0.223212,0.029950,0.215334,0.220638,0.022072,0.291064,0.005460,0.005248,0.082093,0.002983,0.269809,0.005014,0.004792,0.000092,0.000001,0.732000
1:21:48,26900,100000,0.240339,0.137513,0.053755,0.208420,0.160675,0.036287,0.414475,0.006262,0.006976,0.086468,0.003226,0.378513,0.005707,0.006589,0.000044,0.000003,0.731000
1:22:47,27000,100000,0.247520,0.284655,0.009803,0.260825,0.242261,0.010484,0.280284,0.006384,0.005707,0.084834,0.003606,0.276272,0.006024,0.006544,0.000102,0.000001,0.730000
1:32:07,27100,100000,0.233638,0.235628,0.021204,0.209439,0.233664,0.013285,0.296705,0.005629,0.005166,0.082163,0.002728,0.286944,0.005111,0.004582,0.000033,0.000001,0.729000
1:32:42,27200,100000,0.245307,0.247476,0.009457,0.233273,0.239676,0.009331,0.266728,0.006123,0.005371,0.090367,0.003857,0.267161,0.006296,0.005713,0.000126,0.000001,0.728000
1:33:18,27300,100000,0.245635,0.247829,0.006044,0.229197,0.245853,0.004827,0.292732,0.006064,0.005445,0.082172,0.002563,0.291226,0.005849,0.005082,0.000180,0.000002,0.727000
1:33:54,27400,100000,0.257080,0.264709,0.011787,0.245862,0.245574,0.006559,0.277686,0.006522,0.005851,0.083263,0.003197,0.278914,0.005822,0.005195,0.000137,0.000001,0.726000
