Elapsed Time,Iteration,D/loss_real,D/loss_fake,D/loss_cls,D/loss_dom,D/loss_gp,G/loss_fake,G/loss_rec,G/loss_cls,G/loss_dom,G/loss_rot
0:00:05,100,-0.2111,-0.1803,1.3872,2.7211,0.0016,0.1759,0.3781,1.5197,2.7099,0.4009
0:00:07,200,-0.3481,0.0723,1.3166,2.7029,0.0008,-0.0746,0.1774,1.5163,2.6902,0.2061
0:00:09,300,-0.3443,0.1298,1.1862,2.7187,0.0015,-0.1182,0.1420,1.4548,2.7168,0.1750
0:00:11,400,-0.3224,0.1958,1.2664,2.7365,0.0028,-0.1907,0.1042,1.8206,2.7324,0.1346
0:00:13,500,-0.3608,0.2458,1.0640,2.6938,0.0017,-0.2441,0.1089,1.8167,2.6753,0.1387
0:00:14,600,-0.4062,0.2537,0.9318,2.6911,0.0020,-0.2575,0.1031,1.2074,2.6994,0.1390
0:00:16,700,-0.3682,0.2666,0.9504,2.7108,0.0008,-0.2680,0.0836,1.1170,2.7014,0.1139
0:00:19,800,-0.3942,0.2995,0.9311,2.7026,0.0030,-0.2999,0.0775,1.1510,2.6910,0.0963
0:00:21,900,-0.4630,0.3135,0.9204,2.7152,0.0012,-0.3141,0.0818,1.0205,2.7201,0.1120
0:00:23,1000,-0.4218,0.2608,0.8165,2.7165,0.0011,-0.2593,0.0736,1.0346,2.7038,0.0896
0:00:46,1100,-0.4404,0.2819,0.7448,2.7494,0.0011,-0.2765,0.0909,0.6436,2.7285,0.1235
0:00:48,1200,-0.4394,0.2940,0.4229,2.7029,0.0016,-0.2943,0.0912,0.5887,2.6826,0.0993
0:00:50,1300,-0.4134,0.2609,0.7760,2.6775,0.0011,-0.2585,0.0721,0.6455,2.6831,0.0991
0:00:52,1400,-0.4101,0.2535,0.7633,2.7219,0.0014,-0.2518,0.0768,0.6190,2.6944,0.0973
0:00:54,1500,-0.3937,0.2579,0.5194,2.6826,0.0027,-0.2562,0.0877,0.4746,2.6851,0.1077
0:00:56,1600,-0.3878,0.2833,1.0602,2.7099,0.0014,-0.2844,0.0625,0.8223,2.7153,0.0931
0:00:58,1700,-0.3805,0.2811,0.8280,2.7134,0.0007,-0.2815,0.0558,0.7585,2.7101,0.0625
0:01:01,1800,-0.3777,0.2635,0.6637,2.7002,0.0007,-0.2620,0.0725,0.5615,2.6909,0.0917
0:01:03,1900,-0.3635,0.2587,0.8082,2.7118,0.0008,-0.2549,0.0641,0.6684,2.7043,0.0796
0:01:05,2000,-0.3395,0.2133,0.7005,2.6978,0.0010,-0.2157,0.0711,0.6621,2.7173,0.1081
0:01:28,2100,-0.3666,0.2436,0.5624,2.7356,0.0011,-0.2401,0.0693,0.5861,2.7217,0.1013
0:01:31,2200,-0.3708,0.2326,0.9068,2.7119,0.0014,-0.2319,0.0653,0.6091,2.7314,0.1212
0:01:33,2300,-0.3343,0.2008,0.4321,2.7111,0.0008,-0.2098,0.0780,0.4268,2.7145,0.1152
0:01:34,2400,-0.3197,0.2082,0.9037,2.6951,0.0020,-0.2063,0.0613,0.6540,2.7037,0.0680
0:01:36,2500,-0.3107,0.2032,0.3787,2.6948,0.0002,-0.2013,0.0700,0.3856,2.6797,0.0956
