Elapsed Time,Iteration,D/loss_real,D/loss_fake,D/loss_gp,D/loss_cls,D/loss_dom,D/loss_rot,G/loss_fake,G/loss_rec,G/loss_cls,G/loss_dom,G/loss_rot
0:00:09,100,0.0758,0.1347,1.3607,0.0383,2.7098,0.3448,1.2845,0.2889,1.3834,2.7088,0.3296
0:00:14,200,0.0358,0.0945,1.4045,0.0048,2.7111,0.3890,0.9988,0.1914,1.3708,2.7065,0.3353
0:00:19,300,0.0348,0.0205,1.3380,0.0071,2.7126,0.2543,0.9122,0.1634,1.3990,2.7175,0.2901
0:00:24,400,0.0440,0.0191,1.2461,0.0051,2.7160,0.0578,0.8127,0.1292,2.8018,2.7229,0.0889
0:00:29,500,0.0086,0.0120,0.8965,0.0036,2.7103,0.1169,1.1614,0.1305,2.8385,2.7140,0.1269
0:00:34,600,0.0070,0.0196,0.9629,0.0044,2.7081,0.3797,0.8435,0.1406,1.5071,2.7013,0.3295
0:00:39,700,0.0184,0.0731,0.7936,0.0045,2.7005,0.2328,0.6712,0.1284,0.9464,2.7088,0.2213
0:00:44,800,0.0394,0.0020,0.6253,0.0044,2.7342,0.0738,0.9239,0.1227,0.8736,2.6985,0.0753
0:00:49,900,0.0280,0.0115,0.4968,0.0031,2.7289,0.1828,0.8590,0.1335,0.7379,2.7530,0.1851
0:00:55,1000,0.0397,0.0311,1.2485,0.0025,2.7255,0.0338,1.4817,0.1482,0.6656,2.7168,0.0341
0:01:11,1100,0.0058,0.0024,0.5137,0.0018,2.7163,0.4583,0.9789,0.1320,0.6749,2.6894,0.4585
0:01:16,1200,0.0483,0.0051,0.4905,0.0019,2.6938,0.4446,0.7827,0.1281,0.5211,2.7279,0.4267
0:01:21,1300,0.0189,0.0233,0.8224,0.0013,2.7070,0.2487,0.8945,0.1207,0.8637,2.6947,0.2618
0:01:26,1400,0.4043,0.1198,0.9296,0.0089,2.7354,0.3345,0.1730,0.1206,0.5709,2.7173,0.3308
0:01:31,1500,0.0338,0.1108,0.9266,0.0059,2.6819,0.1643,0.6358,0.1517,0.8691,2.7310,0.1656
0:01:36,1600,0.0338,0.1781,0.6419,0.0057,2.7099,0.3726,0.7119,0.1686,0.6049,2.7203,0.3650
0:01:41,1700,0.1252,0.0833,0.8656,0.0011,2.7405,0.0243,0.4012,0.0938,0.6439,2.7383,0.0257
0:01:46,1800,0.0056,0.0550,0.9743,0.0029,2.7262,0.1018,0.9038,0.1745,0.6418,2.7224,0.0975
0:01:51,1900,0.0123,0.0494,0.9389,0.0060,2.7378,0.0985,0.7233,0.1761,0.8647,2.7362,0.1029
0:01:56,2000,0.0843,0.0997,0.7635,0.0016,2.6325,0.2118,0.4088,0.1620,0.4856,2.7099,0.2018
0:02:14,2100,0.0102,0.2023,0.8601,0.0021,2.7091,0.1443,0.5853,0.1781,0.5907,2.7128,0.1537
0:02:19,2200,0.0257,0.0737,0.8447,0.0061,2.6853,0.1120,0.8882,0.1824,0.5597,2.7103,0.1312
0:02:24,2300,0.1514,0.2201,0.7320,0.0019,2.6530,0.4013,0.3141,0.0942,0.5951,2.7180,0.3951
0:02:29,2400,0.0341,0.1248,0.6160,0.0051,2.6913,0.2040,0.6331,0.1818,0.5062,2.7239,0.1631
0:02:34,2500,0.0222,0.1876,0.7253,0.0028,2.7171,0.1305,0.4509,0.1728,0.6239,2.6936,0.1227
0:02:39,2600,0.0115,0.0477,0.5192,0.0032,2.6572,0.2664,0.8567,0.1931,0.3875,2.6624,0.5561
0:02:45,2700,0.1313,0.1159,0.5324,0.0037,2.7033,0.0690,0.4475,0.1748,0.5521,2.7287,0.2098
0:02:50,2800,0.2332,0.0650,0.8573,0.0023,2.6781,0.0267,0.4736,0.0806,0.6020,2.6889,0.0222
0:02:55,2900,0.1264,0.1376,0.5012,0.0019,2.6970,0.2571,0.4861,0.0867,0.3557,2.7345,0.2601
0:03:00,3000,0.0395,0.1696,0.6389,0.0025,2.6066,0.0976,0.7744,0.1787,0.4221,2.6922,0.1478
0:03:16,3100,0.0121,0.3003,0.6077,0.0017,2.6712,0.0915,0.5313,0.1843,0.5382,2.7086,0.5421
