step,source,target,domain,distance
10000,WAL,CLU,24,1.191584587097168
10000,WAL,CLU,25,1.140578269958496
10000,WAL,CLU,26,0.6646624207496643
10000,WAL,CLU,27,1.1633538007736206
10000,WAL,CLU,28,0.859123170375824
10000,WAL,CLU,29,1.8550128936767578
10000,WAL,CLU,30,1.553493618965149
10000,WAL,CLU,31,1.773463249206543
10000,WAL,CLU,32,1.2805266380310059
10000,WAL,CLU,33,1.1878654956817627
10000,WAL,CLU,34,1.5424100160598755
10000,WAL,CLU,35,1.455718755722046
10000,WAL,CLU,36,1.312747597694397
10000,WAL,CLU,37,1.2153428792953491
10000,WAL,CLU,38,0.9961912631988525
10000,WAL,CLU,39,1.1108572483062744
10000,WAL,CLU,40,1.6737701892852783
10000,WAL,CLU,41,1.0392976999282837
10000,WAL,CLU,42,1.325168490409851
10000,WAL,CLU,43,1.2749022245407104
10000,WAL,CLU,44,1.3882553577423096
10000,WAL,CLU,45,1.0843545198440552
10000,WAL,CLU,46,1.1331089735031128
10000,WAL,CLU,47,1.7878525257110596
10000,WAL,CLU,48,1.186806559562683
10000,WAL,CLU,49,1.3552428483963013
10000,WAL,CLU,50,1.091347098350525
10000,WAL,CLU,51,0.9106622934341431
10000,WAL,CLU,52,1.0655784606933594
10000,WAL,CLU,53,1.0723234415054321
10000,WAL,CLU,54,1.1763148307800293
10000,WAL,CLU,55,1.0357598066329956
10000,WAL,CLU,56,1.3184221982955933
10000,WAL,CLU,57,1.4178972244262695
10000,WAL,CLU,58,0.9779057502746582
10000,WAL,CLU,59,0.8961448073387146
10000,WAL,CLU,60,1.2846258878707886
20000,WAL,RUN,0,1.5962570905685425
20000,WAL,RUN,1,1.1368197202682495
20000,WAL,RUN,2,1.4807319641113281
20000,WAL,RUN,3,1.7504360675811768
20000,WAL,RUN,4,2.118000030517578
20000,WAL,RUN,5,0.980323851108551
20000,WAL,RUN,6,1.6119056940078735
20000,WAL,RUN,7,1.2679022550582886
20000,WAL,RUN,8,1.0086326599121094
20000,WAL,RUN,9,0.6458214521408081
20000,WAL,RUN,10,1.7252024412155151
20000,WAL,RUN,11,1.232314109802246
20000,WAL,RUN,12,1.439011812210083
20000,WAL,RUN,13,1.1333922147750854
20000,WAL,RUN,14,2.0310826301574707
20000,WAL,RUN,15,1.0972957611083984
20000,WAL,RUN,16,1.4118691682815552
20000,WAL,RUN,17,1.695533037185669
20000,WAL,RUN,18,1.1067886352539062
20000,WAL,RUN,19,0.7467423677444458
20000,WAL,RUN,20,1.6493333578109741
20000,WAL,RUN,21,1.557226538658142
20000,WAL,RUN,22,0.9952124357223511
20000,WAL,RUN,23,1.2432273626327515
20000,WAL,RUN,24,1.4271643161773682
20000,WAL,RUN,25,1.2424601316452026
20000,WAL,RUN,26,1.2984539270401
20000,WAL,RUN,27,1.4153661727905273
20000,WAL,RUN,28,1.499699354171753
20000,WAL,RUN,29,1.5860471725463867
20000,WAL,RUN,30,2.0928590297698975
20000,WAL,RUN,31,2.1316797733306885
20000,WAL,RUN,32,1.6278783082962036
20000,WAL,RUN,33,1.3599660396575928
20000,WAL,RUN,34,1.4569734334945679
20000,WAL,RUN,35,1.6253057718276978
20000,WAL,RUN,36,0.9507935643196106
20000,WAL,RUN,37,1.766100287437439
20000,WAL,RUN,38,0.7771729826927185
20000,WAL,RUN,39,0.9881243109703064
20000,WAL,RUN,40,1.8892955780029297
20000,WAL,RUN,41,0.923228919506073
20000,WAL,RUN,42,1.2552865743637085
20000,WAL,RUN,43,1.4440943002700806
20000,WAL,RUN,44,1.9048763513565063
20000,WAL,RUN,45,1.0023560523986816
20000,WAL,RUN,46,1.1204527616500854
20000,WAL,RUN,47,2.1184916496276855
20000,WAL,RUN,48,1.9763226509094238
20000,WAL,RUN,49,2.045900821685791
20000,WAL,RUN,50,1.2613919973373413
20000,WAL,RUN,51,1.2603102922439575
20000,WAL,RUN,52,1.0760984420776367
20000,WAL,RUN,53,1.4122027158737183
20000,WAL,RUN,54,1.4447861909866333
20000,WAL,RUN,55,1.5989910364151
20000,WAL,RUN,56,1.3939207792282104
20000,WAL,RUN,57,1.4913090467453003
20000,WAL,RUN,58,1.0758180618286133
20000,WAL,RUN,59,0.9283207058906555
20000,WAL,RUN,60,1.7123593091964722
20000,WAL,CLD,0,1.7534096240997314
20000,WAL,CLD,1,1.4015891551971436
20000,WAL,CLD,2,1.8967782258987427
20000,WAL,CLD,3,1.7052072286605835
20000,WAL,CLD,4,2.1582212448120117
20000,WAL,CLD,5,1.4246238470077515
20000,WAL,CLD,6,1.6791521310806274
20000,WAL,CLD,7,1.4093852043151855
20000,WAL,CLD,8,1.2804374694824219
20000,WAL,CLD,9,1.4357661008834839
20000,WAL,CLD,10,2.068140745162964
20000,WAL,CLD,11,1.189084529876709
20000,WAL,CLD,12,1.6805256605148315
20000,WAL,CLD,13,1.6301989555358887
20000,WAL,CLD,14,1.9377986192703247
20000,WAL,CLD,15,1.1918768882751465
20000,WAL,CLD,16,1.6215310096740723
20000,WAL,CLD,17,1.8667393922805786
20000,WAL,CLD,18,1.4464874267578125
20000,WAL,CLD,19,0.7432946562767029
20000,WAL,CLD,20,2.048297882080078
20000,WAL,CLD,21,1.7310155630111694
20000,WAL,CLD,22,1.3639655113220215
20000,WAL,CLD,23,1.3481810092926025
20000,WAL,CLD,24,1.871167778968811
20000,WAL,CLD,25,1.5370757579803467
20000,WAL,CLD,26,1.1429847478866577
20000,WAL,CLD,27,1.686132788658142
20000,WAL,CLD,28,1.6666032075881958
20000,WAL,CLD,29,1.9251081943511963
20000,WAL,CLD,30,2.1833698749542236
20000,WAL,CLD,31,2.2092766761779785
20000,WAL,CLD,32,2.000563383102417
20000,WAL,CLD,33,1.4625346660614014
20000,WAL,CLD,34,1.8425182104110718
20000,WAL,CLD,35,2.060293436050415
20000,WAL,CLD,36,1.330405592918396
20000,WAL,CLD,37,1.9122086763381958
20000,WAL,CLD,38,1.4389750957489014
20000,WAL,CLD,39,1.749375343322754
20000,WAL,CLD,40,2.094306707382202
20000,WAL,CLD,41,1.4696245193481445
20000,WAL,CLD,42,1.7906445264816284
20000,WAL,CLD,43,1.7006242275238037
20000,WAL,CLD,44,2.0918755531311035
20000,WAL,CLD,45,1.3156089782714844
20000,WAL,CLD,46,1.3418985605239868
20000,WAL,CLD,47,2.1544246673583984
20000,WAL,CLD,48,1.8915832042694092
20000,WAL,CLD,49,2.0570755004882812
20000,WAL,CLD,50,1.416816234588623
20000,WAL,CLD,51,1.4744130373001099
20000,WAL,CLD,52,1.7478363513946533
20000,WAL,CLD,53,1.808680772781372
20000,WAL,CLD,54,1.8638861179351807
20000,WAL,CLD,55,1.5127060413360596
20000,WAL,CLD,56,1.6475024223327637
20000,WAL,CLD,57,1.903260588645935
20000,WAL,CLD,58,1.3737837076187134
20000,WAL,CLD,59,1.316884160041809
20000,WAL,CLD,60,1.9953444004058838
20000,WAL,CLU,0,1.153375267982483
20000,WAL,CLU,1,1.088370442390442
20000,WAL,CLU,2,1.775646686553955
20000,WAL,CLU,3,1.2611793279647827
20000,WAL,CLU,4,2.0962934494018555
20000,WAL,CLU,5,1.1530348062515259
20000,WAL,CLU,6,1.2290160655975342
20000,WAL,CLU,7,1.1420516967773438
20000,WAL,CLU,8,1.3482449054718018
20000,WAL,CLU,9,1.4358313083648682
20000,WAL,CLU,10,1.5115013122558594
20000,WAL,CLU,11,0.9191683530807495
20000,WAL,CLU,12,1.4289180040359497
20000,WAL,CLU,13,0.9820000529289246
20000,WAL,CLU,14,1.666948676109314
20000,WAL,CLU,15,1.1286659240722656
20000,WAL,CLU,16,1.115383505821228
20000,WAL,CLU,17,1.1749205589294434
20000,WAL,CLU,18,1.2504185438156128
20000,WAL,CLU,19,0.9186514019966125
20000,WAL,CLU,20,1.5963761806488037
20000,WAL,CLU,21,1.0331087112426758
20000,WAL,CLU,22,1.3854023218154907
20000,WAL,CLU,23,1.0103105306625366
20000,WAL,CLU,24,1.196784257888794
20000,WAL,CLU,25,1.1816864013671875
20000,WAL,CLU,26,0.5758004188537598
20000,WAL,CLU,27,1.2107775211334229
20000,WAL,CLU,28,0.8824657201766968
20000,WAL,CLU,29,1.8562885522842407
20000,WAL,CLU,30,1.5386807918548584
20000,WAL,CLU,31,1.738659381866455
20000,WAL,CLU,32,1.3084509372711182
20000,WAL,CLU,33,1.2556205987930298
20000,WAL,CLU,34,1.5753729343414307
20000,WAL,CLU,35,1.5248485803604126
20000,WAL,CLU,36,1.3343310356140137
20000,WAL,CLU,37,1.2234364748001099
20000,WAL,CLU,38,1.1143888235092163
20000,WAL,CLU,39,1.2484252452850342
20000,WAL,CLU,40,1.7103674411773682
20000,WAL,CLU,41,1.1111665964126587
20000,WAL,CLU,42,1.4273171424865723
20000,WAL,CLU,43,1.3577344417572021
20000,WAL,CLU,44,1.4410152435302734
20000,WAL,CLU,45,1.1478444337844849
20000,WAL,CLU,46,1.1706236600875854
20000,WAL,CLU,47,1.7993943691253662
20000,WAL,CLU,48,1.2418216466903687
20000,WAL,CLU,49,1.3083983659744263
20000,WAL,CLU,50,1.1187682151794434
20000,WAL,CLU,51,0.8888843059539795
20000,WAL,CLU,52,1.1578794717788696
20000,WAL,CLU,53,1.145975947380066
20000,WAL,CLU,54,1.210809588432312
20000,WAL,CLU,55,1.0781315565109253
20000,WAL,CLU,56,1.299912691116333
20000,WAL,CLU,57,1.4820250272750854
20000,WAL,CLU,58,1.1029537916183472
20000,WAL,CLU,59,0.8958351016044617
20000,WAL,CLU,60,1.325992465019226
30000,WAL,RUN,0,1.6035176515579224
30000,WAL,RUN,1,1.1727052927017212
30000,WAL,RUN,2,1.5772945880889893
30000,WAL,RUN,3,1.7572687864303589
30000,WAL,RUN,4,2.202854633331299
30000,WAL,RUN,5,1.0111808776855469
30000,WAL,RUN,6,1.6265441179275513
30000,WAL,RUN,7,1.2183012962341309
30000,WAL,RUN,8,1.063849925994873
30000,WAL,RUN,9,0.6245968341827393
30000,WAL,RUN,10,1.7923418283462524
30000,WAL,RUN,11,1.2243856191635132
30000,WAL,RUN,12,1.4939963817596436
30000,WAL,RUN,13,1.201951026916504
30000,WAL,RUN,14,2.1184802055358887
30000,WAL,RUN,15,1.1382195949554443
30000,WAL,RUN,16,1.337654709815979
30000,WAL,RUN,17,1.8193140029907227
30000,WAL,RUN,18,1.1022971868515015
30000,WAL,RUN,19,0.7342865467071533
30000,WAL,RUN,20,1.6580671072006226
30000,WAL,RUN,21,1.6680412292480469
30000,WAL,RUN,22,1.0387665033340454
30000,WAL,RUN,23,1.2425103187561035
30000,WAL,RUN,24,1.4514456987380981
30000,WAL,RUN,25,1.2620155811309814
30000,WAL,RUN,26,1.3176929950714111
30000,WAL,RUN,27,1.380231499671936
30000,WAL,RUN,28,1.4366629123687744
30000,WAL,RUN,29,1.6800587177276611
30000,WAL,RUN,30,2.1980581283569336
30000,WAL,RUN,31,2.1043384075164795
30000,WAL,RUN,32,1.750126838684082
30000,WAL,RUN,33,1.3873136043548584
30000,WAL,RUN,34,1.454641342163086
30000,WAL,RUN,35,1.6058224439620972
30000,WAL,RUN,36,0.9607660174369812
30000,WAL,RUN,37,1.8328052759170532
30000,WAL,RUN,38,0.7541619539260864
30000,WAL,RUN,39,1.081873893737793
30000,WAL,RUN,40,1.8941755294799805
30000,WAL,RUN,41,0.9074738621711731
30000,WAL,RUN,42,1.294628381729126
30000,WAL,RUN,43,1.4348028898239136
30000,WAL,RUN,44,1.955337643623352
30000,WAL,RUN,45,0.9987137317657471
30000,WAL,RUN,46,1.1725457906723022
30000,WAL,RUN,47,2.164271831512451
30000,WAL,RUN,48,2.056523084640503
30000,WAL,RUN,49,2.04146146774292
30000,WAL,RUN,50,1.2961533069610596
30000,WAL,RUN,51,1.2475361824035645
30000,WAL,RUN,52,1.1340441703796387
30000,WAL,RUN,53,1.4361016750335693
30000,WAL,RUN,54,1.4941716194152832
30000,WAL,RUN,55,1.591921329498291
30000,WAL,RUN,56,1.394594430923462
30000,WAL,RUN,57,1.518248200416565
30000,WAL,RUN,58,1.005764126777649
30000,WAL,RUN,59,0.9677157998085022
30000,WAL,RUN,60,1.743578553199768
30000,WAL,CLD,0,1.7615346908569336
30000,WAL,CLD,1,1.3708467483520508
30000,WAL,CLD,2,1.8800525665283203
30000,WAL,CLD,3,1.6859241724014282
30000,WAL,CLD,4,2.1385748386383057
30000,WAL,CLD,5,1.4208877086639404
30000,WAL,CLD,6,1.6625126600265503
30000,WAL,CLD,7,1.3808882236480713
30000,WAL,CLD,8,1.273221731185913
30000,WAL,CLD,9,1.398056983947754
30000,WAL,CLD,10,2.079272747039795
30000,WAL,CLD,11,1.180066466331482
30000,WAL,CLD,12,1.6752681732177734
30000,WAL,CLD,13,1.6362396478652954
30000,WAL,CLD,14,1.9331705570220947
30000,WAL,CLD,15,1.167809247970581
30000,WAL,CLD,16,1.5882081985473633
30000,WAL,CLD,17,1.8839170932769775
30000,WAL,CLD,18,1.4320170879364014
30000,WAL,CLD,19,0.7234972715377808
30000,WAL,CLD,20,2.0212581157684326
30000,WAL,CLD,21,1.7416107654571533
30000,WAL,CLD,22,1.3101202249526978
30000,WAL,CLD,23,1.3447794914245605
30000,WAL,CLD,24,1.869396448135376
30000,WAL,CLD,25,1.5168412923812866
30000,WAL,CLD,26,1.1615617275238037
30000,WAL,CLD,27,1.6971338987350464
30000,WAL,CLD,28,1.644102692604065
30000,WAL,CLD,29,1.8952834606170654
30000,WAL,CLD,30,2.1878042221069336
30000,WAL,CLD,31,2.193571090698242
30000,WAL,CLD,32,1.9980067014694214
30000,WAL,CLD,33,1.4803225994110107
30000,WAL,CLD,34,1.811736822128296
30000,WAL,CLD,35,2.0589511394500732
30000,WAL,CLD,36,1.297282099723816
30000,WAL,CLD,37,1.9002416133880615
30000,WAL,CLD,38,1.4389437437057495
30000,WAL,CLD,39,1.7402491569519043
30000,WAL,CLD,40,2.089414596557617
30000,WAL,CLD,41,1.4644793272018433
30000,WAL,CLD,42,1.7801597118377686
30000,WAL,CLD,43,1.7162421941757202
30000,WAL,CLD,44,2.062697649002075
30000,WAL,CLD,45,1.288277268409729
30000,WAL,CLD,46,1.3319653272628784
30000,WAL,CLD,47,2.14072847366333
30000,WAL,CLD,48,1.892425298690796
30000,WAL,CLD,49,2.0295498371124268
30000,WAL,CLD,50,1.4092397689819336
30000,WAL,CLD,51,1.47118079662323
30000,WAL,CLD,52,1.7459913492202759
30000,WAL,CLD,53,1.8233764171600342
30000,WAL,CLD,54,1.8430980443954468
30000,WAL,CLD,55,1.5047625303268433
30000,WAL,CLD,56,1.6548808813095093
30000,WAL,CLD,57,1.887251615524292
30000,WAL,CLD,58,1.348065733909607
30000,WAL,CLD,59,1.3193459510803223
30000,WAL,CLD,60,1.976027250289917
30000,WAL,CLU,0,1.154245138168335
30000,WAL,CLU,1,1.0409263372421265
30000,WAL,CLU,2,1.6126638650894165
30000,WAL,CLU,3,1.1842687129974365
30000,WAL,CLU,4,1.8733952045440674
30000,WAL,CLU,5,1.1371345520019531
30000,WAL,CLU,6,1.1435225009918213
30000,WAL,CLU,7,1.0021588802337646
30000,WAL,CLU,8,1.3281176090240479
30000,WAL,CLU,9,1.4058551788330078
30000,WAL,CLU,10,1.3913944959640503
30000,WAL,CLU,11,0.8672077655792236
30000,WAL,CLU,12,1.3908647298812866
30000,WAL,CLU,13,0.9551939368247986
30000,WAL,CLU,14,1.5606238842010498
30000,WAL,CLU,15,1.110682487487793
30000,WAL,CLU,16,1.1634314060211182
30000,WAL,CLU,17,1.1830312013626099
30000,WAL,CLU,18,1.2159744501113892
30000,WAL,CLU,19,0.9158728122711182
30000,WAL,CLU,20,1.554967999458313
30000,WAL,CLU,21,0.9471404552459717
30000,WAL,CLU,22,1.3059695959091187
30000,WAL,CLU,23,1.034482717514038
30000,WAL,CLU,24,1.1376268863677979
30000,WAL,CLU,25,1.2113265991210938
30000,WAL,CLU,26,0.6204025745391846
30000,WAL,CLU,27,1.2253226041793823
30000,WAL,CLU,28,0.9194625020027161
30000,WAL,CLU,29,1.6684237718582153
30000,WAL,CLU,30,1.5325849056243896
30000,WAL,CLU,31,1.632502555847168
30000,WAL,CLU,32,1.288628101348877
30000,WAL,CLU,33,1.216279149055481
30000,WAL,CLU,34,1.5118612051010132
30000,WAL,CLU,35,1.549591064453125
30000,WAL,CLU,36,1.2830066680908203
30000,WAL,CLU,37,1.2432653903961182
30000,WAL,CLU,38,1.0741307735443115
30000,WAL,CLU,39,1.2879379987716675
30000,WAL,CLU,40,1.725199818611145
30000,WAL,CLU,41,1.1487321853637695
30000,WAL,CLU,42,1.4526081085205078
30000,WAL,CLU,43,1.403295874595642
30000,WAL,CLU,44,1.443800449371338
30000,WAL,CLU,45,1.0754314661026
30000,WAL,CLU,46,1.160650610923767
30000,WAL,CLU,47,1.6649643182754517
30000,WAL,CLU,48,1.2240772247314453
30000,WAL,CLU,49,1.251401424407959
30000,WAL,CLU,50,1.1194862127304077
30000,WAL,CLU,51,0.9139134287834167
30000,WAL,CLU,52,1.1854859590530396
30000,WAL,CLU,53,1.1297184228897095
30000,WAL,CLU,54,1.2139086723327637
30000,WAL,CLU,55,1.097603678703308
30000,WAL,CLU,56,1.20736825466156
30000,WAL,CLU,57,1.4758646488189697
30000,WAL,CLU,58,1.1366219520568848
30000,WAL,CLU,59,0.9692695140838623
30000,WAL,CLU,60,1.3097790479660034
40000,WAL,RUN,0,1.6349283456802368
40000,WAL,RUN,1,1.144469976425171
40000,WAL,RUN,2,1.5360251665115356
40000,WAL,RUN,3,1.79218590259552
40000,WAL,RUN,4,2.1549572944641113
40000,WAL,RUN,5,0.9978143572807312
40000,WAL,RUN,6,1.6385877132415771
40000,WAL,RUN,7,1.3309656381607056
40000,WAL,RUN,8,1.0535516738891602
40000,WAL,RUN,9,0.5796560049057007
40000,WAL,RUN,10,1.8518517017364502
40000,WAL,RUN,11,1.26117742061615
40000,WAL,RUN,12,1.5353471040725708
40000,WAL,RUN,13,1.2090808153152466
40000,WAL,RUN,14,2.1547813415527344
40000,WAL,RUN,15,1.1490871906280518
40000,WAL,RUN,16,1.393991470336914
40000,WAL,RUN,17,1.8302333354949951
40000,WAL,RUN,18,1.0943783521652222
40000,WAL,RUN,19,0.7292056679725647
40000,WAL,RUN,20,1.6524202823638916
40000,WAL,RUN,21,1.6386170387268066
40000,WAL,RUN,22,1.0068063735961914
40000,WAL,RUN,23,1.2766075134277344
40000,WAL,RUN,24,1.5840905904769897
40000,WAL,RUN,25,1.2956316471099854
40000,WAL,RUN,26,1.3515477180480957
40000,WAL,RUN,27,1.4559104442596436
40000,WAL,RUN,28,1.4343862533569336
40000,WAL,RUN,29,1.6298788785934448
40000,WAL,RUN,30,2.1858174800872803
40000,WAL,RUN,31,2.1664717197418213
40000,WAL,RUN,32,1.7815899848937988
40000,WAL,RUN,33,1.4255130290985107
40000,WAL,RUN,34,1.4739326238632202
40000,WAL,RUN,35,1.6635260581970215
40000,WAL,RUN,36,0.9558863639831543
40000,WAL,RUN,37,1.83652663230896
40000,WAL,RUN,38,0.7423219680786133
40000,WAL,RUN,39,1.057900071144104
40000,WAL,RUN,40,1.9075348377227783
40000,WAL,RUN,41,0.9124466776847839
40000,WAL,RUN,42,1.2855887413024902
40000,WAL,RUN,43,1.456315517425537
40000,WAL,RUN,44,1.956503987312317
40000,WAL,RUN,45,1.0136542320251465
40000,WAL,RUN,46,1.1966750621795654
40000,WAL,RUN,47,2.1789114475250244
40000,WAL,RUN,48,2.0742077827453613
40000,WAL,RUN,49,2.0863871574401855
40000,WAL,RUN,50,1.320594072341919
40000,WAL,RUN,51,1.2405990362167358
40000,WAL,RUN,52,1.122376799583435
40000,WAL,RUN,53,1.440190315246582
40000,WAL,RUN,54,1.492809772491455
40000,WAL,RUN,55,1.656919240951538
40000,WAL,RUN,56,1.4313673973083496
40000,WAL,RUN,57,1.5208773612976074
40000,WAL,RUN,58,1.0043911933898926
40000,WAL,RUN,59,0.9498075842857361
40000,WAL,RUN,60,1.7217479944229126
40000,WAL,CLD,0,1.7590701580047607
40000,WAL,CLD,1,1.3510597944259644
40000,WAL,CLD,2,1.835996150970459
40000,WAL,CLD,3,1.6682840585708618
40000,WAL,CLD,4,2.112490177154541
40000,WAL,CLD,5,1.4215079545974731
40000,WAL,CLD,6,1.637519359588623
40000,WAL,CLD,7,1.3590083122253418
40000,WAL,CLD,8,1.267892837524414
40000,WAL,CLD,9,1.3640445470809937
40000,WAL,CLD,10,2.0573177337646484
40000,WAL,CLD,11,1.1670533418655396
40000,WAL,CLD,12,1.670061469078064
40000,WAL,CLD,13,1.6125532388687134
40000,WAL,CLD,14,1.898219108581543
40000,WAL,CLD,15,1.1617052555084229
40000,WAL,CLD,16,1.6195242404937744
40000,WAL,CLD,17,1.8889331817626953
40000,WAL,CLD,18,1.4383081197738647
40000,WAL,CLD,19,0.7115491032600403
40000,WAL,CLD,20,2.0211522579193115
40000,WAL,CLD,21,1.7066651582717896
40000,WAL,CLD,22,1.2779054641723633
40000,WAL,CLD,23,1.3298949003219604
40000,WAL,CLD,24,1.8622450828552246
40000,WAL,CLD,25,1.5074037313461304
40000,WAL,CLD,26,1.1472097635269165
40000,WAL,CLD,27,1.6538951396942139
40000,WAL,CLD,28,1.667233943939209
40000,WAL,CLD,29,1.8630638122558594
40000,WAL,CLD,30,2.2031185626983643
40000,WAL,CLD,31,2.175797939300537
