Elapsed Time,Iteration,Total Iterations,D/latent_real,D/latent_fake,D/latent_reg,D/ref_real,D/ref_fake,D/ref_reg,G/latent_adv,G/latent_dom,G/latent_trts,G/latent_cyc,G/latent_id,G/latent_sty,G/latent_ds,G/ref_adv,G/ref_dom,G/ref_trts,G/ref_cyc,G/ref_id,G/ref_sty,G/ref_ds,G/lambda_ds,G/lambda_dom
0:00:58,100,100000,0.219526,0.030226,0.008745,0.007813,0.051345,0.010005,0.248121,67.099182,27.585009,0.434744,0.414793,0.575261,0.683747,0.553065,49.987518,13.105621,0.437831,0.355995,1.196976,0.046120,0.000000,0.004950
0:01:29,200,100000,0.081959,0.004963,0.070576,0.004772,0.115214,0.017196,0.722464,46.780426,8.138242,0.200829,0.187244,0.541245,0.483496,0.555910,20.904404,1.729432,0.205839,0.167677,0.225644,0.024591,0.000000,0.009950
0:02:01,300,100000,0.040274,0.025595,0.054632,0.002567,0.092129,0.027533,0.520760,33.387825,15.437640,0.163557,0.165092,0.472966,0.451547,0.117818,29.758263,6.242355,0.164734,0.147121,0.697476,0.012653,0.000000,0.014950
0:02:34,400,100000,0.120028,0.006043,0.033348,0.022265,0.167564,0.034246,0.604815,21.628021,16.903666,0.137802,0.117720,0.478469,0.367057,0.302514,8.124716,3.807592,0.122624,0.103287,0.158929,0.022499,0.000000,0.019950
0:03:05,500,100000,0.034435,0.007487,0.066070,0.002326,0.031491,0.023601,0.523728,27.699398,19.738552,0.174420,0.163962,0.541025,0.252083,0.512852,10.182288,3.373141,0.174554,0.150378,0.179742,0.015568,0.000000,0.024950
0:03:53,600,100000,0.120008,0.009189,0.086205,0.010374,0.154732,0.018116,0.485123,17.568863,7.270858,0.112354,0.104821,0.534585,0.179696,0.361135,11.350302,4.662731,0.106210,0.101411,0.106719,0.013748,0.000000,0.029950
0:04:26,700,100000,0.123255,0.007738,0.022760,0.010018,0.056172,0.017787,0.491031,14.343293,2.756604,0.093016,0.091111,0.572549,0.149082,0.493415,8.090498,10.503990,0.084032,0.083226,0.114970,0.049317,0.000000,0.034950
0:04:58,800,100000,0.102299,0.001085,0.039074,0.028343,0.033272,0.031622,0.476038,5.714008,4.144761,0.117018,0.111353,0.483867,0.127335,0.428719,8.691000,5.778638,0.103999,0.097867,0.335468,0.047444,0.000000,0.039950
0:05:30,900,100000,0.177070,0.001001,0.038765,0.036034,0.090575,0.018937,0.451536,14.420399,7.855174,0.096208,0.096577,0.455316,0.100169,0.187060,9.199335,6.917702,0.096664,0.091041,0.099036,0.008251,0.000000,0.044950
0:06:28,1000,100000,0.053439,0.003976,0.050933,0.007924,0.089053,0.032576,0.653583,6.042589,9.126368,0.100930,0.091520,0.587818,0.075727,0.429848,5.464964,6.613619,0.095054,0.084112,0.091796,0.015758,0.000000,0.049950
0:07:16,1100,100000,0.118802,0.005169,0.049902,0.027229,0.042843,0.026667,0.511819,9.173702,7.712693,0.090558,0.089548,0.532824,0.074671,0.239052,7.467629,6.171172,0.082321,0.081074,0.255410,0.012727,0.000000,0.054950
0:07:49,1200,100000,0.054436,0.004786,0.051310,0.011577,0.093244,0.038303,0.503212,7.462831,11.884814,0.095577,0.088294,0.534694,0.061279,0.299400,5.751648,7.100149,0.096331,0.084010,0.125733,0.021877,0.000000,0.059950
0:08:21,1300,100000,0.082308,0.012896,0.057652,0.016869,0.085729,0.033939,0.452687,4.485440,11.316404,0.088876,0.083624,0.505320,0.063390,0.252651,4.450118,7.396177,0.080587,0.078265,0.146801,0.029996,0.000000,0.064950
0:08:53,1400,100000,0.091403,0.032296,0.035912,0.031724,0.076077,0.029512,0.461194,6.585081,12.285061,0.085124,0.081269,0.510144,0.047531,0.347084,4.879120,6.751320,0.089504,0.085645,0.230555,0.015550,0.000000,0.069950
0:09:26,1500,100000,0.090609,0.029740,0.045308,0.028658,0.063864,0.037827,0.466005,4.052882,14.924170,0.076750,0.072200,0.407044,0.041037,0.332814,3.504303,7.385717,0.069836,0.067592,0.138622,0.010064,0.000000,0.074950
0:10:15,1600,100000,0.091317,0.048499,0.049708,0.022578,0.103717,0.028008,0.456449,4.785566,10.134768,0.083921,0.079150,0.434981,0.039899,0.319377,2.692863,6.213443,0.069614,0.064840,0.150100,0.011502,0.000000,0.079950
0:10:47,1700,100000,0.062825,0.013352,0.060571,0.000458,0.094235,0.026208,0.701866,4.853104,11.116747,0.073795,0.064783,0.426856,0.042413,0.636626,4.141022,10.949952,0.069054,0.063264,0.184245,0.021938,0.000000,0.084950
0:11:20,1800,100000,0.072957,0.025789,0.052968,0.022309,0.077053,0.039447,0.389807,5.365691,8.787467,0.074875,0.068826,0.453482,0.036986,0.319623,3.311687,3.115404,0.075039,0.068913,0.162633,0.031563,0.000000,0.089950
0:11:53,1900,100000,0.060722,0.023181,0.040089,0.023509,0.069482,0.034993,0.439100,4.680413,10.738999,0.093487,0.086883,0.502046,0.040900,0.342902,3.468713,6.924919,0.090060,0.084428,0.159878,0.018665,0.000000,0.094950
0:12:48,2000,100000,0.068503,0.026275,0.045675,0.014273,0.043355,0.042831,0.429469,2.050279,10.554904,0.077340,0.071946,0.432648,0.037743,0.323754,2.708112,4.299285,0.071105,0.067122,0.233384,0.023360,0.000000,0.099950
0:16:37,2100,100000,0.052590,0.059496,0.030569,0.056456,0.059107,0.043557,0.275010,1.991981,9.568796,0.082642,0.078033,0.377521,0.030801,0.220129,5.858850,5.106247,0.079871,0.076886,0.259075,0.021884,0.000000,0.099950
0:17:09,2200,100000,0.045470,0.037687,0.038759,0.045563,0.044092,0.055900,0.282714,4.632618,6.733965,0.087556,0.082690,0.487245,0.044110,0.205688,2.145160,3.316825,0.086061,0.082444,0.192792,0.026675,0.000000,0.099950
0:17:42,2300,100000,0.155946,0.019314,0.042390,0.028296,0.108006,0.019583,0.402052,1.989099,12.446115,0.066507,0.056961,0.485416,0.044828,0.352829,1.698045,6.747850,0.060121,0.054648,0.283295,0.016120,0.000000,0.099950
0:18:15,2400,100000,0.012366,0.060647,0.028852,0.035177,0.041112,0.035291,0.533268,2.435592,11.807629,0.086657,0.078229,0.392794,0.031618,0.360096,0.769124,6.289067,0.085382,0.078425,0.144510,0.018866,0.000000,0.099950
0:18:47,2500,100000,0.162830,0.023286,0.043679,0.028587,0.119782,0.015724,0.310026,2.950029,11.292340,0.057552,0.051500,0.441979,0.032150,0.266182,2.080953,5.544472,0.057302,0.050778,0.229395,0.026509,0.000000,0.099950
0:19:34,2600,100000,0.071244,0.050207,0.039336,0.051356,0.072610,0.032042,0.336080,3.581553,9.238210,0.078367,0.073132,0.425527,0.026850,0.257903,1.089913,4.227138,0.076525,0.070547,0.124329,0.008741,0.000000,0.099950
