Elapsed Time,Iteration,Total Iterations,D/latent_real,D/latent_fake,D/latent_reg,D/ref_real,D/ref_fake,D/ref_reg,G/latent_adv,G/latent_dom,G/latent_trts,G/latent_cyc,G/latent_id,G/latent_sty,G/latent_ds,G/ref_adv,G/ref_dom,G/ref_trts,G/ref_cyc,G/ref_id,G/ref_sty,G/ref_ds,G/lambda_ds
0:08:28,1300,100000,0.140320,0.030712,0.023429,0.039114,0.157941,0.016095,0.278582,19.613136,2.220632,0.067516,0.062105,14.881396,0.060309,0.165975,13.020469,1.144251,0.057199,0.054622,0.328114,0.000195,0.000000
0:01:00,100,100000,0.067693,0.030331,0.009125,0.001761,0.043685,0.010264,0.435757,103.929276,31.211815,0.382075,0.345701,0.568229,0.728163,0.475636,44.851608,16.942051,0.344642,0.274398,1.572567,0.023458,0.000000
0:01:32,200,100000,0.212562,0.026085,0.065843,0.013697,0.193061,0.024433,1.023311,116.819717,15.927959,0.185073,0.176892,0.542542,0.527521,0.551366,25.677187,1.975914,0.190824,0.153959,0.184609,0.028682,0.000000
0:02:04,300,100000,0.091480,0.017639,0.039112,0.005848,0.102619,0.027153,0.566344,83.232819,11.383873,0.153787,0.147235,0.476722,0.530439,0.065736,20.263748,1.348446,0.154063,0.129081,0.532098,0.008958,0.000000
0:02:37,400,100000,0.095258,0.003677,0.040437,0.024650,0.183308,0.024619,0.544408,55.587936,33.321087,0.137981,0.133018,0.485850,0.511336,0.356190,17.673294,6.210704,0.122028,0.111040,0.315529,0.012991,0.000000
0:03:12,500,100000,0.048314,0.003041,0.035442,0.001802,0.043341,0.020257,0.501302,49.190449,22.738525,0.166301,0.143532,0.468291,0.298799,0.411280,28.146774,7.026526,0.152241,0.121819,0.147231,0.016522,0.000000
0:04:01,600,100000,0.217158,0.007541,0.055698,0.049223,0.066806,0.021089,0.482513,28.694164,3.871250,0.105635,0.093838,0.510987,0.157306,0.195394,14.816195,3.527477,0.090019,0.083821,0.042840,0.007500,0.000000
0:04:34,700,100000,0.023158,0.099445,0.020386,0.041067,0.076420,0.026010,0.494288,14.057896,0.758424,0.064146,0.059716,0.501803,0.111537,0.349664,15.309967,3.623690,0.062888,0.057914,0.043714,0.015509,0.000000
0:05:08,800,100000,0.113034,0.013859,0.088343,0.021510,0.053255,0.030164,0.547028,15.797095,2.969227,0.095376,0.093484,0.482112,0.077822,0.528918,14.940362,1.598913,0.079936,0.077154,0.098462,0.012453,0.000000
0:05:41,900,100000,0.063889,0.083799,0.041422,0.082222,0.035336,0.048705,0.178385,24.436329,2.573831,0.088747,0.079527,0.440661,0.063287,0.129010,14.716943,2.461385,0.078589,0.076494,0.085396,0.003573,0.000000
0:06:44,1000,100000,0.178570,0.036948,0.029883,0.053384,0.119384,0.023018,0.288437,9.245637,1.148302,0.081276,0.070650,0.574366,0.061334,0.265161,9.997094,0.556756,0.077305,0.070112,0.050034,0.004156,0.000000
0:07:33,1100,100000,0.061195,0.172790,0.014979,0.134515,0.046186,0.016038,0.184992,23.277370,1.713553,0.077046,0.068559,0.525495,0.057312,0.091378,18.164322,0.904520,0.067061,0.059044,0.079745,0.011014,0.000000
0:08:07,1200,100000,0.116092,0.077186,0.024046,0.074981,0.096145,0.023509,0.253236,11.883751,0.611921,0.077570,0.071217,0.450239,0.048387,0.196641,14.717934,0.143518,0.071345,0.066685,0.130127,0.020827,0.000000
0:08:40,1300,100000,0.132332,0.097207,0.036377,0.064819,0.142777,0.019955,0.197649,14.649632,3.083028,0.067815,0.060294,0.472612,0.053486,0.158877,14.253114,0.724680,0.059384,0.055282,0.074813,0.018555,0.000000
0:09:13,1400,100000,0.189973,0.070851,0.016919,0.099101,0.087543,0.011489,0.233960,3.943228,0.668626,0.058592,0.055115,0.441103,0.042521,0.196318,12.329259,0.185171,0.056612,0.052361,0.104918,0.013270,0.000000
0:09:47,1500,100000,0.100661,0.114635,0.016004,0.100508,0.048999,0.020332,0.230982,10.292665,0.837616,0.063402,0.058583,0.368418,0.049000,0.147061,15.324299,0.060765,0.061848,0.058779,0.133133,0.012661,0.000000
0:10:39,1600,100000,0.189748,0.132797,0.009997,0.111500,0.099900,0.010371,0.186236,13.866495,0.748900,0.051219,0.046092,0.386057,0.041118,0.124863,17.745131,0.447794,0.055462,0.053543,0.176561,0.012807,0.000000
0:11:13,1700,100000,0.134872,0.074941,0.017679,0.044615,0.087356,0.017925,0.338683,13.536639,0.161216,0.055533,0.047160,0.383945,0.050057,0.293045,14.064048,0.038362,0.050074,0.044774,0.099667,0.025914,0.000000
0:11:47,1800,100000,0.124394,0.088001,0.019783,0.077295,0.097240,0.021680,0.217865,11.069411,0.670767,0.059168,0.055483,0.398170,0.042075,0.177331,12.342760,0.134701,0.057395,0.054934,0.045052,0.024762,0.000000
0:12:20,1900,100000,0.113885,0.101017,0.010792,0.103843,0.098526,0.012347,0.183013,12.687963,0.960242,0.075239,0.068149,0.402202,0.046536,0.155588,11.655172,0.291965,0.067687,0.061096,0.066388,0.023909,0.000000
0:13:17,2000,100000,0.126662,0.076668,0.029953,0.094086,0.072679,0.019090,0.216397,10.573034,0.294577,0.060027,0.053029,0.374087,0.052872,0.151476,9.763375,0.714212,0.059236,0.052084,0.082835,0.039452,0.000000
0:17:08,2100,100000,0.114308,0.107163,0.010016,0.097084,0.099324,0.010416,0.183836,16.839769,0.800829,0.064910,0.055864,0.311541,0.043189,0.160285,11.839132,0.018898,0.061083,0.054689,0.059745,0.026556,0.000000
0:17:43,2200,100000,0.065444,0.160913,0.016048,0.147897,0.061779,0.010942,0.163181,21.067110,2.052612,0.071010,0.062733,0.382395,0.055706,0.149541,13.378469,0.016582,0.068045,0.060026,0.072328,0.033224,0.000000
0:18:16,2300,100000,0.127335,0.098412,0.008722,0.077493,0.094989,0.009952,0.229122,12.144101,2.644481,0.044015,0.039774,0.370858,0.052015,0.187859,8.611106,0.061642,0.041573,0.036784,0.100661,0.029669,0.000000
0:18:50,2400,100000,0.098765,0.088275,0.011862,0.063849,0.078892,0.012771,0.254482,7.104548,1.808021,0.068027,0.059085,0.325686,0.036706,0.235159,9.370749,0.453168,0.065014,0.054830,0.067660,0.026040,0.000000
0:19:24,2500,100000,0.177782,0.110067,0.008880,0.090590,0.107984,0.005840,0.215163,14.049326,0.015833,0.042027,0.037797,0.370210,0.042464,0.198584,10.104366,0.008286,0.038483,0.035156,0.060444,0.033011,0.000000
0:20:11,2600,100000,0.136210,0.142393,0.014013,0.111059,0.083980,0.011492,0.177300,10.711015,0.705034,0.058246,0.052740,0.342719,0.030598,0.158349,7.277746,0.061028,0.060423,0.055122,0.079792,0.017075,0.000000
0:20:45,2700,100000,0.179199,0.238566,0.014351,0.127564,0.086755,0.005446,0.195883,8.680381,0.196812,0.047980,0.043403,0.380710,0.044506,0.185944,10.126823,0.394907,0.047710,0.042900,0.186441,0.037506,0.000000
0:21:20,2800,100000,0.178819,0.103696,0.010249,0.096394,0.106843,0.008525,0.163829,7.998456,1.725272,0.072866,0.061859,0.316913,0.041525,0.136041,13.682121,0.359980,0.068025,0.058538,0.065793,0.032575,0.000000
0:21:54,2900,100000,0.119922,0.051140,0.015466,0.026742,0.113470,0.011657,0.454526,10.406511,0.340414,0.069299,0.057463,0.380743,0.039191,0.426056,13.911942,0.483270,0.065373,0.058326,0.071809,0.022826,0.000000
0:22:50,3000,100000,0.147244,0.122800,0.007808,0.087188,0.122810,0.009063,0.157246,15.647985,0.198931,0.052213,0.045863,0.284531,0.038821,0.143086,13.129703,0.068201,0.056595,0.045867,0.055026,0.028077,0.000000
0:23:39,3100,100000,0.117576,0.124218,0.009056,0.108276,0.115820,0.010360,0.158963,12.727828,0.114242,0.046192,0.041366,0.288030,0.033152,0.137891,6.083222,0.494778,0.044124,0.041218,0.086183,0.020941,0.000000
0:24:12,3200,100000,0.081323,0.111008,0.010615,0.087716,0.088608,0.011827,0.191805,13.274719,1.190170,0.051170,0.043527,0.269794,0.050589,0.161858,13.375232,0.019709,0.048389,0.041424,0.062111,0.027929,0.000000
0:24:48,3300,100000,0.124010,0.121596,0.010803,0.107057,0.110139,0.012076,0.169244,15.421642,0.159520,0.059739,0.053145,0.318347,0.038618,0.135922,14.467854,0.020109,0.062435,0.052053,0.083652,0.023256,0.000000
0:25:22,3400,100000,0.096134,0.127075,0.013070,0.107030,0.082291,0.010575,0.192154,10.321140,0.129551,0.066443,0.058456,0.298303,0.041368,0.174994,16.052740,0.150713,0.063912,0.055600,0.057898,0.032214,0.000000
0:25:56,3500,100000,0.132000,0.106825,0.012130,0.117121,0.090184,0.011058,0.178059,18.595491,0.054468,0.052775,0.045363,0.290704,0.042743,0.132572,12.812796,0.057251,0.051166,0.045245,0.116297,0.033138,0.000000
0:26:43,3600,100000,0.100897,0.133783,0.009457,0.099348,0.094628,0.009839,0.159585,10.887717,0.135797,0.053870,0.046221,0.263713,0.035049,0.147104,10.950947,0.837374,0.051463,0.046310,0.069688,0.025400,0.000000
0:27:16,3700,100000,0.129190,0.133721,0.008721,0.107352,0.121492,0.008835,0.154529,10.418672,2.026058,0.046613,0.041939,0.273482,0.036078,0.137246,7.634960,0.177273,0.044559,0.039789,0.043234,0.017339,0.000000
0:27:50,3800,100000,0.105951,0.116475,0.010578,0.111213,0.081164,0.008977,0.179171,11.734525,0.697647,0.045229,0.041182,0.270348,0.049058,0.153615,7.027671,0.379871,0.044421,0.039800,0.064094,0.033979,0.000000
0:28:26,3900,100000,0.132307,0.108305,0.009543,0.092162,0.114677,0.009261,0.227413,12.799185,0.067250,0.045788,0.040454,0.311696,0.045889,0.198468,11.355504,0.272570,0.041821,0.038228,0.090331,0.045764,0.000000
0:29:23,4000,100000,0.097376,0.110392,0.008753,0.086130,0.109762,0.009256,0.191098,13.734881,0.356157,0.049999,0.042768,0.238810,0.038622,0.174224,9.799639,0.377611,0.046803,0.040957,0.063432,0.032830,0.000000
0:33:02,4100,100000,0.080012,0.157402,0.007728,0.104851,0.084013,0.006896,0.211018,4.768348,0.017124,0.050901,0.041075,0.234445,0.037921,0.190325,8.789638,0.210100,0.049646,0.041671,0.072120,0.022443,0.000000
0:33:36,4200,100000,0.093415,0.115651,0.010856,0.088698,0.098242,0.010231,0.188830,9.033266,1.551216,0.050373,0.042332,0.250572,0.042844,0.156318,18.544161,0.189707,0.042949,0.037302,0.056340,0.028437,0.000000
0:34:09,4300,100000,0.116833,0.077683,0.012836,0.068717,0.104623,0.008541,0.266023,9.863992,0.553517,0.057426,0.047118,0.243108,0.037321,0.228063,7.649194,4.076732,0.056777,0.048144,0.049463,0.023425,0.000000
0:34:43,4400,100000,0.111279,0.104250,0.010682,0.088037,0.115387,0.009144,0.179515,7.959342,2.564577,0.045529,0.041637,0.277127,0.037813,0.156036,10.757232,0.267054,0.043813,0.039404,0.098572,0.031516,0.000000
0:35:16,4500,100000,0.119852,0.132754,0.009397,0.120508,0.112640,0.009608,0.152191,10.576453,0.159818,0.039235,0.034378,0.251660,0.037091,0.138720,9.797325,0.250392,0.037789,0.033231,0.064936,0.021861,0.000000
0:36:05,4600,100000,0.112779,0.110969,0.008918,0.090885,0.111520,0.007609,0.189427,8.843952,1.132909,0.038051,0.031650,0.250534,0.041083,0.160922,4.562516,0.156262,0.033959,0.028556,0.053036,0.025242,0.000000
0:36:39,4700,100000,0.140115,0.086229,0.010029,0.089778,0.101670,0.010011,0.183007,9.516343,0.790607,0.053279,0.043649,0.262358,0.031415,0.165571,9.102942,1.496464,0.048662,0.039837,0.053291,0.021374,0.000000
0:37:13,4800,100000,0.118347,0.109689,0.007777,0.106252,0.107292,0.008014,0.167534,7.012456,0.043194,0.043649,0.037776,0.234878,0.039372,0.145241,9.093888,0.298483,0.043099,0.037228,0.087137,0.035189,0.000000
0:38:10,4900,100000,0.111199,0.100539,0.008027,0.084053,0.106353,0.005884,0.189327,10.469457,1.246289,0.053121,0.045397,0.256616,0.032919,0.177905,9.772282,0.310289,0.050778,0.042973,0.044641,0.037158,0.000000
