Elapsed Time,Iteration,Total Iterations,D/latent_real,D/latent_fake,D/latent_reg,D/ref_real,D/ref_fake,D/ref_reg,G/latent_adv,G/latent_dom,G/latent_trts,G/latent_cyc,G/latent_id,G/latent_sty,G/latent_ds,G/ref_adv,G/ref_dom,G/ref_trts,G/ref_cyc,G/ref_id,G/ref_sty,G/ref_ds,G/lambda_ds,G/lambda_dom
0:00:59,100,100000,0.437476,0.077119,0.008390,0.034628,0.109993,0.009172,0.310890,77.013412,25.531878,0.393926,0.429898,0.589373,0.721430,0.393751,47.225174,15.316700,0.410836,0.348155,1.703107,0.030591,0.000000,0.000990
0:01:30,200,100000,0.058189,0.004328,0.048377,0.007562,0.139986,0.029148,0.686668,81.237556,5.522459,0.190239,0.179697,0.547458,0.500682,0.636404,18.121861,0.492771,0.183314,0.155091,0.235397,0.023182,0.000000,0.001990
0:02:02,300,100000,0.062801,0.004225,0.058644,0.005048,0.081359,0.029934,0.408996,49.131180,16.956425,0.146666,0.145491,0.502999,0.494152,0.248945,22.435316,9.823580,0.150475,0.127654,0.530093,0.008010,0.000000,0.002990
0:02:35,400,100000,0.091530,0.005318,0.056501,0.020607,0.013268,0.034218,0.532248,26.890488,23.294827,0.369677,0.351616,0.568806,0.444468,0.463655,27.757301,17.261660,0.335675,0.282204,0.329932,0.051877,0.000000,0.003990
0:03:08,500,100000,0.137006,0.005373,0.082771,0.005124,0.141928,0.028376,0.573033,19.472069,18.230089,0.134296,0.116783,0.480224,0.218760,0.286560,3.665677,2.202172,0.116226,0.097874,0.055900,0.010807,0.000000,0.004990
0:03:56,600,100000,0.042010,0.062422,0.053844,0.042621,0.073767,0.045781,0.428164,15.654419,4.568446,0.085814,0.075681,0.518132,0.117813,0.340073,6.015491,2.862681,0.082487,0.077134,0.057201,0.009780,0.000000,0.005990
0:04:29,700,100000,0.036126,0.123203,0.056729,0.073791,0.058108,0.038495,0.251379,15.424886,2.606383,0.071806,0.065485,0.557386,0.081850,0.216838,9.371628,3.965137,0.067818,0.062058,0.169291,0.016108,0.000000,0.006990
0:05:03,800,100000,0.199330,0.014200,0.033794,0.040197,0.090623,0.022070,0.507236,6.247971,3.099182,0.083507,0.075253,0.480386,0.065459,0.369337,2.805460,2.056144,0.071610,0.067704,0.119455,0.016197,0.000000,0.007990
0:05:35,900,100000,0.074808,0.078992,0.037202,0.048612,0.085177,0.038141,0.350019,10.546082,2.773718,0.091971,0.078521,0.434656,0.058221,0.262936,6.571163,3.851484,0.085174,0.078050,0.086907,0.004520,0.000000,0.008990
0:06:35,1000,100000,0.143696,0.041002,0.043607,0.036762,0.110435,0.026265,0.389867,6.140917,1.811976,0.073833,0.069847,0.552188,0.045258,0.345025,2.150025,1.675491,0.078812,0.070722,0.093916,0.005856,0.000000,0.009990
0:07:21,1100,100000,0.092273,0.120207,0.036210,0.092018,0.054962,0.034389,0.219035,6.998732,1.826495,0.072099,0.063460,0.511539,0.048867,0.141878,6.037205,1.928518,0.065261,0.057988,0.063442,0.005858,0.000000,0.010990
