step,source,target,accuracy,loss
10000,WAL,RUN,0.16595744680851063,8.573873519897461
10000,WAL,CLD,0.2805673758865248,8.767776489257812
10000,WAL,CLU,0.20879432624113475,10.556947708129883
20000,WAL,RUN,0.1721985815602837,8.901567459106445
20000,WAL,CLD,0.41191489361702127,7.0952863693237305
20000,WAL,CLU,0.334468085106383,8.26744270324707
30000,WAL,RUN,0.23375886524822695,8.988415718078613
30000,WAL,CLD,0.49418439716312057,5.506583213806152
30000,WAL,CLU,0.375886524822695,7.387439250946045
40000,WAL,RUN,0.20595744680851064,9.497296333312988
40000,WAL,CLD,0.48397163120567377,6.042010307312012
40000,WAL,CLU,0.3982978723404255,7.105344772338867
50000,WAL,RUN,0.18836879432624112,10.36470890045166
50000,WAL,CLD,0.47120567375886524,5.47015905380249
50000,WAL,CLU,0.38070921985815603,7.445586681365967
60000,WAL,RUN,0.22127659574468084,9.374855041503906
60000,WAL,CLD,0.4320567375886525,6.345765113830566
60000,WAL,CLU,0.44056737588652484,6.4727654457092285
70000,WAL,RUN,0.1724822695035461,10.803285598754883
70000,WAL,CLD,0.4805673758865248,5.980753421783447
70000,WAL,CLU,0.5109219858156029,5.314671516418457
80000,WAL,RUN,0.17843971631205674,10.653258323669434
80000,WAL,CLD,0.51177304964539,4.678890228271484
80000,WAL,CLU,0.556595744680851,4.539665222167969
90000,WAL,RUN,0.19489361702127658,10.214425086975098
90000,WAL,CLD,0.4973049645390071,4.85819149017334
90000,WAL,CLU,0.48652482269503544,5.573579788208008
100000,WAL,RUN,0.18382978723404256,10.412690162658691
100000,WAL,CLD,0.5208510638297872,4.9723405838012695
100000,WAL,CLU,0.5387234042553192,4.522410869598389
110000,WAL,RUN,0.1900709219858156,10.522292137145996
110000,WAL,CLD,0.5217021276595745,4.9494781494140625
110000,WAL,CLU,0.5373049645390071,4.960212707519531
120000,WAL,RUN,0.16907801418439716,10.739335060119629
120000,WAL,CLD,0.6017021276595744,3.6187305450439453
120000,WAL,CLU,0.5880851063829787,3.9213786125183105
130000,WAL,RUN,0.18780141843971632,10.405221939086914
130000,WAL,CLD,0.5721985815602837,3.9054415225982666
130000,WAL,CLU,0.5923404255319149,3.585171937942505
140000,WAL,RUN,0.16851063829787233,11.687292098999023
140000,WAL,CLD,0.5384397163120568,5.095023155212402
140000,WAL,CLU,0.5926241134751773,4.389710426330566
150000,WAL,RUN,0.16624113475177305,10.504117965698242
150000,WAL,CLD,0.5560283687943263,4.591397762298584
150000,WAL,CLU,0.6331914893617021,3.5383307933807373
