step,source,domain,accuracy,loss,f1
10000,WAL,61,0.85553772070626,0.4101947795599699,0.8616968600328968
10000,WAL,62,0.5698924731182796,2.0735368155348635,0.4740296189448975
10000,WAL,63,0.6459016393442623,0.7715307771693916,0.6323763961294608
10000,WAL,64,0.7665369649805448,1.1047019795398227,0.6974322509006778
10000,WAL,65,0.6416382252559727,1.4720733661608392,0.5291736257352407
10000,WAL,66,0.6927175843694494,1.3578371479589906,0.5969578703570346
10000,WAL,67,0.9512893982808023,0.1296268522273749,0.9503706110624258
10000,WAL,68,0.7884012539184952,0.6163169002713402,0.7338411621604335
10000,WAL,69,0.8601398601398601,0.32887646780510393,0.8559255513090466
10000,WAL,70,0.6372180451127819,1.9061258483867884,0.5485777923411649
10000,WAL,71,0.8954248366013072,0.30225544422864914,0.8978221482066627
10000,WAL,72,0.6643717728055077,1.0456485701608471,0.5652320748176788
10000,WAL,73,0.8336221837088388,0.4081169318407774,0.8351864397255544
10000,WAL,74,0.7021943573667712,1.38602171875536,0.6460862691257574
10000,WAL,75,0.45266781411359724,1.551522623375058,0.3736457125709166
20000,WAL,61,0.9390048154093098,0.16676388676278292,0.9388760209650828
20000,WAL,62,0.5609318996415771,1.834525068596602,0.4784147254761558
20000,WAL,63,0.8131147540983606,0.5912626298289979,0.7958638083228247
20000,WAL,64,0.8015564202334631,1.011647852510214,0.7858190112584316
20000,WAL,65,0.8447098976109215,0.3632818539717846,0.8443628490199894
20000,WAL,66,0.8312611012433393,0.5582598028809621,0.8263676265940771
20000,WAL,67,0.8223495702005731,0.5051515361798616,0.8151212272040392
20000,WAL,68,0.5721003134796239,1.1590930836144253,0.5545356981455729
20000,WAL,69,0.7744755244755245,0.7163172221354444,0.7519051489492057
20000,WAL,70,0.6353383458646616,2.2079305778412768,0.5444775531060662
20000,WAL,71,0.7075163398692811,0.7668755259364843,0.697548765067438
20000,WAL,72,0.7160068846815835,0.8682909401832148,0.666346147849631
20000,WAL,73,0.6759098786828422,0.9199008644587593,0.6318160533189561
20000,WAL,74,0.7962382445141066,0.5874619010322476,0.7858535696193947
20000,WAL,75,0.5886402753872634,1.110143216981669,0.5109415389557838
30000,WAL,61,0.7512038523274478,0.5944398799911141,0.7627329029013475
30000,WAL,62,0.7365591397849462,0.6041050418405879,0.7269859828055438
30000,WAL,63,0.898360655737705,0.42700512297451476,0.896753412917637
30000,WAL,64,0.6614785992217899,0.9390779929235578,0.6661460766470594
30000,WAL,65,0.8532423208191127,0.38440913757775663,0.8529079233143361
30000,WAL,66,0.6767317939609236,1.307015614376733,0.6268810796064386
30000,WAL,67,0.8968481375358166,0.3923006902047443,0.8926510351507325
30000,WAL,68,0.9106583072100314,0.2160556057519898,0.9101961517888841
30000,WAL,69,0.708041958041958,1.2101018412245645,0.6642333954337235
30000,WAL,70,0.5714285714285714,2.46569844789974,0.497713879898735
30000,WAL,71,0.8120915032679739,0.4286565478425473,0.812124562976645
30000,WAL,72,0.9139414802065404,0.22768663418355573,0.9138311218213632
30000,WAL,73,0.7816291161178509,0.4647858015872771,0.7801593721920331
30000,WAL,74,0.8589341692789969,0.5422795526655676,0.8399419630008443
30000,WAL,75,0.5576592082616179,1.164961487427354,0.5344900559200289
40000,WAL,61,0.9309791332263242,0.22885017040416641,0.9294451921589926
40000,WAL,62,0.525089605734767,1.3314145050115052,0.47915969459013225
40000,WAL,63,0.9131147540983606,0.2723349824547171,0.9105136844241231
40000,WAL,64,0.7003891050583657,1.2513251891199615,0.7015801512035625
40000,WAL,65,0.8822525597269625,0.3235052069621872,0.8791040240063773
40000,WAL,66,0.7229129662522202,0.7883119968073579,0.6919097129643653
40000,WAL,67,0.8624641833810889,0.3528135204305727,0.8587320983171159
40000,WAL,68,0.64576802507837,0.9121666627004739,0.6120239383511469
40000,WAL,69,0.6468531468531469,1.0204511880874634,0.6151918676302088
40000,WAL,70,0.5112781954887218,2.933895362748027,0.4203344518646881
40000,WAL,71,0.738562091503268,0.6527798987852748,0.7200568769095815
40000,WAL,72,0.7280550774526678,0.755770834162621,0.7164848851237596
40000,WAL,73,0.8162911611785095,0.36254829129356947,0.8160321849919818
40000,WAL,74,0.8119122257053292,1.2187258720397949,0.7782278911787227
40000,WAL,75,0.4750430292598967,1.515286081097949,0.43191978469005654
50000,WAL,61,0.7945425361155698,0.3680566219147295,0.7870312866403089
50000,WAL,62,0.546594982078853,1.1286727970256893,0.5138569077389584
50000,WAL,63,0.7639344262295082,0.45049253977513215,0.7627075889977802
50000,WAL,64,0.49416342412451364,1.7351814925670623,0.5137426534304654
50000,WAL,65,0.7303754266211604,0.6114587180305477,0.7266883707305295
50000,WAL,66,0.655417406749556,1.0901789882045705,0.5800407471281416
50000,WAL,67,0.833810888252149,0.35142473690211773,0.8329120288737052
50000,WAL,68,0.8761755485893417,0.2788131531939143,0.8784001372276838
50000,WAL,69,0.7027972027972028,1.1015937266250309,0.6334740357881142
50000,WAL,70,0.6071428571428571,1.44891883966352,0.533150742210662
50000,WAL,71,0.5816993464052288,0.9201592314668232,0.5701320665728289
50000,WAL,72,0.6161790017211703,0.94187669348903,0.6107320986864042
50000,WAL,73,0.5147313691507799,0.9295853901465307,0.4911662830948208
50000,WAL,74,0.8244514106583072,0.794300219043339,0.7909499515784981
50000,WAL,75,0.44922547332185886,1.600098761357367,0.4378176231876748
60000,WAL,61,0.7865168539325843,0.7163891035885627,0.7367372345001014
60000,WAL,62,0.6075268817204301,1.1345403310162128,0.5661207903581142
60000,WAL,63,0.7016393442622951,0.8203438606574309,0.7006774652938467
60000,WAL,64,0.8949416342412452,0.34045932005974466,0.8903217593803541
60000,WAL,65,0.7986348122866894,0.7517893799580588,0.7643180920743758
60000,WAL,66,0.7140319715808171,1.2452003014170445,0.625611296768404
60000,WAL,67,0.8653295128939829,0.6812238993570645,0.8338216530854837
60000,WAL,68,0.731974921630094,0.9831422040237328,0.6470378954887935
60000,WAL,69,0.7587412587412588,0.6704381042056613,0.7376260581997067
60000,WAL,70,0.4924812030075188,2.856430363116991,0.41687513704614326
60000,WAL,71,0.7924836601307189,0.6615006371465825,0.7472087870716961
60000,WAL,72,0.846815834767642,0.5155665191096886,0.8281012032420528
60000,WAL,73,0.878682842287695,0.42244818823413366,0.871100958680285
60000,WAL,74,0.8432601880877743,0.8303196553140879,0.7978676928323444
60000,WAL,75,0.6041308089500861,1.2567037252705062,0.5545692654586833
70000,WAL,61,0.7319422150882825,0.6026124770949195,0.7128002853461702
70000,WAL,62,0.43010752688172044,2.5801670286390515,0.3385452835168205
70000,WAL,63,0.660655737704918,1.5020513573423842,0.6030734292832324
70000,WAL,64,0.7392996108949417,2.0300547722261397,0.7053320109581597
70000,WAL,65,0.7252559726962458,0.7593351401249719,0.6927411758049142
70000,WAL,66,0.6092362344582594,1.3642591827858306,0.49743770431688367
70000,WAL,67,0.8567335243553008,0.31755323943790853,0.8567335243553008
70000,WAL,68,0.5595611285266457,1.3801340259611585,0.543835820432945
70000,WAL,69,0.5874125874125874,1.197413444519043,0.5335090088227509
70000,WAL,70,0.43609022556390975,4.051250868373447,0.291622175522178
70000,WAL,71,0.6225490196078431,0.8879467055200294,0.562125077558951
70000,WAL,72,0.5008605851979346,3.3862886255607,0.4051023841270183
70000,WAL,73,0.5684575389948007,3.3890084750950167,0.46850211906078476
70000,WAL,74,0.8150470219435737,1.665159821510315,0.772768553743676
70000,WAL,75,0.4388984509466437,1.9847698077558618,0.35351639420568115
80000,WAL,61,0.8956661316211878,0.3016931817732143,0.8879218084859436
80000,WAL,62,0.7867383512544803,0.6899651067538393,0.7656232146668915
80000,WAL,63,0.6786885245901639,1.160036508551184,0.6640980667090208
80000,WAL,64,0.8638132295719845,0.41880753648983954,0.8573606737707089
80000,WAL,65,0.8122866894197952,0.6506964448373764,0.7820508306132108
80000,WAL,66,0.8028419182948491,0.8442663074367576,0.7802222670961355
80000,WAL,67,0.8681948424068768,0.7322966247641775,0.8388721176149543
80000,WAL,68,0.6410658307210031,3.738869217038155,0.5819999439221359
80000,WAL,69,0.6293706293706294,1.377433220545451,0.5834986123337488
80000,WAL,70,0.6259398496240601,3.14416175087293,0.5288780502875061
80000,WAL,71,0.738562091503268,1.221887825482645,0.6490712814938013
80000,WAL,72,0.7969018932874354,0.614811595692299,0.7591973224930649
80000,WAL,73,0.8457538994800693,0.5073292306100399,0.8312165213292018
80000,WAL,74,0.8683385579937304,0.782880887389183,0.8146439986545411
80000,WAL,75,0.7246127366609294,0.9018182014563308,0.6433653826305924
90000,WAL,61,0.9357945425361156,0.2305752092098828,0.9331523011846136
90000,WAL,62,0.6863799283154122,1.051198297076755,0.6257570270568941
90000,WAL,63,0.8573770491803279,0.6653019994497299,0.8531713681713766
90000,WAL,64,0.8326848249027238,0.5677641392685473,0.8117806106288122
90000,WAL,65,0.931740614334471,0.19209572754334658,0.929185732176554
90000,WAL,66,0.8596802841918295,0.4345292001962662,0.8529098973652446
90000,WAL,67,0.9025787965616046,0.4138423831442329,0.8914036247771734
90000,WAL,68,0.6520376175548589,1.8997845951467753,0.5960628535000356
90000,WAL,69,0.8164335664335665,0.4697106820013788,0.7986019156311187
90000,WAL,70,0.5883458646616542,2.643737700250414,0.5500212875705901
90000,WAL,71,0.815359477124183,0.44833297972527364,0.7857353302592504
90000,WAL,72,0.8141135972461274,0.5174967990489676,0.7855642192762334
90000,WAL,73,0.8405545927209706,0.49929865734738926,0.8161601939516049
90000,WAL,74,0.877742946708464,0.8267507661134005,0.823673332235537
90000,WAL,75,0.7676419965576592,0.9028591053560359,0.727236678124243
100000,WAL,61,0.7046548956661316,1.9625108228621173,0.590499898861932
100000,WAL,62,0.6344086021505376,1.7559689349598355,0.5437854805316236
100000,WAL,63,0.7032786885245902,1.4126428431861313,0.6265733807132049
100000,WAL,64,0.8832684824902723,0.33718567234946023,0.8758652970508256
100000,WAL,65,0.7184300341296929,1.2304695677557902,0.6196062568172941
100000,WAL,66,0.69449378330373,2.285028326607984,0.5866078177226437
100000,WAL,67,0.8624641833810889,0.7618308613697297,0.8279539497452754
100000,WAL,68,0.7068965517241379,2.628572511300237,0.619679488256789
100000,WAL,69,0.6923076923076923,2.0500898311535516,0.5733269140392596
100000,WAL,70,0.45112781954887216,4.494134293662177,0.303091582858297
100000,WAL,71,0.7728758169934641,1.0727512093505767,0.7137508188070282
100000,WAL,72,0.7091222030981067,2.151515179825947,0.5979142534310575
100000,WAL,73,0.7400346620450606,1.0571579299110057,0.6378394413815504
100000,WAL,74,0.8495297805642633,1.1634636282920838,0.7968211611699785
100000,WAL,75,0.7022375215146299,0.9576390454167267,0.6085183251704851
110000,WAL,61,0.8089887640449438,0.45243165568404037,0.8069165714193846
110000,WAL,62,0.5931899641577061,1.4375624207572804,0.5487673599427273
110000,WAL,63,0.6622950819672131,1.6142648732988163,0.6178610282775322
110000,WAL,64,0.7859922178988327,0.9495002262294292,0.7697574861839879
110000,WAL,65,0.8993174061433447,0.3345988605171442,0.8935285867549699
110000,WAL,66,0.8614564831261101,0.4376166878884757,0.8554577557548506
110000,WAL,67,0.8681948424068768,0.48494201526033365,0.8626499048426742
110000,WAL,68,0.6442006269592476,1.218162967637181,0.606011105207103
110000,WAL,69,0.6206293706293706,1.5192713758181924,0.5720832515994116
110000,WAL,70,0.47368421052631576,2.574159966781631,0.3606911420362561
110000,WAL,71,0.7679738562091504,0.5191253490163945,0.7638012571589932
110000,WAL,72,0.7504302925989673,0.5603651568133501,0.7401859464167183
110000,WAL,73,0.5251299826689775,2.197607607953189,0.4678115394108315
110000,WAL,74,0.8526645768025078,0.9831898394972054,0.7999670646736945
110000,WAL,75,0.4079173838209983,2.705403338745222,0.3120062359203799
120000,WAL,61,0.913322632423756,0.27283629847879637,0.909487594016277
120000,WAL,62,0.5878136200716846,1.200912184185452,0.5538764906788987
120000,WAL,63,0.9032786885245901,0.3934408456330857,0.9026090139556167
120000,WAL,64,0.6926070038910506,0.7591533716768026,0.6883756308878015
120000,WAL,65,0.9590443686006825,0.13248265432193795,0.958692738679705
120000,WAL,66,0.7566607460035524,0.671307208430338,0.7480248834220207
120000,WAL,67,0.9083094555873925,0.3748688660592355,0.9063430529805045
120000,WAL,68,0.768025078369906,0.6124888293338586,0.7019081404424261
120000,WAL,69,0.6328671328671329,1.3074877394570246,0.6104473020628506
120000,WAL,70,0.5018796992481203,3.475929273499383,0.4314357540044048
120000,WAL,71,0.6209150326797386,1.4145511296792392,0.5588178572756991
120000,WAL,72,0.7865748709122203,0.6711096689046968,0.7675377353504936
120000,WAL,73,0.7746967071057193,0.5883755087852307,0.7660860091018991
120000,WAL,74,0.8401253918495298,1.3771631479263307,0.8014880923496275
120000,WAL,75,0.5249569707401033,2.096905570288777,0.4703576262348047
130000,WAL,61,0.5634028892455859,2.4297012976719996,0.5291789472591485
130000,WAL,62,0.4050179211469534,3.741423077053494,0.3091825917748438
130000,WAL,63,0.7836065573770492,0.7313333877842524,0.7491940846039208
130000,WAL,64,0.5758754863813229,1.9412401169538498,0.5783534852806913
130000,WAL,65,0.6945392491467577,1.6106594042641973,0.6672498773323697
130000,WAL,66,0.6341030195381883,3.325448633852046,0.5444216878924439
130000,WAL,67,0.8166189111747851,0.8766869921237229,0.8156350484031446
130000,WAL,68,0.8855799373040752,0.24587244418930787,0.8822349675014637
130000,WAL,69,0.5804195804195804,2.7127248843510947,0.5082767128602468
130000,WAL,70,0.48872180451127817,4.511967837810516,0.3993565340860724
130000,WAL,71,0.5408496732026143,1.9696104584161618,0.49415389185557484
130000,WAL,72,0.5473321858864028,3.349259486972983,0.4791170002862845
130000,WAL,73,0.6308492201039861,1.4435986891386867,0.6022004751980673
130000,WAL,74,0.8150470219435737,1.5605093717575074,0.7857287223804723
130000,WAL,75,0.37521514629948366,3.8870100296404417,0.3249862634553923
140000,WAL,61,0.9373996789727127,0.24560935930403502,0.9349797446720848
140000,WAL,62,0.7043010752688172,1.228710517888784,0.6670449901228793
140000,WAL,63,0.739344262295082,1.0056109778583049,0.6813094530545749
140000,WAL,64,0.8287937743190662,0.472663929220289,0.8253604135699363
140000,WAL,65,0.9249146757679181,0.1963219387903905,0.9218896380037489
140000,WAL,66,0.8063943161634103,0.7783295348700506,0.7773816979221451
140000,WAL,67,0.9111747851002865,0.41129792262806103,0.9056654180296762
140000,WAL,68,0.780564263322884,0.7391691045335371,0.7581163827302058
140000,WAL,69,0.6555944055944056,1.2928496996561687,0.6366780872312686
140000,WAL,70,0.5093984962406015,3.125930759641859,0.4485305314756909
140000,WAL,71,0.9019607843137255,0.2547270948649384,0.8989657700880489
140000,WAL,72,0.8967297762478486,0.28289216719553567,0.895211491155696
140000,WAL,73,0.8700173310225303,0.3594103661361242,0.8635168011491329
140000,WAL,74,0.8401253918495298,0.6691900629265092,0.8079627800034813
140000,WAL,75,0.6764199655765921,1.0229329071931716,0.6063096223845023
150000,WAL,61,0.7223113964686998,1.0003353931009769,0.7174826211716953
150000,WAL,62,0.6272401433691757,1.0537024963780115,0.5897344651678358
150000,WAL,63,0.8901639344262295,0.4705001702124463,0.88597289754519
150000,WAL,64,0.5953307392996109,1.8409383893013,0.5905859560984419
150000,WAL,65,0.7866894197952219,0.6960044510605371,0.7853927772867539
150000,WAL,66,0.7015985790408525,0.963735680785861,0.6811154381702569
150000,WAL,67,0.8481375358166189,0.5431848801601925,0.8401080262161184
150000,WAL,68,0.9623824451410659,0.08704766391965676,0.9621950021140855
150000,WAL,69,0.7867132867132867,0.7819224095176828,0.7731688183611259
150000,WAL,70,0.5169172932330827,3.0719427799599037,0.4548781706996857
150000,WAL,71,0.8382352941176471,0.4681838620483177,0.8273525903914402
150000,WAL,72,0.7831325301204819,0.6648365165689029,0.7762260421711472
150000,WAL,73,0.7625649913344887,0.5645455691024835,0.7587537235441254
150000,WAL,74,0.8369905956112853,1.2069676406681538,0.798170732026479
150000,WAL,75,0.5645438898450946,1.5660417619656073,0.5406408015455644
