Elapsed Time,Iteration,D/loss_real,D/loss_fake,D/loss_cls,D/loss_dom,D/loss_gp,D/loss_td_real,D/loss_td_fake,G/loss_fake,G/loss_rec,G/loss_cls,G/loss_dom,G/loss_rot,G/loss_td_fake
0:00:07,100,-0.7715,0.2917,1.3803,2.6953,0.0014,-0.0676,0.0449,-0.3420,0.2504,1.4180,2.6927,0.2399,-0.0449
0:00:11,200,-0.3605,0.0153,1.3132,2.7184,0.0028,-0.0328,0.0269,-0.0528,0.1215,1.4485,2.7138,0.1255,-0.0277
0:00:16,300,-0.4377,0.0308,1.1343,2.7112,0.0024,-0.0436,0.0394,-0.0754,0.0941,1.3586,2.7077,0.1285,-0.0320
0:00:20,400,-0.5430,0.2489,0.9927,2.7072,0.0015,-0.0593,0.0586,-0.2353,0.0815,1.0377,2.7082,0.1146,-0.0561
0:00:24,500,-0.7975,0.5320,0.6603,2.7005,0.0089,-0.0930,0.0947,-0.5235,0.0904,0.6860,2.7115,0.1340,-0.0936
0:00:28,600,-0.8340,0.5080,0.8241,2.7239,0.0060,-0.1160,0.1041,-0.4813,0.0795,0.7751,2.7246,0.1201,-0.1048
0:00:33,700,-0.6330,0.3702,0.7070,2.6810,0.0025,-0.1044,0.1078,-0.3505,0.0872,0.6807,2.6775,0.1179,-0.1064
0:00:37,800,-0.6925,0.4760,0.7849,2.7202,0.0019,-0.1209,0.1152,-0.4916,0.0655,0.7871,2.7197,0.0946,-0.1164
0:00:41,900,-0.6235,0.3683,0.7830,2.6950,0.0019,-0.1193,0.1269,-0.3514,0.0689,1.4120,2.6924,0.1071,-0.1289
0:00:46,1000,-0.4768,0.2497,0.5970,2.7077,0.0015,-0.1474,0.1477,-0.2581,0.0695,0.5959,2.6972,0.0831,-0.1460
0:01:30,1100,-0.6287,0.3752,0.8304,2.6909,0.0029,-0.1617,0.1532,-0.3612,0.0600,0.7229,2.6856,0.0945,-0.1538
0:01:36,1200,-0.5898,0.3522,0.7778,2.6985,0.0013,-0.1512,0.1462,-0.3723,0.0566,0.6700,2.7034,0.0846,-0.1478
0:01:40,1300,-0.6839,0.4331,0.6244,2.6944,0.0018,-0.1659,0.1599,-0.4542,0.0622,0.5814,2.7035,0.0945,-0.1608
0:01:44,1400,-0.6156,0.3533,0.6825,2.6924,0.0021,-0.1410,0.1434,-0.3497,0.0552,0.6255,2.6961,0.0882,-0.1423
0:01:50,1500,-0.7120,0.4998,0.7990,2.6866,0.0023,-0.1642,0.1444,-0.5119,0.0545,0.6662,2.6819,0.0979,-0.1453
0:01:54,1600,-0.5661,0.3082,0.6790,2.6701,0.0013,-0.1573,0.1555,-0.2957,0.0647,0.5157,2.6543,0.0911,-0.1558
0:01:59,1700,-0.6042,0.3997,0.7856,2.7113,0.0007,-0.1767,0.1679,-0.4003,0.0535,0.6788,2.7111,0.0610,-0.1689
