Elapsed Time,Iteration,D/loss_real,D/loss_fake,D/loss_gp,D/loss_cls,D/loss_dom,D/loss_rot,G/loss_fake,G/loss_rec,G/loss_cls,G/loss_dom,G/loss_rot
0:00:10,100,-3.4498,-0.1463,1.3511,0.0647,2.6687,0.3574,0.1043,0.2539,1.3462,2.6832,0.2728
0:00:15,200,-3.1122,0.3738,1.3791,0.0056,2.7387,0.3862,-0.6677,0.1751,1.3675,2.7507,0.3714
0:00:20,300,-2.5843,0.4316,1.2716,0.0093,2.7094,0.2581,-0.7736,0.1511,1.4499,2.7162,0.2381
0:00:25,400,-1.0074,-0.8042,1.3483,0.0179,2.7146,0.0710,0.6464,0.1229,1.4879,2.6937,0.1043
0:00:30,500,-2.1606,0.1762,2.4060,0.0042,2.7581,0.1219,-0.3493,0.1183,1.3487,2.7471,0.1146
0:00:35,600,-1.9794,-0.0937,1.4803,0.0237,2.7608,0.3917,0.3177,0.1647,1.0285,2.7033,0.3235
0:00:39,700,-1.4724,-0.5289,0.8481,0.0059,2.7062,0.2289,0.4497,0.1455,0.8617,2.7113,0.2188
0:00:45,800,-0.5125,-1.6953,1.3381,0.0198,2.7177,0.0725,1.5539,0.1202,1.4956,2.7220,0.0678
0:00:50,900,-0.5221,-1.5379,0.8910,0.0102,2.7083,0.1852,1.4497,0.1398,0.9345,2.7193,0.2063
0:00:55,1000,-0.7213,-1.3178,0.9280,0.0085,2.7200,0.0329,1.4098,0.1289,0.9301,2.7328,0.0334
0:01:12,1100,-0.6637,-0.9805,0.7939,0.0089,2.6958,0.4612,0.8157,0.1197,0.7799,2.6816,0.4734
0:01:17,1200,-1.0754,-0.8254,0.9965,0.0102,2.7438,0.4620,0.9021,0.1518,0.9847,2.7618,0.4113
0:01:22,1300,-0.6633,-0.3552,0.9828,0.1011,2.6841,0.2445,0.4380,0.1317,0.7136,2.6778,0.2157
0:01:28,1400,-0.6096,-0.4867,0.7742,0.0751,2.7464,0.3382,-0.5787,0.1354,0.6843,2.7011,0.3425
0:01:33,1500,-0.8014,-0.4523,0.8158,0.0120,2.6865,0.1681,0.4309,0.1303,0.7422,2.6824,0.1363
0:01:38,1600,-0.6615,-0.1680,0.7429,0.0060,2.7502,0.3884,0.2269,0.1233,0.4940,2.7457,0.4126
0:01:43,1700,-0.5244,-0.4775,0.6266,0.0120,2.7082,0.0222,0.4949,0.0922,0.4841,2.7119,0.0195
0:01:48,1800,-0.6309,-0.5961,0.9014,0.0066,2.7292,0.0961,0.6377,0.1324,0.7966,2.7215,0.0809
0:01:53,1900,-0.7607,-0.5488,1.0170,0.0063,2.7480,0.0944,0.6041,0.1268,0.4370,2.7454,0.1348
0:01:58,2000,-0.0327,-0.3276,0.7702,0.0137,2.7227,0.1768,0.2117,0.1294,0.5579,2.7166,0.1642
0:02:15,2100,-0.7898,0.1685,0.8735,0.0110,2.6948,0.1436,-0.1811,0.1444,0.6200,2.6882,0.1816
0:02:20,2200,-0.5623,-0.1408,0.7938,0.0119,2.6908,0.1181,0.2394,0.1391,0.6308,2.6805,0.1779
0:02:25,2300,-0.8247,0.1006,0.7658,0.0116,2.6989,0.4165,-0.1166,0.1023,0.6268,2.7035,0.3932
0:02:30,2400,-0.8488,-0.1664,0.8919,0.0093,2.7529,0.2029,0.2144,0.1445,0.4509,2.7698,0.1632
0:02:35,2500,-0.6075,0.0196,1.2708,0.0049,2.6445,0.1701,-0.2031,0.1319,1.4388,2.6714,0.1316
0:02:40,2600,-1.3471,-0.2304,0.8841,0.0055,2.7236,0.2060,0.2633,0.1623,0.8128,2.7277,0.6101
0:02:45,2700,-0.3858,-0.0816,0.9045,0.0084,2.7315,0.1074,0.1257,0.1175,0.7840,2.7613,0.1688
0:02:50,2800,-1.1549,-0.0002,0.9335,0.0097,2.7059,0.0207,0.0565,0.1111,0.6568,2.7044,0.0267
0:02:55,2900,-0.7279,-0.0133,0.5880,0.0238,2.6854,0.2445,0.0361,0.1009,0.4926,2.6909,0.2374
0:03:00,3000,-1.0774,-0.1910,0.8237,0.0860,2.7470,0.1011,0.3031,0.1265,0.6192,2.7415,0.0878
0:03:17,3100,-1.0760,-0.2728,0.6537,0.0092,2.6898,0.0813,0.2444,0.1528,0.7018,2.7113,0.4663
0:03:22,3200,-0.5884,-0.1957,0.8584,0.0075,2.7134,0.1756,0.2408,0.1445,0.5719,2.6898,0.3030
0:03:27,3300,-0.0097,-0.0032,0.9655,0.0033,2.7486,0.0753,0.0309,0.0765,0.5533,2.7417,0.1077
0:03:32,3400,-0.8850,-0.2616,0.6595,0.0082,2.7153,0.0417,0.2577,0.1507,0.5865,2.7459,0.2190
0:03:37,3500,-0.6036,-0.1225,0.7718,0.0075,2.7081,0.2363,0.0438,0.0971,0.5062,2.7455,0.2900
0:03:42,3600,-0.6785,-0.1545,0.8254,0.0205,2.7221,0.0412,0.2100,0.1090,0.8087,2.6813,0.1590
0:03:47,3700,0.1254,-0.5891,0.8510,0.0171,2.7368,0.2242,0.7378,0.1081,0.7554,2.7358,0.2329
0:03:52,3800,-0.1978,-0.1715,0.8427,0.0249,2.7262,0.3924,0.1968,0.1070,0.5771,2.7242,0.3885
0:03:57,3900,0.0338,-0.2637,0.7339,0.0092,2.7222,0.0932,0.2910,0.1183,0.4851,2.7230,0.1094
0:04:02,4000,-0.7187,-0.4667,0.7904,0.0198,2.7298,0.0998,0.4325,0.1324,0.5341,2.7252,0.3805
0:04:19,4100,-0.7121,-0.3503,0.7342,0.0084,2.6996,0.0057,0.3011,0.1009,0.5848,2.6773,0.2055
0:04:23,4200,-0.4641,-0.3396,0.7402,0.0048,2.7152,0.2072,0.3833,0.1211,0.4764,2.7127,0.4088
0:04:28,4300,-0.4810,-0.0756,0.6721,0.0085,2.7124,0.0037,0.1194,0.1153,0.3579,2.6890,0.2376
0:04:33,4400,-0.7069,-0.2780,0.9113,0.0025,2.7370,0.0077,0.3171,0.1149,0.4692,2.7503,0.1434
0:04:38,4500,-0.6992,-0.2460,0.8064,0.0094,2.7152,0.2779,0.3064,0.1345,0.4797,2.7074,0.3036
0:04:43,4600,-0.0733,-0.1752,0.7733,0.0061,2.7499,0.0615,0.1782,0.1136,0.4190,2.7506,0.1757
0:04:48,4700,-0.5912,-0.5805,0.7214,0.0094,2.7734,0.0045,0.5134,0.1049,0.4225,2.7630,0.0752
0:04:53,4800,-0.0125,-0.1814,0.6662,0.0057,2.7124,0.3142,0.1821,0.1265,0.4515,2.7200,0.3295
0:04:58,4900,0.0371,-0.1969,0.6325,0.0130,2.7209,0.0833,0.1434,0.1078,0.4449,2.7383,0.1045
0:05:03,5000,-1.1674,-0.2936,0.8336,0.0057,2.6303,0.1179,0.2858,0.1258,0.4905,2.6487,0.2826
0:05:20,5100,0.1329,-0.2815,1.4033,0.0087,2.7554,0.3021,0.2824,0.1158,0.5226,2.7501,0.3540
0:05:25,5200,-0.5511,-0.2870,0.8570,0.0078,2.7412,0.0958,0.3155,0.1063,0.4972,2.7719,0.2357
0:05:30,5300,0.3127,-0.3901,0.9508,0.0071,2.7063,0.3747,0.4020,0.0908,0.5597,2.7033,0.3649
0:05:35,5400,-1.2416,-0.2315,0.6062,0.0057,2.7366,0.0102,0.2041,0.1368,0.3902,2.7566,0.1238
0:05:40,5500,-0.4223,-0.1706,0.5065,0.0045,2.7360,0.0911,0.2417,0.1195,0.3744,2.7150,0.4965
0:05:45,5600,0.0432,-0.2443,1.2880,0.0050,2.7278,0.2899,0.2336,0.0855,1.1753,2.7064,0.2988
0:05:50,5700,-0.5514,-0.2162,0.8646,0.0045,2.6905,0.1832,0.2190,0.1372,0.3755,2.7053,0.3823
0:05:55,5800,-0.7747,-0.2496,1.8375,0.0112,2.6951,0.0259,0.1505,0.1129,0.8294,2.6803,0.1875
0:06:00,5900,-0.7382,-0.3345,0.7248,0.0031,2.7315,0.0062,0.2858,0.1346,0.5273,2.7324,0.2614
0:06:05,6000,-0.1276,-0.1793,0.5100,0.0076,2.6874,0.2643,0.1682,0.0918,0.5225,2.7066,0.2903
0:06:22,6100,-0.2926,-0.2710,0.8709,0.0095,2.7187,0.0981,0.3281,0.0828,0.6265,2.7468,0.3536
0:06:27,6200,0.1570,-0.4591,0.6582,0.0073,2.7455,0.0350,0.4984,0.0672,0.4098,2.7650,0.0296
0:06:32,6300,0.1081,-0.4161,0.7726,0.0063,2.6616,0.3488,0.3941,0.0906,0.4417,2.6978,0.3339
0:06:37,6400,0.0288,-0.4243,0.7074,0.0092,2.7271,0.0555,0.3716,0.0796,0.5406,2.7207,0.0475
0:06:42,6500,-0.9259,-0.3671,0.7622,0.0077,2.7609,0.0051,0.3530,0.1250,0.5537,2.7318,0.1915
0:06:47,6600,-0.3312,-0.3146,0.6602,0.0086,2.6843,0.0177,0.3692,0.1051,0.4241,2.6741,0.1470
0:06:52,6700,-0.7569,-0.1372,0.6878,0.0084,2.7030,0.1370,0.1007,0.1214,0.5275,2.6835,0.3047
0:06:57,6800,-0.1932,-0.1425,0.4958,0.0071,2.7119,0.1620,0.1135,0.0890,0.4079,2.7307,0.2884
0:07:02,6900,0.2890,-0.4994,0.5414,0.0120,2.6859,0.3038,0.4631,0.0708,0.7274,2.6980,0.2935
0:07:07,7000,0.4430,-0.7036,0.5413,0.0054,2.7535,0.3452,0.7347,0.0645,0.3231,2.7309,0.3324
0:07:24,7100,-0.9956,-0.3133,0.7552,0.0135,2.6882,0.0042,0.2059,0.1160,0.5080,2.6678,0.1149
0:07:28,7200,-0.0916,-0.1812,0.6413,0.0219,2.7199,0.0144,0.2454,0.0648,0.3204,2.7051,0.0289
0:07:33,7300,-1.0628,-0.0324,0.8404,0.0086,2.7052,0.0040,0.0786,0.1167,0.4993,2.7169,0.1239
0:07:38,7400,0.2483,-0.5054,0.5948,0.0091,2.6893,0.2607,0.5160,0.0681,0.3926,2.7079,0.3562
0:07:43,7500,0.1770,-0.4341,0.7448,0.0070,2.6460,0.0299,0.4374,0.0632,0.4020,2.6807,0.0589
0:07:48,7600,-0.9242,-0.3928,1.3637,0.0030,2.7638,0.0150,0.4306,0.1381,0.4988,2.7291,0.1822
0:07:53,7700,-0.8721,-0.3807,0.4889,0.0241,2.7145,0.0113,0.3283,0.1242,0.3548,2.6831,0.1103
0:07:58,7800,0.2161,-0.4141,0.6522,0.0049,2.6993,0.3123,0.3936,0.0903,0.3859,2.7183,0.2959
0:08:03,7900,0.1563,-0.4657,0.5228,0.0056,2.6840,0.3217,0.4236,0.0734,0.2705,2.7038,0.3427
0:08:08,8000,0.1927,-0.3091,0.5770,0.0103,2.7009,0.0362,0.3104,0.0631,0.3154,2.6939,0.0698
0:08:25,8100,-0.3526,-0.1831,1.1680,0.0057,2.6859,0.1811,0.1853,0.1030,0.5476,2.6982,0.3364
0:08:30,8200,-0.0394,-0.3933,0.5775,0.0124,2.7325,0.4237,0.4287,0.0675,0.2638,2.6988,0.3811
0:08:35,8300,-0.9911,-0.3997,0.6837,0.0303,2.7321,0.0063,0.3881,0.1225,0.3713,2.6942,0.2088
0:08:40,8400,0.3187,-0.4283,0.7260,0.0112,2.7195,0.0488,0.4264,0.0596,0.5651,2.6870,0.0590
0:08:45,8500,-0.8578,-0.3007,0.5679,0.0011,2.7164,0.0028,0.2730,0.1170,0.2387,2.7133,0.2222
0:08:50,8600,-0.4718,-0.5293,0.5017,0.0028,2.6944,0.0174,0.6492,0.1219,0.3205,2.6684,0.1586
0:08:55,8700,0.0988,-0.2793,0.6441,0.0090,2.7138,0.3205,0.2761,0.0701,0.2764,2.7235,0.3026
0:09:00,8800,0.1602,-0.3681,0.7150,0.0086,2.7358,0.0461,0.3644,0.0556,0.3236,2.7405,0.0663
0:09:05,8900,0.0972,-0.3138,0.7390,0.0154,2.6967,0.3342,0.3770,0.0603,0.2866,2.7130,0.3184
0:09:10,9000,-0.0341,-0.2717,0.6423,0.0086,2.7255,0.3139,0.2450,0.0568,0.1869,2.7048,0.3206
0:09:26,9100,-0.9241,-0.4125,0.6117,0.0490,2.6879,0.0011,0.2843,0.1479,0.1598,2.6948,0.1434
0:09:31,9200,-1.0285,-0.6340,1.0160,0.0121,2.6112,0.0018,0.5422,0.1155,0.1953,2.6600,0.1326
0:09:36,9300,-0.6968,-0.3171,0.3852,0.0035,2.7114,0.0084,0.2713,0.1200,0.2299,2.7385,0.1756
0:09:41,9400,-0.8410,-0.4287,0.4426,0.0366,2.6793,0.0091,0.3271,0.1127,0.1476,2.7001,0.1309
0:09:46,9500,-1.2349,-0.2996,0.5753,0.0382,2.6759,0.0210,0.2972,0.1367,0.2038,2.7159,0.2405
0:09:51,9600,-0.4944,-0.3171,0.5083,0.0102,2.7044,0.0056,0.3536,0.1131,0.2492,2.7033,0.1697
0:09:56,9700,0.1879,-0.3106,0.5316,0.0056,2.7098,0.3511,0.2691,0.0455,0.1560,2.7391,0.3688
0:10:01,9800,-0.8234,-0.1873,0.3962,0.0165,2.6896,0.0016,0.1937,0.1218,0.1821,2.7198,0.2198
0:10:06,9900,-0.7148,-0.3021,0.6958,0.0100,2.7376,0.0007,0.2723,0.1268,0.1770,2.7129,0.2034
0:10:11,10000,0.1342,-0.3184,0.6597,0.0078,2.7406,0.0407,0.3287,0.0577,0.1438,2.7279,0.0499
0:13:29,10100,-0.5457,-0.3917,0.6587,0.0088,2.7146,0.0165,0.4231,0.1073,0.1059,2.6902,0.2388
0:13:34,10200,-1.0759,-0.3340,0.4651,0.0173,2.7035,0.0047,0.2673,0.1244,0.1253,2.6833,0.1673
0:13:39,10300,0.1800,-0.3191,0.7321,0.0068,2.7386,0.3366,0.2879,0.0630,0.1547,2.7248,0.3429
0:13:45,10400,0.1637,-0.3791,0.5040,0.0309,2.7275,0.0507,0.4371,0.0630,0.1437,2.7278,0.0563
0:13:50,10500,-0.5964,-0.1015,0.5374,0.0053,2.6485,0.1491,0.0980,0.0724,0.1727,2.6749,0.2401
0:13:55,10600,-0.8545,-0.2235,0.8018,0.0088,2.7037,0.0037,0.3016,0.1091,0.1781,2.7189,0.1923
0:14:00,10700,0.1883,-0.3531,0.6083,0.0094,2.7503,0.3309,0.3561,0.0672,0.1143,2.7343,0.3318
0:14:05,10800,-0.4998,-0.3312,0.5664,0.0078,2.7119,0.0049,0.3935,0.1201,0.2125,2.7073,0.1953
0:14:10,10900,-0.0800,-0.2235,0.4708,0.0028,2.6714,0.3018,0.2747,0.0528,0.1068,2.7257,0.2968
0:14:15,11000,0.0179,-0.4426,0.3456,0.0042,2.7305,0.2439,0.4631,0.0497,0.0536,2.7221,0.2413
0:14:31,11100,0.0151,-0.2021,0.4628,0.0066,2.7067,0.2321,0.2431,0.0574,0.2034,2.6846,0.2095
0:14:37,11200,0.0712,-0.2325,0.4692,0.0104,2.7423,0.0254,0.1459,0.0526,0.0714,2.7426,0.0302
0:14:41,11300,-0.6311,-0.4281,0.4971,0.0080,2.7584,0.0059,0.4073,0.1251,0.1953,2.7367,0.2226
