step,source,target,accuracy,loss
10000,WAL,RUN,0.31521739130434784,4.82606315612793
10000,WAL,CLD,0.298494983277592,5.756711006164551
10000,WAL,CLU,0.2625418060200669,6.183603763580322
20000,WAL,RUN,0.2399665551839465,4.926790237426758
20000,WAL,CLD,0.3302675585284281,5.501516819000244
20000,WAL,CLU,0.3770903010033445,4.649913787841797
30000,WAL,RUN,0.2817725752508361,5.9236273765563965
30000,WAL,CLD,0.3595317725752508,5.410471439361572
30000,WAL,CLU,0.31605351170568563,5.012391567230225
40000,WAL,RUN,0.3010033444816054,5.180710792541504
40000,WAL,CLD,0.3804347826086957,5.062509536743164
40000,WAL,CLU,0.40384615384615385,3.9978153705596924
50000,WAL,RUN,0.32357859531772576,4.4521484375
50000,WAL,CLD,0.4414715719063545,4.454551696777344
50000,WAL,CLU,0.39548494983277593,4.714683532714844
60000,WAL,RUN,0.35451505016722407,4.260296821594238
60000,WAL,CLD,0.47408026755852845,4.158224582672119
60000,WAL,CLU,0.4197324414715719,3.993157148361206
70000,WAL,RUN,0.2792642140468227,4.4160566329956055
70000,WAL,CLD,0.42558528428093645,4.043013572692871
70000,WAL,CLU,0.43812709030100333,3.5813446044921875
80000,WAL,RUN,0.3411371237458194,4.466256141662598
80000,WAL,CLD,0.39464882943143814,4.744733810424805
80000,WAL,CLU,0.3879598662207358,3.974755048751831
90000,WAL,RUN,0.32525083612040134,4.623729228973389
90000,WAL,CLD,0.40635451505016723,4.670193672180176
90000,WAL,CLU,0.41304347826086957,3.9266557693481445
100000,WAL,RUN,0.3704013377926421,4.0272040367126465
100000,WAL,CLD,0.35702341137123744,4.917978763580322
100000,WAL,CLU,0.3010033444816054,4.89506721496582
110000,WAL,RUN,0.46153846153846156,3.210057020187378
110000,WAL,CLD,0.45735785953177255,3.8275182247161865
110000,WAL,CLU,0.39381270903010035,3.970026731491089
120000,WAL,RUN,0.49247491638795987,3.33310866355896
120000,WAL,CLD,0.4280936454849498,3.9934682846069336
120000,WAL,CLU,0.46237458193979936,3.4922964572906494
130000,WAL,RUN,0.38545150501672243,4.405576229095459
130000,WAL,CLD,0.4397993311036789,4.138867378234863
130000,WAL,CLU,0.4874581939799331,3.896993398666382
140000,WAL,RUN,0.43645484949832775,3.9254350662231445
140000,WAL,CLD,0.4289297658862876,4.775276184082031
140000,WAL,CLU,0.4331103678929766,3.626736640930176
150000,WAL,RUN,0.459866220735786,3.7622504234313965
150000,WAL,CLD,0.4531772575250836,4.1673078536987305
150000,WAL,CLU,0.44816053511705684,3.542909622192383
160000,WAL,RUN,0.4673913043478261,3.455049514770508
160000,WAL,CLD,0.3787625418060201,4.359245300292969
160000,WAL,CLU,0.4222408026755853,3.6043436527252197
170000,WAL,RUN,0.3879598662207358,4.345609188079834
170000,WAL,CLD,0.3971571906354515,4.6499176025390625
170000,WAL,CLU,0.4665551839464883,3.7803146839141846
180000,WAL,RUN,0.32357859531772576,4.489613056182861
180000,WAL,CLD,0.4331103678929766,3.9518837928771973
180000,WAL,CLU,0.5133779264214047,2.98460054397583
190000,WAL,RUN,0.3219063545150502,4.870072841644287
190000,WAL,CLD,0.4540133779264214,3.9489121437072754
190000,WAL,CLU,0.49247491638795987,3.2367775440216064
200000,WAL,RUN,0.41387959866220736,3.844449281692505
200000,WAL,CLD,0.44732441471571904,4.093344211578369
200000,WAL,CLU,0.5217391304347826,3.136592149734497
210000,WAL,RUN,0.41638795986622074,4.358267784118652
210000,WAL,CLD,0.3377926421404682,4.444820880889893
210000,WAL,CLU,0.40551839464882944,3.885619640350342
220000,WAL,RUN,0.3804347826086957,4.135253429412842
220000,WAL,CLD,0.3963210702341137,5.015896320343018
220000,WAL,CLU,0.5418060200668896,2.6343703269958496
230000,WAL,RUN,0.3896321070234114,4.90347146987915
230000,WAL,CLD,0.45819397993311034,3.6647789478302
230000,WAL,CLU,0.5911371237458194,2.7591989040374756
240000,WAL,RUN,0.4431438127090301,3.8704123497009277
240000,WAL,CLD,0.44648829431438125,4.380321979522705
240000,WAL,CLU,0.5351170568561873,2.711505174636841
250000,WAL,RUN,0.4707357859531773,3.328993082046509
250000,WAL,CLD,0.4916387959866221,3.3365273475646973
250000,WAL,CLU,0.5476588628762542,2.744288206100464
260000,WAL,RUN,0.4540133779264214,4.051100254058838
260000,WAL,CLD,0.451505016722408,3.777798891067505
260000,WAL,CLU,0.5886287625418061,2.320744276046753
270000,WAL,RUN,0.35535117056856186,5.485563278198242
270000,WAL,CLD,0.48578595317725753,4.350442409515381
270000,WAL,CLU,0.5025083612040134,2.868269443511963
280000,WAL,RUN,0.43729096989966554,4.253648281097412
280000,WAL,CLD,0.45735785953177255,3.8606181144714355
280000,WAL,CLU,0.5016722408026756,3.0420145988464355
290000,WAL,RUN,0.46070234113712377,3.7996819019317627
