Elapsed Time,Iteration,D/loss_real,D/loss_fake,D/loss_gp,D/loss_cls,D/loss_dom,G/loss_fake,G/loss_rec,G/loss_cls,G/loss_dom,G/loss_rot
0:03:24,3100,-1.3247,-2.7871,0.7283,0.0616,2.7114,2.3562,0.0995,0.8028,2.7274,0.1468
0:03:29,3200,-1.0234,-2.1240,0.7981,0.0218,2.6856,2.1611,0.1187,0.6231,2.6509,0.1530
0:03:33,3300,0.0970,-2.4264,0.7460,0.0150,2.7031,2.3769,0.0847,0.6426,2.6862,0.0856
0:03:38,3400,-1.8773,-2.1051,0.7517,0.0527,2.7265,1.7834,0.0812,0.6899,2.7310,0.1535
0:03:42,3500,-1.1482,-1.9259,0.6235,0.0166,2.7085,2.0124,0.0966,0.4434,2.6868,0.1161
0:03:46,3600,-1.0415,-2.0980,0.9765,0.0210,2.7911,1.9692,0.0800,1.0282,2.7608,0.1322
0:03:51,3700,-0.1286,-1.2784,0.6995,0.0168,2.7501,1.2294,0.0809,0.6413,2.7525,0.0885
0:03:56,3800,-0.3238,-1.7265,0.8853,0.0125,2.7168,1.7976,0.0801,0.7191,2.7258,0.0880
0:04:00,3900,-0.8760,-1.2742,0.5996,0.0090,2.7174,1.3740,0.0891,0.2945,2.7444,0.1104
0:04:05,4000,-1.6659,-0.9061,0.6712,0.0031,2.7449,0.8386,0.0939,0.5064,2.7601,0.1230
0:04:30,4100,-1.0717,-1.7438,1.0882,0.0453,2.6457,1.2677,0.0700,0.6528,2.7097,0.1375
0:04:35,4200,-0.6965,-1.4882,0.9685,0.0405,2.7094,1.3001,0.0728,0.8915,2.7250,0.1083
0:04:39,4300,-0.8498,-1.3073,0.7577,0.0030,2.7195,1.4699,0.0811,0.9187,2.7467,0.1388
0:04:43,4400,-1.3066,-0.9913,0.9798,0.0090,2.7160,0.9713,0.0698,1.0328,2.7637,0.1246
0:04:48,4500,-2.1250,-0.7678,0.8313,0.0146,2.7150,0.6962,0.0905,0.7333,2.6960,0.1229
0:04:52,4600,-0.4562,-1.4633,0.7859,0.0137,2.6546,1.3433,0.0583,0.6744,2.6872,0.0663
0:04:57,4700,-2.2926,-0.8719,1.3691,0.0217,2.7008,0.8665,0.0629,0.6365,2.7305,0.1349
0:05:01,4800,-0.7711,-1.2965,0.5955,0.0037,2.6786,1.4218,0.0752,0.4566,2.7161,0.0867
0:05:06,4900,-0.0444,-1.5915,0.5012,0.0026,2.5933,1.6194,0.0692,0.4250,2.6313,0.0654
0:05:10,5000,-2.4098,-0.2998,1.0276,0.0142,2.6845,0.1459,0.0812,0.6063,2.7065,0.1034
0:05:36,5100,0.1015,-1.6537,0.5932,0.0039,2.7068,1.7560,0.0747,0.6080,2.7124,0.0646
0:05:41,5200,-0.8091,-0.7486,0.9257,0.0222,2.6954,0.6103,0.0787,0.5856,2.6792,0.0861
0:05:45,5300,-0.1525,-1.2758,0.6974,0.0021,2.7324,1.3546,0.0986,0.4687,2.6977,0.0844
0:05:50,5400,-2.6941,-0.5088,0.8147,0.0224,2.6989,0.4800,0.0715,0.6882,2.6676,0.1470
0:05:54,5500,-1.7173,-0.4557,0.3702,0.0449,2.6579,0.4884,0.1031,0.7168,2.6406,0.1282
0:05:59,5600,-0.0510,-0.5422,0.8023,0.0066,2.7217,0.5452,0.0748,0.5424,2.7715,0.0648
0:06:03,5700,-0.8740,-0.2608,0.6718,0.0055,2.7817,0.1514,0.0947,0.5602,2.7669,0.1044
0:06:08,5800,-2.0363,0.2004,0.6122,0.0129,2.7160,-0.1449,0.0824,0.5902,2.7470,0.1342
0:06:12,5900,-2.4833,-0.5569,0.7596,0.0378,2.7721,0.5130,0.0682,0.6714,2.7467,0.1539
0:06:16,6000,-0.0420,-0.3368,0.9531,0.0030,2.6809,0.3422,0.0591,1.0618,2.6840,0.0437
0:06:43,6100,-1.0896,-0.1384,1.0002,0.0087,2.6718,0.1168,0.0846,0.6179,2.7157,0.0936
0:06:47,6200,-0.1480,-0.5040,0.6239,0.0035,2.7631,0.5398,0.0752,0.5698,2.7705,0.0564
0:06:52,6300,-0.2737,-0.4045,0.6295,0.0044,2.6474,0.5100,0.0817,0.5519,2.6680,0.0611
0:06:56,6400,-0.1710,-0.5234,0.7131,0.0041,2.6632,0.5546,0.0761,0.5406,2.6876,0.0647
0:07:01,6500,-2.2962,-0.4674,0.8719,0.0274,2.7115,0.4525,0.0718,0.8335,2.6942,0.1281
0:07:06,6600,-1.2056,-0.4906,0.6180,0.0078,2.7039,0.4666,0.0736,0.5485,2.7345,0.1260
0:07:10,6700,-2.7744,0.2967,0.5282,0.0096,2.6643,-0.3816,0.0967,0.4881,2.6197,0.1044
0:07:14,6800,-0.4313,-0.4038,0.5194,0.0052,2.7461,0.2187,0.0860,0.4640,2.7425,0.0861
0:07:19,6900,0.0126,-0.6427,0.7603,0.0044,2.6533,0.5538,0.0874,0.5671,2.7026,0.0592
0:07:24,7000,0.7865,-1.2544,0.6767,0.0137,2.6997,1.3139,0.0723,0.6550,2.7141,0.0504
0:07:50,7100,-2.8228,-0.5262,0.9617,0.0411,2.7563,0.4476,0.0679,0.8784,2.7293,0.1537
0:07:54,7200,-0.2723,-0.3312,0.6125,0.0055,2.7537,0.3887,0.0612,0.4625,2.7500,0.0568
0:07:58,7300,-2.0392,-0.6612,0.8784,0.0177,2.7266,0.6330,0.0552,0.5762,2.7167,0.1346
0:08:03,7400,-0.3069,-0.4411,0.5284,0.0026,2.7656,0.4101,0.0714,0.5289,2.7217,0.0545
0:08:07,7500,-0.3127,-0.2167,0.5728,0.0060,2.6665,0.1520,0.0642,0.4578,2.7302,0.0538
0:08:12,7600,-1.3932,-0.8592,0.6616,0.0097,2.6835,0.7867,0.0831,0.4661,2.7040,0.1227
0:08:16,7700,-1.5533,-0.5704,0.6776,0.0367,2.6772,0.4726,0.0786,0.5998,2.6995,0.1295
0:08:21,7800,0.2417,-0.9153,0.5971,0.0085,2.6739,1.0228,0.0777,0.4822,2.7100,0.0557
