Elapsed Time,Iteration,D/loss_real,D/loss_fake,D/loss_cls,D/loss_dom,D/loss_gp,G/loss_fake,G/loss_rec,G/loss_cls,G/loss_dom,G/loss_rot
0:00:06,100,-1.9669,0.4875,1.5097,2.7364,0.0068,-0.7200,0.2845,1.5268,2.7225,0.2611
0:00:08,200,-1.1799,0.4925,1.2713,2.7350,0.0005,-0.4193,0.1347,1.3285,2.7329,0.1263
0:00:11,300,-1.0977,0.3400,1.2378,2.7252,0.0105,-0.4808,0.0948,1.3997,2.7199,0.1277
0:00:13,400,-1.0498,0.5576,0.7920,2.7285,0.0031,-0.5174,0.1008,1.5210,2.7287,0.1237
0:00:16,500,-1.4620,0.8339,1.0494,2.7120,0.0067,-0.9356,0.1006,0.7679,2.7251,0.1476
0:00:19,600,-1.2744,0.5297,0.9640,2.6823,0.0016,-0.5831,0.0687,1.1226,2.6881,0.1117
0:00:22,700,-0.5972,0.1702,1.0336,2.7011,0.0094,-0.1001,0.0736,0.8635,2.7009,0.1064
0:00:25,800,-1.0175,0.5436,0.6576,2.6983,0.0004,-0.5495,0.0751,0.6046,2.6796,0.0971
0:00:27,900,-0.7763,0.1527,0.7269,2.6902,0.0010,-0.1882,0.0705,1.2443,2.7137,0.1179
0:00:30,1000,-0.8743,0.3557,0.6839,2.6777,0.0009,-0.3356,0.0746,0.6044,2.6958,0.0819
0:00:56,1100,-1.1347,0.4791,0.7345,2.6745,0.0018,-0.4542,0.0666,0.6973,2.6767,0.1098
0:00:59,1200,-1.0381,0.4504,0.5298,2.7567,0.0063,-0.4630,0.0729,0.5336,2.7274,0.0915
0:01:02,1300,-1.2410,0.6738,0.7041,2.7348,0.0030,-0.7154,0.0707,0.6195,2.7631,0.1032
0:01:05,1400,-0.9660,0.3599,0.7024,2.7741,0.0015,-0.3858,0.0701,0.4863,2.7857,0.0993
0:01:08,1500,-1.1308,0.5144,0.5884,2.7245,0.0036,-0.5169,0.0726,0.5196,2.7228,0.1089
0:01:10,1600,-1.2002,0.5435,0.4802,2.7190,0.0017,-0.6073,0.0802,0.3672,2.7360,0.1054
0:01:13,1700,-0.9937,0.7210,0.8634,2.6643,0.0009,-0.7081,0.0529,0.7503,2.6565,0.0615
0:01:16,1800,-0.8803,0.3035,0.6912,2.7083,0.0014,-0.2887,0.0690,0.9379,2.7556,0.0864
0:01:19,1900,-1.0556,0.6778,1.1433,2.6606,0.0195,-0.5637,0.0648,0.4481,2.6395,0.0860
0:01:22,2000,-0.8641,0.2101,0.8535,2.7321,0.0010,-0.1956,0.0606,0.7304,2.7360,0.1017
0:01:47,2100,-0.9304,0.4713,0.8582,2.7080,0.0051,-0.4413,0.0570,0.6849,2.7171,0.1003
0:01:50,2200,-1.1010,0.1991,0.7727,2.6584,0.0055,-0.1824,0.0582,0.7079,2.6695,0.1275
0:01:53,2300,-1.0043,0.2147,0.8931,2.7123,0.0037,-0.2161,0.0571,0.6912,2.7485,0.1056
0:01:56,2400,-0.8241,0.5463,0.6250,2.7022,0.0035,-0.5729,0.0620,0.4545,2.6839,0.0815
0:01:59,2500,-0.7036,0.3813,0.8065,2.7476,0.0049,-0.3784,0.0691,0.5102,2.7350,0.0950
0:02:02,2600,-0.8841,0.4327,0.9046,2.7041,0.0046,-0.4102,0.0566,0.5939,2.7230,0.0860
0:02:05,2700,-0.6983,0.2523,0.5635,2.6225,0.0147,-0.2318,0.0718,0.5046,2.6781,0.0965
0:02:07,2800,-0.3851,0.1052,0.6364,2.7766,0.0015,-0.1066,0.0548,0.6539,2.7799,0.0621
0:02:11,2900,-0.9063,0.3915,0.5158,2.7232,0.0063,-0.3714,0.0672,0.4969,2.7552,0.0977
0:02:13,3000,-0.6897,0.2643,1.0867,2.7211,0.0026,-0.3030,0.0519,0.5873,2.7170,0.0975
0:02:39,3100,-0.5732,0.2351,0.8009,2.6780,0.0013,-0.2268,0.0603,0.5312,2.7647,0.0843
0:02:42,3200,-0.4487,0.0022,0.5498,2.6355,0.0020,-0.0219,0.0618,0.4925,2.6807,0.0885
0:02:44,3300,-0.2352,-0.0121,0.5791,2.7167,0.0022,0.0518,0.0535,0.4526,2.7125,0.0677
0:02:47,3400,-0.4715,0.0986,0.5197,2.6646,0.0122,-0.0809,0.0560,0.4291,2.6923,0.0712
