step,source,domain,accuracy,loss,f1
10000,WAL,15,0.56,2.2785468101501465,0.47515151515151516
10000,WAL,16,0.3333333333333333,2.9964659214019775,0.24074074074074073
10000,WAL,17,0.37735849056603776,1.7951987981796265,0.30346539739067907
10000,WAL,18,0.7222222222222222,3.003798007965088,0.6519789889256917
10000,WAL,19,0.6111111111111112,0.9096692204475403,0.5813238770685579
10000,WAL,20,0.3333333333333333,2.3375661373138428,0.29222948438634716
10000,WAL,21,0.1702127659574468,3.303907632827759,0.08042746992621713
10000,WAL,22,0.46296296296296297,2.034818649291992,0.4249158249158249
10000,WAL,23,0.7307692307692307,2.216135263442993,0.65344923394459
10000,WAL,24,0.45098039215686275,2.4307799339294434,0.41168826204945913
10000,WAL,25,0.7037037037037037,1.1912955045700073,0.6381983960600314
10000,WAL,26,0.2857142857142857,3.5132555961608887,0.255050505050505
10000,WAL,27,0.24074074074074073,4.501956462860107,0.09342177998894417
10000,WAL,28,0.16666666666666666,4.002933979034424,0.047619047619047616
10000,WAL,29,0.5238095238095238,2.5679538249969482,0.5337437300501596
10000,WAL,30,0.2,4.6911211013793945,0.16767179487179487
10000,WAL,31,0.6744186046511628,2.720475435256958,0.5930232558139535
10000,WAL,32,0.7307692307692307,0.8834505677223206,0.7307692307692307
10000,WAL,33,0.3181818181818182,2.997749090194702,0.30516528925619835
10000,WAL,34,0.5918367346938775,2.3320326805114746,0.4645675413022352
10000,WAL,35,0.7291666666666666,1.267763376235962,0.6589506172839507
10000,WAL,36,0.16279069767441862,4.310286521911621,0.04558139534883721
10000,WAL,37,0.14285714285714285,3.0413341522216797,0.03571428571428571
10000,WAL,38,0.5957446808510638,2.7321033477783203,0.4508338125359402
10000,WAL,39,0.5925925925925926,1.387025237083435,0.507231040564374
10000,WAL,40,0.2727272727272727,3.0722429752349854,0.24125643789675408
10000,WAL,41,0.4888888888888889,3.856841802597046,0.43456790123456784
10000,WAL,42,0.13043478260869565,6.660966873168945,0.037267080745341616
10000,WAL,43,0.6666666666666666,1.8226464986801147,0.5490196078431373
10000,WAL,44,0.8095238095238095,0.7626854181289673,0.7606060606060606
10000,WAL,45,0.21153846153846154,4.7396240234375,0.07387057387057386
10000,WAL,46,0.7291666666666666,2.318967580795288,0.6589506172839507
10000,WAL,47,0.6818181818181818,2.0712902545928955,0.6535204991087343
10000,WAL,48,0.75,2.229264259338379,0.6785714285714285
10000,WAL,49,0.22641509433962265,3.568598985671997,0.08359941944847606
10000,WAL,50,0.7857142857142857,2.21307373046875,0.7434245840042941
10000,WAL,51,0.7608695652173914,2.822525978088379,0.6972713643178411
10000,WAL,52,0.5714285714285714,2.0291531085968018,0.5766203703703704
10000,WAL,53,0.5833333333333334,3.0148942470550537,0.4298245614035088
10000,WAL,54,0.21428571428571427,3.056530237197876,0.13853427895981088
10000,WAL,55,0.46938775510204084,2.975705623626709,0.4608674034397812
10000,WAL,56,0.16666666666666666,5.152426719665527,0.047619047619047616
