Elapsed Time,Iteration,Total Iterations,D/latent_real,D/latent_fake,D/latent_reg,D/ref_real,D/ref_fake,D/ref_reg,G/latent_adv,G/latent_dom,G/latent_trts,G/latent_cyc,G/latent_id,G/latent_sty,G/latent_ds,G/ref_adv,G/ref_dom,G/ref_trts,G/ref_cyc,G/ref_id,G/ref_sty,G/ref_ds,G/lambda_ds
0:00:57,100,100000,0.208203,0.040253,0.014105,0.015250,0.055919,0.010496,0.229859,92.714600,27.590130,0.393970,0.380441,0.581742,0.707034,0.443422,50.899601,11.596398,0.372791,0.319380,1.329231,0.020913,0.000000
0:01:29,200,100000,0.160231,0.006447,0.052561,0.017898,0.147358,0.027281,0.669922,100.767944,6.581228,0.187875,0.188757,0.548485,0.528344,0.590206,22.825918,1.960947,0.209007,0.162257,0.193799,0.023579,0.000000
0:02:02,300,100000,0.090343,0.005297,0.042772,0.004569,0.071674,0.024991,0.565868,88.971161,13.064361,0.145395,0.142402,0.487596,0.516369,0.433397,17.348072,5.627954,0.142584,0.124988,0.502229,0.008153,0.000000
0:02:33,400,100000,0.056117,0.009665,0.053661,0.011638,0.165934,0.032927,0.664403,43.079082,23.103533,0.133666,0.126017,0.486083,0.471801,0.316818,13.241671,3.540491,0.121077,0.105663,0.078392,0.013189,0.000000
0:03:05,500,100000,0.081933,0.004605,0.027129,0.009199,0.142836,0.030068,0.649358,57.241810,28.486481,0.111961,0.102487,0.512167,0.398556,0.365500,13.796470,0.820763,0.089897,0.083130,0.142200,0.005009,0.000000
0:03:52,600,100000,0.108239,0.000981,0.044074,0.030276,0.147396,0.021838,0.472043,51.246670,11.835584,0.084064,0.076292,0.520398,0.299611,0.238247,19.991863,4.482469,0.078043,0.070287,0.260398,0.018051,0.000000
0:04:24,700,100000,0.102230,0.002715,0.052268,0.008204,0.063193,0.016319,0.442770,34.132271,0.632479,0.102554,0.097722,0.504411,0.159096,0.341636,21.684601,0.802967,0.091836,0.085355,0.123984,0.019552,0.000000
0:04:56,800,100000,0.032295,0.035052,0.079416,0.033301,0.047638,0.055119,0.341066,11.554162,3.186053,0.091524,0.087683,0.462104,0.110426,0.311233,16.896120,2.574821,0.087668,0.080274,0.057834,0.017095,0.000000
0:05:30,900,100000,0.068657,0.058821,0.061329,0.037750,0.084565,0.041993,0.383684,19.200527,2.982153,0.086859,0.079184,0.437976,0.083649,0.224022,12.640178,1.912588,0.083930,0.078572,0.051942,0.006901,0.000000
0:06:29,1000,100000,0.129839,0.052533,0.019245,0.062623,0.118905,0.021188,0.313827,11.388386,4.704432,0.067553,0.065309,0.562189,0.069572,0.221373,12.773924,2.166185,0.068251,0.067008,0.048962,0.005353,0.000000
0:07:14,1100,100000,0.087530,0.159950,0.019691,0.120956,0.069874,0.021239,0.214300,14.203271,0.801855,0.068749,0.063279,0.517284,0.059093,0.130883,16.004658,1.031463,0.058429,0.053150,0.068837,0.009736,0.000000
0:07:46,1200,100000,0.106092,0.064361,0.033110,0.058592,0.102414,0.033473,0.271411,11.197553,1.059137,0.077311,0.068992,0.466944,0.053517,0.218266,10.254568,0.572548,0.080951,0.074595,0.052352,0.013081,0.000000
0:08:18,1300,100000,0.170231,0.057278,0.018918,0.061987,0.135900,0.021040,0.237761,19.270111,1.609292,0.073137,0.062581,0.504160,0.061928,0.153947,16.990784,0.938933,0.069684,0.065803,0.144945,0.015522,0.000000
0:08:51,1400,100000,0.257425,0.047310,0.031163,0.063264,0.151077,0.012007,0.206993,7.085082,0.424356,0.061433,0.056076,0.444080,0.044651,0.202868,10.848091,0.019429,0.055502,0.051897,0.068995,0.015993,0.000000
0:09:25,1500,100000,0.123202,0.101525,0.015918,0.095424,0.074936,0.015273,0.272510,13.063438,0.931095,0.060211,0.054196,0.362260,0.050648,0.189413,12.676788,0.056267,0.057923,0.053375,0.052652,0.013741,0.000000
0:10:11,1600,100000,0.189400,0.153777,0.008165,0.099333,0.133060,0.010211,0.154789,16.773335,0.478729,0.051871,0.046155,0.397661,0.043133,0.145605,12.982643,0.951424,0.059344,0.051288,0.144965,0.011460,0.000000
0:10:44,1700,100000,0.134143,0.081326,0.020244,0.056633,0.079065,0.013658,0.326206,11.870879,0.267982,0.059600,0.051767,0.385009,0.050198,0.259924,5.892042,0.088136,0.053629,0.045329,0.192310,0.022506,0.000000
0:11:18,1800,100000,0.104672,0.101940,0.017730,0.078835,0.097692,0.018092,0.196171,12.519295,0.015844,0.057058,0.054031,0.396780,0.044633,0.168933,13.605933,0.003070,0.053748,0.051111,0.042105,0.027194,0.000000
0:11:50,1900,100000,0.121873,0.101662,0.013098,0.109865,0.096981,0.012485,0.181082,9.939242,0.453966,0.071285,0.065841,0.418734,0.048134,0.146879,8.184765,0.828420,0.066267,0.062310,0.065509,0.023149,0.000000
0:12:49,2000,100000,0.107783,0.105306,0.017238,0.108489,0.080863,0.019434,0.182948,11.269097,1.330656,0.055178,0.048042,0.380267,0.050969,0.144549,13.165378,0.646125,0.056200,0.049578,0.046170,0.043453,0.000000
