source,domain,accuracy,loss,f1
WAL,15,0.4772727272727273,4.002116044362386,0.41325095546871643
WAL,16,0.5543478260869565,2.185773253440857,0.4657238413760153
WAL,17,0.5274725274725275,3.2388713359832764,0.4403139717425432
WAL,18,0.5053763440860215,3.724708358446757,0.45004321063863556
WAL,19,0.532608695652174,3.8667457898457847,0.438960156691135
WAL,20,0.550561797752809,2.047236760457357,0.4647197117733268
WAL,21,0.5813953488372093,2.3492923577626548,0.5183214072748956
WAL,22,0.6086956521739131,2.516272246837616,0.5472363552266419
WAL,23,0.5824175824175825,4.041317383448283,0.5159763313609467
WAL,24,0.449438202247191,2.33827535311381,0.40875200988287624
WAL,25,0.5376344086021505,3.2564339637756348,0.4617625870487473
WAL,26,0.6,3.019972483317057,0.5491758241758242
WAL,27,0.5543478260869565,4.337416569391887,0.48013493253373307
WAL,28,0.55,3.1330357789993286,0.47282051282051285
WAL,29,0.525,2.588193396727244,0.45625249675421947
WAL,30,0.5909090909090909,5.100344816843669,0.5235007416825599
WAL,31,0.5679012345679012,5.067511409521103,0.5024390562879264
WAL,32,0.5333333333333333,1.892266074816386,0.4653353814644138
WAL,33,0.5903614457831325,1.76591960589091,0.5384781651523035
WAL,34,0.5,5.490379452705383,0.4554788961038961
WAL,35,0.5632183908045977,4.640917221705119,0.4681092730661696
WAL,36,0.5121951219512195,2.0662583907445273,0.4639349777330447
WAL,37,0.3950617283950617,2.5150651137034097,0.38405024907948887
WAL,38,0.5882352941176471,5.210298816363017,0.515431890322145
WAL,39,0.3804347826086957,3.444092075030009,0.33307099614749586
WAL,40,0.5853658536585366,2.1764903366565704,0.5425891181988742
WAL,41,0.5060240963855421,7.509265422821045,0.44061962134251287
WAL,42,0.5647058823529412,4.348789691925049,0.5234248395243607
WAL,43,0.5625,6.7511680126190186,0.5089562140645733
WAL,44,0.55,2.3862031598885856,0.4809615384615385
WAL,45,0.5666666666666667,2.381783048311869,0.46266666666666667
WAL,46,0.5517241379310345,3.698557496070862,0.464696223316913
WAL,47,0.573170731707317,1.9786079128583272,0.5026848676974834
WAL,48,0.632183908045977,1.3382466236750286,0.5786423027802338
WAL,49,0.5384615384615384,2.4073003133138022,0.44378389467675183
WAL,50,0.7,0.9270598689715067,0.6763150022762864
WAL,51,0.5476190476190477,2.6839699745178223,0.48848491532485355
WAL,52,0.5625,1.8581225872039795,0.5274094767844767
WAL,53,0.5465116279069767,5.558436950047811,0.46146179401993354
WAL,54,0.6,2.572244517505169,0.5421966269025092
WAL,55,0.5977011494252874,1.4042917092641194,0.6252625708708989
WAL,56,0.6,1.9020013883709908,0.5246848739495797
WAL,57,0.6125,1.4369323154290516,0.5378456221198157
WAL,58,0.42105263157894735,5.369415640830994,0.4153488340416258
WAL,59,0.4691358024691358,1.4649553547302883,0.4871993884374989
WAL,60,0.4235294117647059,7.346529960632324,0.3673723297844645
WAL,61,0.6235294117647059,2.943976034720739,0.5698038361686137
WAL,62,0.611764705882353,1.6353464325269063,0.540225568987641
WAL,63,0.6625,1.1256483495235443,0.582109375
WAL,64,0.5432098765432098,2.2206857601801553,0.4852613807837688
WAL,65,0.3977272727272727,2.937237580617269,0.3500124052495594
WAL,66,0.3625,5.250737031300862,0.3459545454545455
WAL,67,0.55,3.025948186715444,0.48848484848484847
WAL,68,0.345679012345679,2.265530069669088,0.3324108531710871
WAL,69,0.5625,1.8359983066717784,0.5357611887838788
WAL,70,0.6125,3.764295811454455,0.5557692307692308
WAL,71,0.6829268292682927,1.5046306401491165,0.6013133208255159
WAL,72,0.35802469135802467,2.1672516067822776,0.3491939603674865
WAL,73,0.1518987341772152,10.117842197418213,0.040061204618166646
WAL,74,0.44594594594594594,6.765870889027913,0.3890469416785206
WAL,75,0.5,1.9449223975340526,0.4397054737427063
WAL,15,0.5568181818181818,4.733441670735677,0.4604555167055167
WAL,16,0.5543478260869565,3.1232261657714844,0.4501693958215698
WAL,17,0.45054945054945056,3.7991623083750405,0.3880184011287085
WAL,18,0.5053763440860215,4.922375202178955,0.4248491155046826
WAL,19,0.532608695652174,4.701746384302775,0.438960156691135
WAL,20,0.5617977528089888,2.6679914395014444,0.4634726342591511
WAL,21,0.5465116279069767,2.7747360467910767,0.47046303986710963
WAL,22,0.5652173913043478,3.425050218900045,0.48361204013377923
WAL,23,0.5604395604395604,3.552342494328817,0.4374159033800762
WAL,24,0.5168539325842697,3.394038438796997,0.4294241573033708
WAL,25,0.5268817204301075,4.4351920286814375,0.4308467741935484
WAL,26,0.6,2.5123627384503684,0.5461290322580645
WAL,27,0.5543478260869565,4.938600540161133,0.4501693958215698
WAL,28,0.5375,3.8083787759145102,0.47367610837438423
WAL,29,0.5375,4.185714960098267,0.44276960784313724
WAL,30,0.5795454545454546,4.763382395108541,0.4988390092879257
WAL,31,0.49382716049382713,4.4797176122665405,0.43507387168589357
WAL,32,0.37777777777777777,3.6178710063298545,0.33545578231292517
WAL,33,0.6144578313253012,1.7328581809997559,0.5401196707158374
WAL,34,0.5454545454545454,3.7131250699361167,0.48978767942583734
WAL,35,0.5747126436781609,4.054743707180023,0.4769230769230769
WAL,36,0.47560975609756095,2.641304612159729,0.42011981863160036
WAL,37,0.5308641975308642,2.9204259316126504,0.4676372594464139
WAL,38,0.5529411764705883,3.6587371031443277,0.4647058823529412
WAL,39,0.4891304347826087,4.2671308517456055,0.4076872708224201
WAL,40,0.573170731707317,2.0052499373753867,0.5345212846538403
WAL,41,0.4578313253012048,6.1498052676518755,0.4075127803324171
WAL,42,0.24705882352941178,3.6369128227233887,0.1950485851414644
WAL,43,0.5375,4.945364236831665,0.4742857142857142
WAL,44,0.5125,3.466990073521932,0.43698601973684215
WAL,45,0.5888888888888889,2.173007627328237,0.5048029764924743
WAL,46,0.5517241379310345,5.168419122695923,0.464696223316913
WAL,47,0.524390243902439,3.178473929564158,0.4536585365853658
WAL,48,0.6091954022988506,2.3458103934923806,0.5258022572424196
WAL,49,0.5604395604395604,1.786252458890279,0.4575824175824176
WAL,50,0.6125,1.6454182267189026,0.5025818501428257
WAL,51,0.5714285714285714,3.0455922285715737,0.48328989970781017
WAL,52,0.5625,2.3542495568593345,0.4735169491525424
WAL,53,0.5813953488372093,3.5218889315923056,0.4797342192691029
WAL,54,0.6375,3.1211868971586227,0.5822058823529412
WAL,55,0.5287356321839081,2.738148887952169,0.45166760881854157
WAL,56,0.6125,3.0450544953346252,0.522945205479452
WAL,57,0.6625,2.2731681565443673,0.5956743044189853
WAL,58,0.5263157894736842,3.8899753093719482,0.45828173374613
WAL,59,0.4074074074074074,3.687935749689738,0.3782420597235412
WAL,60,0.4588235294117647,4.9539525508880615,0.3961322990734756
WAL,61,0.5764705882352941,3.557877560456594,0.5215873015873016
WAL,62,0.6352941176470588,1.326826423406601,0.5634389140271494
WAL,63,0.625,2.6406131659944854,0.5630882352941177
WAL,64,0.5432098765432098,2.556302269299825,0.4562512385660794
WAL,65,0.5909090909090909,2.4058495461940765,0.5217434081070444
WAL,66,0.525,4.67613156636556,0.4636743044189853
WAL,67,0.6625,2.971263120571772,0.5950602968460111
WAL,68,0.48148148148148145,3.6840006510416665,0.4274781403613487
WAL,69,0.5625,3.299188037713369,0.4735169491525424
WAL,70,0.575,2.9875837167104087,0.5213659147869674
WAL,71,0.6219512195121951,2.739801729718844,0.5520254070271017
WAL,72,0.38271604938271603,3.5427045424779258,0.35698005698005697
WAL,73,0.5443037974683544,5.393567482630412,0.4654272151898734
WAL,74,0.4864864864864865,5.142282446225484,0.4239740267137527
WAL,75,0.5625,2.3951019644737244,0.4902477183833116
WAL,15,0.5681818181818182,6.7059915860493975,0.46622474747474746
WAL,16,0.5434782608695652,4.011268059412639,0.4434782608695652
WAL,17,0.43956043956043955,5.011090834935506,0.3825888397316969
WAL,18,0.5053763440860215,5.73369296391805,0.41904266389177935
WAL,19,0.45652173913043476,5.663154602050781,0.3935332402151624
WAL,20,0.5056179775280899,3.5890063444773355,0.43209839052535687
WAL,21,0.5697674418604651,4.176403919855754,0.47383082034244817
WAL,22,0.5760869565217391,2.961162487665812,0.49314381270903007
WAL,23,0.5604395604395604,3.358789801597595,0.46293143476242066
WAL,24,0.5280898876404494,2.671165664990743,0.4353068280034572
WAL,25,0.5268817204301075,4.969203472137451,0.4308467741935484
WAL,26,0.5,2.9948337078094482,0.44605003291639234
WAL,27,0.5543478260869565,4.508979320526123,0.45387779083431257
WAL,28,0.5625,2.986716389656067,0.4735169491525424
WAL,29,0.4125,4.30932370821635,0.37253289473684215
WAL,30,0.5113636363636364,7.56133492787679,0.4589785214785215
WAL,31,0.4567901234567901,9.681503136952719,0.4114871270465173
WAL,32,0.5222222222222223,2.875207861264547,0.45007093531683695
WAL,33,0.5301204819277109,3.0197442770004272,0.46458259210685593
WAL,34,0.5681818181818182,7.041793306668599,0.4687393687393687
WAL,35,0.5172413793103449,5.4243379433949785,0.4406896551724138
WAL,36,0.36585365853658536,3.6409377257029214,0.3390863337204801
WAL,37,0.49382716049382713,2.758496801058451,0.4392989822275735
WAL,38,0.5529411764705883,7.998419125874837,0.4702205882352941
WAL,39,0.5108695652173914,3.1850086053212485,0.4258550005394325
WAL,40,0.573170731707317,2.3596008320649466,0.5209318191734528
WAL,41,0.4939759036144578,10.499964555104574,0.42899379389333314
WAL,42,0.5529411764705883,2.4696508248647056,0.5002674405625628
WAL,43,0.525,9.618285338083902,0.4658870967741935
WAL,44,0.5375,2.983167608579,0.47380952380952374
WAL,45,0.5333333333333333,4.460535049438477,0.4452063492063492
WAL,46,0.5747126436781609,5.015050729115804,0.4769230769230769
WAL,47,0.5609756097560976,3.111255486806234,0.46734854445318647
WAL,48,0.5862068965517241,2.687674403190613,0.48723690539863235
WAL,49,0.45054945054945056,3.912074645360311,0.3903596403596404
WAL,50,0.575,1.2369597554206848,0.4717567567567567
WAL,51,0.5595238095238095,3.905400594075521,0.46465201465201467
WAL,52,0.5375,3.5685855547587075,0.4616783405172414
WAL,53,0.5581395348837209,8.753543575604757,0.4677429401993355
WAL,54,0.6375,2.3474441642562547,0.5804245283018867
WAL,55,0.3448275862068966,3.674357016881307,0.3043300267674382
WAL,56,0.5875,2.5358108580112457,0.49157037815126053
WAL,57,0.4875,2.566030422846476,0.43082101806239737
WAL,58,0.4473684210526316,4.440459072589874,0.45176224611708476
WAL,59,0.5555555555555556,3.7759621143341064,0.469546806158828
WAL,60,0.5294117647058824,10.535004297892252,0.44684798650643043
WAL,61,0.5529411764705883,3.4967138171195984,0.5059417931628885
WAL,62,0.4470588235294118,3.577523708343506,0.3977354322010494
WAL,63,0.5375,2.6042927503585815,0.4738740920096852
WAL,64,0.5432098765432098,4.213063398996989,0.4594273971323151
WAL,65,0.5795454545454546,2.1046010851860046,0.5018187994071146
WAL,66,0.475,6.543580214182536,0.4341475573280159
WAL,67,0.6125,2.697413831949234,0.5501170960187354
WAL,68,0.37037037037037035,3.578556219736735,0.3454442420562639
WAL,69,0.5625,3.4087241888046265,0.4735169491525424
WAL,70,0.6625,2.2781457379460335,0.5809729064039408
WAL,71,0.5975609756097561,2.695966220150391,0.5359286723163842
WAL,72,0.2839506172839506,4.246251344680786,0.26296296296296295
WAL,73,0.5443037974683544,9.76632563273112,0.4654272151898734
WAL,74,0.4864864864864865,4.548630555470784,0.42342342342342343
WAL,75,0.45,3.6642210880915322,0.40736842105263155
WAL,15,0.48863636363636365,4.664033889770508,0.42301807764925453
WAL,16,0.6086956521739131,1.621635655562083,0.5415879017013233
WAL,17,0.5494505494505495,3.23475980758667,0.4495372759109023
WAL,18,0.5806451612903226,2.7243861754735312,0.515447469822001
WAL,19,0.5,2.4050954580307007,0.4390370916236797
WAL,20,0.6179775280898876,1.525824288527171,0.5462814339218833
WAL,21,0.6744186046511628,1.3330964247385662,0.5875156980526849
WAL,22,0.6521739130434783,2.126551498969396,0.5889780850814484
WAL,23,0.5934065934065934,2.1757307946681976,0.5088799399358406
WAL,24,0.5280898876404494,2.2100488344828286,0.4362959085541772
WAL,25,0.5376344086021505,2.2657476663589478,0.4674769735458636
WAL,26,0.65,1.400691921512286,0.59061872909699
WAL,27,0.5543478260869565,3.732961416244507,0.4607750472589792
WAL,28,0.575,3.3218239148457847,0.4970864661654136
WAL,29,0.475,2.665104960401853,0.4317972972972973
WAL,30,0.5909090909090909,3.5749248266220093,0.5335968379446641
WAL,31,0.6419753086419753,4.8148507593820495,0.5821181105131722
WAL,32,0.6,1.9298446575800579,0.5190476190476191
WAL,33,0.6265060240963856,1.3961322208245595,0.5777220286983478
WAL,34,0.5909090909090909,3.6949742237726846,0.5351498859563375
WAL,35,0.6206896551724138,3.1148725052674613,0.5479169917303792
WAL,36,0.5975609756097561,1.4469841917355855,0.532787456445993
WAL,37,0.5679012345679012,2.362205743789673,0.4955693981682682
WAL,38,0.611764705882353,3.273433486620585,0.5396380090497738
WAL,39,0.31521739130434784,4.742064714431763,0.2642090099528549
WAL,40,0.5609756097560976,2.211050530274709,0.5129041406693137
WAL,41,0.4939759036144578,6.793951511383057,0.4292921686746988
WAL,42,0.6470588235294118,2.5779927174250283,0.5947899159663865
WAL,43,0.5375,6.429085890452067,0.4749504593766888
WAL,44,0.6375,1.7411830226580303,0.5586857713490286
WAL,45,0.6666666666666666,1.230666309595108,0.5952380952380952
WAL,46,0.6206896551724138,2.8473773996035256,0.5529183460217943
WAL,47,0.6707317073170732,2.1782695601383844,0.6001757101619044
WAL,48,0.7126436781609196,1.563737392425537,0.6351714884363453
WAL,49,0.5604395604395604,2.1814597050348916,0.45633314054366686
WAL,50,0.65,1.0824985007445018,0.5617201426024956
WAL,51,0.6309523809523809,2.0906952222188315,0.5674533735264564
WAL,52,0.5625,1.4822938640912373,0.48918956043956036
WAL,53,0.6162790697674418,4.577126830816269,0.5407193682749046
WAL,54,0.6375,2.288247769077619,0.5804245283018867
WAL,55,0.6206896551724138,1.3538794318834941,0.5635717548073306
WAL,56,0.675,1.9455631257345278,0.586774193548387
WAL,57,0.675,1.3132570137580235,0.5996906644669473
WAL,58,0.5394736842105263,2.254579871892929,0.5132745944684327
WAL,59,0.5555555555555556,2.1534080306688943,0.5060518556563754
WAL,60,0.35294117647058826,7.577157020568848,0.30052508163940556
WAL,61,0.6,2.9033037225405374,0.5200958211338833
WAL,62,0.6823529411764706,0.8888623466094335,0.6126518804243009
WAL,63,0.6625,1.4607253919045131,0.5777511961722488
WAL,64,0.6666666666666666,1.083332394560178,0.5829031480772774
WAL,65,0.5681818181818182,2.450153112411499,0.507308339946194
WAL,66,0.4375,4.2487335205078125,0.4068995098039216
WAL,67,0.6875,2.9659170595308146,0.6078846153846154
WAL,68,0.4691358024691358,1.9392205774784088,0.41118715333691175
WAL,69,0.6,2.185862513879935,0.5452767598842816
WAL,70,0.675,2.5817090049386024,0.6009236453201969
