Elapsed Time,Iteration,D/loss_real,D/loss_fake,D/loss_cls,D/loss_dom,D/loss_gp,D/loss_td_real,D/loss_td_fake,G/loss_fake,G/loss_rec,G/loss_cls,G/loss_dom,G/loss_rot,G/loss_td_fake
0:00:07,100,-0.8782,0.1620,1.1336,1.7957,0.0004,-0.0007,0.0097,-0.2435,0.2256,1.2267,1.7884,0.2855,-0.0055
0:00:10,200,-0.7332,0.1773,1.3727,1.7958,0.0071,0.0251,-0.0227,-0.0790,0.1144,1.4741,1.7872,0.1508,0.0239
0:00:14,300,-0.7142,0.1808,1.1836,1.7981,0.0041,0.0511,-0.0444,-0.0909,0.0953,1.3137,1.7993,0.1642,0.0454
0:00:18,400,-0.6001,0.2267,1.2874,1.8039,0.0074,0.0367,-0.0329,-0.2365,0.0848,1.2413,1.8112,0.1191,0.0387
0:00:22,500,-0.3723,-0.0448,1.2357,1.7897,0.0074,0.0248,-0.0102,0.0428,0.0865,1.0988,1.7930,0.1122,0.0291
0:00:25,600,-0.4660,0.0936,0.6911,1.8124,0.0020,0.0078,0.0034,-0.1057,0.0864,0.7414,1.8059,0.1222,-0.0033
0:00:29,700,-0.4716,0.1247,0.7879,1.8000,0.0027,0.0139,0.0120,-0.1632,0.0654,0.7544,1.8012,0.1183,-0.0128
0:00:33,800,-0.5022,0.1712,0.5911,1.7760,0.0025,0.0042,0.0108,-0.1970,0.0627,0.7028,1.7626,0.0851,-0.0098
0:00:37,900,-0.5162,0.1239,0.6457,1.8101,0.0014,-0.0019,0.0209,-0.1201,0.0607,0.8006,1.7905,0.1071,-0.0214
0:00:40,1000,-0.4989,0.1301,0.6989,1.8001,0.0018,0.0041,0.0200,-0.0797,0.0666,0.8483,1.8155,0.1635,-0.0220
0:01:17,1100,-0.5405,0.2004,0.7068,1.8107,0.0017,-0.0116,0.0319,-0.1978,0.0488,0.6359,1.8128,0.0905,-0.0337
0:01:21,1200,-0.5132,0.1585,0.4134,1.8287,0.0014,-0.0234,0.0361,-0.1587,0.0554,0.6497,1.8387,0.0998,-0.0368
0:01:25,1300,-0.6463,0.2766,0.6066,1.8019,0.0029,-0.0100,0.0336,-0.3135,0.0509,0.6780,1.8093,0.0833,-0.0345
0:01:29,1400,-0.5697,0.3012,0.4543,1.7793,0.0017,-0.0229,0.0435,-0.3419,0.0621,0.3667,1.7797,0.0795,-0.0425
