Elapsed Time,Iteration,D/loss_real,D/loss_fake,D/loss_cls,D/loss_dom,D/loss_gp,G/loss_fake,G/loss_rec,G/loss_cls,G/loss_dom,G/loss_rot
0:00:05,100,-0.7696,0.2562,1.3807,2.7028,0.0014,-0.2575,0.2624,1.3907,2.7035,0.2547
0:00:08,200,-0.4446,0.1356,1.3189,2.7166,0.0043,-0.2541,0.1090,1.3854,2.7119,0.1197
0:00:10,300,-0.4995,0.0405,0.9230,2.7005,0.0013,-0.0855,0.1036,1.1884,2.7008,0.1395
0:00:13,400,-0.5891,0.3312,1.1269,2.7009,0.0023,-0.3322,0.0747,1.0261,2.7078,0.1097
0:00:16,500,-0.7386,0.4845,0.9115,2.6980,0.0026,-0.4820,0.0811,0.8711,2.7007,0.1311
0:00:19,600,-0.7905,0.4712,0.7373,2.7177,0.0031,-0.4623,0.0819,0.7480,2.7166,0.1196
0:00:21,700,-0.5875,0.3475,0.8181,2.7126,0.0035,-0.3422,0.0695,0.8081,2.6997,0.1077
0:00:24,800,-0.6711,0.4790,0.8795,2.6992,0.0010,-0.5009,0.0582,0.6952,2.6966,0.0900
0:00:26,900,-0.6227,0.3785,0.8425,2.6873,0.0028,-0.3893,0.0644,1.0167,2.6750,0.1028
0:00:29,1000,-0.5346,0.3185,0.7979,2.7037,0.0013,-0.3405,0.0620,0.5938,2.6922,0.0726
0:01:08,1100,-0.6098,0.3353,0.8483,2.7074,0.0023,-0.2828,0.0612,0.6446,2.7145,0.1001
0:01:11,1200,-0.5805,0.3342,0.8102,2.6960,0.0008,-0.3512,0.0600,0.6373,2.6957,0.0868
0:01:14,1300,-0.6167,0.3959,0.6423,2.7176,0.0011,-0.4159,0.0613,0.5165,2.7123,0.0940
0:01:17,1400,-0.5949,0.3291,0.6370,2.7006,0.0017,-0.3354,0.0644,0.6719,2.7170,0.0964
0:01:19,1500,-0.5981,0.3433,0.7727,2.7070,0.0027,-0.3455,0.0657,0.6400,2.7156,0.1047
0:01:22,1600,-0.5534,0.3099,0.9278,2.7033,0.0008,-0.3131,0.0547,0.6262,2.7186,0.0891
0:01:24,1700,-0.5902,0.4956,0.7745,2.6942,0.0020,-0.5005,0.0794,0.6371,2.7014,0.0612
