step,domain,loss,accuracy,f1
0,61,2.5876107039927905,0.5,0.41244103122677134
0,62,4.72947148060688,0.505,0.385432062272145
0,63,1.1644974563802986,0.585,0.5556088536439944
0,64,4.302586342607226,0.47,0.3645361299325306
0,65,4.285857308601408,0.51,0.39672364672364674
0,66,2.4009247717580258,0.515,0.40744101633393826
0,67,3.1903150603122867,0.52,0.4217432052483599
0,68,1.7949726504406758,0.655,0.5819775596072931
0,69,1.7239840754440823,0.5,0.4075542190632404
0,70,3.242832937943084,0.48,0.36006538537745203
0,71,2.592586024498035,0.53,0.4335216313033894
0,72,2.695265304558526,0.505,0.386518937914877
0,73,2.0269833074083414,0.535,0.45584239130434784
0,74,5.493026296297709,0.3854166666666667,0.31279752876302885
0,75,1.5130348960019546,0.51,0.4267043712686508
0,61,1.9669261925986834,0.71,0.6204072538106151
0,62,3.357263228722981,0.645,0.579084073820916
0,63,1.8172414260251182,0.64,0.5778164924506387
0,64,3.0610512824995175,0.615,0.550872617453678
0,65,2.5578563910509615,0.615,0.543622848200313
0,66,2.1704744888203473,0.64,0.570020964360587
0,67,3.326476757015501,0.605,0.5450715950715951
0,68,2.3180983652626828,0.705,0.6175591804413493
0,69,1.4842776698725564,0.67,0.601662363186435
0,70,3.2931275367736816,0.495,0.42912148185294297
0,71,2.224890878761861,0.645,0.5727205415697059
0,72,2.278169233351946,0.72,0.6271317829457363
0,73,1.9335494610880093,0.68,0.6013841180036371
0,74,6.1083424886067705,0.4479166666666667,0.4103722792523694
0,75,1.384507748697485,0.635,0.5703668564199874
0,61,1.445793367922306,0.69,0.6018743371364293
0,62,3.1925475959266936,0.515,0.4292114695340502
0,63,1.3907142281532288,0.62,0.5687820983125458
0,64,2.5813208954392133,0.525,0.46638306160453014
0,65,2.2336525581770275,0.575,0.5088979416809605
0,66,1.426297111702817,0.565,0.515139217805164
0,67,3.1278008116142035,0.56,0.5084257206208426
0,68,1.6193856591624873,0.685,0.605475040257649
0,69,1.0407172361654895,0.62,0.5890470332563287
0,70,3.31686353843127,0.415,0.3279499997026017
0,71,1.5341072384949908,0.65,0.5755829358770534
0,72,1.6243788094392835,0.645,0.569002050580998
0,73,1.1814573215583752,0.645,0.5794084226439273
0,74,5.692236542701721,0.4114583333333333,0.3793795899632803
0,75,0.9167568923104942,0.6,0.5874057048561999
0,61,1.5547694436141424,0.68,0.5935139511288828
0,62,4.0042722789304594,0.51,0.426772468518199
0,63,1.123699230807168,0.645,0.5966266076323002
0,64,3.5018806281898702,0.5,0.42960181783285806
0,65,2.3954607852335488,0.585,0.5211058716154549
0,66,2.1330009645649346,0.555,0.48401826484018257
0,67,3.629492560135463,0.53,0.4723464519976148
0,68,1.809464426328694,0.705,0.6314625850340136
0,69,1.729625293186731,0.57,0.5018860946745562
0,70,3.9399420794631754,0.465,0.3594231684545821
0,71,1.5679222168234577,0.665,0.5857638213753321
0,72,2.369029724172163,0.54,0.4589874072796274
0,73,1.4928200574723374,0.65,0.571414741190138
0,74,5.908111929893494,0.453125,0.41517895829394336
0,75,1.4169149510535786,0.535,0.4778821390698379
0,61,1.5105689824517217,0.605,0.5300407439464628
0,62,3.0795173006398335,0.505,0.42941498667451483
0,63,1.8807069063186646,0.51,0.49655277533899134
0,64,3.1608812790364027,0.505,0.43542903841864616
0,65,2.261445009282657,0.53,0.4447034472376938
0,66,1.5089055044310433,0.585,0.5510249554367201
0,67,3.7476985284260342,0.445,0.3793498168498168
0,68,1.680592955749132,0.565,0.5226907044312109
0,69,1.485120143209185,0.62,0.5952380952380952
0,70,3.6723638602665494,0.395,0.30572463768115943
0,71,1.4279600791616562,0.57,0.5375665258271579
0,72,1.5436756653445107,0.56,0.5045994729252647
0,73,1.4423002472945623,0.595,0.5674434389140273
0,74,6.505776524543762,0.3333333333333333,0.29916279562893267
0,75,1.682568802365235,0.66,0.5759561250242671
0,61,0.7985256612300873,0.7,0.6361802708785468
0,62,2.134821823665074,0.66,0.5963793103448276
0,63,1.0959464247737611,0.625,0.5842387910578243
0,64,2.0570903612034663,0.635,0.5635777679399613
0,65,0.7943925270176676,0.7,0.6741741124918694
0,66,1.0128822331980822,0.625,0.5804885197241242
0,67,1.8073168583213979,0.635,0.5728337773480235
0,68,0.9844547962503774,0.7,0.6344301287198579
0,69,0.6875415540167263,0.745,0.73125
0,70,1.295465852533068,0.545,0.513941742209784
0,71,0.9201041945655432,0.685,0.6453654855888553
0,72,1.0047243993197088,0.73,0.6466416911961467
0,73,1.0535654924372335,0.665,0.5940161988549084
0,74,4.330625265836716,0.5104166666666666,0.46437203506875635
0,75,0.853125667464805,0.665,0.6660553929147067
0,61,1.4839290864765644,0.625,0.5603245290745291
0,62,2.811942242618117,0.565,0.4963081861958267
0,63,1.0383325825844492,0.625,0.5818432798769878
0,64,3.104497325207506,0.56,0.5081110644929274
0,65,2.4327758854259236,0.585,0.5190060669612763
0,66,1.6151133482686808,0.595,0.5274535809018568
0,67,2.768867035525253,0.575,0.5254696915987238
0,68,1.4756769136313648,0.705,0.622873949579832
0,69,1.1170195995696912,0.645,0.5836206896551724
0,70,2.6135828777083323,0.44,0.35816289968223436
0,71,1.53569204586425,0.685,0.5982263134261339
0,72,1.8142130412109378,0.695,0.6099738391105298
0,73,1.4651177190054503,0.68,0.6098394611006626
0,74,4.220358054464062,0.4479166666666667,0.4209286861387132
0,75,1.1142666574001592,0.61,0.5545556805399325
0,61,1.0236185773142747,0.665,0.6111006860137335
0,62,3.036306532365935,0.515,0.4316624594302199
0,63,1.1596269447888647,0.585,0.5527428003538393
0,64,2.941749376643981,0.505,0.43127513343569496
0,65,2.0486872707094443,0.535,0.4673260073260073
0,66,1.323443006191933,0.555,0.5139200159079212
0,67,2.5798154132706776,0.49,0.43187006145741874
0,68,1.1564487053900459,0.685,0.6194010260590224
0,69,1.179689347743988,0.57,0.5450834571019255
0,70,2.6946895974023,0.445,0.34407349896480327
0,71,1.0136954754465737,0.655,0.6087262200165425
0,72,1.4636581992464366,0.58,0.5064383561643835
0,73,1.0739267867587574,0.625,0.585
0,74,5.292369643847148,0.4322916666666667,0.40570356829753756
0,75,1.0366658786577838,0.615,0.6055753409615915
0,61,0.8220955697553498,0.715,0.6617724040170819
0,62,3.1261917863573347,0.51,0.4311036789297659
0,63,1.716041313351265,0.605,0.5398894769613948
0,64,2.5813607250207236,0.5,0.45277740725919996
0,65,2.166095426040028,0.6,0.5575924886636998
0,66,1.5080107950738417,0.53,0.49045489360365524
0,67,2.049479341400521,0.505,0.4664210629727872
0,68,1.1327254454996105,0.7,0.6153769841269842
0,69,0.9019353650510311,0.635,0.5710544217687076
0,70,2.2250865357262746,0.425,0.3414836878830006
0,71,1.4587725361592934,0.63,0.5501642036124794
0,72,1.1266785200153018,0.725,0.6358185610010427
0,73,1.3407000228761004,0.63,0.5669253812636166
0,74,4.110945363839467,0.4427083333333333,0.40863331601125186
0,75,1.2774271108210047,0.635,0.5794180731987169
0,61,1.2413303410368306,0.665,0.5885854341736695
0,62,3.9906866593020305,0.485,0.38570601851851855
0,63,1.0322571652276176,0.565,0.5338575734256765
0,64,3.8142297245961214,0.51,0.4266158264153118
0,65,2.0587545287383233,0.555,0.487519425019425
0,66,1.3549709655342903,0.54,0.48567983835611217
0,67,2.931129725916044,0.535,0.4807692307692308
0,68,1.3329983341266467,0.68,0.6161764705882353
0,69,1.2594416226659502,0.565,0.5176346037507562
0,70,2.8428421361105785,0.41,0.31062441291343257
0,71,1.2175504363008909,0.68,0.6020808403137881
0,72,1.418524006647715,0.63,0.5630081300813008
0,73,1.3402911089359983,0.625,0.5549516908212561
0,74,5.772742470105489,0.359375,0.3337171564054726
0,75,1.0002792977838257,0.53,0.49125540595406997
