step,source,target,accuracy,loss
10000,WAL,RUN,0.033470952521380125,10.286376953125
10000,WAL,CLD,0.05072250073724565,9.038166046142578
10000,WAL,CLU,0.07431436154526688,9.849454879760742
20000,WAL,RUN,0.02167502211736951,12.176422119140625
20000,WAL,CLD,0.08050722500737245,9.327486991882324
20000,WAL,CLU,0.06355057505160719,11.107096672058105
30000,WAL,RUN,0.02609849601887349,11.672406196594238
30000,WAL,CLD,0.08065467413742258,9.352063179016113
30000,WAL,CLU,0.07519905632556768,10.260260581970215
40000,WAL,RUN,0.03229135948097906,11.56232738494873
40000,WAL,CLD,0.07578885284576821,9.886338233947754
40000,WAL,CLU,0.08035977587732232,10.498310089111328
50000,WAL,RUN,0.026393394278973754,12.136518478393555
50000,WAL,CLD,0.1010026540843409,8.850324630737305
50000,WAL,CLU,0.09112356237098201,9.789186477661133
60000,WAL,RUN,0.019168386906517253,12.646997451782227
60000,WAL,CLD,0.09657918018283693,8.770642280578613
60000,WAL,CLU,0.0847832497788263,9.856842041015625
70000,WAL,RUN,0.022559716897670303,13.08753776550293
70000,WAL,CLD,0.10719551754644648,9.34858226776123
70000,WAL,CLU,0.08891182542023002,10.315479278564453
80000,WAL,RUN,0.044529637275140074,11.340242385864258
80000,WAL,CLD,0.10763786493659687,8.507230758666992
80000,WAL,CLU,0.07903273370687112,10.255181312561035
90000,WAL,RUN,0.030374520790327337,13.752687454223633
90000,WAL,CLD,0.09392509584193454,9.493756294250488
90000,WAL,CLU,0.08684753759952817,11.228328704833984
100000,WAL,RUN,0.02904747861987614,13.180407524108887
100000,WAL,CLD,0.10336184016514302,9.415703773498535
100000,WAL,CLU,0.08168681804777352,11.199634552001953
110000,WAL,RUN,0.03435564730168092,12.190255165100098
110000,WAL,CLD,0.10409908581539369,9.266939163208008
110000,WAL,CLU,0.08065467413742258,11.373270034790039
120000,WAL,RUN,0.03981126511353583,12.161080360412598
120000,WAL,CLD,0.107785314066647,8.950136184692383
120000,WAL,CLU,0.08212916543792391,10.791515350341797
130000,WAL,RUN,0.03494544382188145,12.009222030639648
130000,WAL,CLD,0.11869654969035683,8.61648941040039
130000,WAL,CLU,0.07431436154526688,10.775487899780273
140000,WAL,RUN,0.03715718077263344,12.100765228271484
140000,WAL,CLD,0.12503686228251254,8.777833938598633
140000,WAL,CLU,0.09628428192273665,10.1770658493042
150000,WAL,RUN,0.0230020642878207,13.39003849029541
150000,WAL,CLD,0.11530521969920378,8.911648750305176
150000,WAL,CLU,0.09053376585078148,10.83132266998291
