step,source,domain,accuracy,loss,f1
10000,WAL,15,0.74,1.444783329963684,0.6808658008658008
10000,WAL,16,0.7777777777777778,1.0003678798675537,0.7736801982085
10000,WAL,17,0.7547169811320755,1.2636733055114746,0.7070902542600656
10000,WAL,18,0.7222222222222222,1.0991226434707642,0.7280178326474623
10000,WAL,19,0.6851851851851852,0.867181122303009,0.6549261679980634
10000,WAL,20,0.7647058823529411,1.040470838546753,0.708972073677956
10000,WAL,21,0.8723404255319149,0.3734649121761322,0.8372340425531916
10000,WAL,22,0.6481481481481481,1.0533156394958496,0.6681951793062902
10000,WAL,23,0.6730769230769231,2.6004109382629395,0.6223276977993959
10000,WAL,24,0.7254901960784313,1.0379329919815063,0.6543776869036385
10000,WAL,25,0.48148148148148145,1.1642380952835083,0.5148545281878616
10000,WAL,26,0.7857142857142857,1.3502765893936157,0.746969696969697
10000,WAL,27,0.7222222222222222,1.580633282661438,0.6844070961718022
10000,WAL,28,0.5476190476190477,1.6078355312347412,0.595959595959596
10000,WAL,29,0.30952380952380953,1.745518445968628,0.2979504345783416
10000,WAL,30,0.58,1.8844448328018188,0.6029060941227499
10000,WAL,31,0.7441860465116279,1.304835319519043,0.6789902603856092
10000,WAL,32,0.6923076923076923,0.8705208897590637,0.715979020979021
10000,WAL,33,0.8409090909090909,0.9026159048080444,0.7836363636363636
10000,WAL,34,0.7142857142857143,1.8248158693313599,0.6899396003512226
10000,WAL,35,0.8333333333333334,1.0650652647018433,0.7798351158645277
10000,WAL,36,0.4883720930232558,1.5814390182495117,0.5423561616809293
10000,WAL,37,0.8095238095238095,0.8365776538848877,0.7984126984126984
10000,WAL,38,0.48936170212765956,2.697038412094116,0.5202358926919519
10000,WAL,39,0.6851851851851852,2.1610193252563477,0.6123819898329702
10000,WAL,40,0.75,1.200365424156189,0.7469635627530363
10000,WAL,41,0.6888888888888889,1.5037667751312256,0.638558519947141
10000,WAL,42,0.5,2.399123430252075,0.5027173913043478
10000,WAL,43,0.7857142857142857,2.0719168186187744,0.7116402116402115
10000,WAL,44,0.7857142857142857,0.5575307607650757,0.7920677361853832
10000,WAL,45,0.7884615384615384,1.6163585186004639,0.7141372141372142
10000,WAL,46,0.2708333333333333,2.300873041152954,0.25972222222222224
10000,WAL,47,0.8181818181818182,0.8073638677597046,0.7664017800381437
10000,WAL,48,0.7083333333333334,2.6875972747802734,0.6506172839506172
10000,WAL,49,0.7735849056603774,1.9336451292037964,0.6961271102284011
10000,WAL,50,0.9523809523809523,0.11149083822965622,0.9544753086419753
10000,WAL,51,0.8260869565217391,0.8882390856742859,0.7920307400779029
10000,WAL,52,0.7857142857142857,1.2497518062591553,0.7434245840042941
10000,WAL,53,0.7916666666666666,0.837902843952179,0.7875886854416457
10000,WAL,54,0.8095238095238095,1.2138047218322754,0.8055555555555555
10000,WAL,55,0.8367346938775511,1.2570792436599731,0.7743097238895558
10000,WAL,56,0.8333333333333334,1.153952717781067,0.7664851784633998
10000,WAL,57,0.8571428571428571,0.2394394427537918,0.841819837721477
10000,WAL,58,0.868421052631579,1.4124560356140137,0.8245614035087719
10000,WAL,59,0.7906976744186046,0.9102563261985779,0.7888035357255604
10000,WAL,60,0.44680851063829785,6.775565147399902,0.3679599499374218
10000,WAL,61,0.574468085106383,1.4736597537994385,0.6227038456455662
10000,WAL,62,0.851063829787234,0.8861929774284363,0.7934111187371311
10000,WAL,63,0.8571428571428571,0.6000127196311951,0.8531906689801426
10000,WAL,64,0.8333333333333334,0.757693350315094,0.7777777777777777
10000,WAL,65,0.82,1.313917636871338,0.7455381400208987
10000,WAL,66,0.7142857142857143,2.1984267234802246,0.6230936819172113
10000,WAL,67,0.9047619047619048,0.41684994101524353,0.8962962962962964
10000,WAL,68,0.8372093023255814,0.33427536487579346,0.8287526427061311
10000,WAL,69,0.8809523809523809,0.4865695536136627,0.8803418803418802
10000,WAL,70,0.7857142857142857,0.8882495164871216,0.7531476886315596
10000,WAL,71,0.6590909090909091,2.817039728164673,0.6259968102073364
10000,WAL,72,0.6666666666666666,1.264605164527893,0.6753787878787879
10000,WAL,73,0.6829268292682927,2.6207058429718018,0.5542594556380347
10000,WAL,74,0.3142857142857143,3.371938467025757,0.41904761904761906
10000,WAL,75,0.8333333333333334,0.9263262152671814,0.7777777777777777
20000,WAL,15,0.74,1.8742016553878784,0.6808658008658008
20000,WAL,16,0.7777777777777778,1.185827612876892,0.7534293552812071
20000,WAL,17,0.6226415094339622,1.467835783958435,0.632150048474905
20000,WAL,18,0.7777777777777778,2.1674365997314453,0.7738351254480286
20000,WAL,19,0.3888888888888889,1.7015637159347534,0.3365418148845644
20000,WAL,20,0.803921568627451,1.09365713596344,0.758783917607447
20000,WAL,21,0.8723404255319149,0.43472012877464294,0.8756931012250161
20000,WAL,22,0.7222222222222222,0.8981941938400269,0.7418834781860587
20000,WAL,23,0.6538461538461539,3.759247064590454,0.6137518142235123
20000,WAL,24,0.7254901960784313,1.6069103479385376,0.6543776869036385
20000,WAL,25,0.7777777777777778,0.7181877493858337,0.7861692188496946
20000,WAL,26,0.40476190476190477,4.527413845062256,0.44196828407354716
20000,WAL,27,0.7222222222222222,3.1250224113464355,0.6844070961718022
20000,WAL,28,0.8333333333333334,1.3853275775909424,0.7777777777777777
20000,WAL,29,0.7142857142857143,1.2703195810317993,0.6910507792860734
20000,WAL,30,0.66,2.103273630142212,0.6642105263157895
