Elapsed Time,Iteration,D/loss_real,D/loss_fake,D/loss_cls,D/loss_dom,D/loss_gp,D/loss_td_real,D/loss_td_fake,G/loss_fake,G/loss_rec,G/loss_cls,G/loss_dom,G/loss_rot,G/loss_td_fake
0:00:07,100,-0.8862,0.5167,0.9281,4.1280,0.0336,-8.7627,4.2551,-0.5736,0.2117,0.9314,4.1245,0.2191,-4.3506
0:00:11,200,-0.1883,-0.1843,0.9182,4.1622,0.0191,-2.8118,-0.0204,0.1684,0.1435,0.8827,4.1559,0.1423,-0.1073
0:00:16,300,0.0952,-0.4447,1.0394,4.1808,0.0226,-1.7537,-1.5377,0.4163,0.1238,1.0431,4.1804,0.1423,1.6125
0:00:20,400,-0.1588,-0.2461,1.2209,4.1327,0.0227,-2.0390,-1.1638,0.2743,0.1182,1.1519,4.1426,0.1557,1.1721
0:00:24,500,-0.0302,-0.3167,1.1070,4.1260,0.0151,-2.1317,-0.3154,0.2545,0.1069,1.0725,4.1354,0.1273,0.0927
0:00:29,600,0.0795,-0.4271,0.8595,4.0992,0.0082,-1.2416,-0.5043,0.3840,0.0986,0.8606,4.0968,0.1551,0.2814
0:00:34,700,0.1349,-0.3337,1.1881,4.1546,0.0087,-1.1999,-0.5417,0.2996,0.0822,1.1767,4.1427,0.1132,0.3884
0:00:38,800,0.0417,-0.2671,1.0351,4.1054,0.0078,-1.7382,0.0914,0.2689,0.0865,1.0318,4.1141,0.0974,-0.1281
0:00:42,900,-0.0112,-0.3033,1.1854,4.1540,0.0087,-2.4272,0.7641,0.3648,0.0953,1.1661,4.1444,0.1259,-0.8684
0:00:47,1000,-0.1315,-0.2220,0.9110,4.1022,0.0151,-1.4949,-0.2183,0.2315,0.0971,0.8685,4.0985,0.1585,0.2769
0:01:24,1100,-0.2768,0.0069,1.1578,4.0948,0.0053,-1.9249,0.3362,0.1026,0.0857,1.1043,4.0996,0.0941,-0.3396
0:01:28,1200,-0.2601,-0.0279,1.1346,4.1442,0.0097,-1.8723,0.2426,0.0356,0.0824,1.0920,4.1374,0.1054,-0.2357
0:01:33,1300,0.0625,-0.1769,0.5274,4.1300,0.0028,-1.2801,0.7853,0.0751,0.1389,0.4924,4.1288,0.1290,-0.7352
0:01:37,1400,-0.2196,0.0431,0.9577,4.1227,0.0098,0.4378,-0.8990,-0.0795,0.0799,1.0224,4.1287,0.0926,0.6429
0:01:42,1500,-0.2430,0.0007,1.2350,4.0937,0.0112,-1.6088,1.2179,-0.0090,0.0916,1.2204,4.1008,0.1046,-0.8142
0:01:46,1600,-0.2271,0.0465,1.1006,4.0784,0.0097,-2.9296,2.6821,-0.0737,0.0744,1.0571,4.0839,0.0787,-2.0182
0:01:51,1700,-0.3087,0.1023,1.0119,4.1383,0.0029,-2.2966,2.0292,-0.0853,0.0770,0.9600,4.1329,0.1043,-1.8049
0:01:55,1800,-0.2153,0.0499,0.8717,4.1158,0.0102,-1.4311,1.0733,-0.0310,0.1038,0.7713,4.1119,0.1168,-1.2190
0:02:00,1900,-0.2501,0.0755,0.7295,4.1168,0.0134,-1.6630,1.4016,-0.0139,0.0722,0.6888,4.1214,0.0867,-1.9933
0:02:04,2000,-0.5259,0.2980,0.9548,4.1374,0.0123,-1.3490,0.9755,-0.2863,0.0999,0.7571,4.1441,0.1196,-0.7201
0:02:42,2100,-0.4943,0.3447,0.8397,4.1100,0.0026,-1.5887,1.3442,-0.3375,0.0777,0.6875,4.1306,0.0928,-1.0394
0:02:46,2200,-0.4650,0.3178,0.6626,4.1020,0.0035,-0.6652,0.4776,-0.3222,0.0844,0.5334,4.1084,0.0902,-0.4974
0:02:51,2300,-0.5834,0.4403,0.9998,4.1065,0.0064,-1.7270,1.5036,-0.4647,0.0911,0.5524,4.1172,0.0886,-0.5460
0:02:56,2400,-0.5985,0.4932,0.8252,4.1110,0.0103,-1.8562,1.4925,-0.4648,0.0802,0.7310,4.1286,0.0795,-1.6603
0:03:00,2500,-0.6623,0.5429,0.4028,4.0904,0.0025,-1.0166,0.8395,-0.5516,0.0831,0.3045,4.0805,0.0874,-0.6604
0:03:04,2600,-0.8237,0.6841,0.6731,4.1447,0.0022,-3.5968,3.4110,-0.7273,0.0974,0.2810,4.1385,0.0859,-3.1740
0:03:09,2700,-0.6314,0.5437,0.9383,4.0986,0.0053,-0.6866,0.4555,-0.5215,0.0901,0.8538,4.1299,0.0770,-0.6022
0:03:14,2800,-0.7363,0.6354,0.7346,4.1355,0.0071,0.0866,-0.2353,-0.6301,0.1016,0.5913,4.1263,0.0762,-0.0938
0:03:18,2900,-0.7497,0.6371,0.7035,4.1320,0.0029,-1.3651,1.2305,-0.6336,0.0754,0.5828,4.1345,0.0759,-1.3393
0:03:23,3000,-0.7512,0.6439,0.3687,4.1160,0.0059,-1.0618,0.8469,-0.6701,0.0574,0.2896,4.1061,0.0668,-0.9855
0:04:01,3100,-0.8551,0.7566,0.6315,4.1190,0.0074,-1.5605,1.2497,-0.7406,0.1160,0.5934,4.1184,0.0890,-1.2359
0:04:05,3200,-0.8248,0.7407,0.6102,4.1151,0.0075,-1.1508,0.8765,-0.7171,0.0828,0.4425,4.1174,0.0703,-0.7154
0:04:10,3300,-0.8394,0.7134,0.8099,4.1355,0.0036,-1.8424,1.5775,-0.7236,0.0715,0.5552,4.1245,0.0770,-1.4670
0:04:14,3400,-0.8009,0.6732,0.3195,4.1006,0.0042,-1.5024,1.1208,-0.6905,0.0947,0.1979,4.0970,0.0852,-1.0444
0:04:19,3500,-0.7775,0.6686,0.6065,4.1387,0.0026,-0.4515,0.2246,-0.6584,0.0778,0.3582,4.1407,0.0769,-0.1709
0:04:24,3600,-0.8353,0.7073,0.5507,4.1348,0.0082,0.1847,-0.5765,-0.7269,0.0844,0.3887,4.1387,0.0768,0.3264
0:04:28,3700,-0.8068,0.6734,0.3436,4.1128,0.0053,-1.5057,1.3659,-0.6859,0.0927,0.2306,4.1158,0.0825,-1.3244
0:04:32,3800,-0.7640,0.6703,0.6109,4.1283,0.0038,-1.1874,1.0028,-0.6850,0.0684,0.2898,4.1336,0.0692,-0.9193
0:04:37,3900,-0.8814,0.7032,0.7979,4.1276,0.0077,-1.0259,0.6282,-0.6683,0.0761,0.5047,4.1256,0.0834,-0.3499
0:04:42,4000,-0.8196,0.7176,0.9015,4.1132,0.0038,0.3512,-0.6017,-0.7109,0.0757,0.4711,4.1155,0.0744,0.5019
0:05:19,4100,-0.8491,0.7282,0.4036,4.1154,0.0048,0.0883,-0.3049,-0.7291,0.1009,0.2135,4.0882,0.0908,0.3231
0:05:24,4200,-0.8523,0.7453,0.2648,4.1155,0.0042,-0.2190,0.0740,-0.7465,0.0774,0.1663,4.1071,0.0675,-0.0730
0:05:28,4300,-0.9620,0.8481,0.4935,4.1000,0.0096,-1.2572,1.1129,-0.8468,0.0843,0.0823,4.0934,0.0728,-1.2654
0:05:33,4400,-0.8884,0.8015,0.4705,4.1373,0.0036,0.1147,-0.2414,-0.8252,0.0764,0.2267,4.1207,0.0651,0.2260
0:05:38,4500,-0.8652,0.7311,0.2865,4.1362,0.0055,-0.4127,0.1034,-0.7473,0.0952,0.1340,4.1433,0.0725,-0.2055
0:05:42,4600,-0.9843,0.9116,0.5060,4.1577,0.0074,-0.8527,0.7271,-0.8709,0.0673,0.2457,4.1449,0.0678,-0.6170
0:05:47,4700,-0.7937,0.7011,0.7805,4.1245,0.0044,0.1073,-0.2983,-0.6829,0.0591,0.3041,4.1142,0.0567,0.3930
0:05:51,4800,-0.8150,0.7161,0.4266,4.1507,0.0044,0.1787,-0.3978,-0.7254,0.0675,0.1288,4.1409,0.0608,0.4365
0:05:56,4900,-0.8438,0.7626,0.4032,4.1626,0.0044,-0.0688,-0.0625,-0.7645,0.0740,0.1271,4.1534,0.0647,0.1585
0:06:00,5000,-0.8014,0.7241,0.4790,4.1199,0.0051,0.1876,-0.4440,-0.7349,0.0765,0.2207,4.1228,0.0651,0.5013
0:06:38,5100,-0.8401,0.7214,0.5551,4.1323,0.0050,-0.2681,0.0310,-0.7125,0.0712,0.2564,4.1268,0.0715,-0.0557
