source,domain,accuracy,loss
WAL,15,0.78,4.9242963790893555
WAL,16,0.7962962962962963,0.8115127682685852
WAL,17,0.8113207547169812,0.49851155281066895
WAL,18,0.7222222222222222,1.2560302019119263
WAL,19,0.7037037037037037,0.7518446445465088
WAL,20,0.6862745098039216,1.0844563245773315
WAL,21,0.7446808510638298,0.6007669568061829
WAL,22,0.6111111111111112,1.1502259969711304
WAL,23,0.7307692307692307,0.8287570476531982
WAL,24,0.7647058823529411,0.4731489419937134
WAL,25,0.7592592592592593,1.562603235244751
WAL,26,0.8095238095238095,1.192078709602356
WAL,27,0.7592592592592593,0.7452782392501831
WAL,28,0.8333333333333334,0.5045621991157532
WAL,29,0.7380952380952381,0.8174086213111877
WAL,30,0.7,4.28519344329834
WAL,31,0.7209302325581395,2.3557889461517334
WAL,32,0.7307692307692307,1.0389124155044556
WAL,33,0.6590909090909091,0.9670566320419312
WAL,34,0.6122448979591837,2.7028069496154785
WAL,35,0.8125,0.9969763159751892
WAL,36,0.8604651162790697,0.3449946641921997
WAL,37,0.7619047619047619,0.6668804883956909
WAL,38,0.5957446808510638,4.3370771408081055
WAL,39,0.7222222222222222,2.748595714569092
WAL,40,0.6590909090909091,1.9640235900878906
WAL,41,0.6666666666666666,3.9626708030700684
WAL,42,0.6521739130434783,1.9352985620498657
WAL,43,0.6904761904761905,2.347205638885498
WAL,44,0.7619047619047619,0.38890066742897034
WAL,45,0.6923076923076923,0.7649049162864685
WAL,46,0.75,0.6932629942893982
WAL,47,0.75,1.0885950326919556
WAL,48,0.7291666666666666,1.424573302268982
WAL,49,0.7547169811320755,0.6867789626121521
WAL,50,0.7142857142857143,1.674986481666565
WAL,51,0.7391304347826086,1.509280800819397
WAL,52,0.8571428571428571,0.6016021966934204
WAL,53,0.5833333333333334,3.7350871562957764
WAL,54,0.7619047619047619,1.280635952949524
WAL,55,0.7346938775510204,1.3758965730667114
WAL,56,0.8095238095238095,0.7401180863380432
WAL,57,0.6904761904761905,1.4133061170578003
WAL,58,0.7368421052631579,3.0439836978912354
WAL,59,0.813953488372093,0.6698511242866516
WAL,60,0.7446808510638298,0.5831971764564514
WAL,61,0.6382978723404256,1.7377341985702515
WAL,62,0.8085106382978723,0.36748698353767395
WAL,63,0.6666666666666666,1.8704640865325928
WAL,64,0.9047619047619048,0.35578012466430664
WAL,65,0.7,1.0797370672225952
WAL,66,0.6904761904761905,3.7433769702911377
WAL,67,0.6666666666666666,2.5839076042175293
WAL,68,0.8372093023255814,0.38573962450027466
WAL,69,0.8571428571428571,0.35682570934295654
WAL,70,0.7380952380952381,2.802546262741089
WAL,71,0.8863636363636364,0.6016139388084412
WAL,72,0.8571428571428571,0.4884052872657776
WAL,73,0.7804878048780488,0.8602080941200256
WAL,74,0.8,3.5716323852539062
WAL,75,0.7619047619047619,0.5820671916007996
