Elapsed Time,Iteration,D/loss_real,D/loss_fake,D/loss_cls,D/loss_gp,G/loss_fake,G/loss_rec,G/loss_cls
0:16:27,15000,-0.1394,-0.1170,0.0299,0.0052,0.1735,0.0450,0.2571
0:16:43,15100,-0.2473,0.0199,0.0023,0.0031,-0.0517,0.0358,0.0012
0:16:47,15200,-0.1472,-0.0687,0.0082,0.0068,0.0573,0.0381,0.0039
0:16:52,15300,-0.1482,-0.0011,0.3111,0.0036,-0.0289,0.0373,0.0026
0:16:56,15400,-0.3237,0.0157,0.0127,0.0072,0.0010,0.0422,0.0158
0:17:00,15500,-0.1572,0.0443,0.0393,0.0016,-0.0263,0.0322,0.0114
0:17:05,15600,-0.3539,0.1612,0.2066,0.0042,-0.1589,0.0395,0.0075
0:17:09,15700,-0.2642,0.0428,0.0522,0.0076,0.0286,0.0343,0.0110
0:17:13,15800,-0.2720,0.0723,0.0215,0.0071,-0.0546,0.0375,0.0165
0:17:17,15900,-0.2456,0.0637,0.4433,0.0052,-0.1466,0.0467,0.0020
0:17:22,16000,-0.1421,0.0033,0.1368,0.0028,0.0236,0.0331,0.0203
0:17:37,16100,-0.1622,-0.0128,0.1836,0.0018,0.0177,0.0357,0.0217
0:17:41,16200,-0.3924,0.1978,0.0658,0.0020,-0.1540,0.0390,0.0025
0:17:45,16300,-0.2974,-0.0231,0.0219,0.0049,0.0355,0.0449,0.0391
0:17:50,16400,-0.2020,-0.0347,0.0737,0.0037,0.0577,0.0383,0.0029
0:17:54,16500,-0.2406,0.0301,0.0130,0.0029,-0.0148,0.0373,0.0193
0:17:58,16600,-0.2103,-0.0269,0.0980,0.0039,0.0509,0.0397,0.0022
0:18:03,16700,-0.1018,-0.0028,0.1510,0.0034,0.0208,0.0347,0.0753
0:18:07,16800,-0.2049,-0.0382,0.1114,0.0035,0.0194,0.0369,0.0190
0:18:11,16900,-0.1801,-0.0507,0.0390,0.0065,0.0358,0.0435,0.0070
0:18:16,17000,-0.2024,0.0120,0.0069,0.0038,0.0585,0.0400,0.0145
0:18:30,17100,-0.0897,-0.4671,0.0541,0.0045,0.5526,0.0785,0.0549
0:18:35,17200,-0.2772,-0.0848,0.0159,0.0032,0.0785,0.0479,0.0198
0:18:39,17300,-0.1786,-0.0389,0.1368,0.0029,0.0638,0.0391,0.0051
0:18:43,17400,-0.1315,-0.1815,0.0959,0.0032,0.2110,0.0498,0.0072
0:18:47,17500,-0.2330,-0.0158,0.0573,0.0062,0.0560,0.0378,0.0340
0:18:52,17600,-0.2044,-0.0151,0.2090,0.0026,0.0437,0.0414,0.0054
0:18:56,17700,-0.1051,-0.2553,0.0327,0.0032,0.2890,0.0510,0.1109
0:19:00,17800,-0.2349,-0.0205,0.0845,0.0046,-0.0049,0.0396,0.0104
0:19:05,17900,-0.0974,-0.2104,0.0599,0.0062,0.2316,0.0539,0.0050
0:19:09,18000,-0.2094,-0.0781,0.0160,0.0013,0.0802,0.0385,0.0072
0:19:24,18100,-0.2082,-0.1133,0.0350,0.0026,0.1018,0.0408,0.0005
0:19:28,18200,-0.1961,-0.0296,0.0140,0.0068,0.0173,0.0399,0.0642
0:19:32,18300,-0.2000,-0.0050,0.0084,0.0043,0.0060,0.0345,0.0009
0:19:36,18400,-0.2214,-0.0052,0.1888,0.0063,0.0330,0.0406,0.0231
0:19:41,18500,-0.2586,0.0403,0.0015,0.0027,-0.0395,0.0366,0.0330
0:19:45,18600,-0.1704,-0.0056,0.0236,0.0027,0.0307,0.0343,0.0001
0:19:49,18700,-0.1741,-0.1444,0.0587,0.0058,0.1528,0.0441,0.0014
0:19:54,18800,-0.1231,-0.0965,0.0202,0.0026,0.1015,0.0393,0.0896
0:19:58,18900,-0.0902,-0.1037,0.1253,0.0026,0.0820,0.0385,0.0059
0:20:02,19000,-0.1632,-0.0317,0.0063,0.0034,0.1361,0.0434,0.0007
0:20:17,19100,-0.2202,0.0084,0.0098,0.0059,-0.0268,0.0365,0.0079
0:20:21,19200,-0.3167,0.0808,0.0019,0.0037,-0.0313,0.0430,0.0043
0:20:25,19300,0.0028,-0.2162,0.0010,0.0052,0.1924,0.0386,0.0007
0:20:30,19400,-0.2423,0.1105,0.0783,0.0063,-0.0433,0.0424,0.0142
0:20:34,19500,-0.2391,0.0229,0.0259,0.0037,-0.0270,0.0394,0.0007
0:20:38,19600,-0.1183,-0.0352,0.0006,0.0045,0.0317,0.0399,0.0017
0:20:43,19700,-0.1436,-0.1213,0.0644,0.0033,0.1157,0.0432,0.0043
0:20:47,19800,-0.1606,-0.0680,0.0046,0.0073,0.0885,0.0367,0.0024
0:20:52,19900,-0.2013,0.0524,0.0024,0.0025,-0.0747,0.0390,0.0003
0:20:56,20000,-0.0749,-0.5651,0.0397,0.0022,0.5579,0.0599,0.0020
0:24:03,20100,-0.1647,-0.0554,0.0090,0.0065,0.0829,0.0405,0.0036
0:24:07,20200,-0.1618,-0.0333,0.0786,0.0024,0.0303,0.0409,0.0023
0:24:12,20300,-0.2921,0.0634,0.0806,0.0029,-0.0414,0.0366,0.0543
0:24:16,20400,-0.1665,-0.0501,0.0020,0.0020,0.0598,0.0404,0.0116
0:24:20,20500,-0.2136,-0.0587,0.0290,0.0035,0.0249,0.0394,0.0019
