source,domain,accuracy,loss
WAL,15,0.58,1.9434738159179688
WAL,16,0.7592592592592593,1.5931302309036255
WAL,17,0.7358490566037735,2.2098100185394287
WAL,18,0.7592592592592593,2.837761402130127
WAL,19,0.7592592592592593,2.2474188804626465
WAL,20,0.803921568627451,1.1746087074279785
WAL,21,0.851063829787234,1.0662320852279663
WAL,22,0.7592592592592593,1.4297938346862793
WAL,23,0.7884615384615384,1.9739067554473877
WAL,24,0.7254901960784313,1.9861319065093994
WAL,25,0.7592592592592593,2.2760276794433594
WAL,26,0.8333333333333334,0.4541148245334625
WAL,27,0.7592592592592593,2.606995105743408
WAL,28,0.8333333333333334,1.2828130722045898
WAL,29,0.8333333333333334,1.4755563735961914
WAL,30,0.78,1.3729584217071533
WAL,31,0.8372093023255814,1.1581730842590332
WAL,32,0.7884615384615384,1.3829967975616455
WAL,33,0.8636363636363636,0.7399098873138428
WAL,34,0.8367346938775511,0.6722303032875061
WAL,35,0.8541666666666666,1.0004218816757202
WAL,36,0.8372093023255814,1.2682770490646362
WAL,37,0.8333333333333334,0.8355504274368286
WAL,38,0.8085106382978723,1.481914758682251
WAL,39,0.5925925925925926,2.58221173286438
WAL,40,0.8181818181818182,0.7915592193603516
WAL,41,0.7777777777777778,2.8779852390289307
WAL,42,0.8478260869565217,0.8502019643783569
WAL,43,0.8333333333333334,0.7521956562995911
WAL,44,0.8333333333333334,1.1573288440704346
WAL,45,0.7884615384615384,1.4218233823776245
WAL,46,0.8541666666666666,1.2953342199325562
WAL,47,0.8409090909090909,1.0331807136535645
WAL,48,0.8333333333333334,1.154237151145935
WAL,49,0.7735849056603774,1.6363592147827148
WAL,50,0.8333333333333334,0.7920628786087036
WAL,51,0.7608695652173914,0.8258010149002075
WAL,52,0.8333333333333334,1.2437493801116943
WAL,53,0.8333333333333334,0.9239485263824463
WAL,54,0.8333333333333334,0.7822692394256592
WAL,55,0.8367346938775511,1.2145166397094727
WAL,56,0.8333333333333334,0.8973671793937683
WAL,57,0.8095238095238095,0.7315800786018372
WAL,58,0.7368421052631579,1.6147758960723877
WAL,59,0.8372093023255814,0.8241304159164429
WAL,60,0.425531914893617,2.918693780899048
WAL,61,0.8297872340425532,0.6112791299819946
WAL,62,0.851063829787234,1.1669437885284424
WAL,63,0.8333333333333334,0.9122642278671265
WAL,64,0.8333333333333334,0.8437110185623169
WAL,65,0.58,1.5418606996536255
WAL,66,0.23809523809523808,5.27043342590332
WAL,67,0.8571428571428571,0.9617522358894348
WAL,68,0.8372093023255814,1.0876537561416626
WAL,69,0.7857142857142857,1.4729173183441162
WAL,70,0.8333333333333334,1.0200916528701782
WAL,71,0.8409090909090909,0.9632478952407837
WAL,72,0.8333333333333334,1.207716464996338
WAL,73,0.7317073170731707,0.9671192765235901
WAL,74,0.8,2.3869926929473877
WAL,75,0.8333333333333334,1.0521444082260132
WAL,15,0.78,0.760204553604126
WAL,16,0.6851851851851852,5.4428935050964355
WAL,17,0.24528301886792453,10.401629447937012
WAL,18,0.37037037037037035,5.99141263961792
WAL,19,0.42592592592592593,6.821603775024414
WAL,20,0.3333333333333333,8.38570499420166
WAL,21,0.3404255319148936,6.319361209869385
WAL,22,0.7222222222222222,4.14517068862915
WAL,23,0.7692307692307693,2.9629008769989014
WAL,24,0.6666666666666666,6.550755500793457
WAL,25,0.7037037037037037,5.520780563354492
WAL,26,0.19047619047619047,7.812436580657959
WAL,27,0.5555555555555556,4.721179962158203
WAL,28,0.5476190476190477,4.724267959594727
WAL,29,0.35714285714285715,4.660490989685059
WAL,30,0.42,7.089229106903076
WAL,31,0.3023255813953488,5.505398273468018
WAL,32,0.5384615384615384,6.176915168762207
WAL,33,0.5681818181818182,4.8613362312316895
WAL,34,0.8163265306122449,3.742208957672119
WAL,35,0.3333333333333333,5.98714017868042
WAL,36,0.23255813953488372,7.702516555786133
WAL,37,0.38095238095238093,6.339083671569824
WAL,38,0.8297872340425532,2.2525014877319336
WAL,39,0.46296296296296297,5.931933879852295
WAL,40,0.4090909090909091,5.343656539916992
WAL,41,0.28888888888888886,5.816931247711182
WAL,42,0.2391304347826087,6.724108695983887
WAL,43,0.7619047619047619,1.706147313117981
WAL,44,0.7380952380952381,3.965115547180176
WAL,45,0.25,9.872002601623535
WAL,46,0.8125,3.0733025074005127
WAL,47,0.7272727272727273,3.640490770339966
WAL,48,0.8333333333333334,2.7896335124969482
WAL,49,0.24528301886792453,9.633330345153809
WAL,50,0.7619047619047619,2.9996392726898193
