Elapsed Time,Iteration,Total Iterations,D/latent_real,D/latent_fake,D/latent_reg,D/ref_real,D/ref_fake,D/ref_reg,G/latent_adv,G/latent_dom,G/latent_trts,G/latent_cyc,G/latent_id,G/latent_sty,G/latent_ds,G/ref_adv,G/ref_dom,G/ref_trts,G/ref_cyc,G/ref_id,G/ref_sty,G/ref_ds,G/lambda_ds,G/lambda_dom
1:08:30,9200,100000,0.067887,0.075402,0.042574,0.050980,0.070504,0.033216,0.222386,0.000056,2.519926,0.068563,0.056547,0.254435,0.023352,0.226617,0.000068,2.816082,0.065422,0.056028,0.075248,0.020841,0.000000,0.099980
1:09:03,9300,100000,0.117879,0.090122,0.024375,0.076379,0.108805,0.019096,0.202239,2.201213,0.563349,0.049089,0.042039,0.259326,0.020683,0.192609,1.012449,1.006661,0.046338,0.043560,0.043776,0.016411,0.000000,0.099980
1:09:35,9400,100000,0.101196,0.075396,0.023818,0.068951,0.090314,0.021672,0.248111,0.001446,0.319613,0.064119,0.052626,0.269057,0.028514,0.240808,0.031917,0.151527,0.060623,0.051669,0.060685,0.018809,0.000000,0.099980
1:10:07,9500,100000,0.094544,0.082467,0.034512,0.073216,0.066764,0.028466,0.231196,1.925294,0.901871,0.056844,0.048480,0.228593,0.022847,0.220954,1.464137,1.867365,0.055811,0.049064,0.067130,0.010800,0.000000,0.099980
1:10:54,9600,100000,0.082769,0.083152,0.030871,0.066367,0.069713,0.029532,0.253196,2.905008,0.325228,0.055096,0.047428,0.264070,0.028742,0.246169,1.246933,1.172306,0.060026,0.049851,0.079983,0.021023,0.000000,0.099980
1:11:25,9700,100000,0.102372,0.078715,0.038921,0.054176,0.102721,0.023290,0.237765,0.018341,3.713644,0.081653,0.069329,0.256141,0.024072,0.224177,0.001142,2.730275,0.075906,0.066505,0.056006,0.017381,0.000000,0.099980
1:12:20,9800,100000,0.088411,0.098682,0.033774,0.093676,0.060838,0.027967,0.219937,0.031186,0.793570,0.055853,0.047944,0.258758,0.028482,0.196600,0.017723,0.795717,0.054826,0.047852,0.058352,0.014087,0.000000,0.099980
1:12:52,9900,100000,0.129862,0.118623,0.033056,0.073035,0.087929,0.024059,0.215085,0.000289,0.557552,0.067344,0.058403,0.245117,0.017487,0.208283,0.117601,1.005714,0.063283,0.057098,0.039117,0.013641,0.000000,0.099980
1:13:24,10000,100000,0.112110,0.093316,0.035207,0.059129,0.086906,0.022443,0.266664,0.313549,0.563282,0.072782,0.064587,0.243671,0.025919,0.247395,0.003366,0.746979,0.074680,0.064571,0.068651,0.015248,0.000000,0.099980
1:16:47,10100,100000,0.082094,0.126666,0.018863,0.078954,0.060149,0.022645,0.236959,0.134126,0.411783,0.080920,0.062611,0.263704,0.025561,0.228337,0.025003,0.637517,0.077811,0.062081,0.054690,0.015577,0.000000,0.099980
1:17:19,10200,100000,0.126731,0.091654,0.034388,0.066700,0.107471,0.027119,0.218622,1.143065,0.492942,0.075607,0.059616,0.275556,0.024781,0.212753,0.008852,0.368056,0.070736,0.059781,0.070331,0.016415,0.000000,0.099980
1:17:50,10300,100000,0.076452,0.088782,0.029034,0.070651,0.071425,0.028572,0.207954,0.009940,3.752190,0.063935,0.053428,0.220798,0.019992,0.199243,0.002983,3.480876,0.058987,0.052334,0.034816,0.011487,0.000000,0.099980
1:18:23,10400,100000,0.080110,0.099639,0.029113,0.075344,0.078970,0.034263,0.225779,0.000245,0.048140,0.064894,0.054348,0.223998,0.025254,0.208838,0.000108,0.025377,0.060774,0.053040,0.054097,0.019407,0.000000,0.099980
1:18:55,10500,100000,0.066470,0.077325,0.026320,0.056480,0.063740,0.028412,0.252267,0.294911,0.448113,0.082225,0.068263,0.272272,0.023358,0.230373,3.034267,0.357952,0.088648,0.075625,0.068877,0.019689,0.000000,0.099980
1:19:40,10600,100000,0.082269,0.081066,0.039847,0.023119,0.078683,0.012100,0.296885,1.093073,0.204512,0.092393,0.072576,0.274121,0.023285,0.291578,0.016366,0.442884,0.092573,0.072994,0.114786,0.010347,0.000000,0.099980
1:20:12,10700,100000,0.129785,0.071322,0.031131,0.053851,0.110803,0.017940,0.261019,0.098838,0.836596,0.070817,0.056835,0.239294,0.016591,0.248153,0.000891,2.197407,0.069745,0.056574,0.043092,0.008371,0.000000,0.099980
1:21:06,10800,100000,0.075633,0.090151,0.025036,0.068253,0.080962,0.025007,0.214743,1.020436,0.897987,0.063498,0.050312,0.235445,0.020505,0.208283,0.007764,0.992293,0.067691,0.052357,0.081999,0.013768,0.000000,0.099980
1:21:38,10900,100000,0.103553,0.084992,0.020102,0.094009,0.058724,0.020474,0.229767,0.005206,0.407559,0.053613,0.047252,0.234708,0.019299,0.223985,0.008178,0.992390,0.056657,0.046862,0.049059,0.013362,0.000000,0.099980
