Elapsed Time,Iteration,D/loss_real,D/loss_fake,D/loss_gp,D/loss_cls,D/loss_dom,D/loss_rot,G/loss_fake,G/loss_rec,G/loss_cls,G/loss_dom,G/loss_rot
0:00:08,100,-3.4586,-0.1757,1.3513,0.0682,2.6688,0.3633,0.1459,0.2496,1.3493,2.6818,0.2803
0:00:13,200,-2.9804,0.3728,1.3598,0.0050,2.7335,0.3863,-0.6806,0.1646,1.3605,2.7451,0.3724
0:00:18,300,-2.6104,0.0953,1.2640,0.0159,2.7084,0.2621,-0.3553,0.1457,1.5029,2.7144,0.2353
0:00:23,400,-1.0231,-0.8397,1.3624,0.0093,2.7145,0.0782,0.7234,0.1284,1.4847,2.6931,0.1232
0:00:28,500,-2.0936,-0.0805,2.4181,0.0180,2.7646,0.1302,-0.7009,0.1194,1.4157,2.7566,0.1068
0:00:33,600,-1.7366,-0.3318,1.1895,0.0206,2.7520,0.3854,0.4967,0.1632,1.0981,2.7038,0.3154
0:00:39,700,-1.4548,-0.5187,0.8857,0.0030,2.7084,0.2296,0.4169,0.1445,0.8870,2.7184,0.2149
0:00:44,800,-1.9273,-0.3952,1.1472,0.0217,2.7054,0.0664,0.1903,0.1169,0.8817,2.7214,0.0701
0:00:50,900,-1.4000,-0.6465,0.8088,0.0121,2.7083,0.1902,0.5688,0.1378,0.8332,2.7111,0.2149
0:00:55,1000,-1.6642,-0.2338,0.7353,0.0029,2.7431,0.0346,0.3487,0.1349,0.8347,2.7353,0.0387
0:01:12,1100,-1.5886,-0.2309,0.7871,0.0113,2.7186,0.4583,0.0309,0.1217,0.7707,2.7271,0.4681
0:01:17,1200,-1.7311,-0.1852,1.0445,0.0126,2.7439,0.4497,0.2581,0.1472,1.2364,2.7651,0.4085
0:01:22,1300,-1.1504,0.1821,0.7502,0.0134,2.7089,0.2504,-0.1708,0.1360,0.5989,2.6876,0.2395
0:01:27,1400,-0.9455,-0.1331,0.8435,0.0227,2.7380,0.3405,-0.0808,0.1366,0.7529,2.7018,0.3490
0:01:33,1500,-0.9745,-0.1386,0.8707,0.0016,2.7030,0.1642,0.0905,0.1299,0.7906,2.7029,0.1436
0:01:38,1600,-1.0089,0.2314,0.7408,0.0050,2.7788,0.3806,-0.1395,0.1238,0.5125,2.7772,0.3945
0:01:43,1700,-0.8129,-0.2271,0.6504,0.0115,2.7232,0.0232,0.1916,0.0962,0.5590,2.7299,0.0211
0:01:48,1800,-1.1757,-0.0991,0.9253,0.0032,2.7575,0.0976,0.1525,0.1319,0.8537,2.7444,0.0844
0:01:53,1900,-0.9428,-0.2880,1.0990,0.0055,2.7336,0.0942,0.4320,0.1245,0.7296,2.7320,0.1280
0:01:59,2000,-0.7825,-0.1832,0.7206,0.0029,2.7353,0.1986,0.2573,0.1169,0.6232,2.7214,0.1698
0:02:15,2100,-0.9761,-0.2677,0.8113,0.0110,2.6925,0.1433,0.1365,0.1319,0.6572,2.6977,0.1939
0:02:20,2200,-1.0202,-0.0244,0.7999,0.0068,2.6880,0.1090,0.0909,0.1330,0.6859,2.6894,0.1743
0:02:25,2300,-0.9086,-0.2428,0.7168,0.0019,2.6772,0.4060,0.2498,0.1004,0.6554,2.7005,0.3841
0:02:30,2400,-0.9991,-0.3376,0.8845,0.0087,2.7300,0.1758,0.3018,0.1414,0.5386,2.7422,0.1661
0:02:35,2500,-0.8713,-0.2907,1.2704,0.0023,2.6370,0.1635,0.2219,0.1345,0.7429,2.6630,0.1408
0:02:40,2600,-1.4121,-0.6049,0.8595,0.0222,2.7419,0.2617,0.4947,0.1532,0.8377,2.7225,0.6692
0:02:46,2700,-0.5860,-0.3076,0.8785,0.0038,2.7571,0.0512,0.3904,0.1133,0.7488,2.7748,0.1520
0:02:51,2800,-1.1272,-0.1527,0.9532,0.0027,2.7177,0.0088,0.2296,0.1198,0.7195,2.7172,0.0501
0:02:56,2900,-0.6306,-0.3479,0.6446,0.0068,2.6943,0.2623,0.3252,0.1165,0.4663,2.7177,0.2781
0:03:01,3000,-0.6368,-0.5537,0.8002,0.0127,2.7451,0.0556,0.5328,0.1167,0.6700,2.7281,0.0499
0:03:18,3100,-0.9332,-0.5029,0.6477,0.0120,2.6789,0.1314,0.3934,0.1416,0.5952,2.7047,0.5809
0:03:23,3200,-0.6484,-0.1435,1.0001,0.0058,2.7060,0.0902,0.1888,0.1420,0.5856,2.6907,0.2274
0:03:28,3300,-0.1526,0.0208,0.9983,0.0083,2.7576,0.0635,-0.0211,0.0874,0.6347,2.7552,0.0755
0:03:33,3400,-0.9554,-0.1115,0.6503,0.0077,2.7435,0.0125,0.0516,0.1534,0.6269,2.7634,0.1675
0:03:38,3500,-0.5684,0.0514,0.7632,0.0072,2.7076,0.2539,-0.1143,0.0996,0.5447,2.7388,0.3012
0:03:44,3600,-0.8000,-0.0105,0.8923,0.0145,2.7062,0.0448,0.0386,0.1112,0.6834,2.6889,0.1569
0:03:49,3700,0.1530,-0.4015,0.8522,0.0145,2.7073,0.2391,0.4552,0.1141,0.7236,2.7002,0.2352
0:03:54,3800,-0.1815,-0.0927,0.8553,0.0224,2.7228,0.3865,0.1185,0.1104,0.6103,2.7463,0.3979
0:03:59,3900,-0.1307,-0.1365,0.6757,0.0137,2.7288,0.0796,0.1452,0.1225,0.4718,2.7183,0.0763
0:04:04,4000,-1.2568,-0.2618,0.8176,0.0235,2.7324,0.1152,0.1500,0.1200,0.5883,2.7332,0.3962
0:04:20,4100,-0.8371,-0.1532,0.7783,0.0047,2.7377,0.0049,0.1230,0.1023,0.6255,2.7030,0.1250
0:04:25,4200,-0.7696,-0.3163,0.7572,0.0050,2.7037,0.2004,0.3214,0.1126,0.4606,2.7050,0.4820
0:04:30,4300,-0.7924,0.0305,0.7267,0.0069,2.7062,0.0010,-0.0124,0.1192,0.4379,2.7112,0.1473
0:04:35,4400,-0.9436,-0.0081,0.8981,0.0020,2.7583,0.0069,0.0705,0.1192,0.4798,2.7677,0.1240
0:04:41,4500,-1.0656,0.1394,0.8603,0.0041,2.7193,0.2269,-0.0422,0.1572,0.4545,2.7035,0.3080
0:04:46,4600,-0.2843,0.0118,0.7540,0.0085,2.7303,0.0635,-0.0160,0.1106,0.4554,2.7394,0.1259
0:04:51,4700,-0.8615,-0.1846,0.7387,0.0071,2.8002,0.0046,0.1409,0.1092,0.4182,2.7750,0.0814
0:04:56,4800,-0.1762,-0.0131,0.6454,0.0051,2.7056,0.3206,-0.0224,0.1252,0.4739,2.7308,0.3095
0:05:02,4900,-0.0672,-0.0991,0.6786,0.0041,2.7070,0.0837,0.0543,0.1180,1.0443,2.7157,0.0993
0:05:07,5000,-1.3714,-0.1629,0.8191,0.0079,2.6393,0.1195,0.1433,0.1206,0.5441,2.6713,0.2651
0:05:23,5100,-0.0696,-0.1737,1.3487,0.0056,2.7367,0.3009,0.1959,0.1076,0.5141,2.7473,0.3425
0:05:29,5200,-0.7170,-0.1342,0.8478,0.0074,2.7539,0.1026,0.1568,0.1052,0.5656,2.7709,0.2288
0:05:34,5300,0.0882,-0.2223,0.9624,0.0065,2.7001,0.3527,0.2107,0.0888,0.6030,2.6987,0.3409
0:05:39,5400,-1.3210,-0.2341,0.6495,0.0166,2.7776,0.0065,0.1224,0.1293,0.4425,2.7668,0.1019
0:05:44,5500,-0.5794,-0.2123,0.4732,0.0124,2.7217,0.0902,0.0894,0.1211,0.3859,2.7336,0.2336
0:05:49,5600,-0.1996,0.0521,1.2866,0.0029,2.7248,0.2955,-0.0140,0.0760,0.8765,2.7135,0.2737
0:05:54,5700,-0.7532,-0.1596,0.8509,0.0126,2.6598,0.1805,0.1571,0.1149,0.4022,2.6995,0.3755
0:06:00,5800,-0.8762,-0.1730,1.5759,0.0071,2.7104,0.0202,0.1076,0.1177,0.6528,2.6986,0.1735
