step,source,target,accuracy,loss
10000,WAL,RUN,0.025361250368622825,12.475995063781738
10000,WAL,CLD,0.015039811265113535,12.71802806854248
10000,WAL,CLU,0.02727808905927455,11.11005687713623
20000,WAL,RUN,0.014744913005013271,12.926213264465332
20000,WAL,CLD,0.030669419050427603,11.921708106994629
20000,WAL,CLU,0.03229135948097906,12.533631324768066
30000,WAL,RUN,0.02993217340017694,12.514092445373535
30000,WAL,CLD,0.038336773813034505,10.789207458496094
30000,WAL,CLU,0.035830138602182246,12.464797973632812
40000,WAL,RUN,0.031259215570628135,11.790204048156738
40000,WAL,CLD,0.05780005897965202,10.419397354125977
40000,WAL,CLU,0.04895311117664406,12.253439903259277
50000,WAL,RUN,0.01857859038631672,13.497313499450684
50000,WAL,CLD,0.049395458566794455,10.711989402770996
50000,WAL,CLU,0.04880566204659392,12.238910675048828
60000,WAL,RUN,0.021232674727219108,13.101028442382812
60000,WAL,CLD,0.05440872898849897,10.552250862121582
60000,WAL,CLU,0.05028015334709525,11.682456016540527
70000,WAL,RUN,0.020495429076968445,13.845818519592285
70000,WAL,CLD,0.05838985549985255,9.366031646728516
70000,WAL,CLU,0.049690356826894724,12.078042030334473
80000,WAL,RUN,0.033323503391329994,12.330568313598633
80000,WAL,CLD,0.062223532881156,9.887534141540527
80000,WAL,CLU,0.03981126511353583,11.897500991821289
90000,WAL,RUN,0.01754644647596579,12.28044319152832
90000,WAL,CLD,0.06384547331170747,9.512694358825684
90000,WAL,CLU,0.05824240636980242,11.846114158630371
100000,WAL,RUN,0.020937776467118845,12.602294921875
100000,WAL,CLD,0.07667354762606901,9.290579795837402
100000,WAL,CLU,0.05676791506930109,11.827947616577148
110000,WAL,RUN,0.020347979946918313,12.291208267211914
110000,WAL,CLD,0.06708935417281038,10.338580131530762
110000,WAL,CLU,0.06045414332055441,12.530869483947754
120000,WAL,RUN,0.028015334709525212,11.9185209274292
120000,WAL,CLD,0.07652609849601888,9.587274551391602
120000,WAL,CLU,0.05558832202890003,11.75835132598877
130000,WAL,RUN,0.025951046888823357,11.819437980651855
130000,WAL,CLD,0.05986434680035388,10.382403373718262
130000,WAL,CLU,0.05322913594809791,10.895292282104492
140000,WAL,RUN,0.0230020642878207,12.028879165649414
140000,WAL,CLD,0.07947508109702153,9.250999450683594
140000,WAL,CLU,0.05057505160719552,11.909835815429688
150000,WAL,RUN,0.025951046888823357,11.98743724822998
150000,WAL,CLD,0.078885284576821,8.80940055847168
150000,WAL,CLU,0.05794750810970215,11.424696922302246
160000,WAL,RUN,0.02506635210852256,11.942739486694336
160000,WAL,CLD,0.09156590976113241,8.715313911437988
160000,WAL,CLU,0.05028015334709525,11.33398151397705
170000,WAL,RUN,0.025508699498672956,11.483057022094727
170000,WAL,CLD,0.07903273370687112,9.48050308227539
170000,WAL,CLU,0.049248009436744324,11.75797176361084
