source,domain,accuracy,loss
WAL,10,0.9607843137254902,0.11367715380560511
WAL,11,0.9707401032702238,0.09391516323457175
WAL,12,0.9428076256499134,0.20934784408771556
WAL,13,0.9811912225705329,0.035636459302622735
WAL,14,0.9397590361445783,0.25259307867603686
