Elapsed Time,Iteration,Total Iterations,D/latent_real,D/latent_fake,D/latent_reg,D/ref_real,D/ref_fake,D/ref_reg,G/latent_adv,G/latent_dom,G/latent_cyc,G/latent_id,G/latent_sty,G/latent_ds,G/ref_adv,G/ref_dom,G/ref_cyc,G/ref_id,G/ref_sty,G/ref_ds,G/lambda_ds
0:07:11,1200,100000,0.105210,0.002400,0.052500,0.028664,0.392705,0.038864,0.882045,47.275414,0.069084,0.062050,0.485847,0.417951,0.431644,13.356256,0.059531,0.056576,0.397156,0.005488,0.988000
0:07:43,1300,100000,0.085524,0.001801,0.039550,0.025045,0.260694,0.035486,1.025767,61.028664,0.082572,0.078276,0.500007,0.314356,0.431415,11.983590,0.072312,0.068493,0.894603,0.001722,0.987000
0:08:15,1400,100000,0.182739,0.001296,0.043917,0.063576,0.366088,0.029847,1.025892,65.232971,0.045580,0.039281,0.460172,0.405333,0.374747,8.634260,0.040537,0.036695,0.617905,0.003876,0.986000
0:08:47,1500,100000,0.196722,0.001462,0.044394,0.072619,0.234547,0.028510,0.992075,58.382984,0.058315,0.051969,0.447492,0.298650,0.728372,12.837037,0.050308,0.044942,1.516109,0.022911,0.985000
0:09:18,1600,100000,0.077492,0.002329,0.055002,0.033375,0.214575,0.038119,1.032961,74.365479,0.078333,0.073632,0.497298,0.362689,0.565121,13.433821,0.072678,0.069081,1.380891,0.013479,0.984000
0:09:49,1700,100000,0.128555,0.000256,0.058415,0.043928,0.320289,0.041242,1.007962,53.621101,0.059337,0.052290,0.467984,0.265582,0.656295,9.736096,0.052412,0.047688,0.856908,0.034921,0.983000
0:10:21,1800,100000,0.102052,0.002684,0.053947,0.031082,0.397375,0.041560,1.056120,59.236473,0.045008,0.038244,0.431202,0.532613,0.315299,7.913907,0.038085,0.034346,0.714804,0.018641,0.982000
0:10:54,1900,100000,0.129979,0.004588,0.035872,0.064290,0.279993,0.027320,1.072005,63.711697,0.065077,0.057967,0.510110,0.341655,0.522929,7.253323,0.057219,0.052474,0.678500,0.012712,0.981000
0:11:48,2000,100000,0.089759,0.004553,0.066335,0.017827,0.229633,0.044224,0.911521,65.908997,0.068204,0.063711,0.394388,0.759523,0.506353,16.326746,0.064175,0.058256,1.170131,0.012911,0.980000
0:15:21,2100,100000,0.134748,0.003432,0.046036,0.046692,0.295054,0.039217,1.096336,158.997635,0.060065,0.054685,0.466990,1.216438,0.385965,7.647827,0.050341,0.046361,0.461171,0.014224,0.979000
0:15:52,2200,100000,0.183797,0.007016,0.081297,0.060961,0.176030,0.035202,1.409489,85.377533,0.056877,0.050856,0.450097,0.957836,0.615463,12.144388,0.052477,0.048124,0.754456,0.020277,0.978000
0:16:24,2300,100000,0.186314,0.004875,0.075230,0.045219,0.238039,0.035202,1.018483,175.300171,0.066146,0.061956,0.465641,2.354799,0.510669,14.469913,0.058859,0.054472,0.733495,0.020740,0.977000
0:16:57,2400,100000,0.110710,0.012860,0.083123,0.033365,0.232458,0.051607,1.044860,177.975647,0.068537,0.059766,0.574276,2.085323,0.447215,12.576939,0.064841,0.060545,0.426422,0.016887,0.976000
0:17:29,2500,100000,0.156367,0.003656,0.060660,0.055874,0.216191,0.031935,0.984810,274.471893,0.058375,0.050679,0.450875,1.641739,0.545322,11.667064,0.050213,0.046724,0.263648,0.018178,0.975000
0:18:01,2600,100000,0.102097,0.045305,0.043145,0.046710,0.295961,0.036140,0.743883,121.299599,0.056333,0.051628,0.410719,2.737857,0.344061,9.782331,0.051333,0.046276,0.314918,0.021709,0.974000
0:18:32,2700,100000,0.116431,0.000684,0.056055,0.059974,0.268394,0.037999,1.093715,367.640808,0.055974,0.049692,0.488800,3.094150,0.467373,12.265709,0.051835,0.046187,0.499770,0.036978,0.973000
0:19:05,2800,100000,0.185338,0.000552,0.069609,0.074299,0.236034,0.042481,1.009670,545.451111,0.055310,0.050304,0.431560,3.336306,0.352839,7.344596,0.047366,0.042738,0.482547,0.017441,0.972000
0:19:36,2900,100000,0.126136,0.000798,0.037519,0.060027,0.328583,0.030471,1.026877,524.777832,0.054873,0.050868,0.454363,4.363414,0.518673,13.183620,0.050094,0.046347,0.511862,0.031147,0.971000
0:20:30,3000,100000,0.168406,0.006052,0.055958,0.059116,0.279927,0.035395,0.975373,559.603760,0.058049,0.054703,0.473939,3.537738,0.380685,10.461302,0.055452,0.049093,0.309913,0.012529,0.970000
0:21:02,3100,100000,0.129782,0.001759,0.059773,0.039936,0.193596,0.041094,0.963351,282.264648,0.073571,0.069357,0.495415,5.348566,0.605755,11.167511,0.066345,0.061750,0.514095,0.015937,0.969000
0:21:34,3200,100000,0.124581,0.001770,0.060660,0.047731,0.263219,0.043557,0.965022,431.768738,0.053960,0.048365,0.385155,5.322104,0.421488,10.546283,0.049622,0.044906,0.553301,0.021827,0.968000
0:22:07,3300,100000,0.123565,0.002931,0.069549,0.040307,0.239303,0.040458,0.931153,423.979370,0.059720,0.052052,0.450329,5.188854,0.522290,8.716796,0.053192,0.049225,0.402781,0.037261,0.967000
0:22:38,3400,100000,0.147920,0.002368,0.048890,0.047519,0.321788,0.032797,1.173511,457.540924,0.046233,0.042706,0.484073,5.427157,0.436776,10.818156,0.041872,0.037657,0.925932,0.029922,0.966000
0:23:11,3500,100000,0.175721,0.000567,0.057790,0.060534,0.363271,0.034816,0.944483,407.324982,0.054827,0.052265,0.425907,5.239076,0.385318,9.620019,0.049490,0.046122,0.691878,0.011924,0.965000
0:23:44,3600,100000,0.145093,0.001101,0.042162,0.059367,0.278755,0.040724,0.974229,520.769043,0.039169,0.036297,0.395627,4.444234,0.528864,9.249512,0.038197,0.033231,0.845985,0.032121,0.964000
0:24:16,3700,100000,0.147624,0.001591,0.050340,0.056407,0.283949,0.034517,0.917992,534.394714,0.047280,0.042978,0.393609,5.408659,0.392444,10.873353,0.048945,0.041579,2.133024,0.030372,0.963000
0:24:48,3800,100000,0.095507,0.000884,0.073867,0.030072,0.312009,0.053238,1.030400,764.912842,0.047146,0.044514,0.382006,4.889018,0.367490,5.636011,0.046073,0.041480,0.776401,0.016622,0.962000
0:25:21,3900,100000,0.134905,0.001393,0.056695,0.052154,0.191953,0.032788,0.958107,265.749023,0.054916,0.051110,0.437494,5.165975,0.559812,10.455942,0.052283,0.046750,1.590016,0.030942,0.961000
0:26:17,4000,100000,0.113754,0.000715,0.028824,0.034823,0.206494,0.027308,0.970703,581.253784,0.043400,0.039068,0.479884,5.272650,0.586987,9.625724,0.043808,0.038940,2.238913,0.020187,0.960000
0:29:46,4100,100000,0.076453,0.001138,0.046662,0.019430,0.210366,0.042045,1.006644,537.695862,0.060820,0.056673,0.393946,6.030200,0.589327,17.470093,0.060449,0.053388,3.212374,0.026227,0.959000
0:30:17,4200,100000,0.115859,0.000239,0.064592,0.043757,0.252071,0.043190,0.988246,804.958801,0.051152,0.048492,0.401600,6.165060,0.593748,9.762632,0.049174,0.045971,1.110124,0.035671,0.958000
0:30:50,4300,100000,0.125921,0.000261,0.061819,0.049861,0.228185,0.036608,1.010928,583.698608,0.052836,0.047968,0.436516,5.354984,0.540255,14.761717,0.050345,0.044446,0.996978,0.033720,0.957000
0:31:22,4400,100000,0.123572,0.001058,0.064550,0.047698,0.354889,0.039074,1.031822,410.999329,0.049044,0.043531,0.458774,5.080726,0.333459,10.108236,0.046194,0.040711,1.487554,0.028757,0.956000
0:31:55,4500,100000,0.072134,0.001020,0.067591,0.024819,0.265897,0.051860,0.948912,761.636719,0.052652,0.048857,0.418695,6.683270,0.428797,10.142208,0.048972,0.046009,0.970479,0.025452,0.955000
0:32:26,4600,100000,0.143950,0.000650,0.041039,0.058005,0.221455,0.028930,1.039037,780.732544,0.058995,0.055149,0.458183,6.693671,0.604179,10.518965,0.051650,0.046543,1.781430,0.031920,0.954000
0:32:58,4700,100000,0.122455,0.000734,0.046296,0.046922,0.285857,0.033341,1.046295,732.185303,0.048139,0.045205,0.377953,6.279697,0.398032,13.519596,0.048497,0.042837,1.383264,0.032219,0.953000
0:33:31,4800,100000,0.093395,0.002428,0.043479,0.025676,0.282626,0.032952,1.088506,490.185120,0.057976,0.056173,0.432880,5.918602,0.449905,17.776335,0.056701,0.054481,0.874488,0.020813,0.952000
0:34:27,4900,100000,0.089493,0.000699,0.060566,0.039162,0.288606,0.042595,1.005639,941.376343,0.048783,0.046534,0.377893,6.187231,0.446012,16.352755,0.045753,0.041980,1.198873,0.029837,0.951000
0:34:58,5000,100000,0.097037,0.000417,0.055976,0.036468,0.322739,0.041338,1.002575,641.001282,0.054056,0.050080,0.418281,6.223474,0.354269,4.990252,0.049334,0.046751,1.522063,0.023669,0.950000
0:35:30,5100,100000,0.154440,0.001840,0.044862,0.050835,0.265301,0.031807,0.928343,576.702148,0.043449,0.041449,0.502892,6.582855,0.429729,13.110788,0.047080,0.042068,1.749776,0.014576,0.949000
0:36:03,5200,100000,0.159029,0.000940,0.074638,0.057511,0.289327,0.034393,0.966852,549.976196,0.046357,0.043578,0.419186,4.964684,0.344695,12.427586,0.043588,0.040360,0.818194,0.027794,0.948000
0:36:36,5300,100000,0.097989,0.001031,0.043153,0.051992,0.241001,0.041847,1.071067,825.192017,0.061807,0.059400,0.415721,5.431797,0.411636,16.107624,0.056505,0.054325,2.417867,0.023564,0.947000
0:37:07,5400,100000,0.068101,0.002772,0.069867,0.025178,0.167132,0.053144,0.886260,575.709045,0.055125,0.052734,0.377530,5.699569,0.809553,9.963967,0.058635,0.051200,0.826702,0.040868,0.946000
0:37:39,5500,100000,0.092294,0.000365,0.078915,0.032711,0.214897,0.052354,0.982060,743.807129,0.055432,0.052027,0.385777,5.508055,0.492753,16.582468,0.054154,0.049162,1.325317,0.020955,0.945000
0:38:12,5600,100000,0.097278,0.000960,0.045149,0.028867,0.203019,0.042236,0.931083,670.748657,0.057025,0.053303,0.416136,6.297156,0.504559,19.721951,0.056059,0.051207,2.447801,0.019813,0.944000
0:38:44,5700,100000,0.110542,0.000977,0.038338,0.036422,0.240218,0.028235,0.976573,456.729431,0.059396,0.055166,0.401401,6.408408,0.468307,9.835969,0.060998,0.053355,3.384452,0.019364,0.943000
0:39:16,5800,100000,0.156321,0.000843,0.104379,0.043621,0.288549,0.034393,0.990229,745.989685,0.054325,0.051071,0.470714,6.439047,0.431618,11.911972,0.054209,0.048954,3.129807,0.018786,0.942000
0:40:11,5900,100000,0.115756,0.000587,0.053967,0.048510,0.253487,0.044434,1.020356,727.313660,0.054953,0.053028,0.448395,6.427357,0.449746,8.997353,0.054771,0.050566,1.335609,0.034722,0.941000
0:40:44,6000,100000,0.123721,0.000309,0.075544,0.047276,0.260209,0.043232,0.994224,621.012024,0.048641,0.045504,0.377216,5.100046,0.607693,12.756617,0.049379,0.043771,1.592064,0.038788,0.940000
0:44:10,6100,100000,0.121504,0.000816,0.044212,0.049722,0.243909,0.037081,1.050166,660.591309,0.054690,0.052421,0.409560,5.787762,0.505503,10.004913,0.053935,0.049762,1.259647,0.021731,0.939000
0:44:42,6200,100000,0.080769,0.000973,0.060971,0.024792,0.233142,0.040886,1.059854,634.387695,0.052498,0.051244,0.407676,5.569887,0.682561,20.012411,0.052179,0.047885,2.100793,0.047015,0.938000
0:45:15,6300,100000,0.106454,0.000643,0.067122,0.033483,0.274079,0.036912,1.004611,652.516357,0.055651,0.052760,0.377667,5.751678,0.419416,16.317564,0.052957,0.050020,2.368685,0.032005,0.937000
0:45:47,6400,100000,0.090650,0.000763,0.067859,0.038725,0.240304,0.046804,1.038485,691.738037,0.059350,0.056704,0.378264,5.880182,0.456171,13.287875,0.058143,0.053419,2.901725,0.019250,0.936000
0:46:18,6500,100000,0.105197,0.000373,0.065585,0.043910,0.208789,0.039795,1.004956,429.759186,0.055034,0.053163,0.405448,5.720325,0.471555,14.129737,0.054282,0.050299,3.098334,0.022398,0.935000
0:46:51,6600,100000,0.126553,0.001388,0.076279,0.040326,0.234340,0.050601,0.954295,606.720947,0.054261,0.051640,0.399051,5.424684,0.443783,9.265568,0.054110,0.048980,5.906148,0.010569,0.934000
0:47:23,6700,100000,0.086128,0.000221,0.077750,0.038785,0.238158,0.052077,1.011079,733.860352,0.049935,0.048353,0.363420,5.975563,0.431347,12.893571,0.050892,0.046280,1.577734,0.018402,0.933000
0:47:55,6800,100000,0.118419,0.000465,0.082548,0.036964,0.259159,0.044491,0.954108,729.291626,0.043089,0.040683,0.413643,6.845705,0.449904,5.292324,0.043643,0.039515,1.942941,0.047206,0.932000
0:48:49,6900,100000,0.087212,0.000448,0.068847,0.028204,0.319333,0.044715,0.960747,486.625732,0.055299,0.051877,0.372171,5.738224,0.378793,12.760291,0.057218,0.049026,2.495387,0.019590,0.931000
0:49:22,7000,100000,0.094791,0.000423,0.054504,0.037333,0.255979,0.042140,0.990998,560.711365,0.048331,0.045775,0.327033,5.382116,0.452879,15.183535,0.045261,0.042925,2.041451,0.024297,0.930000
0:49:54,7100,100000,0.105691,0.000278,0.061842,0.048379,0.272441,0.043737,0.987151,907.228943,0.048392,0.046423,0.384445,6.792063,0.445819,11.369612,0.046902,0.044356,4.079636,0.033984,0.929000
0:50:25,7200,100000,0.042841,0.000791,0.048736,0.020147,0.225092,0.039403,0.962507,583.802612,0.047563,0.046036,0.415754,6.949148,0.540218,15.711756,0.050925,0.044491,1.952990,0.035139,0.928000
0:50:57,7300,100000,0.056511,0.000169,0.070099,0.023534,0.157993,0.046604,0.996567,650.931946,0.063422,0.061697,0.402687,7.110065,0.569526,14.958909,0.064320,0.059312,2.133936,0.017149,0.927000
0:51:30,7400,100000,0.095091,0.000167,0.085928,0.024445,0.272943,0.047546,0.998399,485.896118,0.054308,0.052251,0.383669,6.417964,0.405595,9.207154,0.051176,0.047595,4.772179,0.014721,0.926000
0:52:02,7500,100000,0.077939,0.000294,0.071606,0.028936,0.177625,0.054747,0.994825,758.924316,0.049681,0.048576,0.407084,5.302562,0.572688,19.076183,0.053554,0.049151,4.184218,0.022663,0.925000
0:52:33,7600,100000,0.126260,0.000059,0.070459,0.039856,0.262586,0.035098,0.985995,867.288452,0.050271,0.047746,0.365754,6.729703,0.446808,11.160967,0.050946,0.046831,2.663237,0.022464,0.924000
0:53:05,7700,100000,0.081148,0.000344,0.073901,0.020964,0.179974,0.051067,0.991798,506.777222,0.060344,0.056520,0.386557,6.619205,0.654469,14.789878,0.060961,0.054054,3.015868,0.025164,0.923000
0:53:37,7800,100000,0.099185,0.000466,0.079765,0.043134,0.207896,0.052679,1.005948,504.008636,0.057359,0.054429,0.346161,6.260340,0.521212,10.170610,0.050790,0.048001,5.162208,0.018323,0.922000
0:54:32,7900,100000,0.092987,0.000223,0.075719,0.037292,0.172653,0.052701,0.990988,747.291138,0.056146,0.054103,0.434542,6.377633,0.533679,8.025972,0.057653,0.050754,1.978283,0.027433,0.921000
0:55:05,8000,100000,0.089675,0.000452,0.095995,0.025692,0.178557,0.061612,1.034639,655.242554,0.054860,0.053124,0.358018,5.893044,0.672622,14.378277,0.053318,0.049952,3.995828,0.036262,0.920000
0:58:21,8100,100000,0.077097,0.001057,0.074765,0.032823,0.252143,0.046936,0.951970,588.365906,0.059158,0.057342,0.396873,6.755033,0.469372,12.873802,0.057941,0.055198,3.904046,0.023907,0.919000
0:58:53,8200,100000,0.076881,0.000297,0.068371,0.028067,0.214412,0.048181,0.998650,779.648682,0.054990,0.053726,0.427529,7.182760,0.637739,13.872861,0.058049,0.050234,5.118826,0.055748,0.918000
0:59:24,8300,100000,0.084953,0.000168,0.061572,0.022420,0.231753,0.038261,0.977219,695.936340,0.070237,0.067888,0.448447,5.865020,0.570714,14.396046,0.070350,0.064097,5.077457,0.034390,0.917000
0:59:57,8400,100000,0.140284,0.000281,0.092720,0.039790,0.131019,0.037055,1.012535,448.235718,0.055983,0.054020,0.402815,6.630596,0.716298,12.486762,0.055882,0.051690,10.073790,0.020104,0.916000
1:00:29,8500,100000,0.076144,0.000840,0.057574,0.026658,0.097255,0.040129,0.967894,880.073303,0.048469,0.046699,0.334814,6.740705,0.834767,15.575138,0.048944,0.044812,4.800930,0.028169,0.915000
1:01:02,8600,100000,0.094334,0.000338,0.073576,0.020282,0.211454,0.034489,0.998500,717.351562,0.050303,0.049141,0.373523,6.890064,0.517674,16.869860,0.052498,0.047940,8.325428,0.021744,0.914000
1:01:34,8700,100000,0.044158,0.000070,0.093565,0.007336,0.108984,0.047589,1.023412,620.500000,0.069052,0.067361,0.459610,7.948021,0.840260,9.648065,0.071147,0.063013,6.415420,0.026899,0.913000
1:02:06,8800,100000,0.088169,0.000647,0.099735,0.023981,0.225359,0.054481,1.031382,830.645142,0.056904,0.053273,0.348770,6.478372,0.578071,12.437798,0.053825,0.050413,9.989243,0.029264,0.912000
1:03:01,8900,100000,0.033543,0.000373,0.070519,0.008432,0.146413,0.047433,1.013064,737.680420,0.073790,0.071243,0.388024,7.162537,0.757523,11.941317,0.078954,0.067689,12.399340,0.015230,0.911000
1:03:34,9000,100000,0.135148,0.000355,0.063277,0.043694,0.088407,0.036919,0.992784,1048.362061,0.057136,0.054218,0.395157,6.300424,0.915599,21.512363,0.063657,0.053736,5.064301,0.061061,0.910000
1:04:06,9100,100000,0.073796,0.000672,0.071984,0.022920,0.184771,0.045347,0.945037,879.650146,0.071013,0.069555,0.324570,6.602647,0.763846,13.004308,0.067016,0.061285,6.167528,0.020517,0.909000
1:04:38,9200,100000,0.100548,0.000330,0.096493,0.026896,0.161428,0.049686,0.981383,765.672119,0.053072,0.051962,0.410488,6.748505,0.675910,17.358339,0.052993,0.050528,8.663310,0.019256,0.908000
1:05:10,9300,100000,0.129163,0.000418,0.106994,0.020773,0.142181,0.033880,0.972728,702.728638,0.053034,0.050862,0.373379,6.225690,0.657533,13.834867,0.052428,0.049397,6.175192,0.015716,0.907000
1:05:42,9400,100000,0.074723,0.000221,0.087337,0.027796,0.151167,0.051123,1.005870,482.490845,0.049684,0.048947,0.366259,6.537317,0.614416,7.970465,0.049210,0.046189,7.553538,0.013397,0.906000
1:06:15,9500,100000,0.054867,0.000066,0.056739,0.028915,0.197455,0.049841,1.034869,856.737488,0.072804,0.067356,0.335343,6.944345,0.643422,16.217190,0.072237,0.064638,5.196231,0.030850,0.905000
1:06:46,9600,100000,0.043219,0.000268,0.066799,0.012866,0.148150,0.041041,1.003734,643.215332,0.049309,0.048604,0.406767,6.147897,0.637260,8.510806,0.051130,0.048453,7.065140,0.031037,0.904000
1:07:18,9700,100000,0.029659,0.000269,0.060572,0.005689,0.106512,0.045250,1.025576,656.310364,0.057117,0.055978,0.368352,7.552397,0.879488,10.940681,0.057251,0.053067,6.048802,0.031246,0.903000
1:08:13,9800,100000,0.067089,0.000245,0.063764,0.021077,0.144048,0.038269,0.977248,709.699585,0.061284,0.061352,0.369622,6.087646,0.700672,12.513465,0.060360,0.057760,6.846861,0.019921,0.902000
1:08:45,9900,100000,0.051067,0.000892,0.044136,0.019205,0.282200,0.035580,1.042352,498.695190,0.054990,0.052971,0.394177,6.696224,0.589033,15.171663,0.056225,0.050596,3.571902,0.031492,0.901000
1:09:18,10000,100000,0.064035,0.000801,0.082778,0.019984,0.142655,0.049519,0.956488,717.357666,0.054674,0.052609,0.416669,6.929638,0.662668,14.571716,0.053668,0.050038,4.576613,0.040190,0.900000
1:12:47,10100,100000,0.055400,0.000380,0.062749,0.014812,0.144766,0.044246,0.998271,923.160889,0.064469,0.063180,0.418328,7.761873,0.675335,13.336918,0.065665,0.060948,5.566310,0.024771,0.899000
1:13:19,10200,100000,0.039683,0.000505,0.048257,0.014428,0.093565,0.037000,1.036889,520.886475,0.058812,0.058085,0.386867,5.617013,0.697736,9.056404,0.059022,0.055857,4.518833,0.023103,0.898000
1:13:52,10300,100000,0.086076,0.000262,0.095898,0.022325,0.111769,0.051234,0.997908,502.527588,0.049648,0.049032,0.349572,7.323816,0.637244,7.233233,0.052164,0.047048,3.937784,0.020336,0.897000
1:14:24,10400,100000,0.057822,0.000787,0.069372,0.018253,0.206359,0.047679,0.978692,812.215515,0.057012,0.055795,0.411105,5.410894,0.653441,16.638142,0.057721,0.054604,2.514983,0.043727,0.896000
1:14:56,10500,100000,0.112014,0.000217,0.086699,0.027624,0.147879,0.034459,0.969210,884.024231,0.051613,0.050705,0.441241,6.473183,0.704247,14.651373,0.051981,0.050187,3.875258,0.022555,0.895000
1:15:28,10600,100000,0.062150,0.000330,0.083215,0.013899,0.184158,0.035912,1.018299,856.628784,0.067325,0.064932,0.383315,7.627275,0.770188,19.954544,0.072870,0.069327,8.976456,0.031966,0.894000
1:16:01,10700,100000,0.114746,0.000065,0.081234,0.042170,0.148996,0.052438,0.976405,399.517731,0.053518,0.052864,0.381465,7.190282,0.711511,11.333191,0.053676,0.050026,6.656063,0.020647,0.893000
1:16:55,10800,100000,0.125407,0.000426,0.088147,0.040759,0.197109,0.048917,1.023359,515.177551,0.057282,0.056322,0.348763,8.086482,0.777551,9.151675,0.061338,0.053624,14.175457,0.012435,0.892000
1:17:28,10900,100000,0.050754,0.000394,0.081191,0.010407,0.248143,0.041020,1.037697,1183.080078,0.057246,0.056060,0.384772,6.929023,0.604478,14.423521,0.057325,0.054326,7.957850,0.009338,0.891000
1:17:59,11000,100000,0.046894,0.000324,0.056869,0.013842,0.207062,0.037038,0.995017,944.875854,0.057416,0.056564,0.427437,6.525193,0.601246,16.075684,0.057633,0.055266,10.697116,0.021863,0.890000
1:18:32,11100,100000,0.067191,0.000505,0.082366,0.018356,0.154887,0.051974,0.998324,521.795715,0.054918,0.053668,0.362391,6.969804,0.589539,8.797314,0.052830,0.049308,7.031088,0.019015,0.889000
1:19:04,11200,100000,0.133199,0.000631,0.109479,0.026533,0.183032,0.048056,0.998953,653.547913,0.058523,0.054738,0.420229,7.884475,0.590026,11.052558,0.054763,0.049835,6.514866,0.022503,0.888000
1:19:37,11300,100000,0.099581,0.000392,0.093675,0.026202,0.181667,0.044813,0.956259,704.055481,0.065986,0.062832,0.410690,7.339029,0.687330,17.592409,0.065951,0.059834,8.325552,0.012351,0.887000
1:20:08,11400,100000,0.073947,0.000407,0.088226,0.027228,0.153242,0.059584,1.008182,822.129761,0.052305,0.051231,0.374181,6.270401,0.766087,11.959192,0.053715,0.050054,3.156602,0.028654,0.886000
1:20:40,11500,100000,0.078496,0.000172,0.055959,0.017544,0.203523,0.036208,0.995874,757.561829,0.052223,0.049743,0.397297,6.510227,0.739737,8.227579,0.051534,0.047531,3.602129,0.021429,0.885000
1:21:13,11600,100000,0.070086,0.000216,0.072949,0.025069,0.132305,0.049567,1.026148,848.384644,0.061756,0.054563,0.454759,6.030880,0.668165,15.462690,0.056311,0.052985,4.969817,0.041504,0.884000
1:21:45,11700,100000,0.050090,0.000487,0.084361,0.015400,0.208783,0.051660,1.025813,409.329376,0.059732,0.054413,0.367881,6.709436,0.612625,9.768726,0.059551,0.053309,5.237545,0.026575,0.883000
1:22:39,11800,100000,0.077363,0.000133,0.069790,0.033811,0.091677,0.048263,0.985212,433.582336,0.058654,0.055692,0.320220,6.897333,0.711055,17.055744,0.055895,0.052698,12.907095,0.015075,0.882000
1:23:11,11900,100000,0.049904,0.000139,0.071121,0.015985,0.215219,0.048421,1.009156,836.754395,0.060771,0.058338,0.328102,8.147914,0.610754,16.168980,0.061992,0.055733,2.164357,0.017753,0.881000
1:23:44,12000,100000,0.099543,0.000145,0.096585,0.032245,0.186085,0.053080,0.993842,315.272217,0.050525,0.050395,0.389212,5.946462,0.655306,11.284297,0.050971,0.047663,7.375111,0.015816,0.880000
1:27:08,12100,100000,0.124962,0.000274,0.101469,0.040419,0.132383,0.050875,0.997374,689.735352,0.048102,0.047278,0.363484,6.614440,0.662909,9.849438,0.049312,0.045404,3.534130,0.021258,0.879000
1:27:41,12200,100000,0.080358,0.000160,0.079508,0.034324,0.193105,0.058117,1.027386,917.682495,0.056346,0.055599,0.379656,6.314310,0.614680,21.619564,0.055979,0.053294,7.262868,0.041034,0.878000
1:28:13,12300,100000,0.099131,0.000612,0.081743,0.036316,0.107868,0.056387,0.937891,783.203308,0.059747,0.055892,0.410811,6.164904,0.785276,19.669136,0.052819,0.048844,2.577435,0.027230,0.877000
1:28:45,12400,100000,0.126835,0.000364,0.071957,0.027377,0.220396,0.036250,0.975911,679.092773,0.048784,0.047562,0.367236,6.185520,0.483301,14.952732,0.047464,0.044632,3.143027,0.030218,0.876000
1:29:16,12500,100000,0.069239,0.000616,0.081584,0.028048,0.068463,0.050235,1.064006,429.340698,0.062032,0.059698,0.365780,6.588244,0.736881,9.959975,0.057963,0.056356,4.124202,0.016208,0.875000
1:29:49,12600,100000,0.054454,0.000072,0.058764,0.022020,0.163527,0.041895,0.991469,1253.333984,0.055816,0.053283,0.392888,7.010047,0.538250,15.627510,0.056426,0.051295,2.613016,0.037460,0.874000
1:30:21,12700,100000,0.070728,0.000118,0.076965,0.026944,0.217498,0.052521,0.991579,483.382050,0.051052,0.049375,0.367397,6.268825,0.494129,10.238407,0.053831,0.047429,5.928410,0.011222,0.873000
