Elapsed Time,Iteration,Total Iterations,D/latent_real,D/latent_fake,D/latent_reg,D/ref_real,D/ref_fake,D/ref_reg,G/latent_adv,G/latent_dom,G/latent_trts,G/latent_cyc,G/latent_id,G/latent_sty,G/latent_ds,G/ref_adv,G/ref_dom,G/ref_trts,G/ref_cyc,G/ref_id,G/ref_sty,G/ref_ds,G/lambda_ds
0:01:12,100,100000,0.050947,0.070677,0.015397,0.008502,0.067599,0.011160,0.286253,97.233109,28.405462,0.383267,0.380250,0.572720,0.698680,0.623936,59.976730,17.067492,0.359177,0.289655,1.618458,0.027983,0.000000
0:01:49,200,100000,0.145800,0.006096,0.066599,0.019130,0.142771,0.030636,0.709457,82.660912,9.725453,0.186732,0.189510,0.541721,0.528454,0.460531,28.842003,2.531255,0.199881,0.164948,0.266526,0.021705,0.000000
0:02:26,300,100000,0.086316,0.012134,0.043300,0.004880,0.104755,0.027740,0.209920,79.348038,16.591221,0.154502,0.156455,0.493366,0.539695,0.101969,22.160507,7.089580,0.150417,0.134933,0.441703,0.008402,0.000000
0:03:02,400,100000,0.021205,0.029026,0.044668,0.002550,0.176374,0.030313,0.683562,57.704681,20.209887,0.130987,0.118238,0.529815,0.496171,0.410305,11.484230,3.252142,0.116006,0.098328,0.075144,0.017678,0.000000
0:03:37,500,100000,0.074685,0.009095,0.025055,0.018962,0.124060,0.021875,0.562099,61.925186,37.250423,0.095690,0.089587,0.500151,0.457620,0.284191,14.563850,0.930902,0.087303,0.075158,0.226100,0.003283,0.000000
0:04:36,600,100000,0.114086,0.003907,0.059528,0.031504,0.159480,0.024352,0.510316,59.569218,14.374681,0.085242,0.073492,0.517306,0.365242,0.268445,16.432062,4.979147,0.074546,0.068535,0.386886,0.020266,0.000000
0:05:14,700,100000,0.047668,0.004596,0.032165,0.004813,0.141984,0.019633,0.424929,54.620804,10.757844,0.078075,0.068593,0.528763,0.291461,0.496627,21.398260,5.788456,0.069310,0.062357,0.394123,0.060455,0.000000
0:05:51,800,100000,0.086636,0.007413,0.073320,0.007697,0.098632,0.029395,0.750221,9.838193,4.197556,0.125181,0.116173,0.475998,0.145310,0.556241,12.396193,1.241410,0.102787,0.095389,0.080727,0.018210,0.000000
0:06:28,900,100000,0.123471,0.001959,0.085004,0.013808,0.047696,0.024189,0.378936,20.717026,5.271171,0.102929,0.097176,0.445424,0.110588,0.112464,13.252030,2.730509,0.082353,0.077097,0.044278,0.005346,0.000000
0:07:35,1000,100000,0.108469,0.052254,0.032489,0.044271,0.120094,0.029787,0.399505,9.526516,4.570464,0.079865,0.073416,0.559303,0.081332,0.326752,8.886299,3.534681,0.077241,0.072883,0.058640,0.004144,0.000000
0:08:37,1100,100000,0.140280,0.111662,0.028586,0.090655,0.091888,0.026659,0.216402,15.485910,0.215709,0.072079,0.066432,0.510633,0.067344,0.144060,16.117298,2.328659,0.061229,0.057238,0.082919,0.007228,0.000000
0:09:16,1200,100000,0.119877,0.084319,0.054779,0.063959,0.127489,0.024685,0.267369,15.659770,1.000545,0.081004,0.071141,0.511558,0.060385,0.260123,10.854581,0.273845,0.080585,0.076971,0.134053,0.015613,0.000000
0:09:54,1300,100000,0.164200,0.066488,0.021503,0.066878,0.144764,0.019977,0.210416,14.708161,1.205544,0.063390,0.059232,0.474872,0.059724,0.174561,11.646913,0.617557,0.059634,0.056164,0.092981,0.013045,0.000000
0:10:32,1400,100000,0.197294,0.062518,0.019754,0.092379,0.103969,0.013338,0.218563,8.722267,0.921149,0.062476,0.058017,0.428176,0.048973,0.189094,11.418180,0.091241,0.058295,0.053373,0.131782,0.018834,0.000000
0:11:09,1500,100000,0.110599,0.115634,0.027398,0.095301,0.062945,0.018657,0.241683,14.224560,0.852858,0.061677,0.057099,0.373097,0.050661,0.208451,14.059164,0.404194,0.066029,0.061317,0.123025,0.014332,0.000000
0:12:08,1600,100000,0.209293,0.114549,0.015003,0.096498,0.129809,0.008836,0.181046,10.806818,0.234031,0.058271,0.051389,0.406844,0.041371,0.143600,12.417854,1.846682,0.058750,0.052508,0.130294,0.015575,0.000000
0:12:46,1700,100000,0.126651,0.082615,0.024984,0.042785,0.087235,0.014689,0.366007,6.409902,0.316437,0.053555,0.047750,0.381344,0.049562,0.322791,8.214547,0.430267,0.053982,0.048215,0.166265,0.027503,0.000000
0:13:25,1800,100000,0.106872,0.084745,0.020314,0.086468,0.086695,0.020846,0.195537,13.104986,2.491713,0.065355,0.059183,0.419091,0.046199,0.142604,11.964764,0.063702,0.059524,0.055613,0.090122,0.031532,0.000000
0:14:03,1900,100000,0.112708,0.100220,0.018427,0.086322,0.116453,0.017335,0.209382,10.866393,0.990155,0.071221,0.062282,0.406202,0.048351,0.169469,5.702265,0.570065,0.066485,0.059363,0.087932,0.022957,0.000000
0:15:10,2000,100000,0.125503,0.086892,0.021782,0.090366,0.092286,0.021791,0.199516,8.207730,1.364328,0.055638,0.045472,0.377711,0.045020,0.167990,10.995789,0.681269,0.053554,0.045781,0.070355,0.041281,0.000000
0:19:56,2100,100000,0.078221,0.093682,0.021686,0.079462,0.076316,0.029032,0.222005,12.093578,0.020812,0.066043,0.058906,0.302476,0.040485,0.157913,11.147569,0.331149,0.059808,0.054384,0.065678,0.027926,0.000000
0:20:33,2200,100000,0.066492,0.121987,0.025665,0.103569,0.076626,0.028961,0.162251,10.360875,0.327854,0.074553,0.065085,0.376274,0.052562,0.132746,7.729056,0.360670,0.069238,0.062706,0.108465,0.036628,0.000000
0:21:10,2300,100000,0.122629,0.082072,0.013052,0.065738,0.099047,0.011579,0.252927,8.923376,0.323075,0.045761,0.040406,0.381118,0.056050,0.213107,7.897382,0.216319,0.040723,0.035376,0.146451,0.032387,0.000000
0:21:47,2400,100000,0.099906,0.099113,0.013730,0.059357,0.082862,0.012993,0.261707,8.863203,1.826690,0.067426,0.056630,0.322809,0.040789,0.262266,8.374784,0.799686,0.066626,0.054465,0.075132,0.023633,0.000000
0:22:23,2500,100000,0.203180,0.082827,0.014760,0.075300,0.103748,0.007106,0.235845,7.677572,0.005161,0.049966,0.044227,0.361702,0.044923,0.184477,6.865661,0.007571,0.041194,0.036994,0.107169,0.036389,0.000000
0:23:24,2600,100000,0.134005,0.115083,0.016004,0.104613,0.077897,0.016441,0.197148,18.119377,0.184596,0.062118,0.054463,0.355017,0.036675,0.147736,7.188620,0.024662,0.059590,0.052774,0.128097,0.016438,0.000000
0:24:01,2700,100000,0.163401,0.243493,0.015463,0.149106,0.069827,0.010481,0.197465,10.456047,0.338173,0.048507,0.043825,0.373858,0.043394,0.170148,14.270939,0.537645,0.046707,0.042619,0.057832,0.037468,0.000000
0:24:39,2800,100000,0.156069,0.105762,0.013849,0.083496,0.108627,0.009419,0.171888,7.700361,0.406795,0.078114,0.065179,0.333227,0.034524,0.155965,17.475374,0.252446,0.072168,0.061133,0.130742,0.035212,0.000000
0:25:15,2900,100000,0.084910,0.077311,0.020775,0.033093,0.091380,0.016013,0.406855,12.107929,2.422295,0.065837,0.059082,0.378215,0.036302,0.372354,11.591717,0.393309,0.073197,0.059885,0.139590,0.027163,0.000000
0:26:23,3000,100000,0.161355,0.112100,0.013364,0.085878,0.121025,0.014185,0.160687,9.859987,0.084110,0.058595,0.050198,0.289524,0.038352,0.144587,10.467356,0.142416,0.058111,0.046960,0.086273,0.026339,0.000000
0:27:18,3100,100000,0.115606,0.107301,0.015910,0.097378,0.104851,0.017305,0.169595,11.143929,0.438090,0.047789,0.044357,0.282883,0.033778,0.123638,5.885938,0.914848,0.047396,0.045037,0.112470,0.022146,0.000000
0:27:56,3200,100000,0.084338,0.096164,0.012104,0.083381,0.086750,0.015238,0.226729,10.017823,0.173366,0.053104,0.044680,0.269953,0.046244,0.171941,9.502320,0.019124,0.048727,0.041789,0.071124,0.032002,0.000000
0:28:34,3300,100000,0.092347,0.142085,0.016096,0.101332,0.113000,0.014207,0.186437,16.089144,2.046127,0.057069,0.051597,0.321033,0.037336,0.165147,10.176632,0.535677,0.056933,0.050614,0.111798,0.026472,0.000000
0:29:12,3400,100000,0.092560,0.095259,0.015042,0.074557,0.090712,0.015203,0.234706,14.505165,0.354482,0.065185,0.059424,0.291483,0.038694,0.197390,13.546382,0.274501,0.063051,0.055785,0.093178,0.031514,0.000000
0:29:50,3500,100000,0.135325,0.111244,0.014103,0.115781,0.092458,0.010870,0.168821,10.611229,0.049736,0.051235,0.043278,0.271318,0.049406,0.146470,13.701868,0.009742,0.049736,0.041909,0.118187,0.044622,0.000000
0:30:48,3600,100000,0.092837,0.132638,0.014893,0.097922,0.089963,0.014722,0.165199,15.472362,0.517016,0.057347,0.048315,0.263472,0.034021,0.159909,13.424163,0.806284,0.064789,0.052554,0.070282,0.024588,0.000000
0:31:26,3700,100000,0.127400,0.120233,0.013462,0.106794,0.113419,0.012467,0.167448,7.050472,0.116353,0.050942,0.045230,0.275933,0.034226,0.145281,9.319327,0.399449,0.045085,0.040877,0.057294,0.023909,0.000000
0:32:04,3800,100000,0.116719,0.110453,0.012783,0.105095,0.084346,0.011018,0.189546,7.308917,1.380471,0.049597,0.042934,0.275317,0.051153,0.163419,11.393666,0.503031,0.047938,0.042191,0.105067,0.033892,0.000000
0:32:41,3900,100000,0.119066,0.116195,0.014097,0.087573,0.102833,0.009616,0.212152,11.850949,1.134761,0.045602,0.040320,0.314516,0.043672,0.182338,16.487907,0.036392,0.042586,0.037753,0.072562,0.046796,0.000000
0:33:51,4000,100000,0.109028,0.110699,0.012858,0.086997,0.102871,0.009639,0.195384,7.398046,0.021349,0.047290,0.041337,0.242623,0.038440,0.176705,8.726467,0.012425,0.044611,0.038541,0.070675,0.032953,0.000000
0:38:27,4100,100000,0.064101,0.153706,0.012935,0.111263,0.075393,0.017597,0.207457,14.732645,0.088663,0.048631,0.042726,0.251387,0.041330,0.179944,7.293720,0.073272,0.048955,0.042685,0.113453,0.027307,0.000000
0:39:03,4200,100000,0.079136,0.134925,0.011874,0.093879,0.093384,0.009944,0.181463,9.583878,0.061923,0.050567,0.044181,0.265403,0.039902,0.157132,17.252914,0.016217,0.045352,0.040535,0.087445,0.025695,0.000000
0:39:40,4300,100000,0.129660,0.079601,0.008672,0.084074,0.076958,0.006565,0.256620,10.709647,0.550877,0.059202,0.049644,0.254524,0.035160,0.243462,7.275713,0.649971,0.054480,0.045715,0.085328,0.024332,0.000000
0:40:17,4400,100000,0.107875,0.105244,0.010083,0.089000,0.115900,0.011167,0.187372,13.459416,0.391874,0.044880,0.038426,0.268304,0.036974,0.148285,10.353674,0.296047,0.042366,0.036933,0.073076,0.034546,0.000000
0:40:54,4500,100000,0.116200,0.132460,0.010599,0.110128,0.113431,0.010800,0.152354,8.743217,0.011453,0.041415,0.036112,0.251822,0.037762,0.136666,11.907290,0.267492,0.038296,0.034281,0.069212,0.025674,0.000000
0:41:55,4600,100000,0.110926,0.123774,0.009408,0.097618,0.102994,0.006679,0.183686,7.432479,0.312481,0.035895,0.030592,0.250907,0.036267,0.169292,6.075421,0.026407,0.034045,0.029745,0.054264,0.025748,0.000000
0:42:33,4700,100000,0.135776,0.089537,0.012809,0.091293,0.093471,0.012863,0.204120,11.339837,2.487270,0.055572,0.048910,0.261560,0.032906,0.175878,11.069269,1.104762,0.046575,0.042354,0.104083,0.021430,0.000000
0:43:10,4800,100000,0.132074,0.092572,0.009418,0.099268,0.112532,0.010072,0.172864,10.729654,0.430814,0.046727,0.038941,0.231417,0.039729,0.152739,10.826010,0.002416,0.042939,0.036117,0.052142,0.040876,0.000000
0:44:13,4900,100000,0.105973,0.095915,0.011258,0.080071,0.101229,0.009653,0.206545,9.606276,0.432569,0.054312,0.047906,0.267526,0.035296,0.172199,8.484829,0.635250,0.051876,0.045062,0.060022,0.038990,0.000000
0:44:51,5000,100000,0.070150,0.116883,0.012160,0.098208,0.103522,0.017997,0.166091,18.540554,2.041727,0.047266,0.042130,0.245421,0.035695,0.156253,12.356533,0.325396,0.045374,0.039742,0.142219,0.037382,0.000000
0:45:49,5100,100000,0.112327,0.097951,0.011221,0.087982,0.106793,0.010224,0.175913,13.303646,0.048067,0.048279,0.040504,0.242200,0.036761,0.167297,15.089762,0.332398,0.045568,0.039269,0.062018,0.028924,0.000000
0:46:26,5200,100000,0.105007,0.105567,0.013431,0.079560,0.063143,0.011687,0.219560,12.525711,0.005537,0.055770,0.044704,0.245933,0.044870,0.199017,4.832367,0.009973,0.060437,0.047147,0.071110,0.038808,0.000000
0:47:02,5300,100000,0.130276,0.085918,0.011397,0.077795,0.109137,0.009499,0.219063,17.328508,1.818301,0.042144,0.034204,0.204514,0.042950,0.201524,16.696316,0.045285,0.040175,0.032933,0.057115,0.040794,0.000000
0:47:40,5400,100000,0.114735,0.127780,0.013839,0.089949,0.111881,0.011933,0.213760,11.002907,0.993959,0.046754,0.040244,0.246479,0.039361,0.197777,14.868724,0.885302,0.041592,0.036906,0.080278,0.037081,0.000000
0:48:17,5500,100000,0.133794,0.107419,0.009672,0.094705,0.103718,0.008021,0.213600,11.309633,0.417815,0.036759,0.029389,0.240898,0.042260,0.183448,14.269119,1.274282,0.032094,0.027598,0.063687,0.044997,0.000000
0:49:15,5600,100000,0.135271,0.082890,0.007905,0.104689,0.104640,0.008387,0.180681,6.903329,0.949808,0.056817,0.045738,0.238885,0.035308,0.158062,9.988816,0.360124,0.053912,0.042482,0.073814,0.034356,0.000000
0:49:52,5700,100000,0.133447,0.093310,0.006598,0.061837,0.078736,0.004348,0.271135,13.326073,0.520377,0.046876,0.039325,0.246893,0.045267,0.254599,12.213833,0.186137,0.040752,0.035028,0.057500,0.038609,0.000000
0:50:29,5800,100000,0.080116,0.113238,0.007341,0.090416,0.064299,0.009068,0.207818,14.044257,1.340758,0.043563,0.037713,0.177214,0.043014,0.166787,5.827480,0.283744,0.048359,0.039295,0.070887,0.059603,0.000000
0:51:32,5900,100000,0.157410,0.120826,0.005407,0.111402,0.118330,0.008061,0.162935,12.196099,0.061120,0.050985,0.041414,0.223795,0.048828,0.141564,13.046588,0.060263,0.063446,0.044871,0.061686,0.038026,0.000000
0:52:08,6000,100000,0.132347,0.100199,0.009775,0.102817,0.118034,0.009546,0.156743,7.433719,1.073980,0.046296,0.040323,0.203286,0.038230,0.134287,4.800423,0.207342,0.049235,0.040546,0.056254,0.024954,0.000000
0:56:22,6100,100000,0.112472,0.084354,0.009502,0.085851,0.103493,0.010869,0.206607,10.722636,0.000243,0.046384,0.039674,0.216297,0.044045,0.177910,7.466564,0.003577,0.045570,0.038679,0.133748,0.053937,0.000000
0:57:00,6200,100000,0.127106,0.107108,0.010385,0.114163,0.114456,0.010642,0.164074,7.254550,0.212174,0.044055,0.038291,0.214780,0.032029,0.148664,13.805723,0.708456,0.039673,0.034927,0.052259,0.027867,0.000000
0:57:36,6300,100000,0.136451,0.116352,0.009767,0.113889,0.112780,0.009326,0.197787,17.781408,0.344491,0.056766,0.048008,0.208652,0.036651,0.153786,14.394374,0.000296,0.045327,0.039320,0.087690,0.037156,0.000000
0:58:12,6400,100000,0.179579,0.124615,0.009387,0.052911,0.128583,0.005688,0.191661,18.148767,0.170665,0.074705,0.060085,0.216342,0.032460,0.169328,11.064220,0.011141,0.071727,0.053628,0.078334,0.038336,0.000000
0:58:49,6500,100000,0.132335,0.142277,0.006113,0.100487,0.115354,0.008530,0.178291,15.232380,0.049917,0.036283,0.029798,0.216677,0.048585,0.156983,12.573847,0.452182,0.033693,0.026841,0.058139,0.042333,0.000000
0:59:42,6600,100000,0.140911,0.124802,0.006149,0.125668,0.100494,0.008288,0.178902,12.966445,0.021724,0.049227,0.040398,0.242314,0.045984,0.147058,8.071856,0.017189,0.041365,0.036721,0.095398,0.033727,0.000000
1:00:18,6700,100000,0.136227,0.084230,0.009369,0.092506,0.106175,0.009244,0.201860,12.889171,0.538302,0.060106,0.050267,0.182658,0.027903,0.187194,10.274554,0.206237,0.053075,0.043446,0.045184,0.030439,0.000000
1:00:56,6800,100000,0.114347,0.115186,0.007593,0.103970,0.121136,0.008738,0.164446,15.827640,0.076164,0.057601,0.045364,0.209391,0.046545,0.141383,16.991634,0.768564,0.053937,0.040577,0.062899,0.038170,0.000000
1:02:00,6900,100000,0.128070,0.104099,0.011117,0.104868,0.102470,0.011245,0.177197,14.401213,0.031245,0.048184,0.036785,0.208584,0.052923,0.161307,14.237917,0.149039,0.043741,0.032841,0.066919,0.023108,0.000000
1:02:35,7000,100000,0.140892,0.107090,0.006495,0.120846,0.105353,0.006510,0.157966,7.282818,0.324577,0.047333,0.040417,0.206425,0.044697,0.140025,6.790129,0.042335,0.042284,0.037097,0.055441,0.050207,0.000000
1:03:28,7100,100000,0.116410,0.091334,0.009391,0.085208,0.104297,0.006660,0.193513,7.121280,0.299837,0.041055,0.034346,0.176238,0.039476,0.174967,5.420864,0.002862,0.039061,0.033073,0.091427,0.030951,0.000000
1:04:05,7200,100000,0.112042,0.099560,0.007883,0.094525,0.106763,0.008286,0.173546,8.803413,0.396774,0.046132,0.037812,0.170821,0.041768,0.160619,9.051263,0.011174,0.043042,0.036287,0.058781,0.032477,0.000000
1:04:43,7300,100000,0.087236,0.082687,0.009459,0.049306,0.097651,0.008638,0.313341,3.959311,0.788387,0.049178,0.042314,0.181040,0.034241,0.279331,8.403112,0.006903,0.054366,0.044666,0.096879,0.034530,0.000000
1:05:19,7400,100000,0.138968,0.098780,0.008116,0.101872,0.116298,0.007824,0.157643,10.026817,0.374045,0.057983,0.043224,0.190999,0.043679,0.155957,12.524927,0.009665,0.049747,0.040617,0.059931,0.051630,0.000000
1:05:56,7500,100000,0.130011,0.099257,0.006018,0.110620,0.103568,0.006467,0.165422,3.405856,0.002073,0.038677,0.031270,0.176415,0.026995,0.160827,6.005584,0.006299,0.037736,0.031135,0.074129,0.029027,0.000000
