Elapsed Time,Iteration,D/loss_real,D/loss_fake,D/loss_cls,D/loss_dom,D/loss_gp,G/loss_fake,G/loss_rec,G/loss_cls,G/loss_dom,G/loss_rot
0:00:05,100,-0.9875,0.3220,0.8208,4.1224,0.0007,-0.3772,0.2406,0.9015,4.1209,0.2712
0:00:08,200,-0.6388,0.1511,1.0952,4.1209,0.0044,-0.0906,0.1337,1.0818,4.1174,0.1611
0:00:11,300,-0.4210,-0.1630,1.1277,4.1147,0.0030,0.1200,0.1214,1.1239,4.1184,0.1667
0:00:13,400,-0.4293,-0.1213,1.1091,4.1188,0.0010,0.0342,0.0973,1.1015,4.1167,0.1234
0:00:16,500,-0.3094,-0.2321,0.5732,4.0964,0.0011,0.1351,0.1087,0.5499,4.1015,0.1234
0:00:18,600,-0.3985,-0.1891,0.8883,4.1235,0.0023,0.2028,0.1132,0.8960,4.1409,0.1354
0:00:21,700,-0.3048,-0.1745,1.0459,4.1086,0.0020,0.1875,0.1231,0.9914,4.1207,0.1523
0:00:24,800,-0.3992,-0.0992,1.0217,4.1313,0.0020,0.1314,0.1043,1.1184,4.1387,0.1135
0:00:27,900,-0.4034,-0.0290,0.9600,4.1018,0.0022,0.0607,0.1064,0.8643,4.1142,0.1222
0:00:29,1000,-0.4889,-0.0124,0.7951,4.1350,0.0089,0.0053,0.1045,0.7181,4.1548,0.1662
0:01:05,1100,-0.4177,-0.0374,0.9479,4.0959,0.0018,0.0537,0.0948,0.9644,4.1039,0.1071
0:01:08,1200,-0.4251,-0.0362,0.6309,4.0982,0.0018,0.0540,0.0971,0.7847,4.0972,0.1169
0:01:11,1300,-0.4736,0.0492,0.3791,4.1229,0.0009,-0.0574,0.0873,0.3383,4.1261,0.0960
0:01:13,1400,-0.4184,-0.0305,0.5137,4.1082,0.0026,0.0235,0.0944,0.5813,4.1283,0.1023
0:01:16,1500,-0.4089,0.0132,0.4085,4.1084,0.0015,-0.0145,0.1162,0.4552,4.1162,0.1427
0:01:19,1600,-0.4271,0.0240,0.5089,4.1098,0.0025,-0.0379,0.0931,0.6034,4.1447,0.1116
0:01:22,1700,-0.4768,0.0715,0.5451,4.1262,0.0013,-0.0673,0.0965,0.7229,4.1485,0.1061
0:01:25,1800,-0.4885,0.0717,0.6111,4.0983,0.0010,-0.0719,0.0955,0.6633,4.0784,0.1358
0:01:27,1900,-0.4291,0.0198,0.4118,4.1233,0.0018,-0.0312,0.0999,0.3417,4.1155,0.1083
0:01:30,2000,-0.4699,0.0838,0.4596,4.1157,0.0015,-0.0805,0.0808,0.5540,4.1275,0.1067
0:02:06,2100,-0.4324,0.0572,0.3857,4.1031,0.0009,-0.0668,0.0797,0.1979,4.1023,0.1064
0:02:09,2200,-0.4184,0.0045,0.6387,4.0794,0.0017,-0.0128,0.0970,0.4313,4.0785,0.1160
0:02:12,2300,-0.4119,0.1502,0.6338,4.1276,0.0017,-0.1633,0.0816,0.3977,4.1450,0.0937
0:02:14,2400,0.0049,-0.2326,0.4909,4.1064,0.0014,0.2270,0.0853,0.3304,4.0849,0.1018
0:02:17,2500,-0.2532,-0.0707,0.3138,4.0901,0.0013,0.0636,0.0801,0.2487,4.1014,0.1107
0:02:20,2600,-0.2402,-0.0636,0.6492,4.1029,0.0020,0.0632,0.0822,0.4922,4.1064,0.0947
0:02:23,2700,-0.2346,-0.0657,0.5287,4.0975,0.0018,0.0666,0.0833,0.3334,4.1101,0.1043
0:02:25,2800,-0.2769,-0.0065,0.5790,4.1050,0.0020,0.0133,0.0758,0.1656,4.0987,0.1200
0:02:28,2900,-0.2420,0.0290,0.5006,4.1036,0.0008,-0.0308,0.0829,0.2454,4.1060,0.0893
0:02:31,3000,-0.2249,-0.0169,0.6261,4.0957,0.0015,0.0206,0.0926,0.1989,4.1167,0.0945
0:03:07,3100,-0.3112,0.1315,0.7514,4.1212,0.0011,-0.1352,0.1079,0.3612,4.1239,0.1074
0:03:09,3200,-0.2650,0.0864,0.5501,4.0993,0.0011,-0.0813,0.0733,0.1106,4.0976,0.0876
0:03:12,3300,-0.2969,0.1102,0.3995,4.1030,0.0027,-0.1095,0.0773,0.0938,4.0994,0.0752
0:03:15,3400,-0.2764,-0.0254,0.6583,4.1137,0.0011,0.0269,0.0781,0.4561,4.1158,0.0855
0:03:18,3500,-0.2575,-0.0005,0.5616,4.1319,0.0006,0.0011,0.0655,0.4607,4.1587,0.0780
0:03:21,3600,-0.3089,0.0347,0.5485,4.0906,0.0025,-0.0330,0.0627,0.0880,4.0648,0.0815
0:03:23,3700,-0.3190,0.0393,0.2993,4.1302,0.0014,-0.0480,0.0899,0.0296,4.1247,0.0912
0:03:26,3800,-0.2690,0.0474,0.5512,4.1437,0.0007,-0.0439,0.0723,0.1052,4.1466,0.0865
0:03:29,3900,-0.2920,0.0768,0.5798,4.0851,0.0012,-0.0732,0.0816,0.1088,4.0751,0.0778
0:03:32,4000,-0.3431,0.0974,0.3925,4.1025,0.0024,-0.1034,0.0728,0.0637,4.1159,0.0805
0:04:07,4100,-0.3179,0.1476,0.6598,4.0894,0.0017,-0.1303,0.0767,0.1367,4.0885,0.0793
0:04:09,4200,-0.2949,0.1187,0.6240,4.1458,0.0014,-0.1171,0.0597,0.1485,4.1502,0.0654
0:04:13,4300,-0.3061,0.1221,0.6509,4.1308,0.0013,-0.1358,0.0755,0.0770,4.1146,0.0782
0:04:15,4400,-0.3582,0.2204,0.4621,4.1319,0.0013,-0.2093,0.0637,0.0754,4.1480,0.0762
0:04:18,4500,-0.3333,0.1695,0.4090,4.1107,0.0006,-0.1862,0.0684,0.0397,4.0896,0.0694
0:04:21,4600,-0.3135,0.1931,0.4274,4.1418,0.0012,-0.2037,0.0804,0.0958,4.1279,0.0729
0:04:23,4700,-0.3816,0.2813,0.4388,4.1241,0.0009,-0.2769,0.0579,0.1161,4.1183,0.0707
0:04:27,4800,-0.3362,0.1716,0.4403,4.1214,0.0009,-0.1622,0.0752,0.0809,4.1096,0.0686
0:04:29,4900,-0.3395,0.2038,0.2847,4.0992,0.0018,-0.2059,0.0684,0.0415,4.1292,0.0648
0:04:32,5000,-0.2788,0.1014,0.4245,4.1404,0.0026,-0.0901,0.0996,0.0944,4.1387,0.0972
0:05:08,5100,-0.3264,0.1966,0.3912,4.1106,0.0010,-0.2013,0.0613,0.0851,4.1278,0.0658
0:05:11,5200,-0.3165,0.2227,0.4370,4.0995,0.0014,-0.2228,0.0722,0.0996,4.1320,0.0636
0:05:13,5300,-0.3562,0.2806,0.6669,4.1128,0.0016,-0.2831,0.1016,0.0669,4.1146,0.0569
0:05:16,5400,-0.3833,0.2742,0.4019,4.1022,0.0009,-0.2633,0.0589,0.0447,4.1111,0.0675
0:05:18,5500,-0.3230,0.1825,0.3507,4.1428,0.0008,-0.1877,0.0686,0.1112,4.1291,0.0594
0:05:21,5600,-0.3225,0.2435,0.5178,4.1231,0.0009,-0.2456,0.0633,0.1028,4.1263,0.0568
0:05:24,5700,-0.3215,0.1569,0.1922,4.1324,0.0017,-0.1525,0.0588,0.0114,4.1187,0.0553
0:05:27,5800,-0.3349,0.1951,0.6546,4.1102,0.0012,-0.2052,0.0714,0.0630,4.1193,0.0742
0:05:30,5900,-0.2981,0.1957,0.5951,4.0873,0.0011,-0.1915,0.0569,0.1290,4.0961,0.0601
0:05:32,6000,-0.2728,0.2001,0.4621,4.1192,0.0005,-0.2043,0.0633,0.0597,4.0916,0.0521
0:06:08,6100,-0.2912,0.1981,0.3240,4.0976,0.0017,-0.2005,0.0633,0.0605,4.1042,0.0530
0:06:11,6200,-0.2953,0.2036,0.4955,4.1034,0.0011,-0.1895,0.0698,0.0606,4.1113,0.0512
0:06:13,6300,-0.2691,0.1900,0.3937,4.1145,0.0011,-0.1925,0.0580,0.1071,4.1290,0.0478
0:06:16,6400,-0.2486,0.1619,0.2919,4.1045,0.0009,-0.1656,0.0501,0.0526,4.0989,0.0437
0:06:19,6500,-0.3559,0.2629,0.5847,4.0879,0.0009,-0.2388,0.0943,0.0607,4.0886,0.0601
0:06:22,6600,-0.2779,0.1268,0.2688,4.1290,0.0007,-0.1206,0.0780,0.0661,4.1266,0.0656
0:06:25,6700,-0.2505,0.0798,0.2361,4.1115,0.0010,-0.0745,0.0719,0.0785,4.1308,0.0550
0:06:28,6800,-0.2705,0.1621,0.6023,4.0941,0.0014,-0.1712,0.0620,0.0745,4.0946,0.0628
0:06:30,6900,-0.2509,0.1784,0.2288,4.1353,0.0006,-0.1873,0.0548,0.0413,4.1438,0.0423
0:06:33,7000,-0.2076,0.1452,0.2404,4.1117,0.0009,-0.1617,0.0740,0.0365,4.1125,0.0531
0:07:09,7100,-0.2560,0.1535,0.2239,4.0987,0.0014,-0.1579,0.0527,0.0385,4.1052,0.0468
0:07:11,7200,-0.2925,0.2059,0.1856,4.1259,0.0018,-0.2015,0.0623,0.0286,4.1151,0.0475
0:07:14,7300,-0.2599,0.1935,0.1551,4.1246,0.0045,-0.1821,0.0619,0.0432,4.1273,0.0461
0:07:17,7400,-0.2474,0.1792,0.2701,4.0990,0.0011,-0.1754,0.0593,0.0701,4.0963,0.0564
0:07:20,7500,-0.2802,-0.0125,0.2645,4.0789,0.0017,0.0272,0.0713,0.0545,4.1127,0.0913
0:07:23,7600,-0.2372,0.1332,0.4564,4.1202,0.0009,-0.1259,0.0874,0.0666,4.1147,0.0659
0:07:25,7700,-0.1939,0.0908,0.3159,4.1195,0.0010,-0.0870,0.0615,0.0608,4.1101,0.0467
0:07:28,7800,-0.2383,0.1557,0.3843,4.1324,0.0013,-0.1447,0.0574,0.0416,4.1246,0.0479
0:07:31,7900,-0.1909,0.0860,0.3323,4.1290,0.0006,-0.0851,0.0767,0.0997,4.1142,0.0567
