Elapsed Time,Iteration,D/loss_real,D/loss_fake,D/loss_cls,D/loss_dom,D/loss_gp,D/loss_sd,D/loss_td,G/loss_fake,G/loss_rec,G/loss_cls,G/loss_dom,G/loss_rot,G/loss_td
0:10:32,9600,-0.1997,-0.1129,0.2054,4.1570,0.0239,0.0000,0.0356,0.1037,0.1331,2.3187,4.1101,0.2016,0.0061
0:10:35,9700,-0.0823,-0.0347,0.1623,4.1223,0.0023,0.0000,0.0096,0.0425,0.0611,0.0702,4.1133,0.0593,0.0036
0:10:38,9800,-0.0978,-0.0202,0.1937,4.1432,0.0013,0.0000,0.0526,0.0230,0.0658,0.0504,4.1108,0.0592,0.0365
0:10:42,9900,-0.0647,-0.0277,0.1871,4.0835,0.0007,0.0000,0.0011,0.0227,0.0522,0.0324,4.0902,0.0440,0.0013
0:10:46,10000,-0.0590,-0.0329,0.1362,4.1519,0.0005,0.0000,0.0064,0.0336,0.0558,0.0382,4.1442,0.0440,0.0023
0:14:36,10100,-0.0763,-0.0077,0.1914,4.2171,0.0007,0.0000,0.0022,0.0076,0.0630,0.0396,4.2295,0.0439,0.0009
0:14:39,10200,-0.0526,0.0104,0.0565,4.1696,0.0009,0.0000,0.0080,-0.0130,0.0782,0.0158,4.1367,0.0367,0.0043
0:14:43,10300,-0.0670,-0.0536,0.2358,4.0924,0.0009,0.0000,0.0605,0.0630,0.0516,0.0172,4.0856,0.0426,0.0058
0:14:46,10400,-0.0504,-0.0396,0.1763,4.1287,0.0005,0.0207,0.0058,0.0396,0.0635,0.0532,4.1450,0.0524,0.0215
0:14:49,10500,-0.0215,-0.0647,0.2642,4.1592,0.0008,0.0046,0.0018,0.0668,0.0705,0.0654,4.1495,0.0583,0.0142
0:14:53,10600,-0.0362,-0.0786,0.0610,4.1209,0.0009,0.0000,0.0067,0.0799,0.0601,0.0152,4.0977,0.0461,0.0012
0:14:57,10700,-0.0508,-0.0521,0.2255,4.1253,0.0007,0.0000,0.0652,0.0462,0.0550,0.0464,4.1366,0.0441,0.0259
0:15:00,10800,-0.0409,-0.0340,0.2536,4.1573,0.0009,0.0000,0.0011,0.0316,0.0660,0.0278,4.1496,0.0462,0.0001
0:15:03,10900,-0.0539,-0.0298,0.1143,4.1437,0.0008,0.0000,0.0087,0.0288,0.0591,0.0119,4.1400,0.0504,0.0016
0:15:06,11000,-0.0167,-0.0397,0.1902,4.0862,0.0022,0.0001,0.0029,0.0395,0.0513,0.0231,4.0987,0.0356,0.0007
0:15:44,11100,-0.0471,-0.0425,0.2180,4.1176,0.0010,0.0000,0.0049,0.0469,0.0512,0.0244,4.1121,0.0386,0.0268
0:15:47,11200,-0.0433,-0.0472,0.1404,4.1010,0.0004,0.0000,0.0010,0.0486,0.0445,0.0359,4.1136,0.0357,0.0002
0:15:51,11300,-0.0265,-0.0435,0.1691,4.0736,0.0010,0.0000,0.0229,0.0420,0.0436,0.0158,4.0772,0.0339,0.0026
0:15:54,11400,-0.0188,-0.0863,0.1916,4.1294,0.0013,0.0002,0.0023,0.0838,0.0616,0.0169,4.1396,0.0454,0.0010
0:15:58,11500,-0.0362,-0.0526,0.3054,4.1213,0.0011,0.0000,0.0073,0.0675,0.0510,0.0146,4.1015,0.0387,0.0018
0:16:01,11600,-0.0590,-0.0366,0.4082,4.1372,0.0014,0.0000,0.0256,0.0315,0.0523,0.0134,4.1409,0.0409,0.0082
0:16:04,11700,-0.0304,-0.0127,0.2389,4.1381,0.0010,0.0018,0.0023,-0.0017,0.0655,0.0129,4.1447,0.0475,0.0018
0:16:08,11800,-0.0079,-0.0582,0.0776,4.0899,0.0005,0.0000,0.0024,0.0613,0.0444,0.0280,4.1059,0.0328,0.0007
0:16:12,11900,-0.0887,0.0074,0.3014,4.0601,0.0011,0.0000,0.0074,-0.0022,0.0591,0.0175,4.0538,0.0433,0.0010
0:16:15,12000,-0.0794,0.0406,0.2337,4.1157,0.0012,0.0000,0.0109,-0.0390,0.0724,0.0085,4.1136,0.0453,0.0007
0:16:52,12100,-0.0568,-0.0175,0.2357,4.0263,0.0008,0.0000,0.0009,0.0167,0.0607,0.0110,4.0321,0.0388,0.0002
0:16:56,12200,-0.0564,0.0070,0.1595,4.2067,0.0007,0.0000,0.0041,-0.0041,0.0606,0.0179,4.1941,0.0375,0.0014
0:16:59,12300,-0.0658,0.0037,0.0932,4.1816,0.0006,0.0000,0.0019,-0.0027,0.0672,0.0050,4.1915,0.0392,0.0006
0:17:02,12400,-0.0568,0.0142,0.2447,4.1591,0.0017,0.3505,0.0004,-0.0400,0.0681,0.0190,4.1907,0.0426,0.0035
0:17:06,12500,-0.0383,-0.0351,0.1965,4.1189,0.0011,0.0000,0.0022,0.0323,0.0539,0.0172,4.1112,0.0389,0.0229
0:17:10,12600,-0.0512,-0.0063,0.1317,4.1116,0.0011,0.0000,0.0098,0.0130,0.0547,0.0076,4.1352,0.0350,0.0004
0:17:13,12700,-0.0223,-0.1268,0.1980,4.1200,0.0019,0.0000,0.0008,0.1339,0.0810,0.0285,4.1513,0.0550,0.0037
0:17:16,12800,-0.0162,-0.0785,0.0628,4.1823,0.0008,0.0000,0.0006,0.0832,0.0464,0.0035,4.1502,0.0348,0.0002
0:17:20,12900,-0.0387,-0.0582,0.0479,4.0902,0.0010,0.0000,0.0018,0.0552,0.0509,0.0206,4.0846,0.0373,0.0003
0:17:24,13000,-0.0839,-0.0056,0.1117,4.0929,0.0011,0.0000,0.0061,0.0093,0.1006,0.0163,4.1199,0.0449,0.0006
0:18:01,13100,-0.0404,-0.0414,0.1201,4.0885,0.0007,0.0000,0.0077,0.0428,0.0539,0.0069,4.1012,0.0390,0.0014
0:18:05,13200,-0.0327,-0.0560,0.0513,4.1393,0.0007,0.0000,0.0010,0.0564,0.0619,0.0038,4.1553,0.0371,0.0002
0:18:09,13300,-0.0783,-0.1085,0.0563,4.0760,0.0044,0.0000,0.0065,0.1226,0.0680,0.0228,4.0642,0.0854,0.0009
0:18:12,13400,-0.0519,-0.0395,0.0261,4.1908,0.0010,0.0000,0.0197,0.0429,0.0522,0.0198,4.1888,0.0415,0.0039
0:18:15,13500,-0.0736,-0.0274,0.1314,4.0901,0.0008,0.0000,0.0013,0.0299,0.0561,0.0129,4.0821,0.0415,0.0005
0:18:18,13600,-0.0571,-0.0173,0.0181,4.1855,0.0007,0.0000,0.0010,0.0175,0.0506,0.0030,4.1841,0.0343,0.0003
0:18:22,13700,-0.0571,-0.0587,0.0921,4.1736,0.0009,0.0000,0.0087,0.0573,0.0646,0.0059,4.1350,0.0451,0.0007
0:18:26,13800,-0.0193,-0.0628,0.0585,4.1682,0.0009,0.0000,0.0014,0.0595,0.0581,0.0169,4.1992,0.0366,0.0007
0:18:29,13900,-0.0612,-0.0487,0.0654,4.1318,0.0011,0.0000,0.0017,0.0582,0.0569,0.0100,4.1215,0.0377,0.0005
0:18:32,14000,-0.0384,-0.0390,0.1705,4.1682,0.0006,0.0002,0.0011,0.0433,0.0536,0.0094,4.1767,0.0396,0.0004
0:19:11,14100,-0.0230,-0.0511,0.1323,4.1384,0.0009,0.0000,0.0008,0.0509,0.0581,0.0185,4.1347,0.0384,0.0005
0:19:14,14200,-0.0639,-0.0006,0.5982,4.1494,0.0010,0.0647,0.0058,-0.0049,0.0789,0.0713,4.1355,0.0449,0.0010
0:19:18,14300,-0.0443,-0.0257,0.0596,4.1667,0.0006,0.0000,0.0004,0.0221,0.0525,0.0066,4.1816,0.0358,0.0002
0:19:21,14400,-0.0432,-0.0449,0.0636,4.1339,0.0014,0.0001,0.0018,0.0480,0.0548,0.0128,4.1491,0.0350,0.0006
0:19:25,14500,-0.0598,-0.0406,0.2444,4.1701,0.0012,0.0000,0.0012,0.0325,0.0582,0.0227,4.1602,0.0404,0.0003
0:19:28,14600,-0.0348,-0.0008,0.0909,4.0956,0.0014,0.0000,0.0030,-0.0129,0.0629,0.0016,4.0892,0.0340,0.0003
0:19:31,14700,-0.0573,0.0031,0.1715,4.1242,0.0018,0.0001,0.0011,-0.0040,0.0647,0.0095,4.1156,0.0386,0.0003
0:19:35,14800,-0.0039,-0.0667,0.0879,4.0546,0.0027,0.0000,0.0081,0.0735,0.0566,0.0053,4.0664,0.0548,0.0010
0:19:38,14900,-0.0831,0.0237,0.0642,4.0924,0.0014,0.0005,0.0008,-0.0265,0.0706,0.0037,4.0843,0.0391,0.0002
0:19:42,15000,-0.0772,0.0010,0.0075,4.1574,0.0006,0.0000,0.0062,-0.0024,0.0482,0.0021,4.1745,0.0341,0.0012
0:20:19,15100,-0.0433,-0.2016,0.0180,4.1645,0.0049,0.0000,0.0054,0.2021,0.1226,0.4077,4.1539,0.1601,0.0356
0:20:23,15200,-0.0581,-0.1812,0.0216,4.1832,0.0031,0.0000,0.0014,0.1704,0.0691,0.0063,4.1594,0.0895,0.0006
0:20:26,15300,-0.0476,-0.0643,0.0614,4.0890,0.0019,0.0000,0.0012,0.0620,0.0662,0.0084,4.0649,0.0598,0.0007
0:20:29,15400,-0.0475,-0.0767,0.1230,4.2254,0.0017,0.0000,0.0301,0.0766,0.0590,0.0073,4.2054,0.0579,0.0034
0:20:32,15500,-0.0810,-0.0146,0.0903,4.1137,0.0006,0.0000,0.0012,0.0106,0.0737,0.0098,4.1594,0.0517,0.0003
0:20:36,15600,-0.0571,-0.0026,0.0808,4.1656,0.0013,0.0000,0.0007,0.0069,0.0519,0.0414,4.1848,0.0426,0.0003
