Elapsed Time,Iteration,D/loss_real,D/loss_fake,D/loss_gp,D/loss_cls,D/loss_dom,D/loss_rot,G/loss_fake,G/loss_rec,G/loss_cls,G/loss_dom,G/loss_rot
0:00:09,100,-3.9716,-0.1754,1.3565,0.0223,2.7151,0.0000,0.1461,0.3018,1.4340,2.6422,0.3193
0:00:13,200,-2.2713,-0.2537,1.3734,0.0447,2.6986,0.0000,0.3770,0.1728,1.4884,2.6314,0.1746
0:00:18,300,-1.6618,-1.2537,1.3751,0.0146,2.7267,0.0000,1.2411,0.1536,1.4696,2.7024,0.1558
0:00:23,400,-1.6240,-1.4479,1.2583,0.0298,2.7215,0.0000,1.6738,0.1837,1.4659,2.7636,0.1810
0:00:28,500,-1.5905,-1.0876,1.2411,0.0206,2.4710,0.0000,0.9828,0.1659,1.4094,2.4116,0.1578
0:00:33,600,-1.5047,-1.4674,1.2611,0.0277,2.7676,0.0000,1.3910,0.1411,1.6798,2.6840,0.1402
0:00:38,700,-1.5174,-1.5175,1.0850,0.0300,2.6610,0.0000,1.2220,0.1437,1.5502,2.7747,0.1410
0:00:43,800,-1.3257,-1.6937,0.7452,0.0232,2.6152,0.0000,1.6020,0.1439,1.2982,2.7171,0.1400
0:00:49,900,-1.2099,-1.6312,1.0097,0.0179,2.7762,0.0000,1.6737,0.1583,1.0529,2.7716,0.1544
0:00:53,1000,-1.0407,-1.6862,0.7291,0.0210,2.8644,0.0000,1.5583,0.1616,1.0046,2.8531,0.1594
0:01:21,1100,-1.1286,-1.8158,0.9215,0.0200,2.6494,0.0000,1.8929,0.1552,1.2257,2.7280,0.1571
0:01:26,1200,-0.6431,-1.9655,0.6778,0.0358,2.7112,0.0000,1.4697,0.1650,0.7630,2.8544,0.1601
0:01:31,1300,-0.8092,-1.9136,0.8465,0.0066,2.7909,0.0000,2.0526,0.1435,0.8571,2.9340,0.1464
0:01:35,1400,-0.6600,-1.8874,0.7035,0.0151,2.7413,0.0000,1.8083,0.1537,0.6791,2.8957,0.1607
0:01:41,1500,-0.5606,-1.6908,0.7563,0.0059,2.6081,0.0000,1.7928,0.1467,0.6996,2.6739,0.1430
0:01:46,1600,-0.4150,-1.9173,0.7593,0.0215,2.6869,0.0000,1.7348,0.1522,0.7263,2.7069,0.1481
0:01:51,1700,-0.4648,-1.8994,0.7288,0.0147,2.6214,0.0000,1.7216,0.1409,0.7271,2.8488,0.1395
0:01:56,1800,-0.3733,-1.7262,0.7091,0.0143,2.4874,0.0000,1.7394,0.1417,0.7177,2.5790,0.1325
0:02:01,1900,-0.4317,-1.5437,0.7723,0.0172,2.8121,0.0000,1.4970,0.1054,0.5230,3.0778,0.1058
0:02:06,2000,-0.3733,-1.6474,0.7089,0.0109,2.7426,0.0000,1.5335,0.1125,0.6569,2.8628,0.1069
0:02:33,2100,-0.3734,-1.8215,0.7340,0.0121,2.6818,0.0000,1.8282,0.1462,0.5810,2.9666,0.1472
0:02:38,2200,-0.1714,-1.7564,0.6918,0.0096,2.6271,0.0000,1.6411,0.1105,0.6856,2.9135,0.1081
0:02:43,2300,-0.4738,-1.7461,0.8259,0.0239,2.5614,0.0000,1.6341,0.1311,1.0594,2.3958,0.1294
0:02:48,2400,-0.1022,-1.7462,1.2889,0.0195,2.7451,0.0000,1.7229,0.0940,1.2489,2.6861,0.0887
0:02:53,2500,-0.1618,-1.8858,0.9742,0.0174,2.7444,0.0000,1.8366,0.1416,0.7172,2.7709,0.1439
0:02:58,2600,-0.2672,-1.8226,0.6707,0.0171,2.6331,0.0000,1.7542,0.1331,0.6432,2.6460,0.1333
0:03:03,2700,-0.5599,-1.6690,0.7073,0.0209,2.7319,0.0000,1.5814,0.1344,0.5594,3.3087,0.1348
0:03:08,2800,-0.2727,-1.9841,0.7123,0.0141,2.7050,0.0000,2.0580,0.1548,0.6047,2.7941,0.1331
0:03:13,2900,0.2137,-1.8775,0.6527,0.0063,2.7911,0.0000,1.8792,0.1130,0.5785,2.7365,0.1099
0:03:19,3000,-0.3776,-1.7819,0.7537,0.0068,2.4885,0.0000,1.7677,0.1466,0.7850,2.8343,0.1382
0:03:45,3100,-0.2518,-1.8075,0.7715,0.0109,2.6024,0.0000,1.7663,0.1428,0.7916,3.1512,0.1423
0:03:50,3200,0.2268,-1.8351,0.8374,0.0009,2.5311,0.0000,1.9685,0.0860,0.5659,2.8494,0.0810
0:03:55,3300,-0.0623,-1.7343,0.7955,0.0008,2.6173,0.0000,1.8461,0.1095,0.7827,2.7405,0.1069
0:04:01,3400,0.2842,-1.9535,0.6982,0.0099,2.4416,0.0000,1.9769,0.0819,0.6371,2.8625,0.0725
0:04:06,3500,-0.0283,-1.4304,0.7256,0.0012,2.7206,0.0000,1.4325,0.0926,0.6012,2.8538,0.0869
0:04:11,3600,-0.5428,-1.5241,0.8084,0.0133,2.5976,0.0000,1.4047,0.1380,0.7338,2.7741,0.1300
0:04:16,3700,-0.3218,-1.5368,0.7557,0.0194,2.6732,0.0000,1.4812,0.1564,0.7429,2.9356,0.1536
0:04:21,3800,0.0730,-1.5873,0.6811,0.0086,2.7975,0.0000,1.4407,0.1374,0.7973,3.0395,0.1325
0:04:26,3900,-0.0803,-1.3680,0.8598,0.0071,2.5172,0.0000,1.3363,0.1512,0.6811,3.0510,0.1389
0:04:32,4000,-0.1175,-1.0692,0.7946,0.0024,2.5242,0.0000,1.0640,0.1314,0.6419,2.9623,0.1051
0:04:58,4100,-0.1587,-1.1109,0.6483,0.0026,2.5126,0.0000,1.1135,0.1208,0.5348,2.8737,0.0957
0:05:03,4200,0.1999,-1.0167,0.8284,0.0024,2.4851,0.0000,1.0851,0.0712,0.6381,2.7939,0.0544
0:05:08,4300,-0.3841,-0.7264,0.6659,0.0035,2.3765,0.0000,0.7695,0.1108,0.4694,2.6288,0.0892
0:05:13,4400,0.0272,-0.8747,0.6243,0.0011,2.5475,0.0000,0.8683,0.0649,0.5254,2.7218,0.0581
0:05:18,4500,-0.5319,-0.8273,1.1917,0.0061,2.3675,0.0000,0.9396,0.1202,0.6120,2.8808,0.0991
0:05:23,4600,-0.3353,-1.1234,0.6413,0.0279,2.5445,0.0000,0.9477,0.1285,0.7150,2.7052,0.1234
0:05:28,4700,0.0208,-0.8969,0.5665,0.0037,2.2519,0.0000,0.8591,0.0759,0.6219,2.7386,0.0663
0:05:33,4800,-0.2719,-1.0959,0.8224,0.0126,2.5262,0.0000,1.0052,0.1295,0.6361,3.5243,0.1206
0:05:39,4900,-0.0815,-0.9916,0.5651,0.0188,2.3863,0.0000,1.0514,0.0805,0.4952,2.5820,0.0760
0:05:44,5000,-0.0718,-0.7071,0.6677,0.0057,2.3526,0.0000,0.8183,0.0790,0.4614,2.5271,0.0700
0:06:11,5100,0.1082,-0.9881,0.8601,0.0071,2.4802,0.0000,0.8644,0.1148,0.7584,2.5586,0.0774
0:06:16,5200,-0.6532,-0.9889,0.6454,0.0074,2.4627,0.0000,0.9426,0.1463,0.5501,3.1108,0.1369
0:06:21,5300,0.2364,-1.0505,0.8411,0.0043,2.2737,0.0000,1.0963,0.0635,0.6523,2.5253,0.0536
0:06:26,5400,0.2073,-0.2241,0.5649,0.0105,2.2490,0.0000,0.1891,0.0838,0.3775,2.7526,0.0666
0:06:31,5500,-0.1237,-0.1657,0.5817,0.0033,2.3966,0.0000,0.2567,0.0579,0.6451,2.5560,0.0482
0:06:37,5600,-0.4276,-0.5621,0.6948,0.0164,2.3934,0.0000,0.4992,0.1326,0.8058,2.6454,0.1059
0:06:42,5700,-0.3645,-0.5139,0.5363,0.0040,2.3356,0.0000,0.4930,0.1394,0.3624,3.0896,0.1224
0:06:47,5800,-0.1021,-0.5576,0.4811,0.0162,2.3465,0.0000,0.3628,0.1338,0.7767,2.7770,0.1002
0:06:52,5900,0.0029,-0.4441,0.5981,0.0067,2.4726,0.0000,0.4426,0.1231,0.4128,2.7335,0.0974
0:06:57,6000,-0.1169,-0.1600,0.6178,0.0040,2.1938,0.0000,0.1509,0.0670,0.6616,2.9113,0.0508
0:07:24,6100,-0.0602,-0.2802,0.7370,0.0041,2.0743,0.0000,0.2669,0.0850,0.5043,2.9139,0.0684
0:07:29,6200,-0.4011,-0.2275,0.7222,0.0078,2.3800,0.0000,0.2218,0.1305,0.6594,3.1962,0.0804
0:07:34,6300,0.0075,-0.1603,0.5831,0.0335,2.3902,0.0000,0.2236,0.0738,0.5444,2.3166,0.0595
0:07:39,6400,-0.6110,-0.4541,0.8032,0.0208,2.4249,0.0000,0.4661,0.1241,0.6182,2.9532,0.1048
0:07:44,6500,-0.1829,-0.0919,0.7180,0.0254,2.1421,0.0000,0.2469,0.0593,0.5870,2.2364,0.0454
0:07:49,6600,-0.1201,-0.1691,0.2939,0.0076,2.7435,0.0000,0.3122,0.0870,0.3878,3.0914,0.0680
